# 20240927_194640
alpha,tauRe,tauIm
0,91.0699,0
0.00157237,91.0727,0
0.00314474,91.0752,0
0.00471711,91.0772,0
0.00628947,91.0789,0
0.00786184,91.0803,0
0.00943421,91.0815,0
0.0110066,91.0824,0
0.0125789,91.0831,0
0.0141513,91.0836,0
0.0157237,91.0838,0
0.0172961,91.0839,0
0.0188684,91.0839,0
0.0204408,91.0838,0
0.0220132,91.0835,0
0.0235855,91.0831,0
0.0251579,91.0826,0
0.0267303,91.082,0
0.0283026,91.0813,0
0.029875,91.0805,0
0.0314474,91.0797,0
0.0330197,91.0789,0
0.0345921,91.0779,0
0.0361645,91.077,0
0.0377368,91.0759,0
0.0393092,91.0749,0
0.0408816,91.0738,0
0.042454,91.0726,0
0.0440263,91.0715,0
0.0455987,91.0703,0
0.0471711,91.069,0
0.0487434,91.0678,0
0.0503158,91.0665,0
0.0518882,91.0652,0
0.0534605,91.0639,0
0.0550329,91.0625,0
0.0566053,91.0611,0
0.0581776,91.0597,0
0.05975,91.0583,0
0.0613224,91.0568,0
0.0628947,91.0554,0
0.0644671,91.0538,0
0.0660395,91.0523,0
0.0676119,91.0507,0
0.0691842,91.0491,0
0.0707566,91.0475,0
0.072329,91.0458,0
0.0739013,91.0442,0
0.0754737,91.0424,0
0.0770461,91.0407,0
0.0786184,91.0389,0
0.0801908,91.037,0
0.0817632,91.0352,0
0.0833355,91.0332,0
0.0849079,91.0313,0
0.0864803,91.0293,0
0.0880526,91.0273,0
0.089625,91.0252,0
0.0911974,91.023,0
0.0927698,91.0209,0
0.0943421,91.0186,0
0.0959145,91.0164,0
0.0974869,91.0141,0
0.0990592,91.0117,0
0.100632,91.0093,0
0.102204,91.0068,0
0.103776,91.0043,0
0.105349,91.0017,0
0.106921,90.9991,0
0.108493,90.9964,0
0.110066,90.9937,0
0.111638,90.9909,0
0.113211,90.9881,0
0.114783,90.9852,0
0.116355,90.9822,0
0.117928,90.9792,0
0.1195,90.9761,0
0.121072,90.973,0
0.122645,90.9698,0
0.124217,90.9665,0
0.125789,90.9632,0
0.127362,90.9598,0
0.128934,90.9563,0
0.130507,90.9528,0
0.132079,90.9493,0
0.133651,90.9456,0
0.135224,90.9419,0
0.136796,90.9382,0
0.138368,90.9343,0
0.139941,90.9304,0
0.141513,90.9265,0
0.143086,90.9224,0
0.144658,90.9183,0
0.14623,90.9142,0
0.147803,90.9099,0
0.149375,90.9056,0
0.150947,90.9012,0
0.15252,90.8968,0
0.154092,90.8922,0
0.155665,90.8876,0
0.157237,90.883,0
0.158809,90.8782,0
0.160382,90.8734,0
0.161954,90.8685,0
0.163526,90.8635,0
0.165099,90.8584,0
0.166671,90.8533,0
0.168243,90.8481,0
0.169816,90.8428,0
0.171388,90.8374,0
0.172961,90.8319,0
0.174533,90.8264,0
0.176105,90.8207,0
0.177678,90.815,0
0.17925,90.8092,0
0.180822,90.8033,0
0.182395,90.7973,0
0.183967,90.7913,0
0.18554,90.7851,0
0.187112,90.7788,0
0.188684,90.7725,0
0.190257,90.766,0
0.191829,90.7595,0
0.193401,90.7528,0
0.194974,90.7461,0
0.196546,90.7392,0
0.198118,90.7323,0
0.199691,90.7252,0
0.201263,90.7181,0
0.202836,90.7108,0
0.204408,90.7034,0
0.20598,90.6959,0
0.207553,90.6883,0
0.209125,90.6806,0
0.210697,90.6728,0
0.21227,90.6648,0
0.213842,90.6568,0
0.215415,90.6486,0
0.216987,90.6403,0
0.218559,90.6318,0
0.220132,90.6233,0
0.221704,90.6146,0
0.223276,90.6058,0
0.224849,90.5969,0
0.226421,90.5878,0
0.227993,90.5786,0
0.229566,90.5692,0
0.231138,90.5597,0
0.232711,90.5501,0
0.234283,90.5404,0
0.235855,90.5305,0
0.237428,90.5204,0
0.239,90.5102,0
0.240572,90.4999,0
0.242145,90.4894,0
0.243717,90.4787,0
0.24529,90.4679,0
0.246862,90.4569,0
0.248434,90.4458,0
0.250007,90.4345,0
0.251579,90.4231,0
0.253151,90.4114,0
0.254724,90.3997,0
0.256296,90.3877,0
0.257868,90.3756,0
0.259441,90.3633,0
0.261013,90.3508,0
0.262586,90.3381,0
0.264158,90.3253,0
0.26573,90.3123,0
0.267303,90.2991,0
0.268875,90.2857,0
0.270447,90.2721,0
0.27202,90.2583,0
0.273592,90.2444,0
0.275165,90.2302,0
0.276737,90.2159,0
0.278309,90.2013,0
0.279882,90.1865,0
0.281454,90.1716,0
0.283026,90.1564,0
0.284599,90.141,0
0.286171,90.1254,0
0.287743,90.1096,0
0.289316,90.0936,0
0.290888,90.0773,0
0.292461,90.0609,0
0.294033,90.0442,0
0.295605,90.0273,0
0.297178,90.0101,0
0.29875,89.9928,0
0.300322,89.9752,0
0.301895,89.9573,0
0.303467,89.9393,0
0.30504,89.9209,0
0.306612,89.9024,0
0.308184,89.8836,0
0.309757,89.8645,0
0.311329,89.8452,0
0.312901,89.8257,0
0.314474,89.8059,0
0.316046,89.7858,0
0.317618,89.7655,0
0.319191,89.7449,0
0.320763,89.7241,0
0.322336,89.703,0
0.323908,89.6816,0
0.32548,89.6599,0
0.327053,89.638,0
0.328625,89.6158,0
0.330197,89.5933,0
0.33177,89.5706,0
0.333342,89.5475,0
0.334915,89.5242,0
0.336487,89.5006,0
0.338059,89.4767,0
0.339632,89.4525,0
0.341204,89.428,0
0.342776,89.4032,0
0.344349,89.3781,0
0.345921,89.3527,0
0.347493,89.327,0
0.349066,89.3009,0
0.350638,89.2746,0
0.352211,89.248,0
0.353783,89.221,0
0.355355,89.1937,0
0.356928,89.1661,0
0.3585,89.1382,0
0.360072,89.11,0
0.361645,89.0814,0
0.363217,89.0525,0
0.36479,89.0232,0
0.366362,88.9937,0
0.367934,88.9638,0
0.369507,88.9335,0
0.371079,88.9029,0
0.372651,88.872,0
0.374224,88.8407,0
0.375796,88.809,0
0.377368,88.777,0
0.378941,88.7447,0
0.380513,88.712,0
0.382086,88.6789,0
0.383658,88.6455,0
0.38523,88.6117,0
0.386803,88.5775,0
0.388375,88.543,0
0.389947,88.5081,0
0.39152,88.4728,0
0.393092,88.4371,0
0.394665,88.4011,0
0.396237,88.3647,0
0.397809,88.3279,0
0.399382,88.2907,0
0.400954,88.2531,0
0.402526,88.2151,0
0.404099,88.1768,0
0.405671,88.138,0
0.407243,88.0989,0
0.408816,88.0593,0
0.410388,88.0194,0
0.411961,87.979,0
0.413533,87.9382,0
0.415105,87.8971,0
0.416678,87.8555,0
0.41825,87.8135,0
0.419822,87.7711,0
0.421395,87.7282,0
0.422967,87.685,0
0.42454,87.6413,0
0.426112,87.5972,0
0.427684,87.5527,0
0.429257,87.5078,0
0.430829,87.4624,0
0.432401,87.4166,0
0.433974,87.3704,0
0.435546,87.3237,0
0.437118,87.2766,0
0.438691,87.2291,0
0.440263,87.1811,0
0.441836,87.1327,0
0.443408,87.0838,0
0.44498,87.0345,0
0.446553,86.9848,0
0.448125,86.9346,0
0.449697,86.8839,0
0.45127,86.8328,0
0.452842,86.7813,0
0.454415,86.7293,0
