# 20240927_194640
alpha,DrRe,DrIm
0,88.0628,0
0.00157237,88.1032,0
0.00314474,88.1407,0
0.00471711,88.1718,0
0.00628947,88.1987,0
0.00786184,88.2217,0
0.00943421,88.2415,0
0.0110066,88.2583,0
0.0125789,88.2727,0
0.0141513,88.285,0
0.0157237,88.2956,0
0.0172961,88.3046,0
0.0188684,88.3125,0
0.0204408,88.3194,0
0.0220132,88.3256,0
0.0235855,88.3312,0
0.0251579,88.3365,0
0.0267303,88.3415,0
0.0283026,88.3464,0
0.029875,88.3513,0
0.0314474,88.3563,0
0.0330197,88.3615,0
0.0345921,88.3669,0
0.0361645,88.3727,0
0.0377368,88.3788,0
0.0393092,88.3854,0
0.0408816,88.3924,0
0.042454,88.3998,0
0.0440263,88.4078,0
0.0455987,88.4162,0
0.0471711,88.4252,0
0.0487434,88.4346,0
0.0503158,88.4446,0
0.0518882,88.455,0
0.0534605,88.466,0
0.0550329,88.4774,0
0.0566053,88.4893,0
0.0581776,88.5017,0
0.05975,88.5145,0
0.0613224,88.5277,0
0.0628947,88.5414,0
0.0644671,88.5554,0
0.0660395,88.5699,0
0.0676119,88.5847,0
0.0691842,88.5998,0
0.0707566,88.6153,0
0.072329,88.6312,0
0.0739013,88.6473,0
0.0754737,88.6637,0
0.0770461,88.6804,0
0.0786184,88.6973,0
0.0801908,88.7146,0
0.0817632,88.732,0
0.0833355,88.7497,0
0.0849079,88.7677,0
0.0864803,88.7858,0
0.0880526,88.8042,0
0.089625,88.8227,0
0.0911974,88.8415,0
0.0927698,88.8604,0
0.0943421,88.8796,0
0.0959145,88.8989,0
0.0974869,88.9185,0
0.0990592,88.9382,0
0.100632,88.9581,0
0.102204,88.9782,0
0.103776,88.9985,0
0.105349,89.019,0
0.106921,89.0396,0
0.108493,89.0605,0
0.110066,89.0815,0
0.111638,89.1027,0
0.113211,89.1242,0
0.114783,89.1458,0
0.116355,89.1677,0
0.117928,89.1897,0
0.1195,89.2119,0
0.121072,89.2344,0
0.122645,89.2571,0
0.124217,89.28,0
0.125789,89.3031,0
0.127362,89.3264,0
0.128934,89.35,0
0.130507,89.3738,0
0.132079,89.3978,0
0.133651,89.4221,0
0.135224,89.4466,0
0.136796,89.4713,0
0.138368,89.4963,0
0.139941,89.5214,0
0.141513,89.5469,0
0.143086,89.5725,0
0.144658,89.5984,0
0.14623,89.6246,0
0.147803,89.6509,0
0.149375,89.6775,0
0.150947,89.7043,0
0.15252,89.7314,0
0.154092,89.7586,0
0.155665,89.7861,0
0.157237,89.8138,0
0.158809,89.8417,0
0.160382,89.8698,0
0.161954,89.8981,0
0.163526,89.9266,0
0.165099,89.9552,0
0.166671,89.9841,0
0.168243,90.0131,0
0.169816,90.0423,0
0.171388,90.0716,0
0.172961,90.1011,0
0.174533,90.1307,0
0.176105,90.1605,0
0.177678,90.1903,0
0.17925,90.2203,0
0.180822,90.2504,0
0.182395,90.2806,0
0.183967,90.3109,0
0.18554,90.3412,0
0.187112,90.3716,0
0.188684,90.4021,0
0.190257,90.4326,0
0.191829,90.4631,0
0.193401,90.4936,0
0.194974,90.5242,0
0.196546,90.5547,0
0.198118,90.5853,0
0.199691,90.6158,0
0.201263,90.6462,0
0.202836,90.6766,0
0.204408,90.707,0
0.20598,90.7372,0
0.207553,90.7674,0
0.209125,90.7975,0
0.210697,90.8275,0
0.21227,90.8574,0
0.213842,90.8871,0
0.215415,90.9167,0
0.216987,90.9461,0
0.218559,90.9754,0
0.220132,91.0045,0
0.221704,91.0334,0
0.223276,91.062,0
0.224849,91.0905,0
0.226421,91.1188,0
0.227993,91.1468,0
0.229566,91.1746,0
0.231138,91.2021,0
0.232711,91.2294,0
0.234283,91.2563,0
0.235855,91.283,0
0.237428,91.3094,0
0.239,91.3355,0
0.240572,91.3613,0
0.242145,91.3867,0
0.243717,91.4118,0
0.24529,91.4366,0
0.246862,91.461,0
0.248434,91.485,0
0.250007,91.5086,0
0.251579,91.5319,0
0.253151,91.5548,0
0.254724,91.5772,0
0.256296,91.5993,0
0.257868,91.6209,0
0.259441,91.6421,0
0.261013,91.6628,0
0.262586,91.6831,0
0.264158,91.703,0
0.26573,91.7223,0
0.267303,91.7412,0
0.268875,91.7596,0
0.270447,91.7775,0
0.27202,91.7949,0
0.273592,91.8118,0
0.275165,91.8282,0
