# 20240927_194640
alpha,rRe,rIm
0,0,0
0.00157237,0.143876,0
0.00314474,0.287463,0
0.00471711,0.430303,0
0.00628947,0.572619,0
0.00786184,0.714468,0
0.00943421,0.855891,0
0.0110066,0.99694,0
0.0125789,1.13765,0
0.0141513,1.27806,0
0.0157237,1.41819,0
0.0172961,1.5581,0
0.0188684,1.6978,0
0.0204408,1.83732,0
0.0220132,1.97668,0
0.0235855,2.11592,0
0.0251579,2.25503,0
0.0267303,2.39406,0
0.0283026,2.533,0
0.029875,2.67189,0
0.0314474,2.81072,0
0.0330197,2.94951,0
0.0345921,3.08828,0
0.0361645,3.22703,0
0.0377368,3.36577,0
0.0393092,3.50451,0
0.0408816,3.64326,0
0.042454,3.78202,0
0.0440263,3.9208,0
0.0455987,4.05959,0
0.0471711,4.19842,0
0.0487434,4.33727,0
0.0503158,4.47615,0
0.0518882,4.61506,0
0.0534605,4.75401,0
0.0550329,4.893,0
0.0566053,5.03202,0
0.0581776,5.17108,0
0.05975,5.31018,0
0.0613224,5.44931,0
0.0628947,5.58849,0
0.0644671,5.7277,0
0.0660395,5.86695,0
0.0676119,6.00624,0
0.0691842,6.14557,0
0.0707566,6.28493,0
0.072329,6.42433,0
0.0739013,6.56377,0
0.0754737,6.70324,0
0.0770461,6.84274,0
0.0786184,6.98228,0
0.0801908,7.12185,0
0.0817632,7.26145,0
0.0833355,7.40108,0
0.0849079,7.54074,0
0.0864803,7.68043,0
0.0880526,7.82016,0
0.089625,7.9599,0
0.0911974,8.09968,0
0.0927698,8.23949,0
0.0943421,8.37932,0
0.0959145,8.51918,0
0.0974869,8.65906,0
0.0990592,8.79897,0
0.100632,8.93891,0
0.102204,9.07888,0
0.103776,9.21887,0
0.105349,9.35888,0
0.106921,9.49892,0
0.108493,9.63899,0
0.110066,9.77909,0
0.111638,9.91921,0
0.113211,10.0594,0
0.114783,10.1995,0
0.116355,10.3397,0
0.117928,10.48,0
0.1195,10.6202,0
0.121072,10.7605,0
0.122645,10.9008,0
0.124217,11.0412,0
0.125789,11.1816,0
0.127362,11.322,0
0.128934,11.4624,0
0.130507,11.6029,0
0.132079,11.7434,0
0.133651,11.884,0
0.135224,12.0246,0
0.136796,12.1652,0
0.138368,12.3058,0
0.139941,12.4465,0
0.141513,12.5872,0
0.143086,12.728,0
0.144658,12.8688,0
0.14623,13.0097,0
0.147803,13.1505,0
0.149375,13.2915,0
0.150947,13.4324,0
0.15252,13.5734,0
0.154092,13.7145,0
0.155665,13.8556,0
0.157237,13.9967,0
0.158809,14.1379,0
0.160382,14.2791,0
0.161954,14.4204,0
0.163526,14.5617,0
0.165099,14.7031,0
0.166671,14.8445,0
0.168243,14.986,0
0.169816,15.1275,0
0.171388,15.2691,0
0.172961,15.4107,0
0.174533,15.5524,0
0.176105,15.6941,0
0.177678,15.8358,0
0.17925,15.9776,0
0.180822,16.1195,0
0.182395,16.2614,0
0.183967,16.4034,0
0.18554,16.5454,0
0.187112,16.6874,0
0.188684,16.8296,0
0.190257,16.9717,0
0.191829,17.1139,0
0.193401,17.2562,0
0.194974,17.3985,0
0.196546,17.5409,0
0.198118,17.6833,0
0.199691,17.8258,0
0.201263,17.9683,0
0.202836,18.1109,0
0.204408,18.2535,0
0.20598,18.3961,0
0.207553,18.5389,0
0.209125,18.6816,0
0.210697,18.8244,0
0.21227,18.9673,0
0.213842,19.1102,0
0.215415,19.2532,0
0.216987,19.3962,0
0.218559,19.5393,0
0.220132,19.6824,0
0.221704,19.8255,0
0.223276,19.9687,0
0.224849,20.1119,0
0.226421,20.2552,0
0.227993,20.3986,0
0.229566,20.5419,0
0.231138,20.6854,0
0.232711,20.8288,0
0.234283,20.9723,0
0.235855,21.1159,0
0.237428,21.2594,0
0.239,21.4031,0
0.240572,21.5467,0
0.242145,21.6905,0
0.243717,21.8342,0
0.24529,21.978,0
0.246862,22.1218,0
0.248434,22.2657,0
0.250007,22.4096,0
0.251579,22.5535,0
0.253151,22.6975,0
0.254724,22.8415,0
0.256296,22.9855,0
0.257868,23.1296,0
0.259441,23.2737,0
0.261013,23.4178,0
0.262586,23.562,0
0.264158,23.7062,0
0.26573,23.8504,0
0.267303,23.9947,0
0.268875,24.139,0
0.270447,24.2833,0
0.27202,24.4276,0
0.273592,24.572,0
0.275165,24.7164,0
0.276737,24.8608,0
0.278309,25.0053,0
0.279882,25.1497,0
0.281454,25.2942,0
0.283026,25.4387,0
0.284599,25.5833,0
0.286171,25.7278,0
0.287743,25.8724,0
0.289316,26.017,0
0.290888,26.1616,0
0.292461,26.3062,0
0.294033,26.4508,0
0.295605,26.5955,0
0.297178,26.7402,0
0.29875,26.8848,0
0.300322,27.0295,0
0.301895,27.1742,0
0.303467,27.319,0
0.30504,27.4637,0
