# 20240807_230447
# primespec:	data/spec_20240807_223737/spectr.txt
# qmax:	10
p,finalspecRe,finalspecIm
0,170.063,0
0.010101,170.312,0
0.020202,171.433,0
0.030303,173.038,0
0.040404,175.189,0
0.0505051,177.465,0
0.0606061,179.966,0
0.0707071,182.486,0
0.0808081,184.992,0
0.0909091,187.682,0
0.10101,190.491,0
0.111111,193.43,0
0.121212,196.671,0
0.131313,200.56,0
0.141414,205.34,0
0.151515,211.147,0
0.161616,218.438,0
0.171717,227.608,0
0.181818,239.105,0
0.191919,252.945,0
0.20202,270.952,0
0.212121,295.094,0
0.222222,327.578,0
0.232323,362.158,0
0.242424,385.512,0
0.252525,381.915,0
0.262626,343.771,0
0.272727,276.562,0
0.282828,197.118,0
0.292929,127.25,0
0.30303,77.9923,0
0.313131,48.1982,0
0.323232,32.0236,0
0.333333,23.3392,0
0.343434,18.3424,0
0.353535,15.0343,0
0.363636,13.0386,0
0.373737,11.2989,0
0.383838,10.0258,0
0.393939,9.10942,0
0.40404,8.57993,0
0.414141,8.11748,0
0.424242,7.7709,0
0.434343,7.41396,0
0.444444,7.17874,0
0.454545,6.91713,0
0.464646,6.64392,0
0.474747,6.39115,0
0.484848,6.16311,0
0.494949,5.91565,0
0.505051,5.65125,0
0.515152,5.41023,0
0.525253,5.18636,0
0.535354,4.94209,0
0.545455,4.69124,0
0.555556,4.3967,0
0.565657,4.22119,0
0.575758,4.00548,0
0.585859,3.78348,0
0.59596,3.57527,0
0.606061,3.39241,0
0.616162,3.22381,0
0.626263,3.05028,0
0.636364,2.88594,0
0.646465,2.74589,0
0.656566,2.61672,0
0.666667,2.4836,0
0.676768,2.3477,0
0.686869,2.23458,0
0.69697,2.12611,0
0.707071,2.0126,0
0.717172,1.9054,0
0.727273,1.80632,0
0.737374,1.71988,0
0.747475,1.63655,0
0.757576,1.55386,0
0.767677,1.47909,0
0.777778,1.41637,0
0.787879,1.35677,0
0.79798,1.29425,0
0.808081,1.23336,0
0.818182,1.18539,0
0.828283,1.10967,0
0.838384,1.07383,0
0.848485,1.02981,0
0.858586,0.988552,0
0.868687,0.947952,0
0.878788,0.911713,0
0.888889,0.872666,0
0.89899,0.839042,0
0.909091,0.788315,0
0.919192,0.781255,0
0.929293,0.752701,0
0.939394,0.72456,0
0.949495,0.700358,0
0.959596,0.672564,0
0.969697,0.629166,0
0.979798,0.6081,0
0.989899,0.600737,0
1,0.582476,0
