# 20240821_184359
alpha,Df0Re,Df0Im
0,0.201136,0
0.01,0.20178,0
0.02,0.202126,0
0.03,0.202404,0
0.04,0.202728,0
0.05,0.203146,0
0.06,0.203673,0
0.07,0.204304,0
0.08,0.205032,0
0.09,0.20585,0
0.1,0.206754,0
0.11,0.207742,0
0.12,0.208818,0
0.13,0.209985,0
0.14,0.211247,0
0.15,0.21261,0
0.16,0.214076,0
0.17,0.215649,0
0.18,0.21733,0
0.19,0.219119,0
0.2,0.221016,0
0.21,0.223021,0
0.22,0.225132,0
0.23,0.22735,0
0.24,0.229674,0
0.25,0.232103,0
0.26,0.234637,0
0.27,0.237278,0
0.28,0.240025,0
0.29,0.242879,0
0.3,0.245838,0
0.31,0.248902,0
0.32,0.252069,0
0.33,0.255336,0
0.34,0.258696,0
0.35,0.262145,0
0.36,0.265675,0
0.37,0.269276,0
0.38,0.272938,0
0.39,0.276649,0
0.4,0.280396,0
0.41,0.284164,0
0.42,0.287938,0
0.43,0.291702,0
0.44,0.295438,0
0.45,0.299129,0
0.46,0.302757,0
0.47,0.306301,0
0.48,0.309742,0
0.49,0.313058,0
0.5,0.316228,0
0.51,0.319229,0
0.52,0.322037,0
0.53,0.324627,0
0.54,0.326974,0
0.55,0.329051,0
0.56,0.330831,0
0.57,0.332287,0
0.58,0.333391,0
0.59,0.334115,0
0.6,0.334432,0
0.61,0.334319,0
0.62,0.333749,0
0.63,0.332701,0
0.64,0.331157,0
0.65,0.329098,0
0.66,0.326511,0
0.67,0.323385,0
0.68,0.319715,0
0.69,0.315496,0
0.7,0.310729,0
0.71,0.305417,0
0.72,0.299568,0
0.73,0.293194,0
0.74,0.286308,0
0.75,0.278929,0
0.76,0.271078,0
0.77,0.26278,0
0.78,0.254064,0
0.79,0.244962,0
0.8,0.23551,0
0.81,0.225748,0
0.82,0.215718,0
0.83,0.205467,0
0.84,0.195044,0
0.85,0.184501,0
0.86,0.173891,0
0.87,0.163268,0
0.88,0.152686,0
0.89,0.142199,0
0.9,0.131857,0
0.91,0.121708,0
0.92,0.111798,0
0.93,0.102165,0
0.94,0.0928458,0
0.95,0.0838686,0
0.96,0.0752578,0
0.97,0.0670325,0
0.98,0.0592062,0
0.99,0.0517878,0
1,0.0447821,0
1.01,0.0381895,0
1.02,0.0320074,0
1.03,0.0262299,0
1.04,0.0208484,0
1.05,0.0158522,0
1.06,0.0112281,0
1.07,0.0069611,0
1.08,0.00303486,0
1.09,-0.000568526,0
1.1,-0.00386749,0
1.11,-0.00688106,0
1.12,-0.00962814,0
1.13,-0.012127,0
1.14,-0.0143952,0
1.15,-0.0164487,0
1.16,-0.0183028,0
1.17,-0.019971,0
1.18,-0.0214663,0
1.19,-0.0228011,0
1.2,-0.0239881,0
1.21,-0.0250401,0
1.22,-0.0259708,0
1.23,-0.0267946,0
1.24,-0.0275257,0
1.25,-0.028178,0
1.26,-0.0287633,0
1.27,-0.0292911,0
1.28,-0.0297669,0
1.29,-0.0301925,0
1.3,-0.0305663,0
1.31,-0.0308845,0
1.32,-0.0311438,0
1.33,-0.0313434,0
1.34,-0.0314878,0
1.35,-0.0315881,0
1.36,-0.0316615,0
1.37,-0.0317298,0
1.38,-0.0318148,0
1.39,-0.0319336,0
1.4,-0.0320952,0
1.41,-0.032299,0
1.42,-0.0325397,0
1.43,-0.0328171,0
1.44,-0.0331494,0
1.45,-0.0335864,0
1.46,-0.0342125,0
1.47,-0.0351338,0
1.48,-0.0364445,0
1.49,-0.0381842,0
1.5,-0.0403122,0
1.51,-0.0427481,0
1.52,-0.0455177,0
1.53,-0.04899,0
1.54,-0.0540668,0
1.55,-0.062084,0
1.56,-0.074511,0
1.57,-0.0945364,0
1.58,-0.139656,0
