# 20240823_131051
alpha,Dfield0Re,Dfield0Im
0,-0.174189,0
0.00157237,-0.174271,0
0.00314474,-0.17436,0
0.00471711,-0.174449,0
0.00628947,-0.174533,0
0.00786184,-0.174607,0
0.00943421,-0.174665,0
0.0110066,-0.174707,0
0.0125789,-0.174743,0
0.0141513,-0.174775,0
0.0157237,-0.174803,0
0.0172961,-0.174827,0
0.0188684,-0.174847,0
0.0204408,-0.174862,0
0.0220132,-0.174875,0
0.0235855,-0.174886,0
0.0251579,-0.174895,0
0.0267303,-0.174904,0
0.0283026,-0.174912,0
0.029875,-0.17492,0
0.0314474,-0.174928,0
0.0330197,-0.174936,0
0.0345921,-0.174943,0
0.0361645,-0.17495,0
0.0377368,-0.174958,0
0.0393092,-0.174966,0
0.0408816,-0.174975,0
0.042454,-0.174986,0
0.0440263,-0.174997,0
0.0455987,-0.175009,0
0.0471711,-0.175022,0
0.0487434,-0.175036,0
0.0503158,-0.175051,0
0.0518882,-0.175066,0
0.0534605,-0.175083,0
0.0550329,-0.175101,0
0.0566053,-0.175121,0
0.0581776,-0.17514,0
0.05975,-0.175161,0
0.0613224,-0.175182,0
0.0628947,-0.175204,0
0.0644671,-0.175228,0
0.0660395,-0.175252,0
0.0676119,-0.175277,0
0.0691842,-0.175302,0
0.0707566,-0.175328,0
0.072329,-0.175354,0
0.0739013,-0.175382,0
0.0754737,-0.17541,0
0.0770461,-0.175438,0
0.0786184,-0.175467,0
0.0801908,-0.175496,0
0.0817632,-0.175526,0
0.0833355,-0.175556,0
0.0849079,-0.175587,0
0.0864803,-0.175618,0
0.0880526,-0.175649,0
0.089625,-0.175681,0
0.0911974,-0.175712,0
0.0927698,-0.175744,0
0.0943421,-0.175777,0
0.0959145,-0.17581,0
0.0974869,-0.175843,0
0.0990592,-0.175876,0
0.100632,-0.175909,0
0.102204,-0.175943,0
0.103776,-0.175977,0
0.105349,-0.176011,0
0.106921,-0.176046,0
0.108493,-0.17608,0
0.110066,-0.176115,0
0.111638,-0.17615,0
0.113211,-0.176186,0
