# 20240731_143403
alpha,utauRe,utauIm
1.29222,1.29858,0
1.29918,1.28971,0
1.30701,1.27953,0
1.30929,1.27652,0
1.31131,1.27385,0
1.31389,1.27041,0
1.31649,1.26694,0
1.323,1.25801,0
1.32998,1.24808,0
1.33704,1.23792,0
1.33958,1.23423,0
1.34167,1.23118,0
1.34362,1.22833,0
1.34613,1.22463,0
1.34866,1.2209,0
1.35537,1.21092,0
1.36289,1.19961,0
1.36524,1.19607,0
1.36768,1.19237,0
1.37008,1.18872,0
1.37249,1.18506,0
1.37854,1.17583,0
1.38477,1.16631,0
1.39104,1.15672,0
1.39371,1.15264,0
1.39594,1.14924,0
1.39901,1.14456,0
1.40251,1.13925,0
1.4119,1.12513,0
1.41759,1.11671,0
1.42331,1.10838,0
1.42577,1.10484,0
1.42788,1.10184,0
1.43066,1.09791,0
1.43379,1.09356,0
1.44216,1.08224,0
1.45058,1.07143,0
1.45559,1.06531,0
1.46062,1.05942,0
1.46347,1.05621,0
1.46573,1.05372,0
1.46831,1.05095,0
1.47105,1.0481,0
1.47836,1.04092,0
1.48448,1.0354,0
1.48941,1.03128,0
1.49315,1.02835,0
1.4957,1.02645,0
1.49828,1.0246,0
1.50091,1.0228,0
1.50482,1.02027,0
1.51001,1.01717,0
1.5152,1.01436,0
1.51727,1.01332,0
1.51934,1.01232,0
1.52185,1.01116,0
1.52677,1.00906,0
1.52733,1.00885,0
1.53144,1.00733,0
1.53601,1.00581,0
1.54127,1.00426,0
1.54337,1.00371,0
1.54673,1.0029,0
1.54962,1.00227,0
1.55317,1.0016,0
1.5576,1.00092,0
1.56028,1.00059,0
1.56249,1.00037,0
1.56456,1.00021,0
1.56709,1.00008,0
1.56931,1.00001,0
