# 20241023_153952
alpha,Df0Re,Df0Im
0,0.0477424,0
0.01,0.0478431,0
0.02,0.047881,0
0.03,0.0478995,0
0.04,0.0479194,0
0.05,0.0479487,0
0.06,0.0479888,0
0.07,0.0480383,0
0.08,0.048095,0
0.09,0.0481572,0
0.1,0.0482239,0
0.11,0.0482947,0
0.12,0.0483697,0
0.13,0.0484494,0
0.14,0.0485342,0
0.15,0.048624,0
0.16,0.0487188,0
0.17,0.0488178,0
0.18,0.0489203,0
0.19,0.0490249,0
0.2,0.0491301,0
0.21,0.0492345,0
0.22,0.0493363,0
0.23,0.049434,0
0.24,0.049526,0
0.25,0.0496109,0
0.26,0.0496874,0
0.27,0.049754,0
0.28,0.0498097,0
0.29,0.0498532,0
0.3,0.0498831,0
0.31,0.0498983,0
0.32,0.0498972,0
0.33,0.0498784,0
0.34,0.0498402,0
0.35,0.0497811,0
0.36,0.0496993,0
0.37,0.049593,0
0.38,0.0494607,0
0.39,0.0493006,0
0.4,0.0491113,0
0.41,0.0488914,0
0.42,0.0486398,0
0.43,0.0483555,0
0.44,0.0480377,0
0.45,0.0476859,0
0.46,0.0472995,0
0.47,0.0468783,0
0.48,0.0464222,0
0.49,0.045931,0
0.5,0.0454045,0
0.51,0.0448427,0
0.52,0.0442454,0
0.53,0.0436123,0
0.54,0.0429432,0
0.55,0.0422377,0
0.56,0.0414953,0
0.57,0.0407157,0
0.58,0.0398984,0
0.59,0.0390432,0
0.6,0.0381497,0
0.61,0.0372182,0
0.62,0.0362487,0
0.63,0.0352417,0
0.64,0.0341981,0
0.65,0.0331188,0
0.66,0.0320054,0
0.67,0.0308593,0
0.68,0.0296825,0
0.69,0.0284771,0
0.7,0.0272453,0
0.71,0.0259893,0
0.72,0.0247114,0
0.73,0.0234139,0
0.74,0.022099,0
0.75,0.0207687,0
0.76,0.0194253,0
0.77,0.0180705,0
0.78,0.0167064,0
0.79,0.015335,0
0.8,0.0139585,0
0.81,0.0125794,0
0.82,0.0112002,0
0.83,0.00982407,0
0.84,0.00845462,0
0.85,0.00709584,0
0.86,0.00575222,0
0.87,0.00442871,0
0.88,0.00313057,0
0.89,0.00186333,0
0.9,0.000632581,0
0.91,-0.000556201,0
0.92,-0.00169782,0
0.93,-0.00278755,0
0.94,-0.00382136,0
0.95,-0.00479597,0
0.96,-0.00570904,0
0.97,-0.00655914,0
0.98,-0.00734576,0
0.99,-0.00806926,0
1,-0.00873069,0
1.01,-0.00933167,0
1.02,-0.00987415,0
1.03,-0.0103603,0
1.04,-0.0107921,0
1.05,-0.0111715,0
1.06,-0.0115003,0
1.07,-0.0117798,0
1.08,-0.0120113,0
1.09,-0.0121959,0
1.1,-0.0123348,0
1.11,-0.0124293,0
1.12,-0.0124813,0
1.13,-0.0124931,0
1.14,-0.0124674,0
1.15,-0.0124074,0
1.16,-0.0123168,0
1.17,-0.0121989,0
1.18,-0.0120569,0
1.19,-0.0118932,0
1.2,-0.0117092,0
1.21,-0.0115053,0
1.22,-0.0112806,0
1.23,-0.0110334,0
1.24,-0.0107614,0
1.25,-0.0104622,0
1.26,-0.0101344,0
1.27,-0.00977743,0
1.28,-0.00939266,0
1.29,-0.00898284,0
1.3,-0.00855191,0
1.31,-0.00810415,0
1.32,-0.00764295,0
1.33,-0.00716958,0
1.34,-0.00668216,0
1.35,-0.00617518,0
1.36,-0.00563994,0
1.37,-0.00506599,0
1.38,-0.00444335,0
1.39,-0.00376501,0
1.4,-0.00302888,0
1.41,-0.00223825,0
1.42,-0.00139985,0
1.43,-0.000519648,0
1.44,0.000402895,0
1.45,0.00137959,0
1.46,0.00243439,0
1.47,0.00359733,0
1.48,0.00489146,0
1.49,0.00631742,0
1.5,0.00784704,0
1.51,0.00944184,0
1.52,0.0111077,0
1.53,0.012975,0
1.54,0.0153541,0
1.55,0.01869,0
1.56,0.0234601,0
1.57,0.030657,0
1.58,0.0454222,0
