# 20240927_195706
alpha,rRe,rIm
0,0,0
0.00157237,0.16443,0
0.00314474,0.32853,0
0.00471711,0.491775,0
0.00628947,0.654421,0
0.00786184,0.816535,0
0.00943421,0.978162,0
0.0110066,1.13936,0
0.0125789,1.30017,0
0.0141513,1.46063,0
0.0157237,1.62079,0
0.0172961,1.78069,0
0.0188684,1.94034,0
0.0204408,2.0998,0
0.0220132,2.25907,0
0.0235855,2.41819,0
0.0251579,2.57718,0
0.0267303,2.73607,0
0.0283026,2.89486,0
0.029875,3.05358,0
0.0314474,3.21225,0
0.0330197,3.37087,0
0.0345921,3.52946,0
0.0361645,3.68804,0
0.0377368,3.8466,0
0.0393092,4.00516,0
0.0408816,4.16373,0
0.042454,4.32231,0
0.0440263,4.48091,0
0.0455987,4.63954,0
0.0471711,4.79819,0
0.0487434,4.95688,0
0.0503158,5.1156,0
0.0518882,5.27436,0
0.0534605,5.43315,0
0.0550329,5.59199,0
0.0566053,5.75088,0
0.0581776,5.9098,0
0.05975,6.06877,0
0.0613224,6.22779,0
0.0628947,6.38684,0
0.0644671,6.54594,0
0.0660395,6.70509,0
0.0676119,6.86428,0
0.0691842,7.02351,0
0.0707566,7.18278,0
0.072329,7.3421,0
0.0739013,7.50145,0
0.0754737,7.66084,0
0.0770461,7.82028,0
0.0786184,7.97975,0
0.0801908,8.13926,0
0.0817632,8.2988,0
0.0833355,8.45838,0
0.0849079,8.61799,0
0.0864803,8.77764,0
0.0880526,8.93732,0
0.089625,9.09703,0
0.0911974,9.25678,0
0.0927698,9.41656,0
0.0943421,9.57636,0
0.0959145,9.7362,0
0.0974869,9.89607,0
0.0990592,10.056,0
0.100632,10.2159,0
0.102204,10.3759,0
0.103776,10.5358,0
0.105349,10.6959,0
0.106921,10.8559,0
0.108493,11.016,0
0.110066,11.1761,0
0.111638,11.3362,0
0.113211,11.4964,0
0.114783,11.6566,0
0.116355,11.8168,0
0.117928,11.9771,0
0.1195,12.1374,0
0.121072,12.2977,0
0.122645,12.4581,0
0.124217,12.6185,0
0.125789,12.7789,0
0.127362,12.9394,0
0.128934,13.0999,0
0.130507,13.2605,0
0.132079,13.4211,0
0.133651,13.5817,0
0.135224,13.7423,0
0.136796,13.9031,0
0.138368,14.0638,0
0.139941,14.2246,0
0.141513,14.3854,0
0.143086,14.5463,0
0.144658,14.7072,0
0.14623,14.8682,0
0.147803,15.0292,0
0.149375,15.1902,0
0.150947,15.3513,0
0.15252,15.5125,0
0.154092,15.6737,0
0.155665,15.835,0
0.157237,15.9963,0
0.158809,16.1576,0
0.160382,16.319,0
0.161954,16.4805,0
0.163526,16.642,0
0.165099,16.8036,0
0.166671,16.9652,0
0.168243,17.1269,0
0.169816,17.2886,0
0.171388,17.4504,0
0.172961,17.6122,0
0.174533,17.7741,0
0.176105,17.9361,0
0.177678,18.0981,0
0.17925,18.2602,0
0.180822,18.4223,0
0.182395,18.5845,0
0.183967,18.7467,0
0.18554,18.909,0
0.187112,19.0714,0
0.188684,19.2338,0
0.190257,19.3962,0
0.191829,19.5588,0
0.193401,19.7214,0
0.194974,19.884,0
0.196546,20.0467,0
0.198118,20.2095,0
0.199691,20.3723,0
0.201263,20.5352,0
0.202836,20.6981,0
0.204408,20.8611,0
0.20598,21.0242,0
0.207553,21.1873,0
0.209125,21.3504,0
0.210697,21.5137,0
0.21227,21.6769,0
0.213842,21.8403,0
0.215415,22.0036,0
0.216987,22.1671,0
0.218559,22.3306,0
0.220132,22.4941,0
0.221704,22.6577,0
0.223276,22.8214,0
0.224849,22.9851,0
0.226421,23.1488,0
0.227993,23.3126,0
0.229566,23.4765,0
0.231138,23.6404,0
0.232711,23.8044,0
0.234283,23.9684,0
0.235855,24.1324,0
0.237428,24.2965,0
0.239,24.4607,0
0.240572,24.6249,0
0.242145,24.7891,0
0.243717,24.9534,0
0.24529,25.1177,0
0.246862,25.2821,0
0.248434,25.4465,0
0.250007,25.6109,0
0.251579,25.7754,0
0.253151,25.94,0
0.254724,26.1045,0
0.256296,26.2692,0
0.257868,26.4338,0
0.259441,26.5985,0
0.261013,26.7632,0
0.262586,26.928,0
0.264158,27.0928,0
0.26573,27.2576,0
0.267303,27.4225,0
0.268875,27.5874,0
0.270447,27.7523,0
0.27202,27.9173,0
0.273592,28.0823,0
0.275165,28.2473,0
0.276737,28.4124,0
0.278309,28.5774,0
0.279882,28.7425,0
0.281454,28.9077,0
0.283026,29.0728,0
0.284599,29.238,0
0.286171,29.4032,0
0.287743,29.5684,0
0.289316,29.7337,0
0.290888,29.8989,0
0.292461,30.0642,0
0.294033,30.2295,0
0.295605,30.3949,0
0.297178,30.5602,0
0.29875,30.7255,0
0.300322,30.8909,0
0.301895,31.0563,0
0.303467,31.2217,0
0.30504,31.3871,0
0.306612,31.5525,0
0.308184,31.7179,0
0.309757,31.8833,0
0.311329,32.0487,0
0.312901,32.2142,0
0.314474,32.3796,0
0.316046,32.545,0
0.317618,32.7105,0
0.319191,32.8759,0
0.320763,33.0413,0
0.322336,33.2068,0
0.323908,33.3722,0
0.32548,33.5376,0
0.327053,33.703,0
0.328625,33.8684,0
0.330197,34.0338,0
0.33177,34.1992,0
0.333342,34.3645,0
0.334915,34.5299,0
0.336487,34.6952,0
0.338059,34.8605,0
0.339632,35.0258,0
0.341204,35.1911,0
0.342776,35.3563,0
0.344349,35.5215,0
0.345921,35.6867,0
0.347493,35.8519,0
0.349066,36.017,0
0.350638,36.1821,0
