# 20240927_195706
alpha,DrRe,DrIm
0,100.643,0
0.00314989,100.732,0
0.00629978,100.799,0
0.00944968,100.848,0
0.0125996,100.883,0
0.0157495,100.909,0
0.0188994,100.929,0
0.0220492,100.944,0
0.0251991,100.956,0
0.028349,100.967,0
0.0314989,100.979,0
0.0346488,100.991,0
0.0377987,101.005,0
0.0409486,101.02,0
0.0440985,101.038,0
0.0472484,101.058,0
0.0503983,101.08,0
0.0535482,101.105,0
0.0566981,101.131,0
0.059848,101.16,0
0.0629978,101.191,0
0.0661477,101.224,0
0.0692976,101.258,0
0.0724475,101.294,0
0.0755974,101.331,0
0.0787473,101.37,0
0.0818972,101.41,0
0.0850471,101.451,0
0.088197,101.492,0
0.0913469,101.535,0
0.0944968,101.579,0
0.0976467,101.623,0
0.100797,101.669,0
0.103946,101.715,0
0.107096,101.762,0
0.110246,101.81,0
0.113396,101.859,0
0.116546,101.909,0
0.119696,101.96,0
0.122846,102.011,0
0.125996,102.064,0
0.129146,102.118,0
0.132295,102.173,0
0.135445,102.229,0
0.138595,102.286,0
0.141745,102.344,0
0.144895,102.403,0
0.148045,102.463,0
0.151195,102.524,0
0.154345,102.586,0
0.157495,102.65,0
0.160645,102.714,0
0.163794,102.779,0
0.166944,102.845,0
0.170094,102.911,0
0.173244,102.979,0
0.176394,103.047,0
0.179544,103.115,0
0.182694,103.184,0
0.185844,103.254,0
0.188994,103.324,0
0.192143,103.393,0
0.195293,103.463,0
0.198443,103.533,0
0.201593,103.603,0
0.204743,103.673,0
0.207893,103.742,0
0.211043,103.81,0
0.214193,103.879,0
0.217343,103.946,0
0.220492,104.013,0
0.223642,104.079,0
0.226792,104.143,0
0.229942,104.207,0
0.233092,104.27,0
0.236242,104.331,0
0.239392,104.391,0
0.242542,104.449,0
0.245692,104.506,0
0.248842,104.561,0
0.251991,104.615,0
0.255141,104.666,0
0.258291,104.716,0
0.261441,104.764,0
0.264591,104.81,0
0.267741,104.853,0
0.270891,104.894,0
0.274041,104.933,0
0.277191,104.97,0
0.28034,105.004,0
0.28349,105.035,0
0.28664,105.064,0
0.28979,105.09,0
0.29294,105.113,0
0.29609,105.134,0
0.29924,105.151,0
0.30239,105.166,0
0.30554,105.177,0
0.308689,105.185,0
0.311839,105.189,0
0.314989,105.19,0
0.318139,105.188,0
0.321289,105.182,0
0.324439,105.172,0
0.327589,105.158,0
0.330739,105.14,0
0.333889,105.119,0
0.337038,105.093,0
0.340188,105.063,0
0.343338,105.028,0
0.346488,104.989,0
0.349638,104.945,0
0.352788,104.897,0
0.355938,104.844,0
0.359088,104.785,0
0.362238,104.722,0
0.365388,104.653,0
0.368537,104.58,0
0.371687,104.5,0
0.374837,104.416,0
0.377987,104.325,0
0.381137,104.229,0
0.384287,104.127,0
0.387437,104.019,0
0.390587,103.905,0
0.393737,103.785,0
0.396886,103.659,0
0.400036,103.526,0
0.403186,103.387,0
0.406336,103.242,0
0.409486,103.09,0
0.412636,102.931,0
0.415786,102.766,0
0.418936,102.594,0
0.422086,102.415,0
0.425235,102.229,0
0.428385,102.036,0
0.431535,101.837,0
0.434685,101.63,0
0.437835,101.416,0
0.440985,101.195,0
0.444135,100.967,0
0.447285,100.732,0
0.450435,100.489,0
0.453585,100.24,0
0.456734,99.9827,0
0.459884,99.7185,0
0.463034,99.4471,0
0.466184,99.1683,0
0.469334,98.8823,0
0.472484,98.5889,0
0.475634,98.2882,0
0.478784,97.9802,0
0.481934,97.6648,0
0.485083,97.3421,0
0.488233,97.0121,0
0.491383,96.6746,0
0.494533,96.3299,0
0.497683,95.9777,0
0.500833,95.6181,0
0.503983,95.2512,0
0.507133,94.8768,0
0.510283,94.4951,0
0.513432,94.1059,0
0.516582,93.7093,0
0.519732,93.3052,0
0.522882,92.8936,0
0.526032,92.4746,0
0.529182,92.048,0
0.532332,91.6139,0
0.535482,91.1722,0
0.538632,90.723,0
0.541781,90.2662,0
0.544931,89.8017,0
0.548081,89.3296,0
0.551231,88.8497,0
0.554381,88.3622,0
0.557531,87.8669,0
0.560681,87.3639,0
0.563831,86.853,0
0.566981,86.3344,0
0.570131,85.8078,0
0.57328,85.2734,0
0.57643,84.7311,0
0.57958,84.1809,0
0.58273,83.6227,0
0.58588,83.0566,0
0.58903,82.4825,0
0.59218,81.9004,0
0.59533,81.3103,0
0.59848,80.7123,0
0.601629,80.1062,0
0.604779,79.4922,0
0.607929,78.8702,0
0.611079,78.2402,0
0.614229,77.6024,0
0.617379,76.9566,0
0.620529,76.3029,0
0.623679,75.6414,0
0.626829,74.9721,0
0.629978,74.2951,0
0.633128,73.6104,0
0.636278,72.9181,0
0.639428,72.2183,0
0.642578,71.511,0
0.645728,70.7963,0
0.648878,70.0743,0
0.652028,69.3452,0
0.655178,68.6089,0
0.658328,67.8656,0
0.661477,67.1155,0
0.664627,66.3585,0
0.667777,65.595,0
0.670927,64.8249,0
0.674077,64.0484,0
0.677227,63.2657,0
0.680377,62.4769,0
0.683527,61.6821,0
0.686677,60.8815,0
0.689826,60.0751,0
0.692976,59.2633,0
0.696126,58.446,0
0.699276,57.6235,0
0.702426,56.7959,0
0.705576,55.9634,0
0.708726,55.1261,0
0.711876,54.2842,0
0.715026,53.4377,0
0.718175,52.587,0
0.721325,51.732,0
0.724475,50.873,0
0.727625,50.0101,0
0.730775,49.1435,0
0.733925,48.2733,0
0.737075,47.3996,0
0.740225,46.5225,0
0.743375,45.6423,0
0.746525,44.759,0
0.749674,43.8728,0
0.752824,42.9839,0
0.755974,42.0922,0
0.759124,41.1981,0
0.762274,40.3015,0
0.765424,39.4027,0
0.768574,38.5017,0
0.771724,37.5987,0
0.774874,36.6939,0
0.778023,35.7873,0
0.781173,34.879,0
0.784323,33.9694,0
0.787473,33.0583,0
0.790623,32.1461,0
0.793773,31.2329,0
0.796923,30.3187,0
0.800073,29.4039,0
0.803223,28.4884,0
0.806372,27.5726,0
0.809522,26.6565,0
0.812672,25.7404,0
0.815822,24.8245,0
0.818972,23.9089,0
0.822122,22.9939,0
0.825272,22.0797,0
0.828422,21.1665,0
0.831572,20.2546,0
0.834722,19.3441,0
0.837871,18.4355,0
0.841021,17.5288,0
0.844171,16.6245,0
0.847321,15.7228,0
0.850471,14.824,0
0.853621,13.9284,0
0.856771,13.0364,0
0.859921,12.1482,0
0.863071,11.2641,0
0.86622,10.3846,0
0.86937,9.51004,0
0.87252,8.64067,0
0.87567,7.77689,0
0.87882,6.91907,0
0.88197,6.06756,0
0.88512,5.22276,0
0.88827,4.38501,0
0.89142,3.55469,0
0.894569,2.73217,0
0.897719,1.91781,0
0.900869,1.11198,0
0.904019,0.315034,0
0.907169,-0.472685,0
0.910319,-1.25083,0
0.913469,-2.01907,0
0.916619,-2.77708,0
0.919769,-3.52455,0
0.922918,-4.26118,0
0.926068,-4.98669,0
0.929218,-5.7008,0
0.932368,-6.40326,0
0.935518,-7.09383,0
0.938668,-7.7723,0
0.941818,-8.43845,0
0.944968,-9.0921,0
0.948118,-9.73308,0
0.951268,-10.3613,0
0.954417,-10.9765,0
0.957567,-11.5787,0
0.960717,-12.1678,0
0.963867,-12.7436,0
0.967017,-13.3063,0
0.970167,-13.8556,0
0.973317,-14.3917,0
0.976467,-14.9144,0
0.979617,-15.4239,0
0.982766,-15.9202,0
0.985916,-16.4034,0
0.989066,-16.8734,0
0.992216,-17.3304,0
0.995366,-17.7745,0
0.998516,-18.2058,0
1.00167,-18.6243,0
1.00482,-19.0303,0
1.00797,-19.4238,0
1.01112,-19.805,0
1.01427,-20.174,0
1.01742,-20.531,0
1.02057,-20.876,0
1.02372,-21.2093,0
1.02686,-21.531,0
1.03001,-21.8411,0
1.03316,-22.14,0
1.03631,-22.4276,0
1.03946,-22.7041,0
1.04261,-22.9696,0
