# 20240927_195706
alpha,DrRe,DrIm
0,100.643,0
0.00157237,100.689,0
0.00314474,100.732,0
0.00471711,100.768,0
0.00628947,100.799,0
0.00786184,100.825,0
0.00943421,100.847,0
0.0110066,100.867,0
0.0125789,100.883,0
0.0141513,100.897,0
0.0157237,100.909,0
0.0172961,100.92,0
0.0188684,100.929,0
0.0204408,100.937,0
0.0220132,100.944,0
0.0235855,100.95,0
0.0251579,100.956,0
0.0267303,100.962,0
0.0283026,100.967,0
0.029875,100.973,0
0.0314474,100.979,0
0.0330197,100.985,0
0.0345921,100.991,0
0.0361645,100.997,0
0.0377368,101.004,0
0.0393092,101.012,0
0.0408816,101.02,0
0.042454,101.028,0
0.0440263,101.037,0
0.0455987,101.047,0
0.0471711,101.057,0
0.0487434,101.068,0
0.0503158,101.08,0
0.0518882,101.091,0
0.0534605,101.104,0
0.0550329,101.117,0
0.0566053,101.131,0
0.0581776,101.145,0
0.05975,101.159,0
0.0613224,101.175,0
0.0628947,101.19,0
0.0644671,101.206,0
0.0660395,101.223,0
0.0676119,101.24,0
0.0691842,101.257,0
0.0707566,101.275,0
0.072329,101.293,0
0.0739013,101.311,0
0.0754737,101.33,0
0.0770461,101.349,0
0.0786184,101.368,0
0.0801908,101.388,0
0.0817632,101.408,0
0.0833355,101.428,0
0.0849079,101.449,0
0.0864803,101.469,0
0.0880526,101.49,0
0.089625,101.512,0
0.0911974,101.533,0
0.0927698,101.555,0
0.0943421,101.577,0
0.0959145,101.599,0
0.0974869,101.621,0
0.0990592,101.644,0
0.100632,101.666,0
0.102204,101.689,0
0.103776,101.713,0
0.105349,101.736,0
0.106921,101.76,0
0.108493,101.783,0
0.110066,101.807,0
0.111638,101.832,0
0.113211,101.856,0
0.114783,101.881,0
0.116355,101.906,0
0.117928,101.931,0
0.1195,101.957,0
0.121072,101.982,0
0.122645,102.008,0
0.124217,102.034,0
0.125789,102.061,0
0.127362,102.087,0
0.128934,102.114,0
0.130507,102.141,0
0.132079,102.169,0
0.133651,102.197,0
0.135224,102.225,0
0.136796,102.253,0
0.138368,102.281,0
0.139941,102.31,0
0.141513,102.339,0
0.143086,102.369,0
0.144658,102.398,0
0.14623,102.428,0
0.147803,102.458,0
0.149375,102.489,0
0.150947,102.519,0
0.15252,102.55,0
0.154092,102.581,0
0.155665,102.613,0
0.157237,102.644,0
0.158809,102.676,0
0.160382,102.708,0
0.161954,102.741,0
0.163526,102.773,0
0.165099,102.806,0
0.166671,102.839,0
0.168243,102.872,0
0.169816,102.905,0
0.171388,102.939,0
0.172961,102.973,0
0.174533,103.007,0
0.176105,103.041,0
0.177678,103.075,0
0.17925,103.109,0
0.180822,103.143,0
0.182395,103.178,0
0.183967,103.212,0
0.18554,103.247,0
0.187112,103.282,0
0.188684,103.317,0
0.190257,103.352,0
0.191829,103.386,0
0.193401,103.421,0
0.194974,103.456,0
0.196546,103.491,0
0.198118,103.526,0
0.199691,103.561,0
0.201263,103.596,0
0.202836,103.63,0
0.204408,103.665,0
0.20598,103.7,0
0.207553,103.734,0
0.209125,103.769,0
0.210697,103.803,0
0.21227,103.837,0
0.213842,103.871,0
0.215415,103.905,0
0.216987,103.938,0
0.218559,103.972,0
0.220132,104.005,0
0.221704,104.038,0
0.223276,104.071,0
0.224849,104.103,0
0.226421,104.136,0
0.227993,104.168,0
0.229566,104.2,0
0.231138,104.231,0
0.232711,104.262,0
0.234283,104.293,0
0.235855,104.323,0
0.237428,104.354,0
0.239,104.383,0
0.240572,104.413,0
0.242145,104.442,0
0.243717,104.471,0
0.24529,104.499,0
0.246862,104.527,0
0.248434,104.554,0
0.250007,104.581,0
0.251579,104.608,0
0.253151,104.634,0
0.254724,104.66,0
0.256296,104.685,0
0.257868,104.71,0
0.259441,104.734,0
0.261013,104.758,0
0.262586,104.781,0
0.264158,104.803,0
0.26573,104.826,0
0.267303,104.847,0
0.268875,104.868,0
0.270447,104.889,0
0.27202,104.909,0
0.273592,104.928,0
0.275165,104.947,0
0.276737,104.965,0
0.278309,104.982,0
0.279882,104.999,0
0.281454,105.015,0
0.283026,105.031,0
0.284599,105.046,0
0.286171,105.06,0
0.287743,105.074,0
0.289316,105.086,0
0.290888,105.099,0
0.292461,105.11,0
0.294033,105.121,0
0.295605,105.131,0
0.297178,105.14,0
0.29875,105.149,0
0.300322,105.157,0
0.301895,105.164,0
0.303467,105.17,0
0.30504,105.175,0
0.306612,105.18,0
0.308184,105.184,0
0.309757,105.187,0
0.311329,105.189,0
0.312901,105.19,0
0.314474,105.19,0
0.316046,105.19,0
0.317618,105.188,0
0.319191,105.186,0
0.320763,105.183,0
0.322336,105.179,0
0.323908,105.174,0
0.32548,105.168,0
0.327053,105.161,0
0.328625,105.153,0
0.330197,105.144,0
0.33177,105.134,0
0.333342,105.123,0
0.334915,105.111,0
0.336487,105.098,0
0.338059,105.084,0
0.339632,105.068,0
0.341204,105.052,0
0.342776,105.035,0
0.344349,105.016,0
0.345921,104.996,0
0.347493,104.976,0
0.349066,104.954,0
0.350638,104.93,0
0.352211,104.906,0
0.353783,104.881,0
0.355355,104.854,0
0.356928,104.826,0
0.3585,104.797,0
0.360072,104.766,0
0.361645,104.734,0
0.363217,104.701,0
0.36479,104.667,0
0.366362,104.631,0
0.367934,104.594,0
0.369507,104.556,0
0.371079,104.516,0
0.372651,104.475,0
0.374224,104.433,0
0.375796,104.389,0
0.377368,104.343,0
0.378941,104.297,0
0.380513,104.249,0
0.382086,104.199,0
0.383658,104.148,0
0.38523,104.096,0
0.386803,104.041,0
0.388375,103.986,0
0.389947,103.929,0
0.39152,103.87,0
0.393092,103.81,0
0.394665,103.749,0
0.396237,103.686,0
0.397809,103.621,0
0.399382,103.555,0
0.400954,103.487,0
0.402526,103.417,0
0.404099,103.346,0
0.405671,103.273,0
0.407243,103.199,0
0.408816,103.123,0
0.410388,103.045,0
0.411961,102.966,0
0.413533,102.885,0
0.415105,102.802,0
0.416678,102.718,0
0.41825,102.632,0
0.419822,102.544,0
0.421395,102.455,0
0.422967,102.364,0
0.42454,102.271,0
0.426112,102.176,0
0.427684,102.08,0
0.429257,101.982,0
0.430829,101.882,0
0.432401,101.78,0
0.433974,101.677,0
0.435546,101.572,0
0.437118,101.465,0
0.438691,101.357,0
0.440263,101.246,0
0.441836,101.134,0
0.443408,101.02,0
0.44498,100.905,0
0.446553,100.787,0
0.448125,100.668,0
0.449697,100.547,0
0.45127,100.424,0
0.452842,100.299,0
0.454415,100.173,0
0.455987,100.044,0
0.457559,99.9142,0
0.459132,99.7823,0
0.460704,99.6486,0
0.462276,99.513,0
0.463849,99.3757,0
0.465421,99.2365,0
0.466994,99.0955,0
0.468566,98.9527,0
0.470138,98.8081,0
0.471711,98.6616,0
0.473283,98.5133,0
0.474855,98.3632,0
0.476428,98.2113,0
0.478,98.0575,0
0.479572,97.9019,0
0.481145,97.7445,0
0.482717,97.5852,0
0.48429,97.4242,0
0.485862,97.2612,0
0.487434,97.0965,0
0.489007,96.9299,0
0.490579,96.7615,0
0.492151,96.5912,0
0.493724,96.4191,0
0.495296,96.2452,0
0.496869,96.0695,0
0.498441,95.8919,0
0.500013,95.7124,0
0.501586,95.5311,0
0.503158,95.348,0
0.50473,95.163,0
0.506303,94.9762,0
0.507875,94.7875,0
0.509447,94.597,0
0.51102,94.4047,0
0.512592,94.2104,0
0.514165,94.0144,0
0.515737,93.8165,0
0.517309,93.6167,0
0.518882,93.415,0
0.520454,93.2115,0
0.522026,93.0062,0
0.523599,92.7989,0
0.525171,92.5898,0
0.526744,92.3789,0
0.528316,92.166,0
0.529888,91.9513,0
0.531461,91.7347,0
0.533033,91.5162,0
0.534605,91.2959,0
0.536178,91.0736,0
0.53775,90.8495,0
0.539322,90.6235,0
0.540895,90.3955,0
0.542467,90.1657,0
0.54404,89.934,0
0.545612,89.7003,0
0.547184,89.4648,0
0.548757,89.2273,0
0.550329,88.9879,0
0.551901,88.7466,0
0.553474,88.5034,0
0.555046,88.2583,0
0.556619,88.0112,0
0.558191,87.7622,0
0.559763,87.5112,0
0.561336,87.2583,0
0.562908,87.0035,0
0.56448,86.7467,0
0.566053,86.488,0
0.567625,86.2273,0
0.569197,85.9646,0
0.57077,85.7,0
0.572342,85.4334,0
0.573915,85.1649,0
0.575487,84.8944,0
0.577059,84.6219,0
0.578632,84.3474,0
0.580204,84.071,0
0.581776,83.7925,0
0.583349,83.5121,0
0.584921,83.2298,0
0.586494,82.9454,0
0.588066,82.659,0
0.589638,82.3707,0
0.591211,82.0803,0
0.592783,81.788,0
0.594355,81.4937,0
0.595928,81.1974,0
0.5975,80.8991,0
0.599072,80.5988,0
0.600645,80.2965,0
0.602217,79.9923,0
0.60379,79.686,0
0.605362,79.3778,0
0.606934,79.0675,0
0.608507,78.7553,0
0.610079,78.4411,0
0.611651,78.1249,0
0.613224,77.8068,0
0.614796,77.4867,0
0.616369,77.1646,0
0.617941,76.8405,0
0.619513,76.5145,0
0.621086,76.1865,0
0.622658,75.8566,0
0.62423,75.5248,0
0.625803,75.191,0
0.627375,74.8552,0
0.628947,74.5176,0
0.63052,74.178,0
0.632092,73.8365,0
0.633665,73.4931,0
0.635237,73.1478,0
0.636809,72.8007,0
