# 20240927_195706
alpha,rRe,rIm
0,0,0
0.00314989,0.329066,0
0.00629978,0.655486,0
0.00944968,0.979749,0
0.0125996,1.30227,0
0.0157495,1.62342,0
0.0188994,1.94348,0
0.0220492,2.26272,0
0.0251991,2.58135,0
0.028349,2.89955,0
0.0314989,3.21745,0
0.0346488,3.53518,0
0.0377987,3.85284,0
0.0409486,4.17049,0
0.0440985,4.48819,0
0.0472484,4.80599,0
0.0503983,5.12392,0
0.0535482,5.44201,0
0.0566981,5.76025,0
0.059848,6.07868,0
0.0629978,6.39727,0
0.0661477,6.71605,0
0.0692976,7.035,0
0.0724475,7.35411,0
0.0755974,7.67339,0
0.0787473,7.99282,0
0.0818972,8.3124,0
0.0850471,8.63212,0
0.088197,8.95198,0
0.0913469,9.27197,0
0.0944968,9.59208,0
0.0976467,9.91232,0
0.100797,10.2327,0
0.103946,10.5532,0
0.107096,10.8738,0
0.110246,11.1945,0
0.113396,11.5153,0
0.116546,11.8363,0
0.119696,12.1574,0
0.122846,12.4786,0
0.125996,12.8,0
0.129146,13.1215,0
0.132295,13.4432,0
0.135445,13.765,0
0.138595,14.087,0
0.141745,14.4091,0
0.144895,14.7315,0
0.148045,15.054,0
0.151195,15.3767,0
0.154345,15.6996,0
0.157495,16.0227,0
0.160645,16.346,0
0.163794,16.6695,0
0.166944,16.9933,0
0.170094,17.3172,0
0.173244,17.6414,0
0.176394,17.9658,0
0.179544,18.2904,0
0.182694,18.6153,0
0.185844,18.9404,0
0.188994,19.2657,0
0.192143,19.5913,0
0.195293,19.9171,0
0.198443,20.2431,0
0.201593,20.5694,0
0.204743,20.8959,0
0.207893,21.2226,0
0.211043,21.5495,0
0.214193,21.8767,0
0.217343,22.2041,0
0.220492,22.5317,0
0.223642,22.8595,0
0.226792,23.1875,0
0.229942,23.5157,0
0.233092,23.8441,0
0.236242,24.1728,0
0.239392,24.5016,0
0.242542,24.8306,0
0.245692,25.1597,0
0.248842,25.4891,0
0.251991,25.8186,0
0.255141,26.1483,0
0.258291,26.4781,0
0.261441,26.8081,0
0.264591,27.1382,0
0.267741,27.4685,0
0.270891,27.7988,0
0.274041,28.1294,0
0.277191,28.46,0
0.28034,28.7907,0
0.28349,29.1216,0
0.28664,29.4525,0
0.28979,29.7835,0
0.29294,30.1146,0
0.29609,30.4458,0
0.29924,30.777,0
0.30239,31.1083,0
0.30554,31.4397,0
0.308689,31.771,0
0.311839,32.1024,0
0.314989,32.4338,0
0.318139,32.7652,0
0.321289,33.0966,0
0.324439,33.428,0
0.327589,33.7594,0
0.330739,34.0907,0
0.333889,34.422,0
0.337038,34.7532,0
0.340188,35.0843,0
0.343338,35.4154,0
0.346488,35.7463,0
0.349638,36.0771,0
0.352788,36.4078,0
0.355938,36.7383,0
0.359088,37.0687,0
0.362238,37.3989,0
0.365388,37.7289,0
0.368537,38.0587,0
0.371687,38.3882,0
0.374837,38.7175,0
0.377987,39.0466,0
0.381137,39.3753,0
0.384287,39.7038,0
0.387437,40.0319,0
0.390587,40.3597,0
0.393737,40.6871,0
0.396886,41.0141,0
0.400036,41.3408,0
0.403186,41.667,0
0.406336,41.9927,0
0.409486,42.3181,0
0.412636,42.6429,0
0.415786,42.9672,0
0.418936,43.291,0
0.422086,43.6142,0
0.425235,43.9368,0
0.428385,44.2589,0
0.431535,44.5803,0
0.434685,44.9011,0
0.437835,45.2212,0
0.440985,45.5407,0
0.444135,45.8594,0
0.447285,46.1774,0
0.450435,46.4946,0
0.453585,46.8111,0
0.456734,47.1268,0
0.459884,47.4416,0
0.463034,47.7556,0
0.466184,48.0687,0
0.469334,48.3809,0
0.472484,48.6922,0
0.475634,49.0025,0
0.478784,49.3119,0
0.481934,49.6203,0
0.485083,49.9277,0
0.488233,50.2341,0
0.491383,50.5394,0
0.494533,50.8436,0
0.497683,51.1467,0
0.500833,51.4487,0
0.503983,51.7495,0
0.507133,52.0492,0
0.510283,52.3476,0
0.513432,52.6449,0
0.516582,52.9409,0
0.519732,53.2356,0
0.522882,53.5291,0
0.526032,53.8212,0
0.529182,54.112,0
0.532332,54.4015,0
0.535482,54.6896,0
0.538632,54.9762,0
0.541781,55.2615,0
0.544931,55.5452,0
0.548081,55.8276,0
0.551231,56.1084,0
0.554381,56.3876,0
0.557531,56.6654,0
0.560681,56.9416,0
0.563831,57.2161,0
0.566981,57.4891,0
0.570131,57.7604,0
0.57328,58.03,0
0.57643,58.298,0
0.57958,58.5642,0
0.58273,58.8287,0
0.58588,59.0914,0
0.58903,59.3524,0
0.59218,59.6115,0
0.59533,59.8688,0
0.59848,60.1242,0
0.601629,60.3778,0
