# 20250121_114652
q,primespecRe,primespecIm
0,1098.76,0
0.00900901,1087.32,0
0.018018,1055.77,0
0.027027,1003.79,0
0.036036,933.774,0
0.045045,848.84,0
0.0540541,753.256,0
0.0630631,652.303,0
0.0720721,551.861,0
0.0810811,457.694,0
0.0900901,374.586,0
0.0990991,305.614,0
0.108108,251.579,0
0.117117,210.914,0
0.126126,180.414,0
0.135135,156.476,0
0.144144,136.304,0
0.153153,118.456,0
0.162162,102.88,0
0.171171,90.3748,0
0.18018,81.6226,0
0.189189,76.4531,0
0.198198,73.4305,0
0.207207,70.4471,0
0.216216,66.167,0
0.225225,60.1966,0
0.234234,53.4492,0
0.243243,47.5245,0
0.252252,43.5631,0
0.261261,41.5337,0
0.27027,40.472,0
0.279279,38.8745,0
0.288288,36.0177,0
0.297297,32.2806,0
0.306306,28.8189,0
0.315315,26.7099,0
0.324324,26.0333,0
0.333333,25.7984,0
0.342342,25.1987,0
0.351351,23.3845,0
0.36036,20.8566,0
0.369369,18.6331,0
0.378378,17.4926,0
0.387387,17.3438,0
0.396396,17.1516,0
0.405405,16.3861,0
0.414414,14.7171,0
0.423423,12.8389,0
0.432432,11.5788,0
0.441441,11.1582,0
0.45045,11.1572,0
0.459459,10.8088,0
0.468468,9.80558,0
0.477477,8.47157,0
0.486486,7.50321,0
0.495495,7.3397,0
0.504505,7.43824,0
0.513514,7.48746,0
0.522523,6.9909,0
0.531532,6.13866,0
0.540541,5.50803,0
0.54955,5.45868,0
0.558559,5.71805,0
0.567568,5.72436,0
0.576577,5.38017,0
0.585586,4.66098,0
0.594595,4.14657,0
0.603604,4.03066,0
0.612613,4.13035,0
0.621622,4.13359,0
0.630631,3.70039,0
0.63964,3.09594,0
0.648649,2.71146,0
0.657658,2.7369,0
0.666667,2.86881,0
0.675676,2.84961,0
0.684685,2.56861,0
0.693694,2.21383,0
0.702703,2.08161,0
0.711712,2.21943,0
0.720721,2.40802,0
0.72973,2.33985,0
0.738739,2.04874,0
0.747748,1.74729,0
0.756757,1.71619,0
0.765766,1.78972,0
0.774775,1.82599,0
0.783784,1.6721,0
0.792793,1.35752,0
0.801802,1.16145,0
0.810811,1.16872,0
0.81982,1.29063,0
0.828829,1.2777,0
0.837838,1.13228,0
0.846847,0.95816,0
0.855856,0.94792,0
0.864865,1.06621,0
0.873874,1.15581,0
0.882883,1.13497,0
0.891892,0.944647,0
0.900901,0.804428,0
0.90991,0.820879,0
0.918919,0.898324,0
0.927928,0.87797,0
0.936937,0.744902,0
0.945946,0.572827,0
0.954955,0.530098,0
0.963964,0.580437,0
0.972973,0.646904,0
0.981982,0.626037,0
0.990991,0.514541,0
1,0.46054,0
1.00901,0.520846,0
1.01802,0.625043,0
1.02703,0.630887,0
1.03604,0.554806,0
1.04505,0.443447,0
1.05405,0.412087,0
1.06306,0.452424,0
1.07207,0.484969,0
1.08108,0.423865,0
1.09009,0.310627,0
1.0991,0.257688,0
1.10811,0.28996,0
1.11712,0.350764,0
1.12613,0.353983,0
1.13514,0.299504,0
1.14414,0.262665,0
1.15315,0.273867,0
1.16216,0.347363,0
1.17117,0.379813,0
1.18018,0.328051,0
1.18919,0.244545,0
1.1982,0.219428,0
1.20721,0.240481,0
1.21622,0.257421,0
1.22523,0.241307,0
1.23423,0.173122,0
1.24324,0.13905,0
1.25225,0.160795,0
1.26126,0.214605,0
1.27027,0.225452,0
1.27928,0.190761,0
1.28829,0.159923,0
1.2973,0.172302,0
1.30631,0.215934,0
1.31532,0.230194,0
1.32432,0.199901,0
1.33333,0.139931,0
1.34234,0.111956,0
1.35135,0.128773,0
1.36036,0.148368,0
1.36937,0.130847,0
1.37838,0.0895242,0
1.38739,0.0837507,0
1.3964,0.101911,0
1.40541,0.143804,0
1.41441,0.153928,0
1.42342,0.127887,0
1.43243,0.102802,0
1.44144,0.110927,0
1.45045,0.141897,0
1.45946,0.143011,0
1.46847,0.115393,0
1.47748,0.0710163,0
1.48649,0.0632019,0
1.4955,0.0746555,0
1.5045,0.0887063,0
1.51351,0.0813792,0
1.52252,0.0573718,0
1.53153,0.0531816,0
1.54054,0.0802225,0
1.54955,0.109781,0
1.55856,0.106231,0
1.56757,0.0815096,0
1.57658,0.0652399,0
1.58559,0.0676306,0
1.59459,0.0841599,0
1.6036,0.0865206,0
1.61261,0.0600976,0
1.62162,0.0338002,0
1.63063,0.0349497,0
