# 20240725_151038
alpha,chiRe,chiIm
0.261013,0.0100178,0
0.262586,0.0100003,0
0.264158,0.00998261,0
0.26573,0.00996464,0
0.267303,0.00994642,0
0.268875,0.00992794,0
0.270447,0.00990921,0
0.27202,0.00989024,0
0.273592,0.00987102,0
0.275165,0.00985156,0
0.276737,0.00983186,0
0.278309,0.00981193,0
0.279882,0.00979176,0
0.281454,0.00977137,0
0.283026,0.00975074,0
0.284599,0.0097299,0
0.286171,0.00970883,0
0.287743,0.00968754,0
0.289316,0.00966604,0
0.290888,0.00964432,0
0.292461,0.0096224,0
0.294033,0.00960027,0
0.295605,0.00957794,0
0.297178,0.0095554,0
0.29875,0.00953267,0
0.300322,0.00950974,0
0.301895,0.00948663,0
0.303467,0.00946332,0
0.30504,0.00943982,0
0.306612,0.00941615,0
0.308184,0.00939229,0
0.309757,0.00936825,0
0.311329,0.00934404,0
0.312901,0.00931966,0
0.314474,0.00929511,0
0.316046,0.0092704,0
0.317618,0.00924552,0
0.319191,0.00922048,0
0.320763,0.00919528,0
0.322336,0.00916993,0
0.323908,0.00914443,0
0.32548,0.00911878,0
0.327053,0.00909299,0
0.328625,0.00906705,0
0.330197,0.00904097,0
0.33177,0.00901476,0
0.333342,0.00898841,0
0.334915,0.00896193,0
0.336487,0.00893532,0
0.338059,0.00890859,0
0.339632,0.00888174,0
0.341204,0.00885477,0
0.342776,0.00882768,0
0.344349,0.00880047,0
0.345921,0.00877316,0
0.347493,0.00874574,0
0.349066,0.00871821,0
0.350638,0.00869058,0
0.352211,0.00866286,0
0.353783,0.00863503,0
0.355355,0.00860712,0
0.356928,0.00857911,0
0.3585,0.00855102,0
0.360072,0.00852284,0
0.361645,0.00849458,0
0.363217,0.00846624,0
0.36479,0.00843783,0
0.366362,0.00840934,0
0.367934,0.00838079,0
0.369507,0.00835217,0
0.371079,0.00832348,0
0.372651,0.0082947,0
0.374224,0.00826543,0
0.375796,0.00823552,0
0.377368,0.00820501,0
0.378941,0.00817392,0
0.380513,0.00814227,0
0.382086,0.00811007,0
0.383658,0.00807736,0
0.38523,0.00804415,0
0.386803,0.00801046,0
0.388375,0.00797633,0
0.389947,0.00794176,0
0.39152,0.00790678,0
0.393092,0.00787141,0
0.394665,0.00783568,0
0.396237,0.00779961,0
0.397809,0.00776321,0
0.399382,0.00772651,0
0.400954,0.00768953,0
0.402526,0.0076523,0
0.404099,0.00761483,0
0.405671,0.00757715,0
0.407243,0.00753927,0
0.408816,0.00750123,0
0.410388,0.00746304,0
0.411961,0.00742472,0
0.413533,0.0073863,0
0.415105,0.00734779,0
0.416678,0.00730922,0
0.41825,0.00727042,0
0.419822,0.00723128,0
0.421395,0.00719181,0
0.422967,0.00715202,0
0.42454,0.00711191,0
0.426112,0.00707148,0
0.427684,0.00703074,0
0.429257,0.00698969,0
0.430829,0.00694833,0
0.432401,0.00690667,0
0.433974,0.00686472,0
0.435546,0.00682246,0
0.437118,0.00677992,0
0.438691,0.00673709,0
0.440263,0.00669398,0
0.441836,0.00665059,0
0.443408,0.00660692,0
0.44498,0.00656299,0
0.446553,0.00651878,0
0.448125,0.00647431,0
0.449697,0.00642958,0
0.45127,0.0063846,0
0.452842,0.00633936,0
0.454415,0.00629388,0
0.455987,0.00624815,0
0.457559,0.00620218,0
0.459132,0.00615597,0
0.460704,0.00610953,0
0.462276,0.00606278,0
0.463849,0.00601567,0
0.465421,0.0059682,0
0.466994,0.00592038,0
0.468566,0.00587221,0
0.470138,0.00582369,0
0.471711,0.00577484,0
0.473283,0.00572566,0
0.474855,0.00567615,0
0.476428,0.00562633,0
0.478,0.00557619,0
0.479572,0.00552575,0
0.481145,0.00547501,0
0.482717,0.00542397,0
0.48429,0.00537265,0
0.485862,0.00532105,0
0.487434,0.00526916,0
0.489007,0.00521701,0
0.490579,0.0051646,0
0.492151,0.00511192,0
0.493724,0.005059,0
0.495296,0.00500583,0
0.496869,0.00495242,0
0.498441,0.00489878,0
0.500013,0.0048449,0
0.501586,0.00479081,0
0.503158,0.0047365,0
0.50473,0.00468198,0
0.506303,0.00462718,0
0.507875,0.00457195,0
0.509447,0.00451631,0
0.51102,0.00446027,0
0.512592,0.00440383,0
0.514165,0.00434702,0
0.515737,0.00428984,0
0.517309,0.00423229,0
0.518882,0.0041744,0
0.520454,0.00411616,0
0.522026,0.0040576,0
0.523599,0.00399872,0
0.525171,0.00393952,0
0.526744,0.00388003,0
0.528316,0.00382025,0
0.529888,0.0037602,0
0.531461,0.00369987,0
0.533033,0.00363929,0
0.534605,0.00357845,0
0.536178,0.00351738,0
0.53775,0.00345609,0
0.539322,0.00339455,0
0.540895,0.00333264,0
0.542467,0.00327036,0
0.54404,0.00320772,0
0.545612,0.00314473,0
0.547184,0.00308139,0
0.548757,0.00301772,0
0.550329,0.00295373,0
0.551901,0.00288943,0
0.553474,0.00282482,0
0.555046,0.00275993,0
0.556619,0.00269475,0
0.558191,0.0026293,0
0.559763,0.00256359,0
0.561336,0.00249763,0
0.562908,0.00243143,0
0.56448,0.002365,0
0.566053,0.00229835,0
0.567625,0.00223148,0
0.569197,0.00216442,0
0.57077,0.00209717,0
0.572342,0.00202973,0
0.573915,0.00196197,0
0.575487,0.00189385,0
0.577059,0.00182538,0
0.578632,0.00175656,0
0.580204,0.00168743,0
0.581776,0.001618,0
0.583349,0.00154827,0
0.584921,0.00147827,0
0.586494,0.00140801,0
0.588066,0.0013375,0
0.589638,0.00126676,0
0.591211,0.00119581,0
0.592783,0.00112466,0
0.594355,0.00105333,0
0.595928,0.000981828,0
0.5975,0.000910173,0
0.599072,0.000838378,0
0.600645,0.000766461,0
0.602217,0.000694278,0
0.60379,0.000621657,0
0.605362,0.00054864,0
0.606934,0.00047527,0
0.608507,0.00040159,0
0.610079,0.000327646,0
0.611651,0.00025348,0
0.613224,0.000179137,0
0.614796,0.000104622,0
0.616369,2.98543e-05,0
0.617941,-4.51615e-05,0
0.619513,-0.000120414,0
0.621086,-0.000195894,0
0.622658,-0.000271588,0
0.62423,-0.000347485,0
0.625803,-0.000423576,0
0.627375,-0.000499848,0
0.628947,-0.000576291,0
0.63052,-0.000652897,0
0.632092,-0.000729671,0
0.633665,-0.000806613,0
0.635237,-0.000883727,0
0.636809,-0.000961016,0
0.638382,-0.00103848,0
0.639954,-0.00111613,0
0.641526,-0.00119395,0
0.643099,-0.00127196,0
0.644671,-0.00135016,0
0.646244,-0.00142855,0
0.647816,-0.00150713,0
0.649388,-0.00158589,0
0.650961,-0.00166482,0
0.652533,-0.00174392,0
0.654105,-0.00182319,0
0.655678,-0.0019026,0
0.65725,-0.00198216,0
0.658822,-0.00206186,0
0.660395,-0.00214168,0
0.661967,-0.00222163,0
0.66354,-0.00230169,0
0.665112,-0.00238186,0
0.666684,-0.00246213,0
0.668257,-0.00254249,0
0.669829,-0.00262293,0
0.671401,-0.00270345,0
0.672974,-0.00278405,0
0.674546,-0.00286482,0
0.676119,-0.00294576,0
0.677691,-0.00302684,0
0.679263,-0.00310807,0
0.680836,-0.00318941,0
0.682408,-0.00327087,0
0.68398,-0.00335243,0
0.685553,-0.00343406,0
0.687125,-0.00351577,0
0.688697,-0.00359752,0
0.69027,-0.00367932,0
0.691842,-0.00376114,0
0.693415,-0.00384298,0
0.694987,-0.00392482,0
0.696559,-0.00400676,0
0.698132,-0.0040888,0
0.699704,-0.00417094,0
0.701276,-0.00425315,0
0.702849,-0.00433542,0
0.704421,-0.00441775,0
0.705994,-0.00450011,0
0.707566,-0.0045825,0
0.709138,-0.0046649,0
0.710711,-0.0047473,0
0.712283,-0.00482969,0
0.713855,-0.00491205,0
0.715428,-0.00499438,0
0.717,-0.00507664,0
0.718572,-0.00515885,0
0.720145,-0.00524097,0
0.721717,-0.00532309,0
0.72329,-0.00540527,0
0.724862,-0.00548752,0
0.726434,-0.00556981,0
0.728007,-0.00565212,0
0.729579,-0.00573445,0
0.731151,-0.00581677,0
0.732724,-0.00589906,0
0.734296,-0.00598132,0
0.735869,-0.00606352,0
0.737441,-0.00614565,0
0.739013,-0.00622769,0
0.740586,-0.00630963,0
0.742158,-0.00639145,0
0.74373,-0.00647313,0
0.745303,-0.00655466,0
0.746875,-0.00663602,0
0.748447,-0.00671719,0
0.75002,-0.00679817,0
0.751592,-0.00687892,0
0.753165,-0.00695959,0
0.754737,-0.00704034,0
0.756309,-0.00712115,0
0.757882,-0.00720201,0
0.759454,-0.00728289,0
0.761026,-0.00736376,0
0.762599,-0.00744461,0
0.764171,-0.00752541,0
0.765744,-0.00760615,0
0.767316,-0.00768679,0
0.768888,-0.00776732,0
0.770461,-0.00784771,0
0.772033,-0.00792795,0
0.773605,-0.00800801,0
0.775178,-0.00808786,0
0.77675,-0.00816749,0
0.778323,-0.00824688,0
0.779895,-0.00832599,0
0.781467,-0.00840482,0
0.78304,-0.00848333,0
0.784612,-0.00856151,0
0.786184,-0.00863934,0
0.787757,-0.00871678,0
0.789329,-0.00879382,0
0.790901,-0.00887044,0
0.792474,-0.00894661,0
0.794046,-0.00902232,0
0.795619,-0.00909754,0
0.797191,-0.00917266,0
0.798763,-0.00924791,0
0.800336,-0.00932326,0
0.801908,-0.00939868,0
0.80348,-0.00947415,0
0.805053,-0.00954966,0
0.806625,-0.00962517,0
0.808198,-0.00970067,0
0.80977,-0.00977614,0
0.811342,-0.00985154,0
0.812915,-0.00992686,0
0.814487,-0.0100021,0
0.816059,-0.0100772,0
0.817632,-0.0101521,0
0.819204,-0.0102269,0
0.820776,-0.0103014,0
0.822349,-0.0103758,0
0.823921,-0.0104499,0
0.825494,-0.0105238,0
0.827066,-0.0105973,0
0.828638,-0.0106706,0
0.830211,-0.0107435,0
0.831783,-0.0108161,0
0.833355,-0.0108883,0
0.834928,-0.0109601,0
0.8365,-0.0110314,0
0.838073,-0.0111024,0
0.839645,-0.0111728,0
0.841217,-0.0112428,0
0.84279,-0.0113123,0
0.844362,-0.0113812,0
0.845934,-0.0114496,0
0.847507,-0.0115174,0
0.849079,-0.0115846,0
0.850651,-0.0116511,0
0.852224,-0.011717,0
0.853796,-0.0117823,0
0.855369,-0.0118468,0
0.856941,-0.0119107,0
0.858513,-0.0119738,0
0.860086,-0.0120361,0
0.861658,-0.0120977,0
0.86323,-0.0121584,0
0.864803,-0.0122184,0
0.866375,-0.0122774,0
0.867948,-0.0123359,0
0.86952,-0.0123944,0
0.871092,-0.0124529,0
0.872665,-0.0125113,0
0.874237,-0.0125698,0
0.875809,-0.0126282,0
0.877382,-0.0126865,0
0.878954,-0.0127448,0
0.880526,-0.0128031,0
0.882099,-0.0128612,0
0.883671,-0.0129193,0
0.885244,-0.0129773,0
0.886816,-0.0130351,0
0.888388,-0.0130928,0
0.889961,-0.0131504,0
0.891533,-0.0132079,0
0.893105,-0.0132652,0
0.894678,-0.0133223,0
0.89625,-0.0133793,0
0.897823,-0.013436,0
0.899395,-0.0134926,0
0.900967,-0.0135489,0
0.90254,-0.0136051,0
0.904112,-0.013661,0
0.905684,-0.0137166,0
0.907257,-0.013772,0
0.908829,-0.0138271,0
0.910401,-0.013882,0
0.911974,-0.0139365,0
0.913546,-0.0139908,0
0.915119,-0.0140448,0
0.916691,-0.0140984,0
0.918263,-0.0141517,0
0.919836,-0.0142046,0
0.921408,-0.0142572,0
0.92298,-0.0143095,0
0.924553,-0.0143613,0
0.926125,-0.0144128,0
0.927698,-0.0144639,0
0.92927,-0.0145145,0
0.930842,-0.0145648,0
0.932415,-0.0146146,0
0.933987,-0.0146639,0
0.935559,-0.0147128,0
0.937132,-0.0147613,0
0.938704,-0.0148092,0
0.940276,-0.0148567,0
0.941849,-0.0149037,0
0.943421,-0.0149502,0
0.944994,-0.0149961,0
0.946566,-0.0150415,0
0.948138,-0.0150864,0
0.949711,-0.0151307,0
0.951283,-0.0151745,0
0.952855,-0.0152177,0
0.954428,-0.0152603,0
0.956,-0.0153023,0
0.957573,-0.0153437,0
0.959145,-0.0153844,0
0.960717,-0.0154246,0
0.96229,-0.0154641,0
0.963862,-0.0155029,0
0.965434,-0.0155411,0
0.967007,-0.0155786,0
0.968579,-0.0156154,0
0.970151,-0.0156516,0
0.971724,-0.015687,0
0.973296,-0.0157217,0
0.974869,-0.0157556,0
0.976441,-0.0157889,0
0.978013,-0.0158213,0
0.979586,-0.015853,0
0.981158,-0.015884,0
0.98273,-0.0159141,0
0.984303,-0.0159435,0
0.985875,-0.015972,0
0.987448,-0.016,0
0.98902,-0.0160279,0
0.990592,-0.0160557,0
0.992165,-0.0160833,0
0.993737,-0.0161108,0
0.995309,-0.0161381,0
0.996882,-0.0161653,0
0.998454,-0.0161924,0
1.00003,-0.0162193,0
1.0016,-0.016246,0
1.00317,-0.0162727,0
1.00474,-0.0162991,0
1.00632,-0.0163254,0
1.00789,-0.0163516,0
1.00946,-0.0163775,0
1.01103,-0.0164034,0
1.01261,-0.016429,0
1.01418,-0.0164545,0
1.01575,-0.0164799,0
1.01732,-0.016505,0
1.01889,-0.01653,0
1.02047,-0.0165548,0
1.02204,-0.0165795,0
1.02361,-0.0166039,0
1.02518,-0.0166282,0
1.02676,-0.0166523,0
1.02833,-0.0166762,0
1.0299,-0.0166999,0
1.03147,-0.0167234,0
1.03305,-0.0167468,0
1.03462,-0.0167699,0
1.03619,-0.0167929,0
1.03776,-0.0168156,0
1.03934,-0.0168382,0
1.04091,-0.0168605,0
1.04248,-0.0168827,0
1.04405,-0.0169046,0
1.04563,-0.0169264,0
1.0472,-0.0169479,0
1.04877,-0.0169692,0
1.05034,-0.0169903,0
1.05191,-0.0170111,0
1.05349,-0.0170318,0
1.05506,-0.0170522,0
1.05663,-0.0170724,0
1.0582,-0.0170924,0
1.05978,-0.0171122,0
1.06135,-0.0171317,0
1.06292,-0.017151,0
1.06449,-0.0171701,0
1.06607,-0.0171889,0
1.06764,-0.0172075,0
1.06921,-0.0172258,0
1.07078,-0.0172439,0
1.07236,-0.0172617,0
1.07393,-0.0172794,0
1.0755,-0.0172967,0
1.07707,-0.0173138,0
1.07864,-0.0173307,0
1.08022,-0.0173473,0
1.08179,-0.0173636,0
1.08336,-0.0173797,0
1.08493,-0.0173955,0
1.08651,-0.017411,0
1.08808,-0.0174263,0
1.08965,-0.0174413,0
1.09122,-0.017456,0
1.0928,-0.0174705,0
1.09437,-0.0174847,0
1.09594,-0.0174986,0
1.09751,-0.0175122,0
1.09909,-0.0175256,0
1.10066,-0.0175387,0
1.10223,-0.0175514,0
1.1038,-0.0175639,0
1.10538,-0.0175761,0
1.10695,-0.017588,0
1.10852,-0.0175996,0
1.11009,-0.017611,0
1.11166,-0.017622,0
1.11324,-0.0176327,0
1.11481,-0.0176431,0
1.11638,-0.0176532,0
1.11795,-0.017663,0
1.11953,-0.0176725,0
1.1211,-0.0176817,0
1.12267,-0.0176905,0
1.12424,-0.0176991,0
1.12582,-0.0177073,0
1.12739,-0.0177152,0
1.12896,-0.017723,0
1.13053,-0.0177307,0
1.13211,-0.0177383,0
1.13368,-0.0177458,0
1.13525,-0.0177532,0
1.13682,-0.0177604,0
1.13839,-0.0177674,0
1.13997,-0.0177743,0
1.14154,-0.017781,0
1.14311,-0.0177874,0
1.14468,-0.0177937,0
1.14626,-0.0177998,0
1.14783,-0.0178056,0
1.1494,-0.0178111,0
1.15097,-0.0178164,0
1.15255,-0.0178214,0
1.15412,-0.0178262,0
1.15569,-0.0178306,0
1.15726,-0.0178347,0
1.15884,-0.0178385,0
1.16041,-0.0178419,0
1.16198,-0.017845,0
1.16355,-0.0178477,0
1.16513,-0.0178501,0
1.1667,-0.0178521,0
1.16827,-0.0178541,0
1.16984,-0.017856,0
1.17141,-0.0178579,0
1.17299,-0.0178598,0
1.17456,-0.0178616,0
1.17613,-0.0178634,0
1.1777,-0.0178652,0
1.17928,-0.0178669,0
1.18085,-0.0178685,0
1.18242,-0.0178701,0
1.18399,-0.0178717,0
1.18557,-0.0178732,0
1.18714,-0.0178746,0
1.18871,-0.017876,0
1.19028,-0.0178773,0
1.19186,-0.0178786,0
1.19343,-0.0178798,0
1.195,-0.0178809,0
1.19657,-0.0178819,0
1.19814,-0.0178829,0
1.19972,-0.0178838,0
1.20129,-0.0178847,0
1.20286,-0.0178854,0
1.20443,-0.0178861,0
1.20601,-0.0178867,0
1.20758,-0.0178872,0
1.20915,-0.0178876,0
1.21072,-0.0178879,0
1.2123,-0.0178882,0
1.21387,-0.0178883,0
1.21544,-0.0178884,0
1.21701,-0.0178882,0
1.21859,-0.0178877,0
1.22016,-0.0178869,0
1.22173,-0.0178858,0
1.2233,-0.0178845,0
1.22488,-0.017883,0
1.22645,-0.0178812,0
1.22802,-0.0178792,0
1.22959,-0.0178771,0
1.23116,-0.0178748,0
1.23274,-0.0178724,0
1.23431,-0.0178699,0
1.23588,-0.0178673,0
1.23745,-0.0178647,0
1.23903,-0.017862,0
1.2406,-0.0178593,0
1.24217,-0.0178565,0
1.24374,-0.0178539,0
1.24532,-0.0178512,0
1.24689,-0.0178486,0
1.24846,-0.0178457,0
1.25003,-0.0178427,0
1.25161,-0.0178395,0
1.25318,-0.0178361,0
1.25475,-0.0178327,0
1.25632,-0.017829,0
1.25789,-0.0178253,0
1.25947,-0.0178214,0
1.26104,-0.0178174,0
1.26261,-0.0178134,0
1.26418,-0.0178092,0
1.26576,-0.0178049,0
1.26733,-0.0178006,0
1.2689,-0.0177962,0
1.27047,-0.0177917,0
1.27205,-0.0177872,0
1.27362,-0.0177826,0
1.27519,-0.017778,0
1.27676,-0.0177734,0
1.27834,-0.0177686,0
1.27991,-0.0177637,0
1.28148,-0.0177587,0
1.28305,-0.0177536,0
1.28463,-0.0177484,0
1.2862,-0.0177432,0
1.28777,-0.0177378,0
1.28934,-0.0177323,0
1.29091,-0.0177267,0
1.29249,-0.0177211,0
1.29406,-0.0177153,0
1.29563,-0.0177095,0
1.2972,-0.0177036,0
1.29878,-0.0176976,0
1.30035,-0.0176915,0
1.30192,-0.0176854,0
1.30349,-0.0176792,0
1.30507,-0.0176729,0
1.30664,-0.0176666,0
1.30821,-0.0176602,0
1.30978,-0.0176537,0
1.31136,-0.0176472,0
1.31293,-0.0176406,0
1.3145,-0.0176339,0
1.31607,-0.0176272,0
1.31764,-0.0176205,0
1.31922,-0.0176137,0
1.32079,-0.0176069,0
1.32236,-0.0176,0
1.32393,-0.0175931,0
1.32551,-0.0175861,0
1.32708,-0.0175791,0
1.32865,-0.017572,0
1.33022,-0.0175648,0
1.3318,-0.0175575,0
1.33337,-0.0175501,0
1.33494,-0.0175426,0
1.33651,-0.0175351,0
1.33809,-0.0175275,0
1.33966,-0.0175198,0
1.34123,-0.017512,0
1.3428,-0.0175041,0
1.34438,-0.0174962,0
1.34595,-0.0174882,0
1.34752,-0.0174801,0
1.34909,-0.017472,0
1.35066,-0.0174638,0
1.35224,-0.0174555,0
1.35381,-0.0174471,0
1.35538,-0.0174387,0
1.35695,-0.0174302,0
1.35853,-0.0174216,0
1.3601,-0.017413,0
1.36167,-0.0174043,0
1.36324,-0.0173956,0
1.36482,-0.0173868,0
1.36639,-0.0173779,0
1.36796,-0.017369,0
1.36953,-0.0173601,0
1.37111,-0.017351,0
1.37268,-0.017342,0
1.37425,-0.0173329,0
1.37582,-0.0173237,0
1.37739,-0.0173145,0
1.37897,-0.0173052,0
1.38054,-0.0172959,0
1.38211,-0.0172865,0
1.38368,-0.0172771,0
1.38526,-0.0172677,0
1.38683,-0.0172582,0
1.3884,-0.0172487,0
1.38997,-0.0172391,0
1.39155,-0.0172295,0
1.39312,-0.0172198,0
1.39469,-0.01721,0
1.39626,-0.0172002,0
1.39784,-0.0171903,0
1.39941,-0.0171804,0
1.40098,-0.0171703,0
1.40255,-0.0171603,0
1.40413,-0.0171501,0
1.4057,-0.0171399,0
1.40727,-0.0171296,0
1.40884,-0.0171193,0
1.41041,-0.0171089,0
1.41199,-0.0170985,0
1.41356,-0.0170879,0
1.41513,-0.0170774,0
1.4167,-0.0170667,0
1.41828,-0.017056,0
1.41985,-0.0170453,0
1.42142,-0.0170345,0
1.42299,-0.0170236,0
1.42457,-0.0170127,0
1.42614,-0.0170018,0
1.42771,-0.0169907,0
1.42928,-0.0169797,0
1.43086,-0.0169685,0
1.43243,-0.0169573,0
1.434,-0.0169461,0
1.43557,-0.0169348,0
1.43714,-0.0169235,0
1.43872,-0.0169121,0
1.44029,-0.0169007,0
1.44186,-0.0168892,0
1.44343,-0.0168777,0
1.44501,-0.0168661,0
1.44658,-0.0168544,0
1.44815,-0.0168428,0
1.44972,-0.0168311,0
1.4513,-0.0168193,0
1.45287,-0.0168075,0
1.45444,-0.0167956,0
1.45601,-0.0167838,0
1.45759,-0.0167718,0
1.45916,-0.0167598,0
1.46073,-0.0167478,0
1.4623,-0.0167358,0
1.46388,-0.0167237,0
1.46545,-0.0167115,0
1.46702,-0.0166994,0
1.46859,-0.0166872,0
1.47016,-0.0166749,0
1.47174,-0.0166626,0
1.47331,-0.0166503,0
1.47488,-0.0166379,0
1.47645,-0.0166255,0
1.47803,-0.0166131,0
1.4796,-0.0166007,0
1.48117,-0.0165882,0
1.48274,-0.0165756,0
1.48432,-0.0165631,0
1.48589,-0.0165505,0
1.48746,-0.0165379,0
1.48903,-0.0165251,0
1.49061,-0.0165122,0
1.49218,-0.0164993,0
1.49375,-0.0164862,0
1.49532,-0.016473,0
1.49689,-0.0164597,0
1.49847,-0.0164463,0
1.50004,-0.0164329,0
1.50161,-0.0164193,0
1.50318,-0.0164057,0
1.50476,-0.0163919,0
1.50633,-0.0163781,0
1.5079,-0.0163642,0
1.50947,-0.0163503,0
1.51105,-0.0163362,0
1.51262,-0.0163221,0
1.51419,-0.016308,0
1.51576,-0.0162938,0
1.51734,-0.0162795,0
1.51891,-0.0162651,0
1.52048,-0.0162508,0
1.52205,-0.0162363,0
1.52363,-0.0162219,0
1.5252,-0.0162074,0
1.52677,-0.0161928,0
1.52834,-0.0161782,0
1.52991,-0.0161636,0
1.53149,-0.016149,0
1.53306,-0.0161343,0
1.53463,-0.0161196,0
1.5362,-0.0161049,0
1.53778,-0.0160902,0
1.53935,-0.0160755,0
1.54092,-0.0160608,0
1.54249,-0.0160461,0
1.54407,-0.0160313,0
1.54564,-0.0160166,0
1.54721,-0.0160019,0
1.54878,-0.0159872,0
1.55036,-0.0159725,0
1.55193,-0.0159578,0
1.5535,-0.0159431,0
1.55507,-0.0159285,0
1.55665,-0.0159138,0
1.55822,-0.0158993,0
1.55979,-0.0158847,0
1.56136,-0.0158702,0
1.56293,-0.0158557,0
1.56451,-0.0158413,0
1.56608,-0.0158269,0
1.56765,-0.0158125,0
1.56922,-0.0157982,0
1.5708,-0.015784,0
