# 20241120_132202
# primespec:	data/spectra_real_sigmamasses_p5GeV_consteps_20241119_171318/spec_20241120_124810/spectr.txt
# qmax:	5
# ma:	0.886
# mb:	0.28
# mc:	0.28
# B:	1
# Q:	1
# [DEBUG] pabc:	0.343291
# [DEBUG] Eabc:	0.443
p,finalspecRe,finalspecIm
0,88.8783,0
0.0100503,88.9377,0
0.0201005,89.0702,0
0.0301508,89.2272,0
0.040201,89.4769,0
0.0502513,89.8055,0
0.0603015,90.134,0
0.0703518,90.4657,0
0.080402,90.8218,0
0.0904523,91.1792,0
0.100503,91.4845,0
0.110553,91.6882,0
0.120603,91.7922,0
0.130653,91.7631,0
0.140704,91.6662,0
0.150754,91.4653,0
0.160804,91.2229,0
0.170854,90.9223,0
0.180905,90.6457,0
0.190955,90.4136,0
0.201005,90.3866,0
0.211055,90.6075,0
0.221106,91.2501,0
0.231156,92.4587,0
0.241206,94.3918,0
0.251256,97.1326,0
0.261307,100.722,0
0.271357,105.557,0
0.281407,112.392,0
0.291457,121.637,0
0.301508,132.442,0
0.311558,141.878,0
0.321608,145.468,0
0.331658,139.504,0
0.341709,123.436,0
0.351759,100.088,0
0.361809,74.8948,0
0.371859,52.7695,0
0.38191,36.4259,0
0.39196,25.9897,0
0.40201,20.1037,0
0.41206,17.0294,0
0.422111,15.3849,0
0.432161,14.3688,0
0.442211,13.6057,0
0.452261,12.9841,0
0.462312,12.4694,0
0.472362,12.0618,0
0.482412,11.7097,0
0.492462,11.3688,0
0.502513,11.02,0
0.512563,10.6595,0
0.522613,10.2788,0
0.532663,9.87166,0
0.542714,9.45582,0
0.552764,9.03588,0
0.562814,8.60995,0
0.572864,8.17521,0
0.582915,7.74225,0
0.592965,7.32205,0
0.603015,6.91256,0
0.613065,6.50639,0
0.623116,6.11527,0
0.633166,5.74602,0
0.643216,5.39169,0
0.653266,5.05186,0
0.663317,4.72273,0
0.673367,4.41555,0
0.683417,4.12646,0
0.693467,3.8487,0
0.703518,3.58492,0
0.713568,3.33837,0
0.723618,3.10865,0
0.733668,2.89132,0
0.743719,2.6859,0
0.753769,2.49631,0
0.763819,2.32198,0
0.773869,2.15911,0
0.78392,2.00713,0
0.79397,1.86735,0
0.80402,1.73912,0
0.81407,1.62038,0
0.824121,1.50886,0
0.834171,1.4053,0
0.844221,1.31046,0
0.854271,1.22172,0
0.864322,1.13869,0
0.874372,1.05919,0
0.884422,0.987376,0
0.894472,0.920286,0
0.904523,0.857059,0
0.914573,0.799228,0
0.924623,0.746259,0
0.934673,0.697827,0
0.944724,0.651948,0
0.954774,0.609914,0
0.964824,0.571524,0
0.974874,0.535999,0
0.984925,0.501425,0
0.994975,0.46935,0
1.00503,0.439988,0
1.01508,0.412518,0
1.02513,0.386147,0
1.03518,0.361586,0
1.04523,0.339478,0
1.05528,0.318887,0
1.06533,0.299391,0
1.07538,0.28138,0
1.08543,0.265146,0
1.09548,0.250164,0
1.10553,0.235833,0
1.11558,0.222281,0
1.12563,0.209501,0
1.13568,0.197533,0
1.14573,0.186376,0
1.15578,0.175084,0
1.16583,0.16524,0
1.17588,0.156059,0
1.18593,0.147325,0
1.19598,0.139141,0
1.20603,0.131704,0
1.21608,0.124822,0
1.22613,0.118607,0
1.23618,0.112456,0
1.24623,0.106564,0
1.25628,0.101294,0
1.26633,0.0959214,0
1.27638,0.0907834,0
1.28643,0.0856836,0
1.29648,0.0814255,0
1.30653,0.0774875,0
1.31658,0.073708,0
1.32663,0.0700077,0
1.33668,0.0665724,0
1.34673,0.0632047,0
1.35678,0.0605411,0
1.36683,0.0575037,0
1.37688,0.0546366,0
1.38693,0.0521418,0
1.39698,0.0496137,0
1.40704,0.0472218,0
1.41709,0.0449416,0
1.42714,0.043111,0
1.43719,0.0411125,0
1.44724,0.0391408,0
1.45729,0.0376317,0
1.46734,0.0359836,0
1.47739,0.0345559,0
1.48744,0.0330642,0
1.49749,0.0314206,0
1.50754,0.0300498,0
1.51759,0.0288173,0
1.52764,0.0274027,0
1.53769,0.0261649,0
1.54774,0.025021,0
1.55779,0.0241171,0
1.56784,0.0232933,0
1.57789,0.022217,0
1.58794,0.0214104,0
1.59799,0.0206785,0
1.60804,0.0197689,0
1.61809,0.0188703,0
1.62814,0.0181028,0
1.63819,0.0173816,0
1.64824,0.0164192,0
1.65829,0.0156706,0
1.66834,0.0151474,0
1.67839,0.0147816,0
1.68844,0.0141844,0
1.69849,0.0137567,0
1.70854,0.0132291,0
1.71859,0.0127958,0
1.72864,0.0121952,0
1.73869,0.0117191,0
1.74874,0.0113204,0
1.75879,0.0108927,0
1.76884,0.0105529,0
1.77889,0.0102035,0
1.78894,0.00980119,0
1.79899,0.00936524,0
1.80905,0.00902148,0
1.8191,0.00869385,0
1.82915,0.00849583,0
1.8392,0.00811678,0
1.84925,0.00783114,0
1.8593,0.00759152,0
1.86935,0.00738548,0
1.8794,0.00722656,0
1.88945,0.00697279,0
1.8995,0.00663605,0
1.90955,0.00631792,0
1.9196,0.0061542,0
1.92965,0.00602864,0
1.9397,0.00585992,0
1.94975,0.00569469,0
1.9598,0.00554091,0
1.96985,0.00526523,0
1.9799,0.00508451,0
1.98995,0.00481095,0
2,0.00471208,0
