# 20240822_171441
alpha,Dfield0Re,Dfield0Im
0,-0.079506,0.194749
0.00157237,-0.0795409,0.194843
0.00314474,-0.0795794,0.194943
0.00471711,-0.0796183,0.195044
0.00628947,-0.0796544,0.19514
0.00786184,-0.0796845,0.195225
0.00943421,-0.0797056,0.195294
0.0110066,-0.0797172,0.195344
0.0125789,-0.079727,0.195388
0.0141513,-0.0797357,0.195427
0.0157237,-0.0797429,0.195462
0.0172961,-0.0797482,0.195492
0.0188684,-0.0797513,0.195519
0.0204408,-0.0797519,0.195542
0.0220132,-0.0797502,0.195562
0.0235855,-0.0797467,0.19558
0.0251579,-0.079742,0.195595
0.0267303,-0.0797363,0.19561
0.0283026,-0.0797303,0.195625
0.029875,-0.0797244,0.195641
0.0314474,-0.0797182,0.195657
0.0330197,-0.0797109,0.195672
0.0345921,-0.0797027,0.195687
0.0361645,-0.0796941,0.195702
0.0377368,-0.0796853,0.195718
0.0393092,-0.0796766,0.195736
0.0408816,-0.0796682,0.195754
0.042454,-0.0796597,0.195775
0.0440263,-0.0796511,0.195796
0.0455987,-0.0796423,0.195819
0.0471711,-0.0796336,0.195843
0.0487434,-0.0796248,0.195868
0.0503158,-0.0796162,0.195894
0.0518882,-0.0796076,0.195921
0.0534605,-0.0795991,0.195951
0.0550329,-0.0795905,0.195982
0.0566053,-0.079582,0.196014
0.0581776,-0.0795734,0.196048
0.05975,-0.0795647,0.196082
0.0613224,-0.079556,0.196117
0.0628947,-0.0795473,0.196155
0.0644671,-0.0795386,0.196193
0.0660395,-0.0795297,0.196233
0.0676119,-0.0795208,0.196274
0.0691842,-0.0795117,0.196315
0.0707566,-0.0795023,0.196357
0.072329,-0.0794928,0.196401
0.0739013,-0.0794832,0.196446
0.0754737,-0.0794734,0.196491
0.0770461,-0.0794634,0.196538
0.0786184,-0.0794531,0.196585
0.0801908,-0.0794426,0.196633
0.0817632,-0.0794317,0.196682
0.0833355,-0.0794206,0.196731
0.0849079,-0.0794092,0.196782
0.0864803,-0.0793975,0.196833
0.0880526,-0.0793855,0.196885
0.089625,-0.0793732,0.196937
0.0911974,-0.0793605,0.19699
0.0927698,-0.0793474,0.197044
0.0943421,-0.079334,0.197098
0.0959145,-0.0793202,0.197153
0.0974869,-0.079306,0.197209
0.0990592,-0.0792915,0.197265
0.100632,-0.0792766,0.197322
0.102204,-0.0792613,0.197379
0.103776,-0.0792456,0.197437
0.105349,-0.0792295,0.197496
0.106921,-0.0792129,0.197555
0.108493,-0.079196,0.197615
0.110066,-0.0791788,0.197675
0.111638,-0.0791611,0.197736
0.113211,-0.079143,0.197797
0.114783,-0.0791244,0.197859
0.116355,-0.0791054,0.197922
0.117928,-0.079086,0.197985
0.1195,-0.0790663,0.198049
0.121072,-0.0790462,0.198114
0.122645,-0.0790256,0.198179
0.124217,-0.0790045,0.198245
0.125789,-0.0789831,0.198311
0.127362,-0.0789612,0.198379
0.128934,-0.078939,0.198447
0.130507,-0.0789163,0.198515
0.132079,-0.0788933,0.198584
0.133651,-0.0788698,0.198654
0.135224,-0.0788458,0.198725
0.136796,-0.0788214,0.198797
0.138368,-0.0787966,0.198869
0.139941,-0.0787714,0.198941
0.141513,-0.0787458,0.199015
0.143086,-0.0787198,0.199089
0.144658,-0.0786932,0.199164
0.14623,-0.0786663,0.19924
0.147803,-0.0786389,0.199317
0.149375,-0.078611,0.199394
0.150947,-0.0785827,0.199472
0.15252,-0.078554,0.199551
0.154092,-0.0785247,0.19963
0.155665,-0.078495,0.199711
0.157237,-0.0784648,0.199792
0.158809,-0.0784341,0.199873
0.160382,-0.0784029,0.199956
0.161954,-0.0783713,0.200039
0.163526,-0.078339,0.200123
0.165099,-0.0783063,0.200207
0.166671,-0.078273,0.200293
0.168243,-0.0782392,0.200379
0.169816,-0.0782048,0.200465
0.171388,-0.0781699,0.200553
0.172961,-0.0781344,0.200641
0.174533,-0.0780983,0.200729
0.176105,-0.0780616,0.200819
0.177678,-0.0780243,0.200908
0.17925,-0.0779863,0.200999
0.180822,-0.0779478,0.20109
0.182395,-0.0779085,0.201181
0.183967,-0.0778686,0.201274
0.18554,-0.077828,0.201366
0.187112,-0.0777867,0.20146
0.188684,-0.0777447,0.201553
0.190257,-0.077702,0.201648
0.191829,-0.0776585,0.201742
0.193401,-0.0776143,0.201837
0.194974,-0.0775693,0.201933
0.196546,-0.0775235,0.202029
0.198118,-0.0774768,0.202125
0.199691,-0.0774294,0.202222
0.201263,-0.0773812,0.202319
0.202836,-0.0773321,0.202416
0.204408,-0.077282,0.202514
0.20598,-0.0772311,0.202612
0.207553,-0.0771793,0.20271
0.209125,-0.0771266,0.202808
0.210697,-0.0770729,0.202907
0.21227,-0.0770183,0.203006
0.213842,-0.0769627,0.203104
0.215415,-0.076906,0.203204
0.216987,-0.0768483,0.203303
0.218559,-0.0767897,0.203402
0.220132,-0.07673,0.203501
0.221704,-0.0766692,0.203601
0.223276,-0.0766073,0.2037
0.224849,-0.0765443,0.2038
0.226421,-0.0764801,0.203899
0.227993,-0.0764148,0.203998
0.229566,-0.0763484,0.204098
0.231138,-0.0762808,0.204197
0.232711,-0.0762119,0.204296
0.234283,-0.0761418,0.204395
0.235855,-0.0760704,0.204493
0.237428,-0.0759978,0.204592
0.239,-0.075924,0.20469
0.240572,-0.0758489,0.204788
0.242145,-0.0757724,0.204886
0.243717,-0.0756945,0.204984
0.24529,-0.0756153,0.205081
0.246862,-0.0755347,0.205178
0.248434,-0.0754527,0.205274
0.250007,-0.0753693,0.205371
0.251579,-0.0752845,0.205466
0.253151,-0.0751982,0.205562
0.254724,-0.0751103,0.205657
0.256296,-0.075021,0.205751
0.257868,-0.0749301,0.205845
0.259441,-0.0748378,0.205939
0.261013,-0.0747439,0.206031
0.262586,-0.0746484,0.206124
0.264158,-0.0745512,0.206216
0.26573,-0.0744523,0.206307
0.267303,-0.0743519,0.206397
0.268875,-0.0742498,0.206487
0.270447,-0.0741461,0.206576
0.27202,-0.0740406,0.206665
0.273592,-0.0739333,0.206752
0.275165,-0.0738242,0.206839
0.276737,-0.0737133,0.206926
0.278309,-0.0736007,0.207011
0.279882,-0.0734863,0.207095
0.281454,-0.07337,0.207179
0.283026,-0.0732518,0.207261
0.284599,-0.0731317,0.207343
