# 20240927_201024
alpha,rRe,rIm
0,0,0
0.00314989,0.370199,0
0.00629978,0.737422,0
0.00944968,1.10222,0
0.0125996,1.46506,0
0.0157495,1.82634,0
0.0188994,2.18642,0
0.0220492,2.54556,0
0.0251991,2.90402,0
0.028349,3.26199,0
0.0314989,3.61963,0
0.0346488,3.97708,0
0.0377987,4.33444,0
0.0409486,4.6918,0
0.0440985,5.04921,0
0.0472484,5.40674,0
0.0503983,5.76441,0
0.0535482,6.12226,0
0.0566981,6.48029,0
0.059848,6.83851,0
0.0629978,7.19693,0
0.0661477,7.55555,0
0.0692976,7.91437,0
0.0724475,8.27338,0
0.0755974,8.63256,0
0.0787473,8.99192,0
0.0818972,9.35145,0
0.0850471,9.71114,0
0.088197,10.071,0
0.0913469,10.431,0
0.0944968,10.7911,0
0.0976467,11.1514,0
0.100797,11.5118,0
0.103946,11.8723,0
0.107096,12.233,0
0.110246,12.5938,0
0.113396,12.9547,0
0.116546,13.3158,0
0.119696,13.6771,0
0.122846,14.0384,0
0.125996,14.4,0
0.129146,14.7617,0
0.132295,15.1236,0
0.135445,15.4856,0
0.138595,15.8479,0
0.141745,16.2103,0
0.144895,16.5729,0
0.148045,16.9357,0
0.151195,17.2988,0
0.154345,17.6621,0
0.157495,18.0255,0
0.160645,18.3893,0
0.163794,18.7532,0
0.166944,19.1174,0
0.170094,19.4819,0
0.173244,19.8466,0
0.176394,20.2115,0
0.179544,20.5768,0
0.182694,20.9422,0
0.185844,21.308,0
0.188994,21.6739,0
0.192143,22.0402,0
0.195293,22.4067,0
0.198443,22.7735,0
0.201593,23.1405,0
0.204743,23.5078,0
0.207893,23.8754,0
0.211043,24.2432,0
0.214193,24.6113,0
0.217343,24.9796,0
0.220492,25.3481,0
0.223642,25.7169,0
0.226792,26.0859,0
0.229942,26.4552,0
0.233092,26.8247,0
0.236242,27.1944,0
0.239392,27.5643,0
0.242542,27.9344,0
0.245692,28.3047,0
0.248842,28.6752,0
0.251991,29.0459,0
0.255141,29.4168,0
0.258291,29.7879,0
0.261441,30.1591,0
0.264591,30.5305,0
0.267741,30.902,0
0.270891,31.2737,0
0.274041,31.6455,0
0.277191,32.0175,0
0.28034,32.3896,0
0.28349,32.7618,0
0.28664,33.1341,0
0.28979,33.5065,0
0.29294,33.879,0
0.29609,34.2515,0
0.29924,34.6242,0
0.30239,34.9969,0
0.30554,35.3696,0
0.308689,35.7424,0
0.311839,36.1152,0
0.314989,36.4881,0
0.318139,36.8609,0
0.321289,37.2337,0
0.324439,37.6065,0
0.327589,37.9793,0
0.330739,38.3521,0
0.333889,38.7247,0
0.337038,39.0974,0
0.340188,39.4699,0
0.343338,39.8423,0
0.346488,40.2146,0
0.349638,40.5868,0
0.352788,40.9588,0
0.355938,41.3306,0
0.359088,41.7023,0
0.362238,42.0738,0
0.365388,42.445,0
0.368537,42.816,0
0.371687,43.1868,0
0.374837,43.5572,0
0.377987,43.9274,0
0.381137,44.2972,0
0.384287,44.6667,0
0.387437,45.0359,0
0.390587,45.4046,0
0.393737,45.773,0
0.396886,46.1409,0
0.400036,46.5084,0
0.403186,46.8754,0
0.406336,47.2418,0
0.409486,47.6078,0
0.412636,47.9732,0
0.415786,48.3381,0
0.418936,48.7023,0
0.422086,49.066,0
0.425235,49.4289,0
0.428385,49.7913,0
0.431535,50.1529,0
0.434685,50.5138,0
0.437835,50.8739,0
0.440985,51.2333,0
0.444135,51.5918,0
0.447285,51.9496,0
0.450435,52.3065,0
0.453585,52.6625,0
0.456734,53.0176,0
0.459884,53.3718,0
0.463034,53.725,0
0.466184,54.0773,0
0.469334,54.4285,0
0.472484,54.7787,0
0.475634,55.1279,0
0.478784,55.4759,0
0.481934,55.8229,0
0.485083,56.1687,0
0.488233,56.5133,0
0.491383,56.8568,0
0.494533,57.199,0
0.497683,57.54,0
0.500833,57.8798,0
0.503983,58.2182,0
0.507133,58.5553,0
0.510283,58.8911,0
0.513432,59.2255,0
0.516582,59.5585,0
0.519732,59.8901,0
0.522882,60.2202,0
0.526032,60.5489,0
0.529182,60.8761,0
0.532332,61.2017,0
0.535482,61.5258,0
0.538632,61.8483,0
0.541781,62.1691,0
0.544931,62.4884,0
0.548081,62.806,0
0.551231,63.1219,0
0.554381,63.4361,0
0.557531,63.7486,0
0.560681,64.0592,0
0.563831,64.3681,0
0.566981,64.6752,0
0.570131,64.9804,0
0.57328,65.2838,0
0.57643,65.5852,0
0.57958,65.8848,0
0.58273,66.1823,0
0.58588,66.4779,0
0.58903,66.7714,0
0.59218,67.063,0
0.59533,67.3524,0
0.59848,67.6397,0
0.601629,67.925,0
0.604779,68.208,0
0.607929,68.4889,0
0.611079,68.7676,0
0.614229,69.0441,0
0.617379,69.3183,0
0.620529,69.5901,0
0.623679,69.8597,0
0.626829,70.127,0
0.629978,70.3918,0
0.633128,70.6543,0
0.636278,70.9143,0
0.639428,71.1719,0
0.642578,71.427,0
0.645728,71.6795,0
0.648878,71.9296,0
0.652028,72.1771,0
0.655178,72.422,0
0.658328,72.6643,0
0.661477,72.904,0
0.664627,73.141,0
0.667777,73.3753,0
0.670927,73.6069,0
0.674077,73.8358,0
0.677227,74.0619,0
0.680377,74.2853,0
0.683527,74.5058,0
0.686677,74.7236,0
0.689826,74.9384,0
0.692976,75.1505,0
0.696126,75.3596,0
0.699276,75.5659,0
0.702426,75.7692,0
0.705576,75.9696,0
0.708726,76.167,0
0.711876,76.3614,0
0.715026,76.5529,0
0.718175,76.7413,0
0.721325,76.9268,0
0.724475,77.1091,0
0.727625,77.2884,0
0.730775,77.4647,0
0.733925,77.6378,0
0.737075,77.8079,0
0.740225,77.9748,0
0.743375,78.1386,0
0.746525,78.2993,0
0.749674,78.4568,0
0.752824,78.6111,0
0.755974,78.7623,0
0.759124,78.9103,0
0.762274,79.0551,0
0.765424,79.1967,0
0.768574,79.3351,0
0.771724,79.4703,0
0.774874,79.6022,0
0.778023,79.7309,0
0.781173,79.8564,0
0.784323,79.9786,0
0.787473,80.0976,0
0.790623,80.2134,0
0.793773,80.3259,0
0.796923,80.4351,0
0.800073,80.5411,0
0.803223,80.6438,0
0.806372,80.7432,0
0.809522,80.8394,0
0.812672,80.9323,0
0.815822,81.0219,0
0.818972,81.1083,0
0.822122,81.1915,0
0.825272,81.2713,0
0.828422,81.348,0
0.831572,81.4214,0
0.834722,81.4915,0
0.837871,81.5584,0
0.841021,81.6221,0
0.844171,81.6826,0
