# 20240927_201024
alpha,DtauRe,DtauIm
0,0,0
0.00314989,-0.0909628,0
0.00629978,-0.174703,0
0.00944968,-0.252035,0
0.0125996,-0.323763,0
0.0157495,-0.390668,0
0.0188994,-0.453499,0
0.0220492,-0.512967,0
0.0251991,-0.569736,0
0.028349,-0.624426,0
0.0314989,-0.677604,0
0.0346488,-0.729789,0
0.0377987,-0.781446,0
0.0409486,-0.832992,0
0.0440985,-0.884793,0
0.0472484,-0.937171,0
0.0503983,-0.990401,0
0.0535482,-1.04472,0
0.0566981,-1.10032,0
0.059848,-1.15737,0
0.0629978,-1.21599,0
0.0661477,-1.2763,0
0.0692976,-1.33835,0
0.0724475,-1.40222,0
0.0755974,-1.46794,0
0.0787473,-1.53553,0
0.0818972,-1.605,0
0.0850471,-1.67635,0
0.088197,-1.74959,0
0.0913469,-1.82469,0
0.0944968,-1.90165,0
0.0976467,-1.98045,0
0.100797,-2.06109,0
0.103946,-2.14357,0
0.107096,-2.22787,0
0.110246,-2.31401,0
0.113396,-2.402,0
0.116546,-2.49185,0
0.119696,-2.5836,0
0.122846,-2.67728,0
0.125996,-2.77293,0
0.129146,-2.87062,0
0.132295,-2.9704,0
0.135445,-3.07235,0
0.138595,-3.17655,0
0.141745,-3.28309,0
0.144895,-3.39207,0
0.148045,-3.5036,0
0.151195,-3.61779,0
0.154345,-3.73477,0
0.157495,-3.85465,0
0.160645,-3.97758,0
0.163794,-4.10369,0
0.166944,-4.23311,0
0.170094,-4.366,0
0.173244,-4.50251,0
0.176394,-4.64278,0
0.179544,-4.78697,0
0.182694,-4.93522,0
0.185844,-5.0877,0
0.188994,-5.24455,0
0.192143,-5.40594,0
0.195293,-5.572,0
0.198443,-5.74289,0
0.201593,-5.91875,0
0.204743,-6.09974,0
0.207893,-6.28599,0
0.211043,-6.47765,0
0.214193,-6.67485,0
0.217343,-6.87773,0
0.220492,-7.08641,0
0.223642,-7.30102,0
0.226792,-7.52168,0
0.229942,-7.74851,0
0.233092,-7.98163,0
0.236242,-8.22113,0
0.239392,-8.46714,0
0.242542,-8.71975,0
0.245692,-8.97905,0
0.248842,-9.24514,0
0.251991,-9.51812,0
0.255141,-9.79806,0
0.258291,-10.0851,0
0.261441,-10.3792,0
0.264591,-10.6805,0
0.267741,-10.9891,0
0.270891,-11.305,0
0.274041,-11.6283,0
0.277191,-11.9591,0
0.28034,-12.2975,0
0.28349,-12.6434,0
0.28664,-12.9969,0
0.28979,-13.3581,0
0.29294,-13.727,0
0.29609,-14.1037,0
0.29924,-14.4882,0
0.30239,-14.8806,0
0.30554,-15.2808,0
0.308689,-15.689,0
0.311839,-16.1051,0
0.314989,-16.5291,0
0.318139,-16.9611,0
0.321289,-17.4011,0
0.324439,-17.8492,0
0.327589,-18.3053,0
0.330739,-18.7694,0
0.333889,-19.2415,0
0.337038,-19.7218,0
0.340188,-20.21,0
0.343338,-20.7063,0
0.346488,-21.2106,0
0.349638,-21.7229,0
0.352788,-22.2432,0
0.355938,-22.7715,0
0.359088,-23.3077,0
0.362238,-23.8519,0
0.365388,-24.4039,0
0.368537,-24.9637,0
0.371687,-25.5313,0
0.374837,-26.1067,0
0.377987,-26.6897,0
0.381137,-27.2804,0
0.384287,-27.8786,0
0.387437,-28.4843,0
0.390587,-29.0974,0
0.393737,-29.7178,0
0.396886,-30.3455,0
0.400036,-30.9803,0
0.403186,-31.6222,0
0.406336,-32.271,0
0.409486,-32.9267,0
0.412636,-33.5891,0
0.415786,-34.2581,0
0.418936,-34.9337,0
0.422086,-35.6157,0
0.425235,-36.3039,0
0.428385,-36.9983,0
0.431535,-37.6988,0
0.434685,-38.4051,0
0.437835,-39.1171,0
0.440985,-39.8348,0
0.444135,-40.5579,0
0.447285,-41.2864,0
0.450435,-42.0201,0
0.453585,-42.7588,0
0.456734,-43.5024,0
0.459884,-44.2508,0
0.463034,-45.0037,0
0.466184,-45.7612,0
0.469334,-46.5229,0
0.472484,-47.2889,0
0.475634,-48.0588,0
0.478784,-48.8327,0
0.481934,-49.6102,0
0.485083,-50.3914,0
0.488233,-51.176,0
0.491383,-51.9639,0
0.494533,-52.7551,0
0.497683,-53.5492,0
0.500833,-54.3463,0
0.503983,-55.1461,0
0.507133,-55.9486,0
0.510283,-56.7536,0
0.513432,-57.561,0
0.516582,-58.3707,0
0.519732,-59.1825,0
0.522882,-59.9964,0
0.526032,-60.8122,0
0.529182,-61.6298,0
0.532332,-62.449,0
0.535482,-63.2699,0
0.538632,-64.0923,0
0.541781,-64.916,0
0.544931,-65.7409,0
0.548081,-66.567,0
0.551231,-67.3942,0
0.554381,-68.2224,0
0.557531,-69.0513,0
0.560681,-69.881,0
0.563831,-70.7114,0
0.566981,-71.5423,0
0.570131,-72.3736,0
0.57328,-73.2053,0
0.57643,-74.0371,0
0.57958,-74.8691,0
0.58273,-75.7011,0
0.58588,-76.533,0
0.58903,-77.3647,0
0.59218,-78.196,0
0.59533,-79.0269,0
0.59848,-79.8572,0
0.601629,-80.6868,0
0.604779,-81.5156,0
0.607929,-82.3435,0
0.611079,-83.1702,0
0.614229,-83.9957,0
0.617379,-84.8198,0
0.620529,-85.6424,0
0.623679,-86.4633,0
0.626829,-87.2824,0
0.629978,-88.0995,0
0.633128,-88.9145,0
0.636278,-89.7272,0
0.639428,-90.5374,0
0.642578,-91.3449,0
0.645728,-92.1496,0
0.648878,-92.9513,0
0.652028,-93.7498,0
0.655178,-94.5449,0
0.658328,-95.3365,0
0.661477,-96.1243,0
0.664627,-96.9081,0
0.667777,-97.6879,0
0.670927,-98.4632,0
0.674077,-99.2341,0
0.677227,-100,0
0.680377,-100.761,0
0.683527,-101.518,0
0.686677,-102.268,0
0.689826,-103.014,0
0.692976,-103.753,0
0.696126,-104.487,0
0.699276,-105.214,0
0.702426,-105.936,0
0.705576,-106.651,0
0.708726,-107.359,0
0.711876,-108.06,0
0.715026,-108.755,0
0.718175,-109.442,0
0.721325,-110.122,0
0.724475,-110.794,0
0.727625,-111.459,0
0.730775,-112.116,0
0.733925,-112.764,0
0.737075,-113.405,0
0.740225,-114.038,0
0.743375,-114.662,0
0.746525,-115.277,0
0.749674,-115.884,0
0.752824,-116.482,0
0.755974,-117.071,0
0.759124,-117.652,0
0.762274,-118.223,0
0.765424,-118.784,0
0.768574,-119.337,0
0.771724,-119.88,0
0.774874,-120.413,0
0.778023,-120.937,0
0.781173,-121.451,0
0.784323,-121.955,0
0.787473,-122.45,0
0.790623,-122.934,0
0.793773,-123.408,0
0.796923,-123.872,0
0.800073,-124.326,0
0.803223,-124.769,0
0.806372,-125.202,0
0.809522,-125.624,0
0.812672,-126.035,0
0.815822,-126.436,0
0.818972,-126.826,0
0.822122,-127.205,0
0.825272,-127.573,0
0.828422,-127.93,0
0.831572,-128.276,0
0.834722,-128.61,0
0.837871,-128.933,0
0.841021,-129.244,0
0.844171,-129.543,0
0.847321,-129.831,0
0.850471,-130.106,0
0.853621,-130.37,0
0.856771,-130.621,0
0.859921,-130.86,0
0.863071,-131.086,0
0.86622,-131.3,0
0.86937,-131.501,0
0.87252,-131.69,0
0.87567,-131.865,0
0.87882,-132.027,0
0.88197,-132.176,0
0.88512,-132.311,0
0.88827,-132.433,0
0.89142,-132.541,0
0.894569,-132.636,0
0.897719,-132.717,0
0.900869,-132.783,0
0.904019,-132.836,0
0.907169,-132.875,0
0.910319,-132.9,0
0.913469,-132.91,0
0.916619,-132.907,0
0.919769,-132.889,0
0.922918,-132.857,0
0.926068,-132.81,0
0.929218,-132.75,0
0.932368,-132.675,0
0.935518,-132.586,0
0.938668,-132.483,0
0.941818,-132.366,0
0.944968,-132.235,0
0.948118,-132.09,0
0.951268,-131.932,0
0.954417,-131.76,0
0.957567,-131.574,0
0.960717,-131.376,0
0.963867,-131.164,0
0.967017,-130.94,0
0.970167,-130.703,0
0.973317,-130.454,0
0.976467,-130.193,0
0.979617,-129.92,0
0.982766,-129.636,0
0.985916,-129.34,0
0.989066,-129.034,0
0.992216,-128.716,0
