# 20240927_201024
alpha,tauRe,tauIm
0,117.09,0
0.00157237,117.093,0
0.00314474,117.097,0
0.00471711,117.099,0
0.00628947,117.101,0
0.00786184,117.103,0
0.00943421,117.105,0
0.0110066,117.106,0
0.0125789,117.107,0
0.0141513,117.107,0
0.0157237,117.108,0
0.0172961,117.108,0
0.0188684,117.108,0
0.0204408,117.108,0
0.0220132,117.107,0
0.0235855,117.107,0
0.0251579,117.106,0
0.0267303,117.105,0
0.0283026,117.105,0
0.029875,117.104,0
0.0314474,117.103,0
0.0330197,117.101,0
0.0345921,117.1,0
0.0361645,117.099,0
0.0377368,117.098,0
0.0393092,117.096,0
0.0408816,117.095,0
0.042454,117.093,0
0.0440263,117.092,0
0.0455987,117.09,0
0.0471711,117.089,0
0.0487434,117.087,0
0.0503158,117.086,0
0.0518882,117.084,0
0.0534605,117.082,0
0.0550329,117.08,0
0.0566053,117.079,0
0.0581776,117.077,0
0.05975,117.075,0
0.0613224,117.073,0
0.0628947,117.071,0
0.0644671,117.069,0
0.0660395,117.067,0
0.0676119,117.065,0
0.0691842,117.063,0
0.0707566,117.061,0
0.072329,117.059,0
0.0739013,117.057,0
0.0754737,117.055,0
0.0770461,117.052,0
0.0786184,117.05,0
0.0801908,117.048,0
0.0817632,117.045,0
0.0833355,117.043,0
0.0849079,117.04,0
0.0864803,117.038,0
0.0880526,117.035,0
0.089625,117.032,0
0.0911974,117.03,0
0.0927698,117.027,0
0.0943421,117.024,0
0.0959145,117.021,0
0.0974869,117.018,0
0.0990592,117.015,0
0.100632,117.012,0
0.102204,117.009,0
0.103776,117.006,0
0.105349,117.002,0
0.106921,116.999,0
0.108493,116.995,0
0.110066,116.992,0
0.111638,116.988,0
0.113211,116.985,0
0.114783,116.981,0
0.116355,116.977,0
0.117928,116.973,0
0.1195,116.969,0
0.121072,116.965,0
0.122645,116.961,0
0.124217,116.957,0
0.125789,116.953,0
0.127362,116.948,0
0.128934,116.944,0
0.130507,116.939,0
0.132079,116.935,0
0.133651,116.93,0
0.135224,116.925,0
0.136796,116.92,0
0.138368,116.916,0
0.139941,116.911,0
0.141513,116.905,0
0.143086,116.9,0
0.144658,116.895,0
0.14623,116.89,0
0.147803,116.884,0
0.149375,116.879,0
0.150947,116.873,0
0.15252,116.867,0
0.154092,116.861,0
0.155665,116.856,0
0.157237,116.85,0
0.158809,116.843,0
0.160382,116.837,0
0.161954,116.831,0
0.163526,116.824,0
0.165099,116.818,0
0.166671,116.811,0
0.168243,116.805,0
