# 20240826_135633
alpha,field0Re,field0Im
0,0.114305,0
0.00157237,0.114307,0
0.00314474,0.11431,0
0.00471711,0.114312,0
0.00628947,0.114314,0
0.00786184,0.114317,0
0.00943421,0.11432,0
0.0110066,0.114323,0
0.0125789,0.114327,0
0.0141513,0.114332,0
0.0157237,0.114337,0
0.0172961,0.114342,0
0.0188684,0.114348,0
0.0204408,0.114353,0
0.0220132,0.114359,0
0.0235855,0.114366,0
0.0251579,0.114373,0
0.0267303,0.11438,0
0.0283026,0.114387,0
0.029875,0.114395,0
0.0314474,0.114403,0
0.0330197,0.114411,0
0.0345921,0.11442,0
0.0361645,0.114429,0
0.0377368,0.114439,0
0.0393092,0.114448,0
0.0408816,0.114458,0
0.042454,0.114468,0
0.0440263,0.114479,0
0.0455987,0.11449,0
0.0471711,0.114501,0
0.0487434,0.114513,0
0.0503158,0.114525,0
0.0518882,0.114537,0
0.0534605,0.114549,0
0.0550329,0.114562,0
0.0566053,0.114575,0
0.0581776,0.114589,0
0.05975,0.114603,0
0.0613224,0.114617,0
0.0628947,0.114631,0
0.0644671,0.114646,0
0.0660395,0.114661,0
0.0676119,0.114676,0
0.0691842,0.114692,0
0.0707566,0.114708,0
0.072329,0.114724,0
0.0739013,0.114741,0
0.0754737,0.114758,0
0.0770461,0.114776,0
0.0786184,0.114793,0
0.0801908,0.114811,0
0.0817632,0.114829,0
0.0833355,0.114848,0
0.0849079,0.114867,0
0.0864803,0.114886,0
0.0880526,0.114906,0
0.089625,0.114926,0
0.0911974,0.114946,0
0.0927698,0.114967,0
0.0943421,0.114987,0
0.0959145,0.115009,0
0.0974869,0.11503,0
0.0990592,0.115052,0
0.100632,0.115074,0
0.102204,0.115097,0
0.103776,0.11512,0
0.105349,0.115143,0
0.106921,0.115166,0
0.108493,0.11519,0
0.110066,0.115214,0
0.111638,0.115239,0
0.113211,0.115264,0
0.114783,0.115289,0
0.116355,0.115314,0
0.117928,0.11534,0
0.1195,0.115366,0
0.121072,0.115393,0
0.122645,0.115419,0
0.124217,0.115447,0
0.125789,0.115474,0
0.127362,0.115502,0
0.128934,0.11553,0
0.130507,0.115558,0
0.132079,0.115587,0
0.133651,0.115616,0
0.135224,0.115645,0
0.136796,0.115675,0
0.138368,0.115705,0
0.139941,0.115735,0
0.141513,0.115766,0
0.143086,0.115797,0
0.144658,0.115828,0
0.14623,0.11586,0
0.147803,0.115892,0
0.149375,0.115924,0
0.150947,0.115957,0
0.15252,0.11599,0
0.154092,0.116023,0
0.155665,0.116056,0
0.157237,0.11609,0
0.158809,0.116125,0
0.160382,0.116159,0
0.161954,0.116194,0
0.163526,0.116229,0
0.165099,0.116265,0
0.166671,0.1163,0
0.168243,0.116337,0
0.169816,0.116373,0
0.171388,0.11641,0
0.172961,0.116447,0
0.174533,0.116484,0
0.176105,0.116522,0
0.177678,0.11656,0
0.17925,0.116599,0
0.180822,0.116637,0
0.182395,0.116676,0
0.183967,0.116716,0
0.18554,0.116755,0
0.187112,0.116795,0
0.188684,0.116836,0
0.190257,0.116876,0
0.191829,0.116917,0
0.193401,0.116959,0
0.194974,0.117,0
0.196546,0.117042,0
0.198118,0.117084,0
0.199691,0.117127,0
0.201263,0.11717,0
0.202836,0.117213,0
0.204408,0.117257,0
0.20598,0.1173,0
0.207553,0.117345,0
0.209125,0.117389,0
0.210697,0.117434,0
0.21227,0.117479,0
0.213842,0.117524,0
0.215415,0.11757,0
0.216987,0.117616,0
0.218559,0.117663,0
0.220132,0.117709,0
0.221704,0.117756,0
0.223276,0.117804,0
0.224849,0.117851,0
0.226421,0.117899,0
0.227993,0.117947,0
0.229566,0.117996,0
0.231138,0.118045,0
0.232711,0.118094,0
0.234283,0.118143,0
0.235855,0.118193,0
0.237428,0.118243,0
0.239,0.118294,0
0.240572,0.118344,0
0.242145,0.118395,0
0.243717,0.118447,0
0.24529,0.118498,0
0.246862,0.11855,0
0.248434,0.118603,0
0.250007,0.118655,0
0.251579,0.118708,0
