# 20241202_133848
# primespec:	data/spec_20241202_115843_5/spectr.txt
# qmax:	5
# ma:	1.5
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.736817
# [DEBUG] Eabc:	0.75
p,finalspecRe,finalspecIm
0,293.625,0
0.0100503,293.677,0
0.0201005,293.833,0
0.0301508,294.097,0
0.040201,294.474,0
0.0502513,294.976,0
0.0603015,295.636,0
0.0703518,296.508,0
0.080402,297.376,0
0.0904523,298.308,0
0.100503,299.312,0
0.110553,300.397,0
0.120603,301.571,0
0.130653,302.84,0
0.140704,304.19,0
0.150754,305.613,0
0.160804,307.143,0
0.170854,308.752,0
0.180905,310.43,0
0.190955,312.208,0
0.201005,314.057,0
0.211055,316.007,0
0.221106,317.992,0
0.231156,320.073,0
0.241206,322.244,0
0.251256,324.453,0
0.261307,326.742,0
0.271357,329.078,0
0.281407,331.501,0
0.291457,333.942,0
0.301508,336.437,0
0.311558,339.079,0
0.321608,341.673,0
0.331658,344.282,0
0.341709,347.027,0
0.351759,349.802,0
0.361809,352.489,0
0.371859,355.196,0
0.38191,358.037,0
0.39196,361.011,0
0.40201,363.947,0
0.41206,366.748,0
0.422111,369.615,0
0.432161,372.491,0
0.442211,375.328,0
0.452261,378.388,0
0.462312,381.393,0
0.472362,384.596,0
0.482412,387.654,0
0.492462,390.928,0
0.502513,393.985,0
0.512563,397.265,0
0.522613,400.296,0
0.532663,403.59,0
0.542714,406.719,0
0.552764,409.934,0
0.562814,413.38,0
0.572864,416.565,0
0.582915,420.067,0
0.592965,423.825,0
0.603015,427.38,0
0.613065,431.19,0
0.623116,435.354,0
0.633166,439.443,0
0.643216,443.856,0
0.653266,449.253,0
0.663317,455.3,0
0.673367,461.042,0
0.683417,465.283,0
0.693467,466.58,0
0.703518,463.045,0
0.713568,452.556,0
0.723618,433.925,0
0.733668,407.429,0
0.743719,374.572,0
0.753769,338.486,0
0.763819,302.342,0
0.773869,268.767,0
0.78392,239.389,0
0.79397,214.452,0
0.80402,193.49,0
0.81407,176.03,0
0.824121,161.479,0
0.834171,149.415,0
0.844221,139.089,0
0.854271,129.869,0
0.864322,121.425,0
0.874372,113.671,0
0.884422,106.711,0
0.894472,100.382,0
0.904523,94.5486,0
0.914573,89.057,0
0.924623,84.0047,0
0.934673,79.4183,0
0.944724,75.2008,0
0.954774,71.2162,0
0.964824,67.4057,0
0.974874,63.8988,0
0.984925,60.6751,0
0.994975,57.6763,0
1.00503,54.789,0
1.01508,52.0396,0
1.02513,49.5209,0
1.03518,47.1791,0
1.04523,44.9725,0
1.05528,42.8119,0
1.06533,40.7844,0
1.07538,38.9197,0
1.08543,37.1845,0
1.09548,35.5012,0
1.10553,33.876,0
1.11558,32.3828,0
1.12563,31.0033,0
1.13568,29.684,0
1.14573,28.3988,0
1.15578,27.184,0
1.16583,26.0625,0
1.17588,25.0211,0
1.18593,23.9989,0
1.19598,23.0105,0
1.20603,22.0929,0
1.21608,21.2411,0
1.22613,20.419,0
1.23618,19.6077,0
1.24623,18.8395,0
1.25628,18.121,0
1.26633,17.4439,0
1.27638,16.7723,0
1.28643,16.1149,0
1.29648,15.4987,0
1.30653,14.9261,0
1.31658,14.3691,0
1.32663,13.8127,0
1.33668,13.2891,0
1.34673,12.8031,0
1.35678,12.3467,0
1.36683,11.8932,0
1.37688,11.4533,0
1.38693,11.0487,0
1.39698,10.673,0
1.40704,10.3069,0
1.41709,9.94618,0
1.42714,9.60122,0
1.43719,9.28515,0
1.44724,8.97878,0
1.45729,8.67705,0
1.46734,8.37262,0
1.47739,8.09405,0
1.48744,7.83052,0
1.49749,7.5696,0
1.50754,7.30746,0
1.51759,7.059,0
1.52764,6.83228,0
1.53769,6.61192,0
1.54774,6.39555,0
1.55779,6.18283,0
1.56784,5.99089,0
1.57789,5.81124,0
1.58794,5.63292,0
1.59799,5.45314,0
1.60804,5.28792,0
1.61809,5.13093,0
1.62814,4.97696,0
1.63819,4.82315,0
1.64824,4.67152,0
1.65829,4.53075,0
1.66834,4.39636,0
1.67839,4.26177,0
1.68844,4.12831,0
1.69849,4.00394,0
1.70854,3.88949,0
1.71859,3.77759,0
1.72864,3.66757,0
1.73869,3.55916,0
1.74874,3.46105,0
1.75879,3.36876,0
1.76884,3.27254,0
1.77889,3.17792,0
1.78894,3.08848,0
1.79899,3.00561,0
1.80905,2.92149,0
1.8191,2.83575,0
1.82915,2.75441,0
1.8392,2.6791,0
1.84925,2.60707,0
1.8593,2.53491,0
1.86935,2.46298,0
1.8794,2.39791,0
1.88945,2.33795,0
1.8995,2.277,0
1.90955,2.21544,0
1.9196,2.15717,0
1.92965,2.10211,0
1.9397,2.04941,0
1.94975,1.99426,0
1.9598,1.93946,0
1.96985,1.88848,0
1.9799,1.84173,0
1.98995,1.79376,0
2,1.74664,0
