# 20240725_151947
alpha,piplusRe,piplusIm,DpiplusRe,DpiplusIm
0.834928,-0.362913,0.931823,2.28911,0.891531
0.8365,-0.367578,0.929993,2.27969,0.901043
0.838073,-0.372229,0.928141,2.27019,0.910453
0.839645,-0.376867,0.926268,2.26059,0.919758
0.841217,-0.38149,0.924373,2.25091,0.928951
0.84279,-0.386098,0.922458,2.24115,0.938039
0.844362,-0.390691,0.920522,2.23131,0.947018
0.845934,-0.395268,0.918566,2.22138,0.955882
0.847507,-0.399828,0.91659,2.21137,0.964628
0.849079,-0.404371,0.914595,2.2013,0.973262
0.850651,-0.408896,0.912581,2.19114,0.981775
0.852224,-0.413403,0.910548,2.18091,0.990166
0.853796,-0.417892,0.908497,2.1706,0.998438
0.855369,-0.422361,0.906428,2.16024,1.00659
0.856941,-0.42681,0.904341,2.14979,1.01461
0.858513,-0.431239,0.902238,2.13928,1.0225
0.860086,-0.435647,0.900117,2.12872,1.03028
0.861658,-0.440034,0.897981,2.11808,1.03791
0.86323,-0.444399,0.895829,2.10739,1.04542
0.864803,-0.448742,0.893661,2.09663,1.0528
0.866375,-0.453062,0.891479,2.08583,1.06005
0.867948,-0.457358,0.889283,2.07495,1.06715
0.86952,-0.461631,0.887072,2.06403,1.07412
0.871092,-0.465879,0.884848,2.05306,1.08095
0.872665,-0.470103,0.882611,2.04206,1.08766
0.874237,-0.474302,0.880362,2.03101,1.09422
0.875809,-0.478475,0.878101,2.01991,1.10064
0.877382,-0.482622,0.875829,2.00876,1.10692
0.878954,-0.486743,0.873545,1.99758,1.11306
0.880526,-0.490836,0.871252,1.98636,1.11906
0.882099,-0.494903,0.868948,1.97511,1.12491
0.883671,-0.498942,0.866636,1.96382,1.13062
0.885244,-0.502956,0.864312,1.9525,1.13619
0.886816,-0.506961,0.861969,1.94113,1.14166
0.888388,-0.510956,0.859607,1.9297,1.14703
0.889961,-0.514943,0.857225,1.91823,1.1523
0.891533,-0.51892,0.854823,1.90671,1.15747
0.893105,-0.522887,0.852402,1.89514,1.16253
0.894678,-0.526844,0.849962,1.88353,1.16749
0.89625,-0.53079,0.847503,1.87187,1.17235
0.897823,-0.534725,0.845026,1.86017,1.1771
0.899395,-0.538649,0.84253,1.84842,1.18174
0.900967,-0.542562,0.840016,1.83665,1.18629
0.90254,-0.546463,0.837483,1.82485,1.19073
0.904112,-0.550352,0.834933,1.813,1.19505
0.905684,-0.554228,0.832365,1.80112,1.19927
0.907257,-0.558092,0.829779,1.78922,1.20339
0.908829,-0.561942,0.827176,1.77729,1.2074
0.910401,-0.565779,0.824557,1.76533,1.2113
0.911974,-0.569603,0.82192,1.75335,1.2151
0.913546,-0.573412,0.819267,1.74135,1.21879
0.915119,-0.577208,0.816597,1.72932,1.22236
0.916691,-0.580989,0.813912,1.71724,1.2258
0.918263,-0.584755,0.81121,1.70518,1.22917
0.919836,-0.588505,0.808493,1.69315,1.23245
0.921408,-0.592241,0.805761,1.6811,1.23562
0.92298,-0.595961,0.803013,1.66901,1.23867
0.924553,-0.599665,0.800251,1.65692,1.24161
0.926125,-0.603353,0.797474,1.64483,1.24444
0.927698,-0.607024,0.794683,1.63273,1.24717
0.92927,-0.610679,0.791878,1.62063,1.2498
0.930842,-0.614317,0.789059,1.60854,1.25232
0.932415,-0.617938,0.786227,1.59644,1.25473
0.933987,-0.621541,0.783382,1.58436,1.25704
0.935559,-0.625126,0.780524,1.57228,1.25925
0.937132,-0.628694,0.777653,1.56021,1.26136
0.938704,-0.632243,0.77477,1.54816,1.26336
0.940276,-0.635774,0.771875,1.53612,1.26527
0.941849,-0.639287,0.768968,1.5241,1.26707
0.943421,-0.642781,0.76605,1.51209,1.26877
0.944994,-0.646255,0.763121,1.50011,1.27038
0.946566,-0.64971,0.760182,1.48814,1.27188
0.948138,-0.653146,0.757232,1.47621,1.2733
0.949711,-0.656563,0.754272,1.4643,1.27461
0.951283,-0.659959,0.751302,1.45242,1.27583
0.952855,-0.663335,0.748322,1.44057,1.27696
0.954428,-0.666691,0.745334,1.42875,1.278
0.956,-0.670027,0.742337,1.41696,1.27894
0.957573,-0.673341,0.739332,1.40522,1.27979
0.959145,-0.676635,0.736318,1.3935,1.28055
0.960717,-0.679909,0.733297,1.38183,1.28123
0.96229,-0.68316,0.730268,1.3702,1.28181
0.963862,-0.686391,0.727233,1.35862,1.28231
0.965434,-0.6896,0.724191,1.34707,1.28273
0.967007,-0.692787,0.721142,1.33558,1.28306
0.968579,-0.695953,0.718088,1.32414,1.28332
0.970151,-0.699096,0.715027,1.31274,1.28349
0.971724,-0.702218,0.711962,1.30139,1.28358
0.973296,-0.705317,0.708892,1.29009,1.28359
0.974869,-0.708394,0.705817,1.27885,1.28352
0.976441,-0.711448,0.702739,1.26766,1.28337
0.978013,-0.71448,0.699656,1.25654,1.28316
0.979586,-0.717488,0.69657,1.24547,1.28288
0.981158,-0.720474,0.693482,1.23447,1.28252
0.98273,-0.723437,0.69039,1.22352,1.28209
0.984303,-0.726377,0.687296,1.21264,1.28159
0.985875,-0.729294,0.684201,1.20182,1.28102
0.987448,-0.732187,0.681104,1.19106,1.28039
0.98902,-0.735056,0.678006,1.18037,1.27969
0.990592,-0.737903,0.674907,1.16974,1.27893
0.992165,-0.740725,0.671808,1.15918,1.2781
0.993737,-0.743524,0.668709,1.1487,1.27722
0.995309,-0.746299,0.665611,1.13828,1.27627
0.996882,-0.74905,0.662513,1.12794,1.27527
0.998454,-0.751777,0.659417,1.11767,1.27421
1.00003,-0.75448,0.656323,1.10747,1.2731
1.0016,-0.75716,0.65323,1.09735,1.27194
1.00317,-0.759814,0.65014,1.08729,1.27071
1.00474,-0.762445,0.647053,1.07731,1.26943
1.00632,-0.765052,0.643969,1.0674,1.2681
1.00789,-0.767634,0.640889,1.05757,1.26672
1.00946,-0.770192,0.637813,1.04782,1.2653
1.01103,-0.772725,0.634741,1.03815,1.26383
1.01261,-0.775234,0.631674,1.02856,1.26232
1.01418,-0.777718,0.628613,1.01904,1.26075
1.01575,-0.780178,0.625557,1.00961,1.25916
1.01732,-0.782614,0.622508,1.00029,1.25755
1.01889,-0.785025,0.619465,0.991016,1.25588
1.02047,-0.787411,0.616428,0.981767,1.25409
1.02204,-0.789773,0.6134,0.972591,1.25224
1.02361,-0.79211,0.610379,0.96359,1.25049
1.02518,-0.794422,0.607366,0.954712,1.24874
1.02676,-0.79671,0.604361,0.945691,1.24667
1.02833,-0.798974,0.601366,0.937132,1.24507
1.0299,-0.801212,0.59838,0.92769,1.24215
1.03147,-0.803426,0.595404,0.916485,1.23669
1.03305,-0.805616,0.592438,0.901188,1.22546
1.03462,-0.807781,0.589483,0.885766,1.21378
1.03619,-0.809921,0.586539,0.874288,1.20726
1.03776,-0.812037,0.583606,0.86737,1.20687
1.03934,-0.814128,0.580685,0.858833,1.20409
1.04091,-0.816198,0.577772,0.850486,1.20145
1.04248,-0.818252,0.574859,0.842009,1.19851
1.04405,-0.820291,0.571946,0.833786,1.19582
1.04563,-0.822314,0.569033,0.825618,1.19311
1.0472,-0.824322,0.566121,0.817532,1.1904
1.04877,-0.826315,0.563209,0.809518,1.18769
1.05034,-0.828292,0.560297,0.801557,1.18495
1.05191,-0.830254,0.557385,0.793665,1.1822
1.05349,-0.832201,0.554475,0.78585,1.17947
1.05506,-0.834132,0.551564,0.778104,1.17673
1.05663,-0.836049,0.548655,0.770424,1.17398
1.0582,-0.837951,0.545746,0.762814,1.17124
1.05978,-0.839837,0.542838,0.755266,1.16849
1.06135,-0.841709,0.539931,0.747791,1.16574
1.06292,-0.843566,0.537025,0.740376,1.16299
1.06449,-0.845408,0.53412,0.733029,1.16024
1.06607,-0.847236,0.531217,0.725747,1.15749
1.06764,-0.849049,0.528314,0.718527,1.15474
1.06921,-0.850847,0.525413,0.711373,1.15199
1.07078,-0.852631,0.522513,0.704285,1.14925
1.07236,-0.854401,0.519614,0.697258,1.1465
1.07393,-0.856156,0.516717,0.690292,1.14376
1.0755,-0.857897,0.513821,0.683398,1.14103
1.07707,-0.859624,0.510927,0.67655,1.13828
1.07864,-0.861336,0.508035,0.669767,1.13554
1.08022,-0.863035,0.505144,0.663055,1.13282
1.08179,-0.864719,0.502255,0.656401,1.13011
1.08336,-0.86639,0.499368,0.6498,1.12738
1.08493,-0.868046,0.496483,0.643269,1.12468
1.08651,-0.869689,0.4936,0.636788,1.12198
1.08808,-0.871318,0.490719,0.630339,1.11923
1.08965,-0.872933,0.48784,0.623892,1.11638
1.09122,-0.874535,0.484963,0.617613,1.11374
1.0928,-0.876123,0.482088,0.611543,1.11139
1.09437,-0.877697,0.479216,0.605689,1.10934
1.09594,-0.879258,0.476346,0.599996,1.1075
1.09751,-0.880806,0.473478,0.592862,1.10289
1.09909,-0.88234,0.470613,0.584325,1.09554
1.10066,-0.883861,0.46775,0.574786,1.08612
1.10223,-0.885369,0.46489,0.559245,1.06506
1.1038,-0.886863,0.462032,0.549654,1.05505
1.10538,-0.888345,0.459177,0.543311,1.05111
1.10695,-0.889813,0.456325,0.537754,1.0486
1.10852,-0.891269,0.453475,0.531342,1.04431
1.11009,-0.892712,0.450629,0.525865,1.04176
1.11166,-0.894141,0.447785,0.520713,1.03977
1.11324,-0.895559,0.444944,0.515554,1.03768
1.11481,-0.896963,0.442106,0.510064,1.03484
1.11638,-0.898355,0.439271,0.504325,1.0314
1.11795,-0.899734,0.436439,0.49863,1.02794
1.11953,-0.901101,0.43361,0.492987,1.02449
1.1211,-0.902455,0.430784,0.487539,1.02135
1.12267,-0.903797,0.427961,0.482385,1.01873
1.12424,-0.905127,0.425142,0.477173,1.0159
1.12582,-0.906444,0.422326,0.471971,1.013
1.12739,-0.907749,0.419513,0.466843,1.01016
1.12896,-0.909042,0.416704,0.461756,1.00732
1.13053,-0.910323,0.413898,0.45671,1.00448
1.13211,-0.911592,0.411096,0.451713,1.00166
1.13368,-0.912849,0.408297,0.44677,0.998865
1.13525,-0.914094,0.405502,0.441873,0.996083
1.13682,-0.915328,0.40271,0.437017,0.993305
1.13839,-0.916549,0.399922,0.432208,0.990543
1.13997,-0.917759,0.397137,0.427447,0.987802
1.14154,-0.918958,0.394357,0.422724,0.985061
1.14311,-0.920144,0.39158,0.418042,0.982326
1.14468,-0.92132,0.388806,0.413413,0.979627
1.14626,-0.922483,0.386037,0.408822,0.976931
1.14783,-0.923636,0.383271,0.404236,0.974157
1.1494,-0.924777,0.38051,0.399765,0.971573
1.15097,-0.925907,0.377752,0.395454,0.969296
1.15255,-0.927025,0.374999,0.391062,0.966735
1.15412,-0.928133,0.372249,0.386459,0.963563
1.15569,-0.929229,0.369503,0.381812,0.960183
1.15726,-0.930315,0.366762,0.377207,0.95681
1.15884,-0.931389,0.364025,0.372769,0.953762
1.16041,-0.932453,0.361291,0.369104,0.952616
1.16198,-0.933506,0.358562,0.365631,0.95191
1.16355,-0.934548,0.355837,0.361218,0.948678
1.16513,-0.935579,0.353117,0.354647,0.939632
1.1667,-0.9366,0.350401,0.344655,0.921241
1.16827,-0.93761,0.347689,0.335246,0.904056
1.16984,-0.93861,0.344981,0.326823,0.889206
1.17141,-0.939599,0.342278,0.321938,0.883762
1.17299,-0.940577,0.339579,0.319348,0.884541
1.17456,-0.941546,0.336885,0.316793,0.885393
1.17613,-0.942504,0.334195,0.313162,0.883186
1.1777,-0.943452,0.33151,0.309133,0.879771
1.17928,-0.94439,0.328829,0.305572,0.877596
1.18085,-0.945317,0.326152,0.301821,0.874794
1.18242,-0.946235,0.323481,0.29808,0.871934
1.18399,-0.947142,0.320814,0.294491,0.86943
1.18557,-0.94804,0.318151,0.290986,0.867092
1.18714,-0.948928,0.315493,0.287505,0.864744
1.18871,-0.949806,0.31284,0.283999,0.862242
1.19028,-0.950674,0.310192,0.280491,0.859645
1.19186,-0.951532,0.307548,0.276999,0.857016
1.19343,-0.952381,0.304909,0.273542,0.854406
1.195,-0.953221,0.302275,0.270136,0.85187
1.19657,-0.95405,0.299646,0.26678,0.849409
1.19814,-0.954871,0.297022,0.263441,0.846916
1.19972,-0.955682,0.294402,0.260131,0.844433
1.20129,-0.956483,0.291787,0.256851,0.84196
1.20286,-0.957275,0.289178,0.253597,0.839492
1.20443,-0.958058,0.286573,0.250371,0.837029
1.20601,-0.958832,0.283973,0.247172,0.834574
1.20758,-0.959597,0.281378,0.243998,0.832117
1.20915,-0.960353,0.278788,0.24084,0.829632
1.21072,-0.961099,0.276203,0.237721,0.827194
1.2123,-0.961837,0.273623,0.234641,0.824808
1.21387,-0.962566,0.271049,0.231574,0.822381
1.21544,-0.963286,0.268479,0.228494,0.819823
1.21701,-0.963997,0.265914,0.225412,0.817166
1.21859,-0.964699,0.263355,0.222355,0.814513
1.22016,-0.965393,0.2608,0.219352,0.811965
1.22173,-0.966078,0.258251,0.216452,0.809715
1.2233,-0.966754,0.255707,0.213614,0.807614
1.22488,-0.967422,0.253168,0.210566,0.804631
1.22645,-0.968082,0.250634,0.207551,0.801674
1.22802,-0.968733,0.248105,0.205123,0.800908
1.22959,-0.969376,0.245582,0.20229,0.798491
1.23116,-0.97001,0.243064,0.198559,0.792401
1.23274,-0.970636,0.240551,0.194624,0.785319
1.23431,-0.971254,0.238044,0.190469,0.777143
1.23588,-0.971864,0.235541,0.184463,0.761111
1.23745,-0.972466,0.233044,0.179622,0.749543
1.23903,-0.97306,0.230553,0.176669,0.74564
1.2406,-0.973646,0.228066,0.173565,0.740973
1.24217,-0.974223,0.225585,0.171096,0.738903
1.24374,-0.974793,0.22311,0.168931,0.738082
1.24532,-0.975355,0.220639,0.16651,0.736073
1.24689,-0.97591,0.218174,0.164004,0.733603
1.24846,-0.976456,0.215715,0.161587,0.73144
1.25003,-0.976995,0.213261,0.159249,0.729555
1.25161,-0.977527,0.210812,0.156885,0.727472
1.25318,-0.97805,0.208369,0.154517,0.72528
1.25475,-0.978567,0.205931,0.152166,0.723079
1.25632,-0.979075,0.203498,0.149848,0.720951
1.25789,-0.979577,0.201071,0.147559,0.718877
1.25947,-0.980071,0.19865,0.145292,0.716823
1.26104,-0.980557,0.196234,0.14304,0.714756
1.26261,-0.981036,0.193824,0.140798,0.712649
1.26418,-0.981508,0.191421,0.138572,0.710529
1.26576,-0.981972,0.189025,0.136368,0.708423
1.26733,-0.982429,0.186637,0.13418,0.706304
1.2689,-0.982878,0.184255,0.132008,0.704175
1.27047,-0.983321,0.181881,0.129853,0.702039
1.27205,-0.983755,0.179514,0.127716,0.699898
1.27362,-0.984183,0.177153,0.125596,0.697754
1.27519,-0.984604,0.1748,0.123493,0.695605
1.27676,-0.985018,0.172453,0.121407,0.693449
1.27834,-0.985424,0.170114,0.119336,0.691285
1.27991,-0.985824,0.167781,0.117282,0.689109
1.28148,-0.986217,0.165455,0.115243,0.686922
1.28305,-0.986604,0.163135,0.11322,0.684724
1.28463,-0.986983,0.160823,0.111212,0.682518
1.2862,-0.987356,0.158516,0.109221,0.680306
1.28777,-0.987723,0.156217,0.107245,0.678084
1.28934,-0.988083,0.153924,0.105284,0.675849
1.29091,-0.988436,0.151637,0.103338,0.673601
1.29249,-0.988783,0.149357,0.101408,0.671348
1.29406,-0.989124,0.147083,0.0994952,0.669099
1.29563,-0.989459,0.144815,0.0975988,0.666849
1.2972,-0.989787,0.142554,0.0957175,0.664589
1.29878,-0.990109,0.140299,0.0938499,0.662312
1.30035,-0.990425,0.13805,0.0919946,0.660006
1.30192,-0.990735,0.135807,0.0901515,0.657671
1.30349,-0.991039,0.13357,0.0883227,0.655321
1.30507,-0.991337,0.131339,0.0865101,0.652971
1.30664,-0.99163,0.129114,0.0847157,0.650638
1.30821,-0.991916,0.126895,0.0829418,0.648341
1.30978,-0.992197,0.124682,0.0811789,0.646007
1.31136,-0.992472,0.122474,0.0794227,0.643602
1.31293,-0.992741,0.120273,0.077704,0.641376
1.3145,-0.993005,0.118076,0.0759931,0.639091
1.31607,-0.993263,0.115886,0.0742737,0.636603
1.31764,-0.993515,0.113701,0.0722577,0.631386
1.31922,-0.993762,0.111521,0.0702302,0.625818
1.32079,-0.994004,0.109347,0.0682259,0.620197
1.32236,-0.99424,0.107179,0.0662574,0.614636
1.32393,-0.994471,0.105015,0.0643666,0.609537
1.32551,-0.994696,0.102857,0.0626553,0.605919
1.32708,-0.994916,0.100704,0.0610689,0.603336
1.32865,-0.995131,0.0985563,0.0595417,0.601198
1.33022,-0.995341,0.0964136,0.0580153,0.598931
1.3318,-0.995546,0.094276,0.0565305,0.596958
1.33337,-0.995746,0.0921433,0.0551039,0.59548
1.33494,-0.99594,0.0900155,0.0537046,0.594193
1.33651,-0.99613,0.0878926,0.0523045,0.592792
1.33809,-0.996315,0.0857745,0.0508853,0.591058
1.33966,-0.996494,0.0836612,0.0494684,0.589222
1.34123,-0.996669,0.0815525,0.0480667,0.587432
1.3428,-0.996839,0.0794484,0.046675,0.585632
1.34438,-0.997004,0.0773489,0.0452939,0.583825
1.34595,-0.997164,0.0752539,0.0439236,0.582016
1.34752,-0.99732,0.0731633,0.0425635,0.580201
1.34909,-0.997471,0.0710772,0.0412139,0.578381
1.35066,-0.997617,0.0689953,0.0398747,0.576557
1.35224,-0.997758,0.0669177,0.038546,0.57473
1.35381,-0.997895,0.0648443,0.0372277,0.572901
1.35538,-0.998028,0.0627751,0.0359199,0.571072
1.35695,-0.998155,0.0607099,0.0346224,0.569241
1.35853,-0.998279,0.0586487,0.0333351,0.567407
1.3601,-0.998397,0.0565915,0.0320578,0.56557
1.36167,-0.998512,0.0545382,0.0307908,0.563732
1.36324,-0.998622,0.0524888,0.0295339,0.561895
1.36482,-0.998727,0.0504431,0.028287,0.560056
1.36639,-0.998828,0.0484011,0.0270501,0.558219
1.36796,-0.998925,0.0463628,0.0258232,0.556383
1.36953,-0.999017,0.044328,0.0246063,0.55455
1.37111,-0.999105,0.0422968,0.0233991,0.552718
1.37268,-0.999189,0.040269,0.0222018,0.550891
1.37425,-0.999268,0.0382447,0.0210143,0.549068
1.37582,-0.999344,0.0362236,0.0198363,0.547248
1.37739,-0.999415,0.0342059,0.018668,0.545434
1.37897,-0.999482,0.0321914,0.0175092,0.543627
1.38054,-0.999544,0.03018,0.0163597,0.541824
1.38211,-0.999603,0.0281717,0.0152195,0.540026
1.38368,-0.999658,0.0261664,0.0140886,0.538239
1.38526,-0.999708,0.0241641,0.012967,0.536465
1.38683,-0.999754,0.0221647,0.0118545,0.534705
1.3884,-0.999797,0.0201681,0.0107509,0.532956
1.38997,-0.999835,0.0181743,0.00965609,0.531216
1.39155,-0.999869,0.0161832,0.00856991,0.529486
1.39312,-0.999899,0.0141948,0.00749235,0.527772
1.39469,-0.999925,0.0122089,0.00642325,0.526073
1.39626,-0.999948,0.0102255,0.00536248,0.524392
1.39784,-0.999966,0.00824465,0.00430987,0.52273
1.39941,-0.99998,0.00626614,0.00326527,0.521087
1.40098,-0.999991,0.00428996,0.00222847,0.519457
1.40255,-0.999997,0.00231604,0.00119939,0.517863
1.40413,-1,0.000344323,0.000177775,0.516302
1.4057,-0.999999,-0.00162526,-0.000836616,0.514758
1.40727,-0.999994,-0.00359277,-0.00184394,0.513232
1.40884,-0.999985,-0.00555828,-0.00284437,0.511728
1.41041,-0.999972,-0.00752184,-0.00383813,0.51025
1.41199,-0.999955,-0.00948353,-0.00482545,0.508801
1.41356,-0.999935,-0.0114434,-0.0058066,0.507386
1.41513,-0.99991,-0.0134015,-0.00678191,0.50601
1.4167,-0.999882,-0.0153579,-0.00775166,0.504673
1.41828,-0.99985,-0.0173128,-0.00871614,0.503376
1.41985,-0.999814,-0.019266,-0.00967571,0.502123
1.42142,-0.999775,-0.0212178,-0.0106306,0.500909
1.42299,-0.999732,-0.0231681,-0.0115808,0.499727
1.42457,-0.999685,-0.0251171,-0.012527,0.498587
1.42614,-0.999634,-0.0270647,-0.0134696,0.4975
1.42771,-0.999579,-0.0290112,-0.0144089,0.49646
1.42928,-0.999521,-0.0309564,-0.0153454,0.495471
1.43086,-0.999459,-0.0329006,-0.0162793,0.494534
1.43243,-0.999393,-0.0348437,-0.0172107,0.493639
1.434,-0.999323,-0.0367858,-0.0181413,0.492826
1.43557,-0.99925,-0.0387271,-0.019071,0.492077
1.43714,-0.999173,-0.0406674,-0.0199991,0.491366
1.43872,-0.999092,-0.042607,-0.0209264,0.490704
1.44029,-0.999007,-0.0445459,-0.0218538,0.490103
1.44186,-0.998919,-0.0464841,-0.0227821,0.489576
1.44343,-0.998827,-0.0484217,-0.0237122,0.489128
1.44501,-0.998731,-0.0503588,-0.0246442,0.488752
1.44658,-0.998632,-0.0522954,-0.0255784,0.488444
1.44815,-0.998528,-0.0542317,-0.026515,0.488201
1.44972,-0.998421,-0.0561676,-0.0274542,0.488019
1.4513,-0.998311,-0.0581032,-0.0283965,0.487899
1.45287,-0.998196,-0.0600386,-0.0293443,0.487876
1.45444,-0.998078,-0.0619739,-0.030298,0.487943
1.45601,-0.997956,-0.0639091,-0.0312573,0.48809
1.45759,-0.99783,-0.0658443,-0.0322233,0.488324
1.45916,-0.9977,-0.0677795,-0.0331961,0.488639
1.46073,-0.997567,-0.0697149,-0.0341753,0.489023
1.4623,-0.99743,-0.0716504,-0.0351634,0.489502
1.46388,-0.997289,-0.0735862,-0.0361606,0.490073
1.46545,-0.997144,-0.0755223,-0.0371674,0.490733
1.46702,-0.996996,-0.0774588,-0.0381846,0.491486
1.46859,-0.996843,-0.0793957,-0.0392128,0.492331
1.47016,-0.996687,-0.0813331,-0.0402514,0.493257
1.47174,-0.996527,-0.083271,-0.0413067,0.494329
1.47331,-0.996363,-0.0852096,-0.0423742,0.495485
1.47488,-0.996195,-0.0871489,-0.0434534,0.496714
1.47645,-0.996024,-0.0890889,-0.0445462,0.498031
1.47803,-0.995848,-0.0910297,-0.0456543,0.499449
1.4796,-0.995669,-0.0929714,-0.0467796,0.500982
1.48117,-0.995485,-0.0949141,-0.0479229,0.502629
1.48274,-0.995298,-0.0968578,-0.0490843,0.504384
1.48432,-0.995107,-0.0988012,-0.0502633,0.506242
1.48589,-0.994913,-0.100739,-0.0514584,0.508212
1.48746,-0.994715,-0.10267,-0.0526714,0.510306
1.48903,-0.994515,-0.104594,-0.0539014,0.51251
1.49061,-0.994311,-0.106513,-0.0551493,0.514825
1.49218,-0.994105,-0.108426,-0.0564178,0.517269
1.49375,-0.993895,-0.110332,-0.0577062,0.519828
1.49532,-0.993682,-0.112233,-0.059018,0.522528
1.49689,-0.993466,-0.114129,-0.0603516,0.525347
1.49847,-0.993247,-0.116019,-0.0617099,0.528302
1.50004,-0.993025,-0.117904,-0.0630967,0.531419
1.50161,-0.9928,-0.119784,-0.0645068,0.534647
1.50318,-0.992572,-0.12166,-0.0659347,0.537934
1.50476,-0.992341,-0.123531,-0.0674014,0.541446
1.50633,-0.992107,-0.125397,-0.0689264,0.545328
1.5079,-0.99187,-0.127259,-0.0704978,0.549469
1.50947,-0.991629,-0.129116,-0.0720936,0.553687
1.51105,-0.991386,-0.13097,-0.0736874,0.55778
1.51262,-0.99114,-0.13282,-0.0752799,0.561758
1.51419,-0.990891,-0.134667,-0.0769208,0.565991
1.51576,-0.990639,-0.13651,-0.0786784,0.570962
1.51734,-0.990384,-0.138349,-0.0805544,0.576655
1.51891,-0.990125,-0.140186,-0.0822396,0.580854
1.52048,-0.989864,-0.142019,-0.0844322,0.588487
1.52205,-0.9896,-0.14385,-0.0865609,0.595486
1.52363,-0.989332,-0.145678,-0.0879169,0.597063
1.5252,-0.989062,-0.147504,-0.0890496,0.597108
1.52677,-0.988788,-0.149327,-0.0902126,0.597355
1.52834,-0.988511,-0.151148,-0.09209,0.60227
1.52991,-0.988231,-0.152967,-0.0952226,0.615176
1.53149,-0.987948,-0.154785,-0.0981445,0.626429
1.53306,-0.987662,-0.156601,-0.100209,0.632008
1.53463,-0.987373,-0.158415,-0.102075,0.636216
1.5362,-0.98708,-0.160228,-0.104247,0.642211
1.53778,-0.986784,-0.16204,-0.107015,0.651694
1.53935,-0.986485,-0.163851,-0.110166,0.663267
1.54092,-0.986183,-0.165661,-0.113417,0.675174
1.54249,-0.985877,-0.16747,-0.116585,0.686319
1.54407,-0.985568,-0.169279,-0.119953,0.698385
1.54564,-0.985256,-0.171088,-0.123586,0.711701
1.54721,-0.98494,-0.172897,-0.127424,0.725897
1.54878,-0.984621,-0.174705,-0.131487,0.741045
1.55036,-0.984298,-0.176514,-0.135836,0.757465
1.55193,-0.983972,-0.178323,-0.140477,0.775142
1.5535,-0.983642,-0.180133,-0.145453,0.794269
1.55507,-0.983309,-0.181943,-0.150785,0.814918
1.55665,-0.982972,-0.183754,-0.156469,0.837014
1.55822,-0.982632,-0.185566,-0.162522,0.860603
1.55979,-0.982288,-0.18738,-0.169078,0.886347
1.56136,-0.98194,-0.189194,-0.176094,0.913948
1.56293,-0.981588,-0.19101,-0.183629,0.943655
1.56451,-0.981233,-0.192828,-0.191721,0.975601
1.56608,-0.980873,-0.194648,-0.200433,1.01003
1.56765,-0.98051,-0.196469,-0.209894,1.04751
1.56922,-0.980143,-0.198293,-0.220176,1.08831
1.5708,-0.979772,-0.200119,-0.230504,1.12854
