# 20240725_151947
alpha,chiRe,chiIm
0,0.0178916,0
0.00157237,0.0178916,0
0.00314474,0.0178916,0
0.00471711,0.0178916,0
0.00628947,0.0178916,0
0.00786184,0.0178916,0
0.00943421,0.0178916,0
0.0110066,0.0178916,0
0.0125789,0.0178916,0
0.0141513,0.0178916,0
0.0157237,0.0178916,0
0.0172961,0.0178916,0
0.0188684,0.0178916,0
0.0204408,0.0178916,0
0.0220132,0.0178916,0
0.0235855,0.0178916,0
0.0251579,0.0178915,0
0.0267303,0.0178915,0
0.0283026,0.0178915,0
0.029875,0.0178915,0
0.0314474,0.0178915,0
0.0330197,0.0178915,0
0.0345921,0.0178915,0
0.0361645,0.0178915,0
0.0377368,0.0178915,0
0.0393092,0.0178915,0
0.0408816,0.0178915,0
0.042454,0.0178915,0
0.0440263,0.0178915,0
0.0455987,0.0178915,0
0.0471711,0.0178914,0
0.0487434,0.0178914,0
0.0503158,0.0178914,0
0.0518882,0.0178914,0
0.0534605,0.0178914,0
0.0550329,0.0178914,0
0.0566053,0.0178914,0
0.0581776,0.0178913,0
0.05975,0.0178913,0
0.0613224,0.0178913,0
0.0628947,0.0178913,0
0.0644671,0.0178912,0
0.0660395,0.0178912,0
0.0676119,0.0178912,0
0.0691842,0.0178911,0
0.0707566,0.0178911,0
0.072329,0.017891,0
0.0739013,0.017891,0
0.0754737,0.0178909,0
0.0770461,0.0178909,0
0.0786184,0.0178909,0
0.0801908,0.0178908,0
0.0817632,0.0178907,0
0.0833355,0.0178907,0
0.0849079,0.0178906,0
0.0864803,0.0178906,0
0.0880526,0.0178905,0
0.089625,0.0178905,0
0.0911974,0.0178904,0
0.0927698,0.0178903,0
0.0943421,0.0178903,0
0.0959145,0.0178902,0
0.0974869,0.0178901,0
0.0990592,0.01789,0
0.100632,0.0178899,0
0.102204,0.0178898,0
0.103776,0.0178897,0
0.105349,0.0178896,0
0.106921,0.0178894,0
0.108493,0.0178893,0
0.110066,0.0178892,0
0.111638,0.017889,0
0.113211,0.0178888,0
0.114783,0.0178887,0
0.116355,0.0178885,0
0.117928,0.0178883,0
0.1195,0.0178881,0
0.121072,0.0178879,0
0.122645,0.0178877,0
0.124217,0.0178875,0
0.125789,0.0178873,0
0.127362,0.0178871,0
0.128934,0.0178869,0
0.130507,0.0178867,0
0.132079,0.0178864,0
0.133651,0.0178862,0
0.135224,0.0178859,0
0.136796,0.0178857,0
0.138368,0.0178854,0
0.139941,0.0178851,0
0.141513,0.0178849,0
0.143086,0.0178846,0
0.144658,0.0178843,0
0.14623,0.017884,0
0.147803,0.0178837,0
0.149375,0.0178834,0
0.150947,0.0178831,0
0.15252,0.0178828,0
0.154092,0.0178824,0
0.155665,0.0178821,0
0.157237,0.0178818,0
0.158809,0.0178814,0
0.160382,0.0178811,0
0.161954,0.0178808,0
0.163526,0.0178804,0
0.165099,0.01788,0
0.166671,0.0178797,0
0.168243,0.0178793,0
0.169816,0.0178789,0
0.171388,0.0178785,0
0.172961,0.0178781,0
0.174533,0.0178776,0
0.176105,0.0178772,0
0.177678,0.0178766,0
0.17925,0.0178761,0
0.180822,0.0178755,0
0.182395,0.0178749,0
0.183967,0.0178743,0
0.18554,0.0178736,0
0.187112,0.017873,0
0.188684,0.0178723,0
0.190257,0.0178715,0
0.191829,0.0178708,0
0.193401,0.01787,0
0.194974,0.0178692,0
0.196546,0.0178683,0
0.198118,0.0178675,0
0.199691,0.0178666,0
0.201263,0.0178657,0
0.202836,0.0178647,0
0.204408,0.0178638,0
0.20598,0.0178628,0
0.207553,0.0178618,0
0.209125,0.0178608,0
0.210697,0.0178597,0
0.21227,0.0178586,0
0.213842,0.0178575,0
0.215415,0.0178564,0
0.216987,0.0178553,0
0.218559,0.0178541,0
0.220132,0.0178529,0
0.221704,0.0178517,0
0.223276,0.0178505,0
0.224849,0.0178492,0
0.226421,0.017848,0
0.227993,0.0178467,0
0.229566,0.0178453,0
0.231138,0.017844,0
0.232711,0.0178427,0
0.234283,0.0178413,0
0.235855,0.0178399,0
0.237428,0.0178385,0
0.239,0.0178371,0
0.240572,0.0178356,0
0.242145,0.0178341,0
0.243717,0.0178327,0
0.24529,0.0178311,0
0.246862,0.0178296,0
0.248434,0.0178281,0
0.250007,0.0178265,0
0.251579,0.017825,0
0.253151,0.0178234,0
0.254724,0.0178218,0
0.256296,0.0178201,0
0.257868,0.0178185,0
0.259441,0.0178169,0
0.261013,0.0178152,0
0.262586,0.0178135,0
0.264158,0.0178118,0
0.26573,0.0178101,0
0.267303,0.0178084,0
0.268875,0.0178066,0
0.270447,0.0178049,0
0.27202,0.0178031,0
0.273592,0.0178012,0
0.275165,0.0177993,0
0.276737,0.0177972,0
0.278309,0.017795,0
0.279882,0.0177928,0
0.281454,0.0177904,0
0.283026,0.017788,0
0.284599,0.0177855,0
0.286171,0.0177829,0
0.287743,0.0177802,0
0.289316,0.0177774,0
0.290888,0.0177745,0
0.292461,0.0177716,0
0.294033,0.0177686,0
0.295605,0.0177655,0
0.297178,0.0177624,0
0.29875,0.0177592,0
0.300322,0.0177559,0
0.301895,0.0177525,0
0.303467,0.0177491,0
0.30504,0.0177457,0
0.306612,0.0177422,0
0.308184,0.0177386,0
0.309757,0.017735,0
0.311329,0.0177313,0
0.312901,0.0177276,0
0.314474,0.0177238,0
0.316046,0.01772,0
0.317618,0.0177162,0
0.319191,0.0177123,0
0.320763,0.0177083,0
0.322336,0.0177044,0
0.323908,0.0177004,0
0.32548,0.0176963,0
0.327053,0.0176922,0
0.328625,0.0176879,0
0.330197,0.0176835,0
0.33177,0.017679,0
0.333342,0.0176743,0
0.334915,0.0176696,0
0.336487,0.0176648,0
0.338059,0.0176598,0
0.339632,0.0176548,0
0.341204,0.0176497,0
0.342776,0.0176444,0
0.344349,0.0176391,0
0.345921,0.0176337,0
0.347493,0.0176281,0
0.349066,0.0176225,0
0.350638,0.0176168,0
0.352211,0.017611,0
0.353783,0.0176051,0
0.355355,0.0175991,0
0.356928,0.017593,0
0.3585,0.0175869,0
0.360072,0.0175806,0
0.361645,0.0175743,0
0.363217,0.0175679,0
0.36479,0.0175614,0
0.366362,0.0175549,0
0.367934,0.0175482,0
0.369507,0.0175415,0
0.371079,0.0175347,0
0.372651,0.0175279,0
0.374224,0.0175209,0
0.375796,0.0175139,0
0.377368,0.0175069,0
0.378941,0.0174996,0
0.380513,0.0174921,0
0.382086,0.0174845,0
0.383658,0.0174766,0
0.38523,0.0174686,0
0.386803,0.0174604,0
0.388375,0.017452,0
0.389947,0.0174435,0
0.39152,0.0174347,0
0.393092,0.0174259,0
0.394665,0.0174168,0
0.396237,0.0174076,0
0.397809,0.0173983,0
0.399382,0.0173888,0
0.400954,0.0173792,0
0.402526,0.0173695,0
0.404099,0.0173596,0
0.405671,0.0173496,0
0.407243,0.0173394,0
0.408816,0.0173292,0
0.410388,0.0173188,0
0.411961,0.0173084,0
0.413533,0.0172978,0
0.415105,0.017287,0
0.416678,0.0172761,0
0.41825,0.0172649,0
0.419822,0.0172535,0
0.421395,0.017242,0
0.422967,0.0172303,0
0.42454,0.0172184,0
0.426112,0.0172062,0
0.427684,0.017194,0
0.429257,0.0171815,0
0.430829,0.0171688,0
0.432401,0.017156,0
0.433974,0.017143,0
0.435546,0.0171298,0
0.437118,0.0171165,0
0.438691,0.0171029,0
0.440263,0.0170892,0
0.441836,0.0170753,0
0.443408,0.0170613,0
0.44498,0.0170471,0
0.446553,0.0170327,0
0.448125,0.0170182,0
0.449697,0.0170035,0
0.45127,0.0169886,0
0.452842,0.0169736,0
0.454415,0.0169582,0
0.455987,0.0169426,0
0.457559,0.0169268,0
0.459132,0.0169107,0
0.460704,0.0168944,0
0.462276,0.0168778,0
0.463849,0.0168609,0
0.465421,0.0168438,0
0.466994,0.0168265,0
0.468566,0.0168089,0
0.470138,0.0167911,0
0.471711,0.016773,0
0.473283,0.0167548,0
0.474855,0.0167362,0
0.476428,0.0167175,0
0.478,0.0166985,0
0.479572,0.0166793,0
0.481145,0.0166599,0
0.482717,0.0166403,0
0.48429,0.0166205,0
0.485862,0.0166004,0
0.487434,0.0165801,0
0.489007,0.0165596,0
0.490579,0.0165389,0
0.492151,0.0165179,0
0.493724,0.0164966,0
0.495296,0.016475,0
0.496869,0.0164531,0
0.498441,0.016431,0
0.500013,0.0164086,0
0.501586,0.016386,0
0.503158,0.016363,0
0.50473,0.0163398,0
0.506303,0.0163163,0
0.507875,0.0162925,0
0.509447,0.0162685,0
0.51102,0.0162442,0
0.512592,0.0162196,0
0.514165,0.0161948,0
0.515737,0.0161696,0
0.517309,0.0161442,0
0.518882,0.0161186,0
0.520454,0.0160926,0
0.522026,0.0160664,0
0.523599,0.0160399,0
0.525171,0.0160132,0
0.526744,0.0159861,0
0.528316,0.0159588,0
0.529888,0.0159313,0
0.531461,0.0159034,0
0.533033,0.0158753,0
0.534605,0.0158468,0
0.536178,0.015818,0
0.53775,0.0157887,0
0.539322,0.0157591,0
0.540895,0.0157291,0
0.542467,0.0156987,0
0.54404,0.0156679,0
0.545612,0.0156368,0
0.547184,0.0156053,0
0.548757,0.0155735,0
0.550329,0.0155413,0
0.551901,0.0155088,0
0.553474,0.0154759,0
0.555046,0.0154427,0
0.556619,0.0154091,0
0.558191,0.0153752,0
0.559763,0.015341,0
0.561336,0.0153065,0
0.562908,0.0152716,0
0.56448,0.0152365,0
0.566053,0.015201,0
0.567625,0.0151652,0
0.569197,0.0151291,0
0.57077,0.0150928,0
0.572342,0.0150561,0
0.573915,0.0150191,0
0.575487,0.0149819,0
0.577059,0.0149443,0
0.578632,0.0149065,0
0.580204,0.0148684,0
0.581776,0.0148301,0
0.583349,0.0147913,0
0.584921,0.014752,0
0.586494,0.0147123,0
0.588066,0.0146721,0
0.589638,0.0146314,0
0.591211,0.0145903,0
0.592783,0.0145487,0
0.594355,0.0145068,0
0.595928,0.0144643,0
0.5975,0.0144215,0
0.599072,0.0143783,0
0.600645,0.0143347,0
0.602217,0.0142906,0
0.60379,0.0142462,0
0.605362,0.0142014,0
0.606934,0.0141562,0
0.608507,0.0141107,0
0.610079,0.0140648,0
0.611651,0.0140185,0
0.613224,0.0139719,0
0.614796,0.013925,0
0.616369,0.0138778,0
0.617941,0.0138302,0
0.619513,0.0137823,0
0.621086,0.0137341,0
0.622658,0.0136855,0
0.62423,0.0136367,0
0.625803,0.0135877,0
0.627375,0.0135383,0
0.628947,0.0134886,0
0.63052,0.0134387,0
0.632092,0.0133884,0
0.633665,0.0133376,0
0.635237,0.0132863,0
0.636809,0.0132345,0
0.638382,0.0131822,0
0.639954,0.0131295,0
0.641526,0.0130763,0
0.643099,0.0130227,0
0.644671,0.0129687,0
0.646244,0.0129142,0
0.647816,0.0128593,0
0.649388,0.012804,0
0.650961,0.0127483,0
0.652533,0.0126922,0
0.654105,0.0126357,0
0.655678,0.0125788,0
0.65725,0.0125215,0
0.658822,0.0124639,0
0.660395,0.0124059,0
0.661967,0.0123476,0
0.66354,0.0122889,0
0.665112,0.0122299,0
0.666684,0.0121706,0
0.668257,0.0121109,0
0.669829,0.0120509,0
0.671401,0.0119907,0
0.672974,0.0119301,0
0.674546,0.0118692,0
0.676119,0.0118081,0
0.677691,0.0117467,0
0.679263,0.011685,0
0.680836,0.011623,0
0.682408,0.0115605,0
0.68398,0.0114975,0
0.685553,0.011434,0
0.687125,0.0113701,0
0.688697,0.0113056,0
0.69027,0.0112407,0
0.691842,0.0111753,0
0.693415,0.0111095,0
0.694987,0.0110433,0
0.696559,0.0109766,0
0.698132,0.0109095,0
0.699704,0.0108421,0
0.701276,0.0107743,0
0.702849,0.0107061,0
0.704421,0.0106375,0
0.705994,0.0105686,0
0.707566,0.0104993,0
0.709138,0.0104298,0
0.710711,0.0103599,0
0.712283,0.0102897,0
0.713855,0.0102192,0
0.715428,0.0101485,0
0.717,0.0100775,0
0.718572,0.0100062,0
0.720145,0.00993467,0
0.721717,0.00986293,0
0.72329,0.00979096,0
0.724862,0.00971879,0
0.726434,0.00964642,0
0.728007,0.00957387,0
0.729579,0.00950114,0
0.731151,0.00942809,0
0.732724,0.00935461,0
0.734296,0.00928069,0
0.735869,0.00920636,0
0.737441,0.00913162,0
0.739013,0.00905649,0
0.740586,0.00898098,0
0.742158,0.00890511,0
0.74373,0.00882888,0
0.745303,0.0087523,0
0.746875,0.0086754,0
0.748447,0.00859818,0
0.75002,0.00852065,0
0.751592,0.00844283,0
0.753165,0.00836473,0
0.754737,0.00828636,0
0.756309,0.00820773,0
0.757882,0.00812886,0
0.759454,0.00804976,0
0.761026,0.00797044,0
0.762599,0.00789091,0
0.764171,0.00781119,0
0.765744,0.00773129,0
0.767316,0.00765122,0
0.768888,0.00757099,0
0.770461,0.00749062,0
0.772033,0.00741011,0
0.773605,0.00732949,0
0.775178,0.00724875,0
0.77675,0.00716792,0
0.778323,0.00708701,0
0.779895,0.007006,0
0.781467,0.00692469,0
0.78304,0.00684304,0
0.784612,0.00676108,0
0.786184,0.00667881,0
0.787757,0.00659624,0
0.789329,0.0065134,0
0.790901,0.00643029,0
0.792474,0.00634693,0
0.794046,0.00626333,0
0.795619,0.0061795,0
0.797191,0.00609547,0
0.798763,0.00601123,0
0.800336,0.00592682,0
0.801908,0.00584223,0
0.80348,0.00575749,0
0.805053,0.0056726,0
0.806625,0.00558759,0
0.808198,0.00550246,0
0.80977,0.00541723,0
0.811342,0.00533191,0
0.812915,0.00524651,0
0.814487,0.00516106,0
0.816059,0.00507556,0
0.817632,0.00499002,0
0.819204,0.00490447,0
0.820776,0.00481891,0
0.822349,0.00473335,0
0.823921,0.00464782,0
0.825494,0.00456232,0
0.827066,0.00447688,0
0.828638,0.00439149,0
0.830211,0.00430605,0
0.831783,0.00422035,0
0.833355,0.00413441,0
0.834928,0.00404824,0
0.8365,0.00396186,0
0.838073,0.0038753,0
0.839645,0.00378858,0
0.841217,0.00370171,0
0.84279,0.00361471,0
0.844362,0.0035276,0
0.845934,0.00344042,0
0.847507,0.00335316,0
0.849079,0.00326586,0
0.850651,0.00317853,0
0.852224,0.0030912,0
0.853796,0.00300388,0
0.855369,0.00291659,0
0.856941,0.00282936,0
0.858513,0.0027422,0
0.860086,0.00265514,0
0.861658,0.00256818,0
0.86323,0.00248137,0
0.864803,0.0023947,0
0.866375,0.00230821,0
0.867948,0.00222191,0
0.86952,0.00213582,0
0.871092,0.00204997,0
0.872665,0.00196437,0
0.874237,0.00187904,0
0.875809,0.00179401,0
0.877382,0.00170928,0
0.878954,0.00162489,0
0.880526,0.00154082,0
0.882099,0.00145672,0
0.883671,0.00137249,0
0.885244,0.00128814,0
0.886816,0.00120369,0
0.888388,0.00111915,0
0.889961,0.00103452,0
0.891533,0.000949823,0
0.893105,0.000865066,0
0.894678,0.00078026,0
0.89625,0.000695417,0
0.897823,0.000610549,0
0.899395,0.000525666,0
0.900967,0.00044078,0
0.90254,0.000355902,0
0.904112,0.000271043,0
0.905684,0.000186215,0
0.907257,0.000101429,0
0.908829,1.66966e-05,0
0.910401,-6.79716e-05,0
0.911974,-0.000152564,0
0.913546,-0.000237069,0
0.915119,-0.000321476,0
0.916691,-0.000405773,0
0.918263,-0.00048995,0
0.919836,-0.000573994,0
0.921408,-0.000657894,0
0.92298,-0.00074164,0
0.924553,-0.000825219,0
0.926125,-0.000908622,0
0.927698,-0.000991835,0
0.92927,-0.00107485,0
0.930842,-0.00115765,0
0.932415,-0.00124023,0
0.933987,-0.00132258,0
0.935559,-0.00140468,0
0.937132,-0.00148652,0
0.938704,-0.0015681,0
0.940276,-0.0016494,0
0.941849,-0.0017304,0
0.943421,-0.00181111,0
0.944994,-0.0018915,0
0.946566,-0.00197157,0
0.948138,-0.00205131,0
0.949711,-0.00213069,0
