# 20240927_191909
alpha,rRe,rIm
0,0,0
0.00157237,0.0411074,0
0.00314474,0.0821324,0
0.00471711,0.122944,0
0.00628947,0.163605,0
0.00786184,0.204134,0
0.00943421,0.24454,0
0.0110066,0.28484,0
0.0125789,0.325042,0
0.0141513,0.365159,0
0.0157237,0.405199,0
0.0172961,0.445172,0
0.0188684,0.485086,0
0.0204408,0.524949,0
0.0220132,0.564767,0
0.0235855,0.604548,0
0.0251579,0.644296,0
0.0267303,0.684017,0
0.0283026,0.723715,0
0.029875,0.763396,0
0.0314474,0.803062,0
0.0330197,0.842718,0
0.0345921,0.882366,0
0.0361645,0.922009,0
0.0377368,0.961649,0
0.0393092,1.00129,0
0.0408816,1.04093,0
0.042454,1.08058,0
0.0440263,1.12023,0
0.0455987,1.15988,0
0.0471711,1.19955,0
0.0487434,1.23922,0
0.0503158,1.2789,0
0.0518882,1.31859,0
0.0534605,1.35829,0
0.0550329,1.398,0
0.0566053,1.43772,0
0.0581776,1.47745,0
0.05975,1.51719,0
0.0613224,1.55695,0
0.0628947,1.59671,0
0.0644671,1.63649,0
0.0660395,1.67627,0
0.0676119,1.71607,0
0.0691842,1.75588,0
0.0707566,1.7957,0
0.072329,1.83552,0
0.0739013,1.87536,0
0.0754737,1.91521,0
0.0770461,1.95507,0
0.0786184,1.99494,0
0.0801908,2.03481,0
0.0817632,2.0747,0
0.0833355,2.11459,0
0.0849079,2.1545,0
0.0864803,2.19441,0
0.0880526,2.23433,0
0.089625,2.27426,0
0.0911974,2.31419,0
0.0927698,2.35414,0
0.0943421,2.39409,0
0.0959145,2.43405,0
0.0974869,2.47402,0
0.0990592,2.51399,0
0.100632,2.55397,0
0.102204,2.59396,0
0.103776,2.63396,0
0.105349,2.67397,0
0.106921,2.71398,0
0.108493,2.754,0
0.110066,2.79403,0
0.111638,2.83406,0
0.113211,2.8741,0
0.114783,2.91415,0
0.116355,2.95421,0
0.117928,2.99428,0
0.1195,3.03435,0
0.121072,3.07444,0
0.122645,3.11453,0
0.124217,3.15463,0
0.125789,3.19474,0
0.127362,3.23485,0
0.128934,3.27498,0
0.130507,3.31512,0
0.132079,3.35526,0
0.133651,3.39542,0
0.135224,3.43559,0
0.136796,3.47576,0
0.138368,3.51595,0
0.139941,3.55615,0
0.141513,3.59635,0
0.143086,3.63657,0
0.144658,3.6768,0
0.14623,3.71704,0
0.147803,3.7573,0
0.149375,3.79756,0
0.150947,3.83784,0
0.15252,3.87813,0
0.154092,3.91843,0
0.155665,3.95874,0
0.157237,3.99907,0
0.158809,4.0394,0
0.160382,4.07976,0
0.161954,4.12012,0
0.163526,4.1605,0
0.165099,4.20089,0
0.166671,4.2413,0
0.168243,4.28172,0
0.169816,4.32215,0
0.171388,4.36259,0
0.172961,4.40305,0
0.174533,4.44353,0
0.176105,4.48402,0
0.177678,4.52452,0
0.17925,4.56504,0
0.180822,4.60557,0
0.182395,4.64612,0
0.183967,4.68668,0
0.18554,4.72725,0
0.187112,4.76784,0
0.188684,4.80844,0
0.190257,4.84906,0
0.191829,4.8897,0
0.193401,4.93034,0
0.194974,4.971,0
0.196546,5.01168,0
0.198118,5.05237,0
0.199691,5.09308,0
0.201263,5.1338,0
0.202836,5.17453,0
0.204408,5.21528,0
0.20598,5.25604,0
0.207553,5.29682,0
0.209125,5.33761,0
0.210697,5.37841,0
0.21227,5.41923,0
0.213842,5.46006,0
0.215415,5.50091,0
0.216987,5.54177,0
0.218559,5.58264,0
0.220132,5.62353,0
0.221704,5.66443,0
0.223276,5.70534,0
0.224849,5.74627,0
0.226421,5.78721,0
0.227993,5.82816,0
0.229566,5.86912,0
0.231138,5.9101,0
0.232711,5.95109,0
0.234283,5.99209,0
0.235855,6.0331,0
0.237428,6.07413,0
0.239,6.11516,0
0.240572,6.15621,0
0.242145,6.19727,0
0.243717,6.23834,0
0.24529,6.27942,0
0.246862,6.32052,0
0.248434,6.36162,0
0.250007,6.40273,0
0.251579,6.44386,0
0.253151,6.48499,0
0.254724,6.52614,0
0.256296,6.56729,0
0.257868,6.60845,0
0.259441,6.64963,0
0.261013,6.69081,0
0.262586,6.732,0
0.264158,6.7732,0
0.26573,6.81441,0
0.267303,6.85563,0
0.268875,6.89685,0
0.270447,6.93808,0
0.27202,6.97932,0
0.273592,7.02057,0
0.275165,7.06183,0
0.276737,7.10309,0
0.278309,7.14436,0
0.279882,7.18564,0
0.281454,7.22692,0
0.283026,7.26821,0
0.284599,7.3095,0
0.286171,7.3508,0
0.287743,7.39211,0
0.289316,7.43342,0
0.290888,7.47474,0
0.292461,7.51606,0
0.294033,7.55738,0
0.295605,7.59871,0
0.297178,7.64005,0
0.29875,7.68138,0
0.300322,7.72272,0
0.301895,7.76407,0
0.303467,7.80541,0
0.30504,7.84676,0
0.306612,7.88812,0
0.308184,7.92947,0
