# 20240927_191909
alpha,tauRe,tauIm
0,26.02,0
0.00157237,26.0208,0
0.00314474,26.0215,0
0.00471711,26.0221,0
0.00628947,26.0225,0
0.00786184,26.023,0
0.00943421,26.0233,0
0.0110066,26.0235,0
0.0125789,26.0237,0
0.0141513,26.0239,0
0.0157237,26.024,0
0.0172961,26.024,0
0.0188684,26.024,0
0.0204408,26.0239,0
0.0220132,26.0238,0
0.0235855,26.0237,0
0.0251579,26.0236,0
0.0267303,26.0234,0
0.0283026,26.0232,0
0.029875,26.023,0
0.0314474,26.0228,0
0.0330197,26.0225,0
0.0345921,26.0223,0
0.0361645,26.022,0
0.0377368,26.0217,0
0.0393092,26.0214,0
0.0408816,26.0211,0
0.042454,26.0208,0
0.0440263,26.0204,0
0.0455987,26.0201,0
0.0471711,26.0197,0
0.0487434,26.0194,0
0.0503158,26.019,0
0.0518882,26.0186,0
0.0534605,26.0183,0
0.0550329,26.0179,0
0.0566053,26.0175,0
0.0581776,26.0171,0
0.05975,26.0167,0
0.0613224,26.0162,0
0.0628947,26.0158,0
0.0644671,26.0154,0
0.0660395,26.0149,0
0.0676119,26.0145,0
0.0691842,26.014,0
0.0707566,26.0136,0
0.072329,26.0131,0
0.0739013,26.0126,0
0.0754737,26.0121,0
0.0770461,26.0116,0
0.0786184,26.0111,0
0.0801908,26.0106,0
0.0817632,26.01,0
0.0833355,26.0095,0
0.0849079,26.0089,0
0.0864803,26.0084,0
0.0880526,26.0078,0
0.089625,26.0072,0
0.0911974,26.0066,0
0.0927698,26.006,0
0.0943421,26.0053,0
0.0959145,26.0047,0
0.0974869,26.004,0
0.0990592,26.0033,0
0.100632,26.0027,0
0.102204,26.0019,0
0.103776,26.0012,0
0.105349,26.0005,0
0.106921,25.9997,0
0.108493,25.999,0
0.110066,25.9982,0
0.111638,25.9974,0
0.113211,25.9966,0
0.114783,25.9958,0
0.116355,25.9949,0
0.117928,25.994,0
0.1195,25.9932,0
0.121072,25.9923,0
0.122645,25.9914,0
0.124217,25.9904,0
0.125789,25.9895,0
0.127362,25.9885,0
0.128934,25.9875,0
0.130507,25.9865,0
0.132079,25.9855,0
0.133651,25.9845,0
0.135224,25.9834,0
0.136796,25.9823,0
0.138368,25.9812,0
0.139941,25.9801,0
0.141513,25.979,0
0.143086,25.9778,0
0.144658,25.9767,0
0.14623,25.9755,0
0.147803,25.9743,0
0.149375,25.973,0
0.150947,25.9718,0
0.15252,25.9705,0
0.154092,25.9692,0
0.155665,25.9679,0
0.157237,25.9666,0
0.158809,25.9652,0
0.160382,25.9638,0
0.161954,25.9624,0
0.163526,25.961,0
0.165099,25.9596,0
0.166671,25.9581,0
0.168243,25.9566,0
0.169816,25.9551,0
0.171388,25.9535,0
0.172961,25.952,0
0.174533,25.9504,0
0.176105,25.9488,0
0.177678,25.9472,0
0.17925,25.9455,0
0.180822,25.9438,0
0.182395,25.9421,0
0.183967,25.9404,0
0.18554,25.9386,0
0.187112,25.9368,0
0.188684,25.935,0
0.190257,25.9331,0
0.191829,25.9313,0
0.193401,25.9294,0
0.194974,25.9274,0
0.196546,25.9255,0
0.198118,25.9235,0
