# 20240927_191909
alpha,rRe,rIm
0,0,0
0.00314989,0.0822665,0
0.00629978,0.163872,0
0.00944968,0.244937,0
0.0125996,0.325569,0
0.0157495,0.405854,0
0.0188994,0.48587,0
0.0220492,0.565681,0
0.0251991,0.645338,0
0.028349,0.724886,0
0.0314989,0.804362,0
0.0346488,0.883795,0
0.0377987,0.963209,0
0.0409486,1.04262,0
0.0440985,1.12205,0
0.0472484,1.2015,0
0.0503983,1.28098,0
0.0535482,1.3605,0
0.0566981,1.44006,0
0.059848,1.51967,0
0.0629978,1.59932,0
0.0661477,1.67901,0
0.0692976,1.75875,0
0.0724475,1.83853,0
0.0755974,1.91835,0
0.0787473,1.99821,0
0.0818972,2.0781,0
0.0850471,2.15803,0
0.088197,2.238,0
0.0913469,2.31799,0
0.0944968,2.39802,0
0.0976467,2.47808,0
0.100797,2.55817,0
0.103946,2.63829,0
0.107096,2.71844,0
0.110246,2.79862,0
0.113396,2.87883,0
0.116546,2.95907,0
0.119696,3.03935,0
0.122846,3.11965,0
0.125996,3.2,0
0.129146,3.28038,0
0.132295,3.36079,0
0.135445,3.44125,0
0.138595,3.52175,0
0.141745,3.60229,0
0.144895,3.68287,0
0.148045,3.7635,0
0.151195,3.84418,0
0.154345,3.9249,0
0.157495,4.00568,0
0.160645,4.0865,0
0.163794,4.16739,0
0.166944,4.24832,0
0.170094,4.32931,0
0.173244,4.41035,0
0.176394,4.49145,0
0.179544,4.57261,0
0.182694,4.65383,0
0.185844,4.7351,0
0.188994,4.81643,0
0.192143,4.89782,0
0.195293,4.97927,0
0.198443,5.06078,0
0.201593,5.14234,0
0.204743,5.22396,0
0.207893,5.30564,0
0.211043,5.38738,0
0.214193,5.46917,0
0.217343,5.55102,0
0.220492,5.63292,0
0.223642,5.71487,0
0.226792,5.79687,0
0.229942,5.87893,0
0.233092,5.96103,0
0.236242,6.04319,0
0.239392,6.12539,0
0.242542,6.20764,0
0.245692,6.28993,0
0.248842,6.37227,0
0.251991,6.45465,0
0.255141,6.53707,0
0.258291,6.61952,0
0.261441,6.70202,0
0.264591,6.78455,0
0.267741,6.86711,0
0.270891,6.94971,0
0.274041,7.03234,0
0.277191,7.115,0
0.28034,7.19768,0
0.28349,7.28039,0
0.28664,7.36313,0
0.28979,7.44588,0
0.29294,7.52866,0
0.29609,7.61145,0
0.29924,7.69426,0
0.30239,7.77708,0
0.30554,7.85991,0
0.308689,7.94276,0
0.311839,8.0256,0
0.314989,8.10846,0
0.318139,8.19131,0
0.321289,8.27416,0
0.324439,8.35701,0
0.327589,8.43985,0
0.330739,8.52268,0
0.333889,8.6055,0
0.337038,8.6883,0
0.340188,8.77108,0
0.343338,8.85384,0
0.346488,8.93658,0
0.349638,9.01928,0
0.352788,9.10195,0
0.355938,9.18459,0
0.359088,9.26718,0
0.362238,9.34973,0
0.365388,9.43222,0
0.368537,9.51467,0
0.371687,9.59706,0
0.374837,9.67938,0
0.377987,9.76164,0
0.381137,9.84383,0
0.384287,9.92594,0
0.387437,10.008,0
0.390587,10.0899,0
0.393737,10.1718,0
0.396886,10.2535,0
0.400036,10.3352,0
0.403186,10.4167,0
0.406336,10.4982,0
0.409486,10.5795,0
0.412636,10.6607,0
0.415786,10.7418,0
0.418936,10.8227,0
0.422086,10.9035,0
0.425235,10.9842,0
0.428385,11.0647,0
0.431535,11.1451,0
0.434685,11.2253,0
0.437835,11.3053,0
0.440985,11.3852,0
0.444135,11.4649,0
0.447285,11.5444,0
0.450435,11.6237,0
0.453585,11.7028,0
0.456734,11.7817,0
0.459884,11.8604,0
0.463034,11.9389,0
0.466184,12.0172,0
0.469334,12.0952,0
0.472484,12.173,0
0.475634,12.2506,0
0.478784,12.328,0
0.481934,12.4051,0
0.485083,12.4819,0
0.488233,12.5585,0
0.491383,12.6348,0
0.494533,12.7109,0
0.497683,12.7867,0
0.500833,12.8622,0
0.503983,12.9374,0
0.507133,13.0123,0
0.510283,13.0869,0
0.513432,13.1612,0
0.516582,13.2352,0
0.519732,13.3089,0
0.522882,13.3823,0
0.526032,13.4553,0
0.529182,13.528,0
0.532332,13.6004,0
0.535482,13.6724,0
0.538632,13.7441,0
0.541781,13.8154,0
0.544931,13.8863,0
0.548081,13.9569,0
0.551231,14.0271,0
0.554381,14.0969,0
0.557531,14.1663,0
0.560681,14.2354,0
0.563831,14.304,0
0.566981,14.3723,0
0.570131,14.4401,0
0.57328,14.5075,0
0.57643,14.5745,0
0.57958,14.6411,0
0.58273,14.7072,0
0.58588,14.7729,0
0.58903,14.8381,0
0.59218,14.9029,0
0.59533,14.9672,0
0.59848,15.0311,0
0.601629,15.0944,0
0.604779,15.1573,0
0.607929,15.2198,0
0.611079,15.2817,0
0.614229,15.3431,0
0.617379,15.4041,0
0.620529,15.4645,0
0.623679,15.5244,0
0.626829,15.5838,0
0.629978,15.6426,0
0.633128,15.7009,0
0.636278,15.7587,0
0.639428,15.816,0
0.642578,15.8727,0
0.645728,15.9288,0
0.648878,15.9844,0
0.652028,16.0394,0
0.655178,16.0938,0
0.658328,16.1476,0
0.661477,16.2009,0
0.664627,16.2535,0
0.667777,16.3056,0
0.670927,16.3571,0
0.674077,16.408,0
0.677227,16.4582,0
0.680377,16.5078,0
0.683527,16.5568,0
0.686677,16.6052,0
0.689826,16.653,0
0.692976,16.7001,0
0.696126,16.7466,0
0.699276,16.7924,0
0.702426,16.8376,0
0.705576,16.8821,0
0.708726,16.926,0
0.711876,16.9692,0
0.715026,17.0118,0
0.718175,17.0536,0
0.721325,17.0948,0
0.724475,17.1354,0
0.727625,17.1752,0
0.730775,17.2144,0
0.733925,17.2528,0
0.737075,17.2906,0
0.740225,17.3277,0
0.743375,17.3641,0
0.746525,17.3998,0
0.749674,17.4348,0
0.752824,17.4691,0
0.755974,17.5027,0
0.759124,17.5356,0
0.762274,17.5678,0
0.765424,17.5993,0
0.768574,17.63,0
0.771724,17.6601,0
0.774874,17.6894,0
0.778023,17.718,0
0.781173,17.7459,0
0.784323,17.773,0
0.787473,17.7995,0
0.790623,17.8252,0
0.793773,17.8502,0
0.796923,17.8745,0
0.800073,17.898,0
0.803223,17.9208,0
0.806372,17.9429,0
0.809522,17.9643,0
0.812672,17.985,0
0.815822,18.0049,0
0.818972,18.0241,0
0.822122,18.0425,0
0.825272,18.0603,0
0.828422,18.0773,0
0.831572,18.0936,0
0.834722,18.1092,0
0.837871,18.1241,0
0.841021,18.1383,0
0.844171,18.1517,0
0.847321,18.1644,0
0.850471,18.1764,0
0.853621,18.1878,0
0.856771,18.1984,0
0.859921,18.2083,0
0.863071,18.2175,0
0.86622,18.226,0
0.86937,18.2338,0
0.87252,18.241,0
0.87567,18.2474,0
0.87882,18.2532,0
0.88197,18.2583,0
0.88512,18.2628,0
0.88827,18.2666,0
0.89142,18.2697,0
0.894569,18.2722,0
0.897719,18.274,0
0.900869,18.2752,0
0.904019,18.2758,0
0.907169,18.2757,0
0.910319,18.2751,0
0.913469,18.2738,0
0.916619,18.2719,0
0.919769,18.2694,0
0.922918,18.2664,0
0.926068,18.2628,0
0.929218,18.2586,0
0.932368,18.2538,0
0.935518,18.2485,0
0.938668,18.2427,0
0.941818,18.2363,0
0.944968,18.2294,0
0.948118,18.222,0
0.951268,18.2141,0
0.954417,18.2057,0
0.957567,18.1968,0
0.960717,18.1874,0
0.963867,18.1776,0
0.967017,18.1673,0
0.970167,18.1566,0
0.973317,18.1455,0
0.976467,18.1339,0
0.979617,18.122,0
0.982766,18.1096,0
0.985916,18.0968,0
0.989066,18.0837,0
0.992216,18.0702,0
0.995366,18.0564,0
0.998516,18.0421,0
1.00167,18.0276,0
1.00482,18.0127,0
1.00797,17.9976,0
1.01112,17.9821,0
1.01427,17.9663,0
1.01742,17.9502,0
1.02057,17.9339,0
1.02372,17.9173,0
1.02686,17.9004,0
1.03001,17.8833,0
1.03316,17.8659,0
1.03631,17.8483,0
1.03946,17.8306,0
1.04261,17.8125,0
1.04576,17.7943,0
1.04891,17.7759,0
1.05206,17.7574,0
1.05521,17.7386,0
1.05836,17.7197,0
1.06151,17.7006,0
1.06466,17.6814,0
1.06781,17.662,0
1.07096,17.6425,0
1.07411,17.6229,0
1.07726,17.6031,0
1.08041,17.5833,0
1.08356,17.5633,0
1.08671,17.5433,0
1.08986,17.5231,0
1.09301,17.5029,0
1.09616,17.4826,0
1.09931,17.4622,0
1.10246,17.4418,0
1.10561,17.4213,0
1.10876,17.4008,0
1.11191,17.3802,0
1.11506,17.3596,0
1.11821,17.339,0
1.12136,17.3184,0
1.12451,17.2977,0
1.12766,17.277,0
1.13081,17.2563,0
1.13396,17.2357,0
1.13711,17.215,0
1.14026,17.1943,0
1.14341,17.1737,0
1.14656,17.1531,0
1.14971,17.1325,0
1.15286,17.1119,0
1.15601,17.0914,0
1.15916,17.0709,0
1.16231,17.0505,0
1.16546,17.0301,0
1.16861,17.0098,0
1.17176,16.9895,0
1.17491,16.9693,0
1.17806,16.9492,0
1.18121,16.9291,0
1.18436,16.9091,0
1.18751,16.8893,0
1.19066,16.8694,0
1.19381,16.8497,0
1.19696,16.8301,0
1.20011,16.8106,0
1.20326,16.7912,0
1.20641,16.7719,0
1.20956,16.7527,0
1.21271,16.7336,0
1.21586,16.7146,0
1.21901,16.6958,0
1.22216,16.6771,0
1.22531,16.6585,0
1.22846,16.64,0
1.23161,16.6217,0
1.23476,16.6036,0
1.23791,16.5855,0
1.24106,16.5677,0
1.24421,16.55,0
1.24736,16.5324,0
1.25051,16.515,0
1.25366,16.4978,0
1.25681,16.4807,0
1.25996,16.4639,0
1.26311,16.4472,0
1.26626,16.4306,0
1.26941,16.4143,0
1.27256,16.3982,0
1.27571,16.3822,0
1.27886,16.3665,0
1.28201,16.3509,0
1.28516,16.3356,0
1.28831,16.3205,0
1.29146,16.3055,0
1.29461,16.2908,0
1.29776,16.2763,0
1.30091,16.2621,0
1.30406,16.248,0
1.30721,16.2342,0
1.31036,16.2206,0
1.31351,16.2073,0
1.31666,16.1941,0
1.3198,16.1813,0
1.32295,16.1686,0
1.3261,16.1562,0
1.32925,16.1441,0
1.3324,16.1322,0
1.33555,16.1205,0
1.3387,16.1091,0
1.34185,16.098,0
1.345,16.0872,0
1.34815,16.0766,0
1.3513,16.0663,0
1.35445,16.0563,0
1.3576,16.0465,0
1.36075,16.0371,0
1.3639,16.0279,0
1.36705,16.0191,0
1.3702,16.0106,0
1.37335,16.0024,0
1.3765,15.9945,0
1.37965,15.987,0
1.3828,15.9798,0
1.38595,15.9729,0
1.3891,15.9664,0
1.39225,15.9603,0
1.3954,15.9545,0
1.39855,15.9491,0
1.4017,15.9442,0
1.40485,15.9396,0
1.408,15.9354,0
1.41115,15.9316,0
1.4143,15.9283,0
1.41745,15.9254,0
1.4206,15.9229,0
1.42375,15.9208,0
1.4269,15.9193,0
1.43005,15.9181,0
1.4332,15.9175,0
1.43635,15.9173,0
1.4395,15.9176,0
1.44265,15.9184,0
1.4458,15.9197,0
1.44895,15.9216,0
1.4521,15.9239,0
1.45525,15.9269,0
1.4584,15.9303,0
1.46155,15.9344,0
1.4647,15.939,0
1.46785,15.9443,0
1.471,15.9501,0
1.47415,15.9567,0
1.4773,15.9639,0
1.48045,15.9718,0
1.4836,15.9803,0
1.48675,15.9897,0
1.4899,15.9998,0
1.49305,16.0106,0
1.4962,16.0222,0
1.49935,16.0347,0
1.5025,16.0479,0
1.50565,16.062,0
1.5088,16.0769,0
1.51195,16.0927,0
1.5151,16.1093,0
1.51825,16.1269,0
1.5214,16.1453,0
1.52455,16.1647,0
1.5277,16.1851,0
1.53085,16.2065,0
1.534,16.229,0
1.53715,16.2526,0
1.5403,16.2776,0
1.54345,16.304,0
1.5466,16.332,0
1.54975,16.3619,0
1.5529,16.3937,0
1.55605,16.4279,0
