# 20240927_191909
alpha,tauRe,tauIm
0,26.02,0
0.00314989,26.0215,0
0.00629978,26.0226,0
0.00944968,26.0233,0
0.0125996,26.0237,0
0.0157495,26.024,0
0.0188994,26.024,0
0.0220492,26.0238,0
0.0251991,26.0236,0
0.028349,26.0232,0
0.0314989,26.0228,0
0.0346488,26.0223,0
0.0377987,26.0217,0
0.0409486,26.0211,0
0.0440985,26.0204,0
0.0472484,26.0197,0
0.0503983,26.019,0
0.0535482,26.0182,0
0.0566981,26.0174,0
0.059848,26.0166,0
0.0629978,26.0158,0
0.0661477,26.0149,0
0.0692976,26.014,0
0.0724475,26.0131,0
0.0755974,26.0121,0
0.0787473,26.0111,0
0.0818972,26.01,0
0.0850471,26.0089,0
0.088197,26.0077,0
0.0913469,26.0065,0
0.0944968,26.0053,0
0.0976467,26.004,0
0.100797,26.0026,0
0.103946,26.0012,0
0.107096,25.9997,0
0.110246,25.9981,0
0.113396,25.9965,0
0.116546,25.9948,0
0.119696,25.9931,0
0.122846,25.9912,0
0.125996,25.9894,0
0.129146,25.9874,0
0.132295,25.9854,0
0.135445,25.9833,0
0.138595,25.9811,0
0.141745,25.9788,0
0.144895,25.9765,0
0.148045,25.9741,0
0.151195,25.9716,0
0.154345,25.969,0
0.157495,25.9663,0
0.160645,25.9636,0
0.163794,25.9608,0
0.166944,25.9578,0
0.170094,25.9548,0
0.173244,25.9517,0
0.176394,25.9485,0
0.179544,25.9452,0
0.182694,25.9418,0
0.185844,25.9383,0
0.188994,25.9346,0
0.192143,25.9309,0
0.195293,25.9271,0
0.198443,25.9231,0
0.201593,25.919,0
0.204743,25.9148,0
0.207893,25.9105,0
0.211043,25.906,0
0.214193,25.9014,0
0.217343,25.8967,0
0.220492,25.8918,0
0.223642,25.8868,0
0.226792,25.8816,0
0.229942,25.8763,0
0.233092,25.8708,0
0.236242,25.8651,0
0.239392,25.8593,0
0.242542,25.8533,0
0.245692,25.8472,0
0.248842,25.8408,0
0.251991,25.8343,0
0.255141,25.8276,0
0.258291,25.8207,0
0.261441,25.8135,0
0.264591,25.8062,0
0.267741,25.7987,0
0.270891,25.7909,0
0.274041,25.783,0
0.277191,25.7748,0
0.28034,25.7663,0
0.28349,25.7577,0
0.28664,25.7488,0
0.28979,25.7396,0
0.29294,25.7302,0
0.29609,25.7206,0
0.29924,25.7107,0
0.30239,25.7005,0
0.30554,25.69,0
0.308689,25.6793,0
0.311839,25.6683,0
0.314989,25.657,0
0.318139,25.6453,0
0.321289,25.6334,0
0.324439,25.6212,0
0.327589,25.6087,0
0.330739,25.5959,0
0.333889,25.5827,0
0.337038,25.5692,0
0.340188,25.5554,0
0.343338,25.5412,0
0.346488,25.5267,0
0.349638,25.5118,0
0.352788,25.4966,0
0.355938,25.481,0
0.359088,25.4651,0
0.362238,25.4487,0
0.365388,25.432,0
0.368537,25.4149,0
0.371687,25.3974,0
0.374837,25.3795,0
0.377987,25.3612,0
0.381137,25.3425,0
0.384287,25.3234,0
0.387437,25.3039,0
0.390587,25.2839,0
0.393737,25.2635,0
0.396886,25.2427,0
0.400036,25.2215,0
0.403186,25.1997,0
0.406336,25.1776,0
0.409486,25.1549,0
0.412636,25.1319,0
0.415786,25.1083,0
0.418936,25.0843,0
0.422086,25.0598,0
0.425235,25.0348,0
0.428385,25.0094,0
0.431535,24.9834,0
0.434685,24.957,0
0.437835,24.93,0
0.440985,24.9026,0
0.444135,24.8746,0
0.447285,24.8461,0
0.450435,24.8172,0
0.453585,24.7877,0
0.456734,24.7576,0
0.459884,24.7271,0
0.463034,24.696,0
0.466184,24.6644,0
0.469334,24.6323,0
0.472484,24.5996,0
0.475634,24.5664,0
0.478784,24.5326,0
0.481934,24.4983,0
0.485083,24.4634,0
0.488233,24.428,0
0.491383,24.3921,0
0.494533,24.3555,0
0.497683,24.3185,0
0.500833,24.2808,0
0.503983,24.2426,0
0.507133,24.2039,0
0.510283,24.1645,0
0.513432,24.1246,0
0.516582,24.0842,0
0.519732,24.0431,0
0.522882,24.0015,0
0.526032,23.9593,0
0.529182,23.9166,0
0.532332,23.8733,0
0.535482,23.8293,0
0.538632,23.7849,0
0.541781,23.7398,0
0.544931,23.6942,0
0.548081,23.648,0
0.551231,23.6012,0
0.554381,23.5538,0
0.557531,23.5058,0
0.560681,23.4573,0
0.563831,23.4082,0
0.566981,23.3585,0
0.570131,23.3082,0
0.57328,23.2573,0
0.57643,23.2059,0
0.57958,23.1539,0
0.58273,23.1013,0
0.58588,23.0481,0
0.58903,22.9943,0
0.59218,22.94,0
0.59533,22.885,0
0.59848,22.8295,0
0.601629,22.7734,0
0.604779,22.7168,0
0.607929,22.6595,0
0.611079,22.6017,0
0.614229,22.5433,0
0.617379,22.4844,0
0.620529,22.4248,0
0.623679,22.3647,0
0.626829,22.304,0
0.629978,22.2428,0
0.633128,22.181,0
0.636278,22.1186,0
0.639428,22.0556,0
0.642578,21.9921,0
0.645728,21.928,0
0.648878,21.8634,0
0.652028,21.7982,0
0.655178,21.7324,0
0.658328,21.6661,0
0.661477,21.5993,0
0.664627,21.5319,0
0.667777,21.4639,0
0.670927,21.3955,0
0.674077,21.3264,0
0.677227,21.2569,0
0.680377,21.1868,0
0.683527,21.1161,0
0.686677,21.045,0
0.689826,20.9733,0
0.692976,20.9011,0
0.696126,20.8284,0
0.699276,20.7552,0
0.702426,20.6814,0
0.705576,20.6072,0
0.708726,20.5324,0
0.711876,20.4572,0
0.715026,20.3815,0
0.718175,20.3053,0
0.721325,20.2286,0
0.724475,20.1514,0
0.727625,20.0738,0
0.730775,19.9957,0
0.733925,19.9171,0
0.737075,19.8381,0
0.740225,19.7587,0
0.743375,19.6787,0
0.746525,19.5984,0
0.749674,19.5176,0
0.752824,19.4364,0
0.755974,19.3548,0
0.759124,19.2727,0
0.762274,19.1903,0
0.765424,19.1075,0
0.768574,19.0242,0
0.771724,18.9406,0
0.774874,18.8566,0
0.778023,18.7722,0
0.781173,18.6874,0
0.784323,18.6023,0
0.787473,18.5168,0
0.790623,18.431,0
0.793773,18.3448,0
0.796923,18.2583,0
0.800073,18.1715,0
0.803223,18.0844,0
0.806372,17.9969,0
0.809522,17.9092,0
0.812672,17.8211,0
0.815822,17.7328,0
0.818972,17.6442,0
0.822122,17.5553,0
0.825272,17.4662,0
0.828422,17.3767,0
0.831572,17.2871,0
0.834722,17.1972,0
0.837871,17.1071,0
0.841021,17.0167,0
0.844171,16.9261,0
0.847321,16.8354,0
0.850471,16.7444,0
0.853621,16.6532,0
0.856771,16.5619,0
0.859921,16.4704,0
0.863071,16.3787,0
0.86622,16.2869,0
0.86937,16.1949,0
0.87252,16.1028,0
0.87567,16.0106,0
0.87882,15.9182,0
0.88197,15.8258,0
0.88512,15.7332,0
0.88827,15.6406,0
0.89142,15.5478,0
0.894569,15.455,0
0.897719,15.3622,0
0.900869,15.2693,0
0.904019,15.1763,0
0.907169,15.0834,0
0.910319,14.9904,0
0.913469,14.8973,0
0.916619,14.8043,0
0.919769,14.7113,0
0.922918,14.6183,0
0.926068,14.5254,0
0.929218,14.4325,0
0.932368,14.3396,0
0.935518,14.2468,0
0.938668,14.154,0
0.941818,14.0613,0
0.944968,13.9687,0
0.948118,13.8763,0
0.951268,13.7839,0
0.954417,13.6916,0
0.957567,13.5994,0
0.960717,13.5074,0
0.963867,13.4155,0
0.967017,13.3238,0
0.970167,13.2323,0
0.973317,13.1409,0
0.976467,13.0496,0
0.979617,12.9586,0
0.982766,12.8678,0
0.985916,12.7771,0
0.989066,12.6867,0
0.992216,12.5965,0
0.995366,12.5065,0
0.998516,12.4167,0
1.00167,12.3272,0
1.00482,12.2379,0
1.00797,12.1489,0
1.01112,12.0601,0
1.01427,11.9716,0
1.01742,11.8834,0
1.02057,11.7954,0
1.02372,11.7078,0
1.02686,11.6204,0
1.03001,11.5333,0
1.03316,11.4465,0
1.03631,11.36,0
1.03946,11.2738,0
1.04261,11.1879,0
1.04576,11.1023,0
1.04891,11.0171,0
1.05206,10.9321,0
1.05521,10.8475,0
1.05836,10.7632,0
1.06151,10.6793,0
1.06466,10.5956,0
1.06781,10.5123,0
1.07096,10.4294,0
1.07411,10.3468,0
1.07726,10.2645,0
1.08041,10.1826,0
1.08356,10.101,0
1.08671,10.0198,0
1.08986,9.93887,0
1.09301,9.85833,0
1.09616,9.77814,0
1.09931,9.6983,0
1.10246,9.61882,0
1.10561,9.53969,0
1.10876,9.46091,0
1.11191,9.38249,0
1.11506,9.30442,0
1.11821,9.22671,0
1.12136,9.14935,0
1.12451,9.07235,0
1.12766,8.9957,0
1.13081,8.91941,0
1.13396,8.84348,0
1.13711,8.7679,0
1.14026,8.69268,0
1.14341,8.61781,0
1.14656,8.5433,0
1.14971,8.46914,0
1.15286,8.39534,0
1.15601,8.32189,0
1.15916,8.24878,0
1.16231,8.17603,0
1.16546,8.10363,0
1.16861,8.03158,0
1.17176,7.95988,0
1.17491,7.88852,0
1.17806,7.81751,0
1.18121,7.74684,0
1.18436,7.67651,0
1.18751,7.60652,0
1.19066,7.53688,0
1.19381,7.46756,0
1.19696,7.39859,0
1.20011,7.32995,0
1.20326,7.26163,0
1.20641,7.19365,0
1.20956,7.126,0
1.21271,7.05866,0
1.21586,6.99166,0
1.21901,6.92497,0
1.22216,6.8586,0
1.22531,6.79255,0
1.22846,6.72681,0
1.23161,6.66139,0
1.23476,6.59627,0
1.23791,6.53147,0
1.24106,6.46696,0
1.24421,6.40276,0
1.24736,6.33886,0
1.25051,6.27526,0
1.25366,6.21195,0
1.25681,6.14894,0
1.25996,6.08622,0
1.26311,6.02378,0
1.26626,5.96164,0
1.26941,5.89977,0
1.27256,5.83819,0
1.27571,5.77689,0
1.27886,5.71586,0
1.28201,5.65511,0
1.28516,5.59463,0
1.28831,5.53441,0
1.29146,5.47447,0
1.29461,5.41478,0
1.29776,5.35536,0
1.30091,5.2962,0
1.30406,5.23729,0
1.30721,5.17863,0
1.31036,5.12022,0
1.31351,5.06206,0
1.31666,5.00415,0
1.3198,4.94647,0
1.32295,4.88903,0
1.3261,4.83182,0
1.32925,4.77484,0
1.3324,4.71809,0
1.33555,4.66157,0
1.3387,4.60526,0
1.34185,4.54917,0
1.345,4.4933,0
1.34815,4.43763,0
1.3513,4.38218,0
1.35445,4.32692,0
1.3576,4.27187,0
1.36075,4.21702,0
1.3639,4.16236,0
1.36705,4.10789,0
1.3702,4.05361,0
1.37335,3.99951,0
1.3765,3.9456,0
1.37965,3.89186,0
1.3828,3.8383,0
1.38595,3.78492,0
1.3891,3.73171,0
1.39225,3.67866,0
1.3954,3.62578,0
1.39855,3.57306,0
1.4017,3.5205,0
1.40485,3.46809,0
1.408,3.41583,0
1.41115,3.36373,0
1.4143,3.31177,0
1.41745,3.25995,0
1.4206,3.20826,0
1.42375,3.15671,0
1.4269,3.10529,0
1.43005,3.05399,0
1.4332,3.00282,0
1.43635,2.95175,0
1.4395,2.9008,0
1.44265,2.84995,0
1.4458,2.7992,0
1.44895,2.74855,0
1.4521,2.69799,0
1.45525,2.64751,0
1.4584,2.59711,0
1.46155,2.54678,0
1.4647,2.49653,0
1.46785,2.44634,0
1.471,2.3962,0
1.47415,2.34613,0
1.4773,2.2961,0
1.48045,2.24612,0
1.4836,2.19618,0
1.48675,2.14628,0
1.4899,2.09641,0
1.49305,2.04656,0
1.4962,1.99672,0
1.49935,1.9469,0
1.5025,1.89709,0
1.50565,1.84726,0
1.5088,1.79743,0
1.51195,1.74757,0
1.5151,1.69769,0
1.51825,1.64776,0
1.5214,1.59778,0
1.52455,1.54774,0
1.5277,1.49763,0
1.53085,1.44744,0
1.534,1.39716,0
1.53715,1.34679,0
1.5403,1.29632,0
1.54345,1.24574,0
1.5466,1.19505,0
1.54975,1.14423,0
1.5529,1.09328,0
1.55605,1.04218,0
1.5592,0.990896,0
1.56235,0.939408,0
1.5655,0.887672,0
1.56865,0.835641,0
1.5718,0.783262,0
