# 20240822_172704
alpha,Df0Re,Df0Im
0,0.079506,-0.112438
0.01,0.079788,-0.112837
0.02,0.0799776,-0.113105
0.03,0.0801634,-0.113368
0.04,0.0803903,-0.113689
0.05,0.0806774,-0.114095
0.06,0.0810305,-0.114594
0.07,0.081449,-0.115186
0.08,0.0819306,-0.115867
0.09,0.0824731,-0.116635
0.1,0.0830757,-0.117487
0.11,0.0837391,-0.118425
0.12,0.084465,-0.119452
0.13,0.085256,-0.12057
0.14,0.086115,-0.121785
0.15,0.0870451,-0.1231
0.16,0.0880491,-0.12452
0.17,0.0891297,-0.126048
0.18,0.0902892,-0.127688
0.19,0.0915297,-0.129443
0.2,0.0928532,-0.131314
0.21,0.0942614,-0.133306
0.22,0.0957566,-0.13542
0.23,0.0973407,-0.137661
0.24,0.0990164,-0.14003
0.25,0.100786,-0.142533
0.26,0.102653,-0.145173
0.27,0.10462,-0.147955
0.28,0.106691,-0.150884
0.29,0.108868,-0.153963
0.3,0.111156,-0.157198
0.31,0.113556,-0.160593
0.32,0.116072,-0.164151
0.33,0.118706,-0.167876
0.34,0.121459,-0.171769
0.35,0.124332,-0.175832
0.36,0.127326,-0.180066
0.37,0.130439,-0.184469
0.38,0.133671,-0.189039
0.39,0.137018,-0.193773
0.4,0.140479,-0.198667
0.41,0.144048,-0.203715
0.42,0.147721,-0.208909
0.43,0.151493,-0.214244
0.44,0.155357,-0.219708
0.45,0.159306,-0.225292
0.46,0.163331,-0.230985
0.47,0.167423,-0.236772
0.48,0.171573,-0.242642
0.49,0.17577,-0.248576
0.5,0.18,-0.254559
0.51,0.184251,-0.260571
0.52,0.188509,-0.266591
0.53,0.192756,-0.272598
0.54,0.196976,-0.278566
0.55,0.20115,-0.284469
0.56,0.205258,-0.290279
0.57,0.209279,-0.295965
0.58,0.21319,-0.301497
0.59,0.216969,-0.306841
0.6,0.220591,-0.311963
0.61,0.224032,-0.316828
0.62,0.227266,-0.321403
0.63,0.23027,-0.325651
0.64,0.233019,-0.329539
0.65,0.23549,-0.333033
0.66,0.23766,-0.336102
0.67,0.239508,-0.338716
0.68,0.241014,-0.340846
0.69,0.24216,-0.342466
0.7,0.242929,-0.343554
0.71,0.243307,-0.344087
0.72,0.243279,-0.344049
0.73,0.242837,-0.343423
0.74,0.241971,-0.342198
0.75,0.240673,-0.340364
0.76,0.238941,-0.337914
0.77,0.236773,-0.334847
0.78,0.234168,-0.331164
0.79,0.231133,-0.326871
0.8,0.227673,-0.321978
0.81,0.223799,-0.3165
0.82,0.219526,-0.310457
0.83,0.214873,-0.303876
0.84,0.209861,-0.296789
0.85,0.204517,-0.289231
0.86,0.198871,-0.281246
0.87,0.192955,-0.27288
0.88,0.186807,-0.264184
0.89,0.180463,-0.255213
0.9,0.173963,-0.24602
0.91,0.167347,-0.236665
0.92,0.160656,-0.227202
0.93,0.153927,-0.217686
0.94,0.147198,-0.20817
0.95,0.140504,-0.198703
0.96,0.133876,-0.189329
0.97,0.127342,-0.180088
0.98,0.120927,-0.171017
0.99,0.114654,-0.162145
1,0.108541,-0.1535
1.01,0.102604,-0.145104
1.02,0.096856,-0.136975
1.03,0.0913077,-0.129129
1.04,0.0859678,-0.121577
1.05,0.080843,-0.114329
1.06,0.0759379,-0.107392
1.07,0.0712556,-0.100771
1.08,0.0667969,-0.0944651
1.09,0.0625611,-0.0884748
1.1,0.0585451,-0.0827953
1.11,0.0547442,-0.07742
1.12,0.0511517,-0.0723395
1.13,0.0477595,-0.0675422
1.14,0.0445583,-0.063015
1.15,0.0415381,-0.0587437
1.16,0.0386887,-0.0547141
1.17,0.0360005,-0.0509123
1.18,0.0334644,-0.0473258
1.19,0.0310726,-0.0439433
1.2,0.0288185,-0.0407556
1.21,0.0266966,-0.0377547
1.22,0.0247021,-0.034934
1.23,0.0228305,-0.0322872
1.24,0.021077,-0.0298073
1.25,0.019436,-0.0274867
1.26,0.0179011,-0.0253159
1.27,0.0164642,-0.0232839
1.28,0.0151166,-0.0213781
1.29,0.0138492,-0.0195857
1.3,0.0126529,-0.0178938
1.31,0.0115199,-0.0162916
1.32,0.0104444,-0.0147706
1.33,0.00942239,-0.0133253
1.34,0.00845222,-0.0119532
1.35,0.00753361,-0.0106541
1.36,0.00666687,-0.00942838
1.37,0.00585176,-0.00827564
1.38,0.00508652,-0.00719343
1.39,0.00436749,-0.00617656
1.4,0.00368932,-0.00521749
1.41,0.00304587,-0.00430751
1.42,0.0024314,-0.00343853
1.43,0.00184143,-0.00260418
1.44,0.00127265,-0.0017998
1.45,0.000721515,-0.00102038
1.46,0.000181807,-0.000257114
1.47,-0.000357546,0.000505647
1.48,-0.000912789,0.00129088
1.49,-0.00150227,0.00212453
1.5,-0.00214081,0.00302756
1.51,-0.00283729,0.00401254
1.52,-0.00360398,0.0050968
1.53,-0.00448537,0.00634327
1.54,-0.00559801,0.00791678
1.55,-0.00714847,0.0101095
1.56,-0.00941653,0.013317
1.57,-0.0129748,0.0183492
1.58,-0.020609,0.0291456
