# 20240823_141528
alpha,Df0Re,Df0Im
0,0,0
0.01,4.48035e-05,-6.33617e-05
0.02,0.000130251,-0.000184203
0.03,0.000253702,-0.000358788
0.04,0.000414155,-0.000585704
0.05,0.000611715,-0.000865095
0.06,0.000847115,-0.001198
0.07,0.0011214,-0.0015859
0.08,0.00143579,-0.00203051
0.09,0.00179155,-0.00253364
0.1,0.00219002,-0.00309716
0.11,0.00263257,-0.00372302
0.12,0.00312069,-0.00441332
0.13,0.00365602,-0.00517039
0.14,0.00424041,-0.00599684
0.15,0.00487592,-0.0068956
0.16,0.00556489,-0.00786994
0.17,0.00630987,-0.0089235
0.18,0.00711369,-0.0100603
0.19,0.00797939,-0.0112846
0.2,0.0089103,-0.0126011
0.21,0.00990991,-0.0140147
0.22,0.010982,-0.0155309
0.23,0.0121305,-0.0171552
0.24,0.0133597,-0.0188935
0.25,0.0146741,-0.0207523
0.26,0.0160781,-0.0227379
0.27,0.0175769,-0.0248575
0.28,0.0191755,-0.0271182
0.29,0.0208791,-0.0295275
0.3,0.0226933,-0.0320932
0.31,0.0246237,-0.0348232
0.32,0.0266759,-0.0377254
0.33,0.0288555,-0.0408078
0.34,0.0311681,-0.0440783
0.35,0.0336191,-0.0475446
0.36,0.0362138,-0.051214
0.37,0.0389568,-0.0550933
0.38,0.0418529,-0.0591889
0.39,0.0449057,-0.0635063
0.4,0.0481189,-0.0680504
0.41,0.0514951,-0.0728251
0.42,0.0550364,-0.0778333
0.43,0.0587443,-0.0830769
0.44,0.0626189,-0.0885565
0.45,0.0666602,-0.0942718
0.46,0.0708667,-0.100221
0.47,0.0752361,-0.1064
0.48,0.0797651,-0.112805
0.49,0.0844489,-0.119429
0.5,0.0892821,-0.126264
0.51,0.0942574,-0.1333
0.52,0.0993663,-0.140525
0.53,0.104599,-0.147925
0.54,0.109943,-0.155483
0.55,0.115386,-0.163181
0.56,0.120913,-0.170996
0.57,0.126506,-0.178906
0.58,0.132147,-0.186884
0.59,0.137817,-0.194902
0.6,0.143492,-0.202928
0.61,0.14915,-0.21093
0.62,0.154766,-0.218873
0.63,0.160315,-0.226719
0.64,0.165769,-0.234433
0.65,0.171101,-0.241973
0.66,0.176284,-0.249303
0.67,0.181289,-0.256382
0.68,0.186089,-0.26317
0.69,0.190656,-0.269629
0.7,0.194964,-0.27572
0.71,0.198985,-0.281407
0.72,0.202694,-0.286652
0.73,0.206066,-0.291421
0.74,0.209077,-0.29568
0.75,0.211707,-0.299399
0.76,0.213933,-0.302547
0.77,0.215737,-0.305098
0.78,0.217102,-0.307029
0.79,0.218015,-0.308319
0.8,0.218463,-0.308954
0.81,0.218439,-0.30892
0.82,0.217939,-0.308213
0.83,0.216963,-0.306832
0.84,0.215516,-0.304785
0.85,0.213606,-0.302085
0.86,0.211249,-0.29875
0.87,0.208462,-0.29481
0.88,0.205271,-0.290297
0.89,0.201702,-0.28525
0.9,0.197787,-0.279713
0.91,0.19356,-0.273735
0.92,0.189057,-0.267367
0.93,0.184315,-0.260661
0.94,0.179372,-0.253671
0.95,0.174266,-0.246449
0.96,0.169031,-0.239046
0.97,0.163702,-0.23151
0.98,0.158311,-0.223886
0.99,0.152888,-0.216217
1,0.147461,-0.208541
1.01,0.142053,-0.200893
1.02,0.136689,-0.193308
1.03,0.13139,-0.185813
1.04,0.126175,-0.178438
1.05,0.121061,-0.171206
1.06,0.116066,-0.164142
1.07,0.111203,-0.157265
1.08,0.106485,-0.150592
1.09,0.101921,-0.144138
1.1,0.0975185,-0.137912
1.11,0.0932821,-0.131921
1.12,0.0892131,-0.126166
1.13,0.08531,-0.120646
1.14,0.0815688,-0.115356
1.15,0.0779837,-0.110286
1.16,0.074548,-0.105427
1.17,0.0712546,-0.100769
1.18,0.0680972,-0.096304
1.19,0.0650712,-0.0920246
1.2,0.0621738,-0.087927
1.21,0.0594043,-0.0840104
1.22,0.0567638,-0.0802762
1.23,0.0542542,-0.076727
1.24,0.0518768,-0.0733649
1.25,0.0496316,-0.0701897
1.26,0.0475155,-0.067197
1.27,0.0455216,-0.0643773
1.28,0.0436395,-0.0617155
1.29,0.041855,-0.059192
1.3,0.0401529,-0.0567848
1.31,0.038518,-0.0544727
1.32,0.0369385,-0.0522389
1.33,0.0354076,-0.0500739
1.34,0.0339254,-0.0479777
1.35,0.0324985,-0.0459598
1.36,0.0311386,-0.0440367
1.37,0.0298593,-0.0422274
1.38,0.0286716,-0.0405477
1.39,0.0275806,-0.0390049
1.4,0.0265834,-0.0375946
1.41,0.0256697,-0.0363024
1.42,0.0248267,-0.0351102
1.43,0.0240469,-0.0340075
1.44,0.0233369,-0.0330033
1.45,0.0227226,-0.0321346
1.46,0.0222483,-0.0314638
1.47,0.0219639,-0.0310616
1.48,0.0219035,-0.0309763
1.49,0.0220629,-0.0312017
1.5,0.0223919,-0.0316669
1.51,0.0228243,-0.0322785
1.52,0.0233569,-0.0330317
1.53,0.0241542,-0.0341593
1.54,0.0256057,-0.036212
1.55,0.0282333,-0.0399279
1.56,0.0325255,-0.045998
1.57,0.039599,-0.0560015
1.58,0.0561577,-0.079419
