# 20240927_192506
alpha,DtauRe,DtauIm
0,0,0
0.00157237,-0.0203895,0
0.00314474,-0.0403645,0
0.00471711,-0.0593229,0
0.00628947,-0.0775287,0
0.00786184,-0.0950225,0
0.00943421,-0.111853,0
0.0110066,-0.128061,0
0.0125789,-0.143693,0
0.0141513,-0.15879,0
0.0157237,-0.173395,0
0.0172961,-0.187547,0
0.0188684,-0.201289,0
0.0204408,-0.214657,0
0.0220132,-0.227689,0
0.0235855,-0.240423,0
0.0251579,-0.252892,0
0.0267303,-0.265131,0
0.0283026,-0.27717,0
0.029875,-0.289042,0
0.0314474,-0.300774,0
0.0330197,-0.312398,0
0.0345921,-0.323935,0
0.0361645,-0.335416,0
0.0377368,-0.346859,0
0.0393092,-0.358292,0
0.0408816,-0.36973,0
0.042454,-0.381199,0
0.0440263,-0.392711,0
0.0455987,-0.404289,0
0.0471711,-0.415945,0
0.0487434,-0.427696,0
0.0503158,-0.439553,0
0.0518882,-0.451532,0
0.0534605,-0.46364,0
0.0550329,-0.475893,0
0.0566053,-0.488295,0
0.0581776,-0.500858,0
0.05975,-0.513588,0
0.0613224,-0.526493,0
0.0628947,-0.539577,0
0.0644671,-0.552848,0
0.0660395,-0.566309,0
0.0676119,-0.579964,0
0.0691842,-0.593817,0
0.0707566,-0.60787,0
0.072329,-0.622127,0
0.0739013,-0.636588,0
0.0754737,-0.651255,0
0.0770461,-0.666129,0
0.0786184,-0.681212,0
0.0801908,-0.696502,0
0.0817632,-0.712002,0
0.0833355,-0.72771,0
0.0849079,-0.743627,0
0.0864803,-0.759751,0
0.0880526,-0.776084,0
0.089625,-0.792623,0
0.0911974,-0.809369,0
0.0927698,-0.826321,0
0.0943421,-0.843478,0
0.0959145,-0.860839,0
0.0974869,-0.878404,0
0.0990592,-0.896173,0
0.100632,-0.914145,0
0.102204,-0.93232,0
0.103776,-0.950697,0
0.105349,-0.969277,0
0.106921,-0.98806,0
0.108493,-1.00705,0
0.110066,-1.02624,0
0.111638,-1.04563,0
0.113211,-1.06523,0
0.114783,-1.08503,0
0.116355,-1.10505,0
0.117928,-1.12527,0
0.1195,-1.14571,0
0.121072,-1.16635,0
0.122645,-1.18722,0
0.124217,-1.2083,0
0.125789,-1.2296,0
0.127362,-1.25113,0
0.128934,-1.27289,0
0.130507,-1.29487,0
0.132079,-1.3171,0
0.133651,-1.33956,0
0.135224,-1.36227,0
0.136796,-1.38522,0
0.138368,-1.40843,0
0.139941,-1.4319,0
0.141513,-1.45563,0
0.143086,-1.47963,0
0.144658,-1.5039,0
0.14623,-1.52846,0
0.147803,-1.5533,0
0.149375,-1.57844,0
0.150947,-1.60388,0
0.15252,-1.62962,0
0.154092,-1.65568,0
0.155665,-1.68206,0
0.157237,-1.70877,0
0.158809,-1.73581,0
0.160382,-1.7632,0
0.161954,-1.79094,0
0.163526,-1.81903,0
0.165099,-1.8475,0
0.166671,-1.87633,0
0.168243,-1.90555,0
0.169816,-1.93516,0
0.171388,-1.96517,0
0.172961,-1.99559,0
0.174533,-2.02642,0
0.176105,-2.05767,0
0.177678,-2.08936,0
0.17925,-2.12149,0
0.180822,-2.15406,0
0.182395,-2.1871,0
0.183967,-2.2206,0
0.18554,-2.25457,0
0.187112,-2.28903,0
0.188684,-2.32398,0
0.190257,-2.35943,0
0.191829,-2.39539,0
0.193401,-2.43186,0
0.194974,-2.46886,0
0.196546,-2.50639,0
0.198118,-2.54446,0
0.199691,-2.58308,0
0.201263,-2.62226,0
0.202836,-2.66201,0
0.204408,-2.70233,0
0.20598,-2.74323,0
0.207553,-2.78472,0
0.209125,-2.82681,0
0.210697,-2.8695,0
0.21227,-2.9128,0
0.213842,-2.95672,0
0.215415,-3.00127,0
0.216987,-3.04646,0
0.218559,-3.09228,0
0.220132,-3.13876,0
0.221704,-3.18589,0
0.223276,-3.23368,0
0.224849,-3.28214,0
0.226421,-3.33127,0
0.227993,-3.38109,0
0.229566,-3.43159,0
0.231138,-3.48279,0
0.232711,-3.53469,0
0.234283,-3.5873,0
0.235855,-3.64062,0
0.237428,-3.69465,0
0.239,-3.74942,0
0.240572,-3.80491,0
0.242145,-3.86113,0
0.243717,-3.9181,0
0.24529,-3.97581,0
0.246862,-4.03427,0
0.248434,-4.09349,0
0.250007,-4.15347,0
0.251579,-4.21422,0
0.253151,-4.27573,0
0.254724,-4.33802,0
0.256296,-4.40109,0
0.257868,-4.46495,0
0.259441,-4.52958,0
0.261013,-4.59502,0
0.262586,-4.66125,0
0.264158,-4.72828,0
0.26573,-4.79611,0
0.267303,-4.86476,0
0.268875,-4.93421,0
0.270447,-5.00449,0
0.27202,-5.07557,0
0.273592,-5.14749,0
0.275165,-5.22022,0
0.276737,-5.29379,0
0.278309,-5.36819,0
0.279882,-5.44343,0
0.281454,-5.5195,0
0.283026,-5.59642,0
0.284599,-5.67417,0
0.286171,-5.75278,0
0.287743,-5.83224,0
0.289316,-5.91255,0
0.290888,-5.99371,0
0.292461,-6.07573,0
0.294033,-6.15861,0
0.295605,-6.24235,0
0.297178,-6.32695,0
0.29875,-6.41243,0
0.300322,-6.49876,0
0.301895,-6.58597,0
0.303467,-6.67405,0
0.30504,-6.76301,0
0.306612,-6.85284,0
0.308184,-6.94355,0
0.309757,-7.03513,0
0.311329,-7.1276,0
0.312901,-7.22095,0
0.314474,-7.31518,0
0.316046,-7.41029,0
0.317618,-7.50629,0
0.319191,-7.60318,0
0.320763,-7.70095,0
0.322336,-7.79961,0
0.323908,-7.89916,0
0.32548,-7.99959,0
0.327053,-8.10092,0
0.328625,-8.20314,0
0.330197,-8.30625,0
0.33177,-8.41025,0
0.333342,-8.51514,0
0.334915,-8.62092,0
0.336487,-8.72759,0
0.338059,-8.83515,0
0.339632,-8.94361,0
0.341204,-9.05295,0
0.342776,-9.16318,0
0.344349,-9.2743,0
0.345921,-9.38632,0
0.347493,-9.49921,0
0.349066,-9.613,0
0.350638,-9.72767,0
0.352211,-9.84323,0
0.353783,-9.95966,0
0.355355,-10.077,0
0.356928,-10.1952,0
0.3585,-10.3143,0
0.360072,-10.4342,0
0.361645,-10.555,0
0.363217,-10.6767,0
0.36479,-10.7993,0
0.366362,-10.9228,0
0.367934,-11.0471,0
0.369507,-11.1722,0
0.371079,-11.2983,0
0.372651,-11.4252,0
0.374224,-11.5529,0
0.375796,-11.6815,0
0.377368,-11.811,0
0.378941,-11.9412,0
0.380513,-12.0724,0
0.382086,-12.2043,0
0.383658,-12.3371,0
0.38523,-12.4708,0
0.386803,-12.6052,0
0.388375,-12.7405,0
0.389947,-12.8766,0
0.39152,-13.0135,0
0.393092,-13.1512,0
0.394665,-13.2898,0
0.396237,-13.4291,0
0.397809,-13.5692,0
0.399382,-13.7101,0
0.400954,-13.8518,0
0.402526,-13.9943,0
0.404099,-14.1375,0
0.405671,-14.2815,0
0.407243,-14.4263,0
0.408816,-14.5718,0
0.410388,-14.7181,0
0.411961,-14.8651,0
0.413533,-15.0129,0
0.415105,-15.1614,0
0.416678,-15.3106,0
0.41825,-15.4605,0
0.419822,-15.6111,0
0.421395,-15.7625,0
0.422967,-15.9145,0
0.42454,-16.0673,0
0.426112,-16.2207,0
0.427684,-16.3748,0
0.429257,-16.5295,0
0.430829,-16.685,0
0.432401,-16.8411,0
0.433974,-16.9978,0
0.435546,-17.1552,0
0.437118,-17.3132,0
0.438691,-17.4718,0
0.440263,-17.631,0
0.441836,-17.7909,0
0.443408,-17.9514,0
0.44498,-18.1124,0
0.446553,-18.2741,0
0.448125,-18.4363,0
0.449697,-18.5991,0
0.45127,-18.7624,0
0.452842,-18.9263,0
0.454415,-19.0908,0
0.455987,-19.2558,0
0.457559,-19.4213,0
0.459132,-19.5873,0
0.460704,-19.7539,0
0.462276,-19.921,0
0.463849,-20.0885,0
0.465421,-20.2566,0
0.466994,-20.4251,0
0.468566,-20.5941,0
0.470138,-20.7636,0
0.471711,-20.9335,0
0.473283,-21.1039,0
0.474855,-21.2747,0
0.476428,-21.446,0
0.478,-21.6177,0
0.479572,-21.7898,0
0.481145,-21.9623,0
0.482717,-22.1352,0
0.48429,-22.3085,0
0.485862,-22.4822,0
0.487434,-22.6563,0
0.489007,-22.8307,0
0.490579,-23.0055,0
0.492151,-23.1807,0
0.493724,-23.3562,0
0.495296,-23.5321,0
0.496869,-23.7083,0
0.498441,-23.8848,0
0.500013,-24.0616,0
0.501586,-24.2387,0
0.503158,-24.4162,0
0.50473,-24.5939,0
0.506303,-24.772,0
0.507875,-24.9503,0
0.509447,-25.1289,0
0.51102,-25.3077,0
0.512592,-25.4868,0
0.514165,-25.6662,0
0.515737,-25.8459,0
0.517309,-26.0257,0
0.518882,-26.2058,0
0.520454,-26.3862,0
0.522026,-26.5667,0
0.523599,-26.7475,0
0.525171,-26.9285,0
0.526744,-27.1096,0
0.528316,-27.291,0
0.529888,-27.4726,0
0.531461,-27.6543,0
0.533033,-27.8363,0
0.534605,-28.0184,0
0.536178,-28.2007,0
0.53775,-28.3831,0
0.539322,-28.5657,0
0.540895,-28.7484,0
0.542467,-28.9313,0
0.54404,-29.1143,0
0.545612,-29.2975,0
0.547184,-29.4808,0
0.548757,-29.6641,0
