# 20240927_192506
alpha,tauRe,tauIm
0,52.04,0
0.00314989,52.0429,0
0.00629978,52.0451,0
0.00944968,52.0466,0
0.0125996,52.0475,0
0.0157495,52.0479,0
0.0188994,52.048,0
0.0220492,52.0477,0
0.0251991,52.0472,0
0.028349,52.0464,0
0.0314989,52.0455,0
0.0346488,52.0445,0
0.0377987,52.0434,0
0.0409486,52.0421,0
0.0440985,52.0408,0
0.0472484,52.0394,0
0.0503983,52.038,0
0.0535482,52.0365,0
0.0566981,52.0349,0
0.059848,52.0333,0
0.0629978,52.0316,0
0.0661477,52.0298,0
0.0692976,52.028,0
0.0724475,52.0261,0
0.0755974,52.0242,0
0.0787473,52.0221,0
0.0818972,52.02,0
0.0850471,52.0178,0
0.088197,52.0155,0
0.0913469,52.0131,0
0.0944968,52.0105,0
0.0976467,52.0079,0
0.100797,52.0052,0
0.103946,52.0023,0
0.107096,51.9993,0
0.110246,51.9962,0
0.113396,51.993,0
0.116546,51.9896,0
0.119696,51.9861,0
0.122846,51.9825,0
0.125996,51.9787,0
0.129146,51.9748,0
0.132295,51.9707,0
0.135445,51.9665,0
0.138595,51.9622,0
0.141745,51.9576,0
0.144895,51.953,0
0.148045,51.9481,0
0.151195,51.9432,0
0.154345,51.938,0
0.157495,51.9327,0
0.160645,51.9272,0
0.163794,51.9215,0
0.166944,51.9157,0
0.170094,51.9096,0
0.173244,51.9034,0
0.176394,51.897,0
0.179544,51.8904,0
0.182694,51.8835,0
0.185844,51.8765,0
0.188994,51.8693,0
0.192143,51.8618,0
0.195293,51.8541,0
0.198443,51.8462,0
0.201593,51.838,0
0.204743,51.8296,0
0.207893,51.8209,0
0.211043,51.812,0
0.214193,51.8028,0
0.217343,51.7934,0
0.220492,51.7836,0
0.223642,51.7736,0
0.226792,51.7632,0
0.229942,51.7526,0
0.233092,51.7416,0
0.236242,51.7303,0
0.239392,51.7187,0
0.242542,51.7067,0
0.245692,51.6943,0
0.248842,51.6817,0
0.251991,51.6686,0
0.255141,51.6551,0
0.258291,51.6413,0
0.261441,51.6271,0
0.264591,51.6124,0
0.267741,51.5974,0
0.270891,51.5819,0
0.274041,51.5659,0
0.277191,51.5495,0
0.28034,51.5327,0
0.28349,51.5154,0
0.28664,51.4976,0
0.28979,51.4793,0
0.29294,51.4605,0
0.29609,51.4412,0
0.29924,51.4213,0
0.30239,51.401,0
0.30554,51.38,0
0.308689,51.3586,0
0.311839,51.3365,0
0.314989,51.3139,0
0.318139,51.2907,0
0.321289,51.2669,0
0.324439,51.2425,0
0.327589,51.2174,0
0.330739,51.1917,0
0.333889,51.1654,0
0.337038,51.1384,0
0.340188,51.1108,0
0.343338,51.0824,0
0.346488,51.0534,0
0.349638,51.0236,0
0.352788,50.9932,0
0.355938,50.962,0
0.359088,50.9301,0
0.362238,50.8974,0
0.365388,50.864,0
0.368537,50.8298,0
0.371687,50.7948,0
0.374837,50.7591,0
0.377987,50.7225,0
0.381137,50.6851,0
0.384287,50.6469,0
0.387437,50.6078,0
0.390587,50.5679,0
0.393737,50.5271,0
0.396886,50.4854,0
0.400036,50.4429,0
0.403186,50.3995,0
0.406336,50.3551,0
0.409486,50.3099,0
0.412636,50.2637,0
0.415786,50.2166,0
0.418936,50.1686,0
0.422086,50.1196,0
0.425235,50.0696,0
