# 20240927_192506
alpha,rRe,rIm
0,0,0
0.00314989,0.164533,0
0.00629978,0.327743,0
0.00944968,0.489875,0
0.0125996,0.651137,0
0.0157495,0.811709,0
0.0188994,0.971741,0
0.0220492,1.13136,0
0.0251991,1.29068,0
0.028349,1.44977,0
0.0314989,1.60872,0
0.0346488,1.76759,0
0.0377987,1.92642,0
0.0409486,2.08524,0
0.0440985,2.2441,0
0.0472484,2.403,0
0.0503983,2.56196,0
0.0535482,2.721,0
0.0566981,2.88013,0
0.059848,3.03934,0
0.0629978,3.19864,0
0.0661477,3.35802,0
0.0692976,3.5175,0
0.0724475,3.67706,0
0.0755974,3.83669,0
0.0787473,3.99641,0
0.0818972,4.1562,0
0.0850471,4.31606,0
0.088197,4.47599,0
0.0913469,4.63598,0
0.0944968,4.79604,0
0.0976467,4.95616,0
0.100797,5.11634,0
0.103946,5.27658,0
0.107096,5.43688,0
0.110246,5.59724,0
0.113396,5.75766,0
0.116546,5.91814,0
0.119696,6.07869,0
0.122846,6.23931,0
0.125996,6.39999,0
0.129146,6.56075,0
0.132295,6.72159,0
0.135445,6.8825,0
0.138595,7.04349,0
0.141745,7.20457,0
0.144895,7.36574,0
0.148045,7.527,0
0.151195,7.68835,0
0.154345,7.8498,0
0.157495,8.01136,0
0.160645,8.17301,0
0.163794,8.33477,0
0.166944,8.49664,0
0.170094,8.65862,0
0.173244,8.8207,0
0.176394,8.98291,0
0.179544,9.14522,0
0.182694,9.30765,0
0.185844,9.4702,0
0.188994,9.63287,0
0.192143,9.79565,0
0.195293,9.95854,0
0.198443,10.1216,0
0.201593,10.2847,0
0.204743,10.4479,0
0.207893,10.6113,0
0.211043,10.7748,0
0.214193,10.9383,0
0.217343,11.102,0
0.220492,11.2658,0
0.223642,11.4297,0
0.226792,11.5937,0
0.229942,11.7579,0
0.233092,11.9221,0
0.236242,12.0864,0
0.239392,12.2508,0
0.242542,12.4153,0
0.245692,12.5799,0
0.248842,12.7445,0
0.251991,12.9093,0
0.255141,13.0741,0
0.258291,13.239,0
0.261441,13.404,0
0.264591,13.5691,0
0.267741,13.7342,0
0.270891,13.8994,0
0.274041,14.0647,0
0.277191,14.23,0
0.28034,14.3954,0
0.28349,14.5608,0
0.28664,14.7263,0
0.28979,14.8918,0
0.29294,15.0573,0
0.29609,15.2229,0
0.29924,15.3885,0
0.30239,15.5542,0
0.30554,15.7198,0
0.308689,15.8855,0
0.311839,16.0512,0
0.314989,16.2169,0
0.318139,16.3826,0
0.321289,16.5483,0
0.324439,16.714,0
0.327589,16.8797,0
0.330739,17.0454,0
0.333889,17.211,0
0.337038,17.3766,0
0.340188,17.5422,0
0.343338,17.7077,0
0.346488,17.8732,0
0.349638,18.0386,0
0.352788,18.2039,0
0.355938,18.3692,0
0.359088,18.5344,0
0.362238,18.6995,0
0.365388,18.8644,0
0.368537,19.0293,0
0.371687,19.1941,0
0.374837,19.3588,0
