# 20240927_192506
alpha,DrRe,DrIm
0,50.3216,0
0.00314989,50.3662,0
0.00629978,50.3993,0
0.00944968,50.4238,0
0.0125996,50.4417,0
0.0157495,50.4547,0
0.0188994,50.4644,0
0.0220492,50.4719,0
0.0251991,50.4781,0
0.028349,50.4837,0
0.0314989,50.4894,0
0.0346488,50.4955,0
0.0377987,50.5023,0
0.0409486,50.5101,0
0.0440985,50.5189,0
0.0472484,50.5289,0
0.0503983,50.5401,0
0.0535482,50.5523,0
0.0566981,50.5657,0
0.059848,50.5802,0
0.0629978,50.5956,0
0.0661477,50.6119,0
0.0692976,50.6291,0
0.0724475,50.6471,0
0.0755974,50.6657,0
0.0787473,50.685,0
0.0818972,50.7049,0
0.0850471,50.7253,0
0.088197,50.7462,0
0.0913469,50.7676,0
0.0944968,50.7894,0
0.0976467,50.8117,0
0.100797,50.8344,0
0.103946,50.8575,0
0.107096,50.8811,0
0.110246,50.9051,0
0.113396,50.9296,0
0.116546,50.9545,0
0.119696,50.9799,0
0.122846,51.0057,0
0.125996,51.0321,0
0.129146,51.059,0
0.132295,51.0864,0
0.135445,51.1143,0
0.138595,51.1428,0
0.141745,51.1718,0
0.144895,51.2013,0
0.148045,51.2314,0
0.151195,51.262,0
0.154345,51.2932,0
0.157495,51.3248,0
0.160645,51.3568,0
0.163794,51.3894,0
0.166944,51.4223,0
0.170094,51.4557,0
0.173244,51.4894,0
0.176394,51.5234,0
0.179544,51.5577,0
0.182694,51.5922,0
0.185844,51.6269,0
0.188994,51.6618,0
0.192143,51.6967,0
0.195293,51.7317,0
0.198443,51.7666,0
0.201593,51.8015,0
0.204743,51.8363,0
0.207893,51.8708,0
0.211043,51.9052,0
0.214193,51.9393,0
0.217343,51.973,0
0.220492,52.0063,0
0.223642,52.0393,0
0.226792,52.0717,0
0.229942,52.1035,0
0.233092,52.1348,0
0.236242,52.1655,0
0.239392,52.1954,0
0.242542,52.2246,0
0.245692,52.253,0
0.248842,52.2807,0
0.251991,52.3074,0
0.255141,52.3332,0
0.258291,52.3581,0
0.261441,52.3819,0
0.264591,52.4048,0
0.267741,52.4265,0
0.270891,52.4471,0
0.274041,52.4666,0
0.277191,52.4849,0
0.28034,52.5019,0
0.28349,52.5176,0
0.28664,52.5321,0
0.28979,52.5451,0
0.29294,52.5567,0
0.29609,52.5669,0
0.29924,52.5756,0
0.30239,52.5828,0
0.30554,52.5884,0
0.308689,52.5923,0
0.311839,52.5946,0
0.314989,52.5951,0
0.318139,52.5939,0
0.321289,52.5908,0
0.324439,52.5859,0
0.327589,52.5791,0
0.330739,52.5702,0
0.333889,52.5594,0
0.337038,52.5464,0
0.340188,52.5313,0
0.343338,52.514,0
0.346488,52.4945,0
0.349638,52.4726,0
0.352788,52.4484,0
0.355938,52.4218,0
0.359088,52.3926,0
0.362238,52.361,0
