# 20240927_192506
alpha,rRe,rIm
0,0,0
0.00157237,0.0822148,0
0.00314474,0.164265,0
0.00471711,0.245887,0
0.00628947,0.327211,0
0.00786184,0.408267,0
0.00943421,0.489081,0
0.0110066,0.56968,0
0.0125789,0.650084,0
0.0141513,0.730317,0
0.0157237,0.810397,0
0.0172961,0.890344,0
0.0188684,0.970172,0
0.0204408,1.0499,0
0.0220132,1.12953,0
0.0235855,1.2091,0
0.0251579,1.28859,0
0.0267303,1.36803,0
0.0283026,1.44743,0
0.029875,1.52679,0
0.0314474,1.60612,0
0.0330197,1.68544,0
0.0345921,1.76473,0
0.0361645,1.84402,0
0.0377368,1.9233,0
0.0393092,2.00258,0
0.0408816,2.08186,0
0.042454,2.16116,0
0.0440263,2.24046,0
0.0455987,2.31977,0
0.0471711,2.39909,0
0.0487434,2.47844,0
0.0503158,2.5578,0
0.0518882,2.63718,0
0.0534605,2.71658,0
0.0550329,2.796,0
0.0566053,2.87544,0
0.0581776,2.9549,0
0.05975,3.03439,0
0.0613224,3.11389,0
0.0628947,3.19342,0
0.0644671,3.27297,0
0.0660395,3.35254,0
0.0676119,3.43214,0
0.0691842,3.51175,0
0.0707566,3.59139,0
0.072329,3.67105,0
0.0739013,3.75073,0
0.0754737,3.83042,0
0.0770461,3.91014,0
0.0786184,3.98987,0
0.0801908,4.06963,0
0.0817632,4.1494,0
0.0833355,4.22919,0
0.0849079,4.309,0
0.0864803,4.38882,0
0.0880526,4.46866,0
0.089625,4.54852,0
0.0911974,4.62839,0
0.0927698,4.70828,0
0.0943421,4.78818,0
0.0959145,4.8681,0
0.0974869,4.94804,0
0.0990592,5.02798,0
0.100632,5.10795,0
0.102204,5.18793,0
0.103776,5.26792,0
0.105349,5.34793,0
0.106921,5.42796,0
0.108493,5.508,0
0.110066,5.58805,0
0.111638,5.66812,0
0.113211,5.74821,0
0.114783,5.82831,0
0.116355,5.90842,0
0.117928,5.98856,0
0.1195,6.06871,0
0.121072,6.14887,0
0.122645,6.22906,0
0.124217,6.30926,0
0.125789,6.38947,0
0.127362,6.46971,0
0.128934,6.54996,0
0.130507,6.63024,0
0.132079,6.71053,0
0.133651,6.79084,0
0.135224,6.87117,0
0.136796,6.95153,0
0.138368,7.0319,0
0.139941,7.11229,0
0.141513,7.19271,0
0.143086,7.27314,0
0.144658,7.3536,0
0.14623,7.43409,0
0.147803,7.51459,0
0.149375,7.59512,0
0.150947,7.67567,0
0.15252,7.75625,0
0.154092,7.83685,0
0.155665,7.91748,0
0.157237,7.99813,0
0.158809,8.07881,0
0.160382,8.15951,0
0.161954,8.24024,0
0.163526,8.321,0
0.165099,8.40178,0
0.166671,8.48259,0
0.168243,8.56343,0
0.169816,8.6443,0
0.171388,8.72519,0
0.172961,8.80611,0
0.174533,8.88706,0
0.176105,8.96804,0
0.177678,9.04904,0
0.17925,9.13008,0
0.180822,9.21114,0
0.182395,9.29223,0
0.183967,9.37335,0
0.18554,9.4545,0
0.187112,9.53568,0
0.188684,9.61689,0
0.190257,9.69812,0
0.191829,9.77939,0
0.193401,9.86069,0
0.194974,9.94201,0
0.196546,10.0234,0
0.198118,10.1047,0
0.199691,10.1862,0
0.201263,10.2676,0
0.202836,10.3491,0
0.204408,10.4306,0
0.20598,10.5121,0
0.207553,10.5936,0
0.209125,10.6752,0
0.210697,10.7568,0
0.21227,10.8385,0
0.213842,10.9201,0
0.215415,11.0018,0
0.216987,11.0835,0
0.218559,11.1653,0
0.220132,11.2471,0
0.221704,11.3289,0
0.223276,11.4107,0
0.224849,11.4925,0
0.226421,11.5744,0
0.227993,11.6563,0
0.229566,11.7382,0
0.231138,11.8202,0
0.232711,11.9022,0
0.234283,11.9842,0
0.235855,12.0662,0
0.237428,12.1483,0
0.239,12.2303,0
0.240572,12.3124,0
0.242145,12.3945,0
0.243717,12.4767,0
0.24529,12.5588,0
0.246862,12.641,0
0.248434,12.7232,0
0.250007,12.8055,0
0.251579,12.8877,0
0.253151,12.97,0
0.254724,13.0523,0
0.256296,13.1346,0
0.257868,13.2169,0
0.259441,13.2993,0
0.261013,13.3816,0
0.262586,13.464,0
0.264158,13.5464,0
0.26573,13.6288,0
0.267303,13.7113,0
0.268875,13.7937,0
0.270447,13.8762,0
0.27202,13.9586,0
0.273592,14.0411,0
0.275165,14.1237,0
0.276737,14.2062,0
0.278309,14.2887,0
0.279882,14.3713,0
0.281454,14.4538,0
0.283026,14.5364,0
0.284599,14.619,0
0.286171,14.7016,0
0.287743,14.7842,0
0.289316,14.8668,0
0.290888,14.9495,0
0.292461,15.0321,0
0.294033,15.1148,0
0.295605,15.1974,0
0.297178,15.2801,0
0.29875,15.3628,0
0.300322,15.4454,0
0.301895,15.5281,0
0.303467,15.6108,0
0.30504,15.6935,0
0.306612,15.7762,0
0.308184,15.8589,0
0.309757,15.9416,0
0.311329,16.0244,0
0.312901,16.1071,0
0.314474,16.1898,0
0.316046,16.2725,0
0.317618,16.3552,0
0.319191,16.4379,0
0.320763,16.5207,0
0.322336,16.6034,0
0.323908,16.6861,0
0.32548,16.7688,0
0.327053,16.8515,0
0.328625,16.9342,0
0.330197,17.0169,0
0.33177,17.0996,0
0.333342,17.1823,0
0.334915,17.2649,0
0.336487,17.3476,0
0.338059,17.4303,0
0.339632,17.5129,0
0.341204,17.5955,0
0.342776,17.6782,0
0.344349,17.7608,0
0.345921,17.8434,0
0.347493,17.926,0
0.349066,18.0085,0
0.350638,18.0911,0
0.352211,18.1736,0
0.353783,18.2561,0
0.355355,18.3386,0
0.356928,18.4211,0
0.3585,18.5035,0
0.360072,18.586,0
