# 20240731_150822
alpha,DrRe,DrIm
0,12.5843,0
0.00157237,12.5882,0
0.00314474,12.592,0
0.00471711,12.5953,0
0.00628947,12.5984,0
0.00786184,12.6012,0
0.00943421,12.6037,0
0.0110066,12.606,0
0.0125789,12.6082,0
0.0141513,12.6101,0
0.0157237,12.6119,0
0.0172961,12.6136,0
0.0188684,12.6151,0
0.0204408,12.6165,0
0.0220132,12.6178,0
0.0235855,12.6191,0
0.0251579,12.6202,0
0.0267303,12.6213,0
0.0283026,12.6224,0
0.029875,12.6234,0
0.0314474,12.6244,0
0.0330197,12.6254,0
0.0345921,12.6263,0
0.0361645,12.6273,0
0.0377368,12.6283,0
0.0393092,12.6292,0
0.0408816,12.6302,0
0.042454,12.6312,0
0.0440263,12.6323,0
0.0455987,12.6334,0
0.0471711,12.6345,0
0.0487434,12.6356,0
0.0503158,12.6368,0
0.0518882,12.6381,0
0.0534605,12.6394,0
0.0550329,12.6408,0
0.0566053,12.6422,0
0.0581776,12.6436,0
0.05975,12.6451,0
0.0613224,12.6467,0
0.0628947,12.6484,0
0.0644671,12.6501,0
0.0660395,12.6518,0
0.0676119,12.6537,0
0.0691842,12.6556,0
0.0707566,12.6575,0
0.072329,12.6595,0
0.0739013,12.6616,0
0.0754737,12.6637,0
0.0770461,12.6659,0
0.0786184,12.6682,0
0.0801908,12.6705,0
0.0817632,12.6729,0
0.0833355,12.6753,0
0.0849079,12.6778,0
0.0864803,12.6804,0
0.0880526,12.683,0
0.089625,12.6856,0
0.0911974,12.6883,0
0.0927698,12.6911,0
0.0943421,12.6939,0
0.0959145,12.6968,0
0.0974869,12.6997,0
0.0990592,12.7026,0
0.100632,12.7056,0
0.102204,12.7087,0
0.103776,12.7118,0
0.105349,12.7149,0
0.106921,12.7181,0
0.108493,12.7213,0
0.110066,12.7245,0
0.111638,12.7278,0
0.113211,12.7311,0
0.114783,12.7345,0
0.116355,12.7379,0
0.117928,12.7413,0
0.1195,12.7447,0
0.121072,12.7482,0
0.122645,12.7517,0
0.124217,12.7553,0
0.125789,12.7588,0
0.127362,12.7624,0
0.128934,12.7661,0
0.130507,12.7697,0
0.132079,12.7734,0
0.133651,12.777,0
0.135224,12.7808,0
0.136796,12.7845,0
0.138368,12.7882,0
0.139941,12.792,0
0.141513,12.7958,0
0.143086,12.7996,0
0.144658,12.8034,0
0.14623,12.8073,0
0.147803,12.8111,0
0.149375,12.815,0
0.150947,12.8189,0
0.15252,12.8228,0
0.154092,12.8267,0
0.155665,12.8306,0
0.157237,12.8346,0
0.158809,12.8385,0
0.160382,12.8425,0
0.161954,12.8465,0
0.163526,12.8505,0
0.165099,12.8545,0
0.166671,12.8585,0
0.168243,12.8625,0
0.169816,12.8665,0
0.171388,12.8705,0
0.172961,12.8746,0
0.174533,12.8786,0
0.176105,12.8827,0
0.177678,12.8868,0
0.17925,12.8908,0
0.180822,12.8949,0
0.182395,12.899,0
0.183967,12.9031,0
0.18554,12.9072,0
0.187112,12.9113,0
0.188684,12.9154,0
0.190257,12.9195,0
0.191829,12.9236,0
0.193401,12.9277,0
0.194974,12.9318,0
0.196546,12.9359,0
0.198118,12.94,0
0.199691,12.9441,0
0.201263,12.9481,0
0.202836,12.9522,0
0.204408,12.9563,0
0.20598,12.9604,0
0.207553,12.9645,0
0.209125,12.9685,0
0.210697,12.9726,0
0.21227,12.9767,0
0.213842,12.9807,0
0.215415,12.9847,0
0.216987,12.9887,0
0.218559,12.9928,0
0.220132,12.9967,0
