# 20240806_163017
# primespec:	data/spec_20240806_151611/spectr5.txt
# qmax:	5.00501
p,finalspecRe,finalspecIm
0,inf,0
0.010101,65106.5,0
0.020202,65580,0
0.030303,66324.8,0
0.040404,67266.6,0
0.0505051,68319.6,0
0.0606061,69457.6,0
0.0707071,70663.9,0
0.0808081,71895.7,0
0.0909091,73199.5,0
0.10101,74629.9,0
0.111111,76209.9,0
0.121212,77960.6,0
0.131313,79965.8,0
0.141414,82300,0
0.151515,85081.6,0
0.161616,88437.8,0
0.171717,92628.7,0
0.181818,98026.5,0
0.191919,105280,0
0.20202,114959,0
0.212121,126736,0
0.222222,138997,0
0.232323,148653,0
0.242424,152053,0
0.252525,146715,0
0.262626,132784,0
0.272727,111020,0
0.282828,84839.4,0
0.292929,59917.3,0
0.30303,39348.6,0
0.313131,inf,0
0.323232,14052.6,0
0.333333,7826.62,0
0.343434,4296.96,0
0.353535,2467.46,0
0.363636,1599.08,0
0.373737,1205.85,0
0.383838,1014.81,0
0.393939,909.126,0
0.40404,847.283,0
0.414141,807.566,0
0.424242,774.855,0
0.434343,743.833,0
0.444444,715.401,0
0.454545,691.071,0
0.464646,668.919,0
0.474747,646.929,0
0.484848,623.674,0
0.494949,599.835,0
0.505051,576.796,0
0.515152,554.818,0
0.525253,531.882,0
0.535354,507.604,0
0.545455,484.013,0
0.555556,462.862,0
0.565657,443.917,0
0.575758,425.56,0
0.585859,407.817,0
0.59596,392.166,0
0.606061,378.056,0
0.616162,363.644,0
0.626263,348.919,0
0.636364,334.824,0
0.646465,321.482,0
0.656566,307.695,0
0.666667,293.319,0
0.676768,278.987,0
0.686869,266.063,0
0.69697,253.564,0
0.707071,241.071,0
0.717172,229.076,0
0.727273,218.739,0
0.737374,209.717,0
0.747475,200.803,0
0.757576,192.146,0
0.767677,184.478,0
0.777778,177.606,0
0.787879,170.624,0
0.79798,163.403,0
0.808081,156.542,0
0.818182,150.289,0
0.828283,144.057,0
0.838384,137.538,0
0.848485,131.346,0
0.858586,125.839,0
0.868687,120.851,0
0.878788,115.848,0
0.888889,111.012,0
0.89899,106.81,0
0.909091,102.966,0
0.919192,99.1342,0
0.929293,95.1823,0
0.939394,91.5756,0
0.949495,88.2924,0
0.959596,85.0301,0
0.969697,81.6939,0
0.979798,78.5553,0
0.989899,75.8094,0
1,73.2229,0
