# 20241029_132856
alpha,Df0Re,Df0Im
0,0.127392,0
0.0158666,0.12773,0
0.0317333,0.127818,0
0.0475999,0.12792,0
0.0634665,0.128092,0
0.0793331,0.128321,0
0.0951998,0.128589,0
0.111066,0.128885,0
0.126933,0.129211,0
0.1428,0.129569,0
0.158666,0.129962,0
0.174533,0.130384,0
0.1904,0.130824,0
0.206266,0.131269,0
0.222133,0.131701,0
0.237999,0.132103,0
0.253866,0.132459,0
0.269733,0.132754,0
0.285599,0.132976,0
0.301466,0.133112,0
0.317333,0.133146,0
0.333199,0.133064,0
0.349066,0.132848,0
0.364932,0.132481,0
0.380799,0.131945,0
0.396666,0.131221,0
0.412532,0.130295,0
0.428399,0.129155,0
0.444266,0.12779,0
0.460132,0.126195,0
0.475999,0.124367,0
0.491866,0.122303,0
0.507732,0.120002,0
0.523599,0.117463,0
0.539465,0.114683,0
0.555332,0.111659,0
0.571199,0.108386,0
0.587065,0.104859,0
0.602932,0.101077,0
0.618799,0.0970385,0
0.634665,0.0927484,0
0.650532,0.0882152,0
0.666398,0.083453,0
0.682265,0.0784799,0
0.698132,0.0733178,0
0.713998,0.0679905,0
0.729865,0.0625223,0
0.745732,0.0569369,0
0.761598,0.0512566,0
0.777465,0.0455025,0
0.793332,0.0396961,0
0.809198,0.0338607,0
0.825065,0.0280241,0
0.840931,0.0222204,0
0.856798,0.0164914,0
0.872665,0.0108869,0
0.888531,0.00546281,0
0.904398,0.000278245,0
0.920265,-0.00460903,0
0.936131,-0.0091476,0
0.951998,-0.0132971,0
0.967864,-0.0170315,0
0.983731,-0.0203406,0
0.999598,-0.0232283,0
1.01546,-0.0257097,0
1.03133,-0.0278059,0
1.0472,-0.0295391,0
1.06306,-0.0309287,0
1.07893,-0.0319899,0
1.0948,-0.0327352,0
1.11066,-0.0331778,0
1.12653,-0.0333361,0
1.1424,-0.0332363,0
1.15826,-0.0329124,0
1.17413,-0.0324012,0
1.19,-0.0317347,0
1.20586,-0.0309312,0
1.22173,-0.0299904,0
1.2376,-0.0288954,0
1.25346,-0.0276221,0
1.26933,-0.0261553,0
1.2852,-0.0245018,0
1.30106,-0.0226939,0
1.31693,-0.0207749,0
1.3328,-0.0187711,0
1.34866,-0.0166618,0
1.36453,-0.0143698,0
1.3804,-0.0117873,0
1.39626,-0.00883368,0
1.41213,-0.00550585,0
1.428,-0.00186577,0
1.44386,0.00206183,0
1.45973,0.00641624,0
1.4756,0.0114863,0
1.49146,0.0174393,0
1.50733,0.0240435,0
1.5232,0.0311432,0
1.53906,0.0402855,0
1.55493,0.0555779,0
1.5708,0.0838552,0
