# 20240801_100303
alpha,urRe,urIm
1.5151,0.160053,0
1.51825,0.150466,0
1.5214,0.14096,0
1.52455,0.131525,0
1.5277,0.122149,0
1.53085,0.112819,0
1.534,0.103517,0
1.53715,0.0942251,0
1.5403,0.0849233,0
1.54345,0.0755887,0
1.5466,0.0661975,0
1.54975,0.0567247,0
1.5529,0.0471448,0
1.55605,0.0374329,0
1.5592,0.0275656,0
1.56235,0.0175225,0
1.5655,0.00728772,0
1.56865,-0.00314757,0
1.5718,-0.0137828,0
