# 20240801_100303
alpha,urRe,urIm
0,0,0
0.00314989,0.00354907,0
0.00629978,0.00711138,0
0.00944968,0.0106849,0
0.0125996,0.0142679,0
0.0157495,0.0178588,0
0.0188994,0.0214563,0
0.0220492,0.0250593,0
0.0251991,0.0286667,0
0.028349,0.0322778,0
0.0314989,0.035892,0
0.0346488,0.0395086,0
0.0377987,0.0431272,0
0.0409486,0.0467474,0
0.0440985,0.0503691,0
0.0472484,0.0539919,0
0.0503983,0.0576157,0
0.0535482,0.0612405,0
0.0566981,0.0648662,0
0.059848,0.0684928,0
0.0629978,0.0721203,0
0.0661477,0.0757488,0
0.0692976,0.0793784,0
0.0724475,0.0830092,0
0.0755974,0.0866413,0
0.0787473,0.0902748,0
0.0818972,0.0939098,0
0.0850471,0.0975464,0
0.088197,0.101185,0
0.0913469,0.104825,0
0.0944968,0.108468,0
0.0976467,0.112112,0
0.100797,0.115759,0
0.103946,0.119409,0
0.107096,0.123061,0
0.110246,0.126715,0
0.113396,0.130373,0
0.116546,0.134033,0
0.119696,0.137696,0
0.122846,0.141362,0
0.125996,0.145031,0
0.129146,0.148704,0
0.132295,0.15238,0
0.135445,0.156059,0
0.138595,0.159741,0
0.141745,0.163427,0
0.144895,0.167117,0
0.148045,0.17081,0
0.151195,0.174506,0
0.154345,0.178206,0
0.157495,0.18191,0
0.160645,0.185617,0
0.163794,0.189328,0
0.166944,0.193043,0
0.170094,0.196762,0
0.173244,0.200484,0
0.176394,0.20421,0
0.179544,0.20794,0
0.182694,0.211674,0
0.185844,0.215411,0
0.188994,0.219153,0
0.192143,0.222898,0
0.195293,0.226647,0
0.198443,0.2304,0
0.201593,0.234157,0
0.204743,0.237918,0
0.207893,0.241683,0
0.211043,0.245452,0
0.214193,0.249225,0
0.217343,0.253001,0
0.220492,0.256782,0
0.223642,0.260567,0
0.226792,0.264356,0
0.229942,0.268148,0
0.233092,0.271945,0
0.236242,0.275746,0
0.239392,0.27955,0
0.242542,0.283359,0
0.245692,0.287172,0
0.248842,0.290988,0
0.251991,0.294809,0
0.255141,0.298633,0
0.258291,0.302461,0
0.261441,0.306293,0
0.264591,0.310129,0
0.267741,0.313969,0
0.270891,0.317813,0
0.274041,0.32166,0
0.277191,0.325511,0
0.28034,0.329365,0
0.28349,0.333223,0
0.28664,0.337085,0
0.28979,0.34095,0
0.29294,0.344818,0
0.29609,0.34869,0
0.29924,0.352564,0
0.30239,0.356442,0
0.30554,0.360323,0
0.308689,0.364207,0
0.311839,0.368094,0
0.314989,0.371984,0
0.318139,0.375876,0
0.321289,0.379771,0
0.324439,0.383668,0
0.327589,0.387568,0
0.330739,0.39147,0
0.333889,0.395374,0
0.337038,0.39928,0
0.340188,0.403188,0
0.343338,0.407097,0
0.346488,0.411008,0
0.349638,0.414921,0
0.352788,0.418835,0
0.355938,0.42275,0
0.359088,0.426667,0
0.362238,0.430584,0
0.365388,0.434502,0
0.368537,0.438421,0
0.371687,0.44234,0
0.374837,0.44626,0
0.377987,0.45018,0
0.381137,0.454101,0
0.384287,0.458021,0
0.387437,0.461941,0
0.390587,0.465861,0
0.393737,0.469781,0
0.396886,0.4737,0
0.400036,0.477619,0
0.403186,0.481537,0
0.406336,0.485454,0
0.409486,0.48937,0
0.412636,0.493285,0
0.415786,0.497199,0
0.418936,0.501112,0
0.422086,0.505023,0
0.425235,0.508933,0
0.428385,0.512841,0
0.431535,0.516748,0
0.434685,0.520653,0
0.437835,0.524556,0
0.440985,0.528457,0
0.444135,0.532357,0
0.447285,0.536254,0
0.450435,0.540149,0
0.453585,0.544042,0
0.456734,0.547933,0
0.459884,0.551822,0
0.463034,0.555708,0
0.466184,0.559592,0
0.469334,0.563473,0
0.472484,0.567352,0
0.475634,0.571228,0
0.478784,0.575102,0
0.481934,0.578973,0
0.485083,0.582842,0
0.488233,0.586708,0
0.491383,0.590571,0
0.494533,0.594431,0
0.497683,0.598289,0
0.500833,0.602144,0
0.503983,0.605996,0
0.507133,0.609845,0
0.510283,0.613692,0
0.513432,0.617535,0
0.516582,0.621376,0
0.519732,0.625214,0
0.522882,0.629049,0
0.526032,0.632881,0
0.529182,0.636709,0
0.532332,0.640535,0
0.535482,0.644358,0
0.538632,0.648178,0
0.541781,0.651995,0
0.544931,0.655809,0
0.548081,0.65962,0
0.551231,0.663427,0
0.554381,0.667232,0
0.557531,0.671033,0
0.560681,0.674831,0
0.563831,0.678626,0
0.566981,0.682418,0
0.570131,0.686206,0
0.57328,0.689991,0
0.57643,0.693772,0
0.57958,0.697551,0
0.58273,0.701325,0
0.58588,0.705096,0
0.58903,0.708864,0
0.59218,0.712628,0
0.59533,0.716388,0
0.59848,0.720144,0
0.601629,0.723897,0
0.604779,0.727646,0
0.607929,0.731391,0
0.611079,0.735131,0
0.614229,0.738868,0
0.617379,0.7426,0
0.620529,0.746329,0
0.623679,0.750052,0
0.626829,0.753772,0
0.629978,0.757487,0
0.633128,0.761197,0
0.636278,0.764902,0
0.639428,0.768603,0
0.642578,0.772299,0
0.645728,0.775989,0
0.648878,0.779675,0
0.652028,0.783355,0
0.655178,0.78703,0
0.658328,0.790699,0
0.661477,0.794362,0
0.664627,0.79802,0
0.667777,0.801672,0
0.670927,0.805317,0
0.674077,0.808957,0
0.677227,0.81259,0
0.680377,0.816216,0
0.683527,0.819836,0
0.686677,0.823448,0
0.689826,0.827054,0
0.692976,0.830652,0
0.696126,0.834243,0
0.699276,0.837826,0
0.702426,0.841402,0
0.705576,0.844969,0
0.708726,0.848528,0
0.711876,0.852079,0
0.715026,0.855621,0
0.718175,0.859153,0
0.721325,0.862677,0
0.724475,0.866191,0
0.727625,0.869695,0
0.730775,0.87319,0
0.733925,0.876674,0
0.737075,0.880147,0
0.740225,0.883609,0
0.743375,0.88706,0
0.746525,0.8905,0
0.749674,0.893928,0
0.752824,0.897343,0
0.755974,0.900746,0
0.759124,0.904135,0
0.762274,0.907512,0
0.765424,0.910874,0
0.768574,0.914222,0
0.771724,0.917556,0
0.774874,0.920874,0
0.778023,0.924177,0
0.781173,0.927464,0
0.784323,0.930734,0
0.787473,0.933987,0
0.790623,0.937223,0
0.793773,0.94044,0
0.796923,0.943639,0
0.800073,0.946818,0
0.803223,0.949978,0
0.806372,0.953117,0
0.809522,0.956235,0
0.812672,0.959332,0
0.815822,0.962406,0
0.818972,0.965457,0
0.822122,0.968485,0
0.825272,0.971488,0
0.828422,0.974467,0
0.831572,0.977419,0
0.834722,0.980346,0
0.837871,0.983245,0
0.841021,0.986116,0
0.844171,0.988958,0
0.847321,0.991771,0
0.850471,0.994553,0
0.853621,0.997305,0
0.856771,1.00002,0
0.859921,1.00271,0
0.863071,1.00536,0
0.86622,1.00798,0
0.86937,1.01057,0
0.87252,1.01312,0
0.87567,1.01563,0
0.87882,1.0181,0
0.88197,1.02054,0
0.88512,1.02293,0
0.88827,1.02529,0
0.89142,1.0276,0
0.894569,1.02987,0
0.897719,1.0321,0
0.900869,1.03429,0
0.904019,1.03643,0
0.907169,1.03852,0
0.910319,1.04057,0
0.913469,1.04258,0
0.916619,1.04453,0
0.919769,1.04644,0
0.922918,1.0483,0
0.926068,1.0501,0
0.929218,1.05186,0
0.932368,1.05356,0
0.935518,1.05522,0
0.938668,1.05682,0
0.941818,1.05836,0
0.944968,1.05985,0
0.948118,1.06129,0
0.951268,1.06267,0
0.954417,1.06399,0
0.957567,1.06526,0
0.960717,1.06646,0
0.963867,1.06761,0
0.967017,1.06871,0
0.970167,1.06974,0
0.973317,1.07071,0
0.976467,1.07162,0
0.979617,1.07247,0
0.982766,1.07326,0
0.985916,1.07399,0
0.989066,1.07465,0
0.992216,1.07526,0
0.995366,1.0758,0
0.998516,1.07627,0
1.00167,1.07669,0
1.00482,1.07704,0
1.00797,1.07732,0
1.01112,1.07754,0
1.01427,1.0777,0
1.01742,1.07779,0
1.02057,1.07781,0
1.02372,1.07777,0
1.02686,1.07766,0
1.03001,1.07749,0
1.03316,1.07725,0
1.03631,1.07695,0
1.03946,1.07658,0
1.04261,1.07614,0
1.04576,1.07564,0
1.04891,1.07507,0
1.05206,1.07443,0
1.05521,1.07373,0
1.05836,1.07296,0
1.06151,1.07212,0
1.06466,1.07121,0
1.06781,1.07024,0
1.07096,1.0692,0
1.07411,1.06809,0
1.07726,1.06692,0
1.08041,1.06567,0
1.08356,1.06436,0
1.08671,1.06298,0
1.08986,1.06154,0
1.09301,1.06002,0
1.09616,1.05844,0
1.09931,1.05679,0
1.10246,1.05507,0
1.10561,1.05328,0
1.10876,1.05142,0
1.11191,1.0495,0
1.11506,1.0475,0
1.11821,1.04544,0
1.12136,1.04331,0
1.12451,1.0411,0
1.12766,1.03883,0
1.13081,1.03649,0
1.13396,1.03408,0
1.13711,1.0316,0
1.14026,1.02905,0
1.14341,1.02643,0
1.14656,1.02374,0
1.14971,1.02097,0
1.15286,1.01814,0
1.15601,1.01524,0
1.15916,1.01226,0
1.16231,1.00922,0
1.16546,1.0061,0
1.16861,1.00291,0
1.17176,0.999649,0
1.17491,0.996316,0
1.17806,0.992911,0
1.18121,0.989433,0
1.18436,0.985882,0
1.18751,0.982259,0
1.19066,0.978562,0
1.19381,0.974793,0
1.19696,0.970949,0
1.20011,0.967032,0
1.20326,0.963042,0
1.20641,0.958977,0
1.20956,0.954837,0
1.21271,0.950623,0
1.21586,0.946334,0
1.21901,0.94197,0
1.22216,0.937531,0
1.22531,0.933015,0
1.22846,0.928424,0
1.23161,0.923756,0
1.23476,0.919012,0
1.23791,0.914191,0
1.24106,0.909292,0
1.24421,0.904315,0
1.24736,0.89926,0
1.25051,0.894126,0
1.25366,0.888912,0
1.25681,0.883619,0
1.25996,0.878245,0
1.26311,0.87279,0
1.26626,0.867253,0
1.26941,0.861634,0
1.27256,0.855932,0
1.27571,0.850146,0
1.27886,0.844274,0
1.28201,0.838318,0
1.28516,0.832274,0
1.28831,0.826143,0
1.29146,0.819923,0
1.29461,0.813614,0
1.29776,0.807214,0
1.30091,0.800722,0
1.30406,0.794137,0
1.30721,0.787458,0
1.31036,0.780683,0
1.31351,0.773812,0
1.31666,0.766843,0
1.3198,0.759774,0
1.32295,0.752605,0
1.3261,0.745335,0
1.32925,0.737961,0
1.3324,0.730483,0
1.33555,0.722899,0
1.3387,0.715209,0
1.34185,0.707411,0
1.345,0.699504,0
1.34815,0.691487,0
1.3513,0.683359,0
1.35445,0.67512,0
1.3576,0.666768,0
1.36075,0.658303,0
1.3639,0.649725,0
1.36705,0.641033,0
1.3702,0.632228,0
1.37335,0.623308,0
1.3765,0.614276,0
1.37965,0.60513,0
1.3828,0.595872,0
1.38595,0.586502,0
1.3891,0.577023,0
1.39225,0.567435,0
1.3954,0.55774,0
1.39855,0.547941,0
1.4017,0.53804,0
1.40485,0.52804,0
1.408,0.517944,0
1.41115,0.507754,0
1.4143,0.497477,0
1.41745,0.487114,0
1.4206,0.476672,0
1.42375,0.466155,0
1.4269,0.455568,0
1.43005,0.444917,0
1.4332,0.434209,0
1.43635,0.423449,0
1.4395,0.412645,0
1.44265,0.401803,0
1.4458,0.390931,0
1.44895,0.380038,0
1.4521,0.36913,0
1.45525,0.358215,0
1.4584,0.347304,0
1.46155,0.336402,0
1.4647,0.32552,0
1.46785,0.314666,0
1.471,0.303849,0
1.47415,0.293075,0
1.4773,0.282355,0
1.48045,0.271696,0
1.4836,0.261104,0
1.48675,0.250588,0
1.4899,0.240153,0
1.49305,0.229805,0
1.4962,0.219549,0
1.49935,0.209388,0
1.5025,0.199325,0
1.50565,0.189361,0
1.5088,0.179496,0
1.51195,0.169728,0
