# 20240801_100303
alpha,DrRe,DrIm
0,12.5843,0
0.00314989,12.592,0
0.00629978,12.5984,0
0.00944968,12.6037,0
0.0125996,12.6082,0
0.0157495,12.612,0
0.0188994,12.6151,0
0.0220492,12.6179,0
0.0251991,12.6203,0
0.028349,12.6224,0
0.0314989,12.6244,0
0.0346488,12.6264,0
0.0377987,12.6283,0
0.0409486,12.6303,0
0.0440985,12.6323,0
0.0472484,12.6345,0
0.0503983,12.6369,0
0.0535482,12.6395,0
0.0566981,12.6422,0
0.059848,12.6452,0
0.0629978,12.6485,0
0.0661477,12.652,0
0.0692976,12.6557,0
0.0724475,12.6597,0
0.0755974,12.6639,0
0.0787473,12.6684,0
0.0818972,12.6731,0
0.0850471,12.678,0
0.088197,12.6832,0
0.0913469,12.6886,0
0.0944968,12.6942,0
0.0976467,12.7,0
0.100797,12.706,0
0.103946,12.7121,0
0.107096,12.7184,0
0.110246,12.7249,0
0.113396,12.7315,0
0.116546,12.7383,0
0.119696,12.7452,0
0.122846,12.7522,0
0.125996,12.7593,0
0.129146,12.7665,0
0.132295,12.7739,0
0.135445,12.7813,0
0.138595,12.7888,0
0.141745,12.7963,0
0.144895,12.804,0
0.148045,12.8117,0
0.151195,12.8195,0
0.154345,12.8273,0
0.157495,12.8352,0
0.160645,12.8431,0
0.163794,12.8511,0
0.166944,12.8592,0
0.170094,12.8672,0
0.173244,12.8753,0
0.176394,12.8834,0
0.179544,12.8916,0
0.182694,12.8998,0
0.185844,12.908,0
0.188994,12.9162,0
0.192143,12.9244,0
0.195293,12.9326,0
0.198443,12.9408,0
0.201593,12.949,0
0.204743,12.9572,0
0.207893,12.9654,0
0.211043,12.9735,0
0.214193,12.9816,0
0.217343,12.9897,0
0.220492,12.9977,0
0.223642,13.0056,0
0.226792,13.0135,0
0.229942,13.0213,0
0.233092,13.0289,0
0.236242,13.0365,0
0.239392,13.044,0
0.242542,13.0514,0
0.245692,13.0586,0
0.248842,13.0656,0
0.251991,13.0725,0
0.255141,13.0792,0
0.258291,13.0857,0
0.261441,13.092,0
0.264591,13.0981,0
0.267741,13.104,0
0.270891,13.1096,0
0.274041,13.1149,0
0.277191,13.1199,0
0.28034,13.1247,0
0.28349,13.1291,0
0.28664,13.1332,0
0.28979,13.137,0
0.29294,13.1404,0
0.29609,13.1434,0
0.29924,13.146,0
0.30239,13.1482,0
0.30554,13.15,0
0.308689,13.1513,0
0.311839,13.1522,0
0.314989,13.1527,0
0.318139,13.1526,0
0.321289,13.152,0
0.324439,13.1509,0
0.327589,13.1493,0
0.330739,13.1472,0
0.333889,13.1445,0
0.337038,13.1412,0
0.340188,13.1373,0
0.343338,13.1329,0
0.346488,13.1278,0
0.349638,13.1221,0
0.352788,13.1158,0
0.355938,13.1088,0
0.359088,13.1012,0
0.362238,13.0929,0
0.365388,13.084,0
0.368537,13.0743,0
0.371687,13.064,0
0.374837,13.0529,0
0.377987,13.0412,0
0.381137,13.0287,0
0.384287,13.0155,0
0.387437,13.0015,0
0.390587,12.9868,0
0.393737,12.9714,0
0.396886,12.9552,0
0.400036,12.9382,0
0.403186,12.9204,0
0.406336,12.9019,0
0.409486,12.8826,0
0.412636,12.8625,0
0.415786,12.8415,0
0.418936,12.8198,0
0.422086,12.7973,0
0.425235,12.7739,0
0.428385,12.7498,0
0.431535,12.7248,0
0.434685,12.6989,0
0.437835,12.6722,0
0.440985,12.6447,0
0.444135,12.6163,0
0.447285,12.5871,0
0.450435,12.557,0
0.453585,12.5261,0
0.456734,12.4943,0
0.459884,12.4616,0
0.463034,12.428,0
0.466184,12.3935,0
0.469334,12.3582,0
0.472484,12.3219,0
0.475634,12.2848,0
0.478784,12.2467,0
0.481934,12.2077,0
0.485083,12.1679,0
0.488233,12.1271,0
0.491383,12.0853,0
0.494533,12.0427,0
0.497683,11.9991,0
0.500833,11.9545,0
0.503983,11.909,0
0.507133,11.8626,0
0.510283,11.8152,0
0.513432,11.7668,0
0.516582,11.7175,0
0.519732,11.6672,0
0.522882,11.616,0
0.526032,11.5637,0
0.529182,11.5105,0
0.532332,11.4563,0
0.535482,11.4011,0
0.538632,11.3449,0
0.541781,11.2878,0
0.544931,11.2296,0
0.548081,11.1704,0
0.551231,11.1102,0
0.554381,11.0491,0
0.557531,10.9869,0
0.560681,10.9237,0
0.563831,10.8595,0
0.566981,10.7943,0
0.570131,10.7281,0
0.57328,10.6609,0
0.57643,10.5927,0
0.57958,10.5235,0
0.58273,10.4533,0
0.58588,10.3821,0
0.58903,10.3099,0
0.59218,10.2367,0
0.59533,10.1625,0
0.59848,10.0873,0
0.601629,10.0111,0
0.604779,9.93401,0
0.607929,9.85589,0
0.611079,9.77681,0
0.614229,9.69677,0
0.617379,9.61578,0
0.620529,9.53383,0
0.623679,9.45095,0
0.626829,9.36713,0
0.629978,9.28239,0
0.633128,9.19673,0
0.636278,9.11016,0
0.639428,9.0227,0
0.642578,8.93435,0
0.645728,8.84512,0
0.648878,8.75502,0
0.652028,8.66406,0
0.655178,8.57226,0
0.658328,8.47962,0
0.661477,8.38616,0
0.664627,8.29189,0
0.667777,8.19681,0
0.670927,8.10095,0
0.674077,8.00432,0
0.677227,7.90692,0
0.680377,7.80877,0
0.683527,7.70988,0
0.686677,7.61028,0
0.689826,7.50996,0
0.692976,7.40895,0
0.696126,7.30726,0
0.699276,7.2049,0
0.702426,7.10188,0
0.705576,6.99823,0
0.708726,6.89396,0
0.711876,6.78908,0
0.715026,6.6836,0
0.718175,6.57755,0
0.721325,6.47093,0
0.724475,6.36376,0
0.727625,6.25607,0
0.730775,6.14786,0
0.733925,6.03914,0
0.737075,5.92995,0
0.740225,5.82029,0
0.743375,5.71018,0
0.746525,5.59964,0
0.749674,5.48869,0
0.752824,5.37734,0
0.755974,5.26561,0
0.759124,5.15352,0
0.762274,5.04109,0
0.765424,4.92834,0
0.768574,4.81529,0
0.771724,4.70196,0
0.774874,4.58836,0
0.778023,4.47453,0
0.781173,4.36048,0
0.784323,4.24624,0
0.787473,4.13182,0
0.790623,4.01726,0
0.793773,3.90257,0
0.796923,3.78778,0
0.800073,3.67291,0
0.803223,3.558,0
0.806372,3.44306,0
0.809522,3.32813,0
0.812672,3.21323,0
0.815822,3.09839,0
0.818972,2.98364,0
0.822122,2.86901,0
0.825272,2.75454,0
0.828422,2.64024,0
0.831572,2.52616,0
0.834722,2.41233,0
0.837871,2.29878,0
0.841021,2.18554,0
0.844171,2.07266,0
0.847321,1.96016,0
0.850471,1.84807,0
0.853621,1.73645,0
0.856771,1.62532,0
0.859921,1.51472,0
0.863071,1.40469,0
0.86622,1.29527,0
0.86937,1.18649,0
0.87252,1.0784,0
0.87567,0.971025,0
0.87882,0.864418,0
0.88197,0.758611,0
0.88512,0.653646,0
0.88827,0.54956,0
0.89142,0.446394,0
0.894569,0.344185,0
0.897719,0.242973,0
0.900869,0.142795,0
0.904019,0.0436897,0
0.907169,-0.0543056,0
0.910319,-0.151154,0
0.913469,-0.24682,0
0.916619,-0.341268,0
0.919769,-0.434464,0
0.922918,-0.526373,0
0.926068,-0.616963,0
0.929218,-0.706203,0
0.932368,-0.794062,0
0.935518,-0.880511,0
0.938668,-0.965522,0
0.941818,-1.04907,0
0.944968,-1.13112,0
0.948118,-1.21167,0
0.951268,-1.29068,0
0.954417,-1.36813,0
0.957567,-1.444,0
0.960717,-1.51829,0
0.963867,-1.59096,0
0.967017,-1.66202,0
0.970167,-1.73144,0
0.973317,-1.79921,0
0.976467,-1.86534,0
0.979617,-1.9298,0
0.982766,-1.9926,0
0.985916,-2.05374,0
0.989066,-2.1132,0
0.992216,-2.171,0
0.995366,-2.22714,0
0.998516,-2.28161,0
1.00167,-2.33443,0
1.00482,-2.3856,0
1.00797,-2.43514,0
1.01112,-2.48304,0
1.01427,-2.52933,0
1.01742,-2.57402,0
1.02057,-2.61712,0
1.02372,-2.65865,0
1.02686,-2.69862,0
1.03001,-2.73706,0
1.03316,-2.77398,0
1.03631,-2.8094,0
1.03946,-2.84335,0
1.04261,-2.87585,0
1.04576,-2.90691,0
1.04891,-2.93656,0
1.05206,-2.96483,0
1.05521,-2.99174,0
1.05836,-3.0173,0
1.06151,-3.04156,0
1.06466,-3.06452,0
1.06781,-3.08622,0
1.07096,-3.10667,0
1.07411,-3.1259,0
1.07726,-3.14394,0
1.08041,-3.1608,0
1.08356,-3.17652,0
1.08671,-3.1911,0
1.08986,-3.20457,0
1.09301,-3.21696,0
1.09616,-3.22827,0
1.09931,-3.23854,0
1.10246,-3.24778,0
1.10561,-3.25601,0
1.10876,-3.26323,0
1.11191,-3.26948,0
1.11506,-3.27477,0
1.11821,-3.2791,0
1.12136,-3.2825,0
1.12451,-3.28497,0
1.12766,-3.28654,0
1.13081,-3.2872,0
1.13396,-3.28698,0
1.13711,-3.28588,0
1.14026,-3.28391,0
1.14341,-3.28108,0
1.14656,-3.27741,0
1.14971,-3.2729,0
1.15286,-3.26755,0
1.15601,-3.26139,0
1.15916,-3.25441,0
1.16231,-3.24662,0
1.16546,-3.23803,0
1.16861,-3.22866,0
1.17176,-3.2185,0
1.17491,-3.20757,0
1.17806,-3.19588,0
1.18121,-3.18343,0
1.18436,-3.17024,0
1.18751,-3.1563,0
1.19066,-3.14165,0
1.19381,-3.12627,0
1.19696,-3.11019,0
1.20011,-3.09341,0
1.20326,-3.07595,0
1.20641,-3.05782,0
1.20956,-3.03902,0
1.21271,-3.01958,0
1.21586,-2.9995,0
1.21901,-2.97879,0
1.22216,-2.95747,0
1.22531,-2.93555,0
1.22846,-2.91305,0
1.23161,-2.88996,0
1.23476,-2.86631,0
1.23791,-2.84211,0
1.24106,-2.81736,0
1.24421,-2.79208,0
1.24736,-2.76628,0
1.25051,-2.73996,0
1.25366,-2.71313,0
1.25681,-2.68579,0
1.25996,-2.65796,0
1.26311,-2.62963,0
1.26626,-2.60081,0
1.26941,-2.5715,0
1.27256,-2.5417,0
1.27571,-2.51141,0
1.27886,-2.48062,0
1.28201,-2.44933,0
1.28516,-2.41753,0
1.28831,-2.38522,0
1.29146,-2.35238,0
1.29461,-2.31901,0
1.29776,-2.28509,0
1.30091,-2.25062,0
1.30406,-2.21557,0
1.30721,-2.17993,0
1.31036,-2.14369,0
1.31351,-2.10683,0
1.31666,-2.06934,0
1.3198,-2.03119,0
1.32295,-1.99237,0
1.3261,-1.95286,0
1.32925,-1.91264,0
1.3324,-1.8717,0
1.33555,-1.83003,0
1.3387,-1.78759,0
1.34185,-1.74439,0
1.345,-1.70039,0
1.34815,-1.6556,0
1.3513,-1.61,0
1.35445,-1.56356,0
1.3576,-1.51629,0
1.36075,-1.46816,0
1.3639,-1.41917,0
1.36705,-1.3693,0
1.3702,-1.31855,0
1.37335,-1.26689,0
1.3765,-1.21432,0
1.37965,-1.16082,0
1.3828,-1.10637,0
1.38595,-1.05096,0
1.3891,-0.99455,0
1.39225,-0.937129,0
1.3954,-0.878663,0
1.39855,-0.819118,0
1.4017,-0.758456,0
1.40485,-0.696634,0
1.408,-0.633601,0
1.41115,-0.569304,0
1.4143,-0.503682,0
1.41745,-0.436667,0
1.4206,-0.368188,0
1.42375,-0.298167,0
1.4269,-0.226522,0
1.43005,-0.153164,0
1.4332,-0.0780054,0
1.43635,-0.000951983,0
1.4395,0.0780895,0
1.44265,0.159212,0
1.4458,0.242507,0
1.44895,0.32806,0
1.4521,0.415953,0
1.45525,0.506258,0
1.4584,0.599037,0
1.46155,0.694341,0
1.4647,0.792207,0
1.46785,0.892655,0
1.471,0.995691,0
1.47415,1.1013,0
1.4773,1.20947,0
1.48045,1.32014,0
1.4836,1.43326,0
1.48675,1.54879,0
1.4899,1.66664,0
1.49305,1.78679,0
1.4962,1.90919,0
1.49935,2.03385,0
1.5025,2.16083,0
1.50565,2.29025,0
1.5088,2.42235,0
1.51195,2.55746,0
1.5151,2.69611,0
1.51825,2.83901,0
1.5214,2.98711,0
1.52455,3.14163,0
1.5277,3.30416,0
1.53085,3.47664,0
1.534,3.66147,0
1.53715,3.86154,0
1.5403,4.08028,0
1.54345,4.32171,0
1.5466,4.59049,0
1.54975,4.8919,0
1.5529,5.23191,0
1.55605,5.61711,0
1.5592,6.05466,0
1.56235,6.55223,0
1.5655,7.11776,0
1.56865,7.75931,0
1.5718,8.48469,0
