# 20241125_223122
# primespec:	data/spectra_real_sigma_constfield/spec_20241125_162507/spectr.txt
# qmax:	5
# ma:	0.364
# mb:	0.14
# mc:	0.14
# B:	1
# Q:	1
# [DEBUG] pabc:	0.116293
# [DEBUG] Eabc:	0.182
p,finalspecRe,finalspecIm
0,inf,0
0.0100503,2974.9,0
0.0201005,2983.33,0
0.0301508,3011.06,0
0.040201,3052.53,0
0.0502513,3114.76,0
0.0603015,3189.22,0
0.0703518,3320.03,0
0.080402,3435.02,0
0.0904523,3433.18,0
0.100503,3255.59,0
0.110553,2884.03,0
0.120603,2371.67,0
0.130653,1819.65,0
0.140704,1331.18,0
0.150754,948.369,0
0.160804,672.912,0
0.170854,490.285,0
0.180905,377.552,0
0.190955,304.705,0
0.201005,248.155,0
0.211055,201.321,0
0.221106,165.772,0
0.231156,139.433,0
0.241206,117.043,0
0.251256,97.4907,0
0.261307,82.5158,0
0.271357,71.1422,0
0.281407,60.8119,0
0.291457,51.2982,0
0.301508,43.8396,0
0.311558,38.0321,0
0.321608,32.5836,0
0.331658,27.6924,0
0.341709,24.0839,0
0.351759,21.3269,0
0.361809,18.71,0
0.371859,16.4061,0
0.38191,14.7317,0
0.39196,13.2693,0
0.40201,11.7289,0
0.41206,10.3343,0
0.422111,9.2731,0
0.432161,8.2849,0
0.442211,7.26893,0
0.452261,6.44751,0
0.462312,5.87639,0
0.472362,5.34923,0
0.482412,4.82498,0
0.492462,4.42804,0
0.502513,4.11198,0
0.512563,3.75017,0
0.522613,3.36982,0
0.532663,3.07699,0
0.542714,2.82169,0
0.552764,2.53864,0
0.562814,2.28479,0
0.572864,2.12217,0
0.582915,1.98639,0
0.592965,1.83439,0
0.603015,1.70606,0
0.613065,1.61283,0
0.623116,1.50232,0
0.633166,1.36549,0
0.643216,1.25307,0
0.653266,1.17018,0
0.663317,1.07888,0
0.673367,0.985842,0
0.683417,0.926317,0
0.693467,0.886384,0
0.703518,0.835603,0
0.713568,0.782957,0
0.723618,0.746062,0
0.733668,0.705418,0
0.743719,0.647792,0
0.753769,0.594384,0
0.763819,0.561588,0
0.773869,0.530659,0
0.78392,0.495225,0
0.79397,0.470712,0
0.80402,0.45644,0
0.81407,0.436924,0
0.824121,0.41109,0
0.834171,0.391807,0
0.844221,0.373694,0
0.854271,0.346977,0
0.864322,0.319391,0
0.874372,0.303399,0
0.884422,0.292432,0
0.894472,0.278721,0
0.904523,0.267481,0
0.914573,0.260553,0
0.924623,0.251908,0
0.934673,0.236907,0
0.944724,0.224449,0
0.954774,0.215243,0
0.964824,0.203734,0
0.974874,0.189966,0
0.984925,0.181228,0
0.994975,0.176552,0
1.00503,0.171555,0
1.01508,0.164806,0
1.02513,0.161361,0
1.03518,0.156054,0
1.04523,0.147225,0
1.05528,0.137574,0
1.06533,0.131933,0
1.07538,0.127277,0
1.08543,0.121034,0
1.09548,0.116383,0
1.10553,0.114734,0
1.11558,0.11214,0
1.12563,0.108188,0
1.13568,0.105471,0
1.14573,0.102613,0
1.15578,0.096995,0
1.16583,0.0908369,0
1.17588,0.0870398,0
1.18593,0.0852562,0
1.19598,0.0821637,0
1.20603,0.0800796,0
1.21608,0.0789424,0
1.22613,0.0775944,0
1.23618,0.0744373,0
1.24623,0.0715227,0
1.25628,0.0695876,0
1.26633,0.0670864,0
1.27638,0.0633191,0
1.28643,0.0609732,0
1.29648,0.0601982,0
1.30653,0.0592839,0
1.31658,0.0579315,0
1.32663,0.0569905,0
1.33668,0.0559458,0
1.34673,0.0536817,0
1.35678,0.0506341,0
1.36683,0.049302,0
1.37688,0.0483368,0
1.38693,0.0462789,0
1.39698,0.0447982,0
1.40704,0.0442587,0
1.41709,0.0437141,0
1.42714,0.0428446,0
1.43719,0.0418628,0
1.44724,0.0411978,0
1.45729,0.0396329,0
1.46734,0.0376743,0
1.47739,0.0365106,0
1.48744,0.0359761,0
1.49749,0.0351706,0
1.50754,0.0344936,0
1.51759,0.0340493,0
1.52764,0.0338175,0
1.53769,0.0323287,0
1.54774,0.0314456,0
1.55779,0.0311129,0
1.56784,0.0304226,0
1.57789,0.0291376,0
1.58794,0.028277,0
1.59799,0.0276416,0
1.60804,0.0272219,0
1.61809,0.0267365,0
1.62814,0.0268028,0
1.63819,0.0263385,0
1.64824,0.0253591,0
1.65829,0.0242774,0
1.66834,0.0236135,0
1.67839,0.0232342,0
1.68844,0.0228013,0
1.69849,0.0222794,0
1.70854,0.0219355,0
1.71859,0.0216894,0
1.72864,0.0213034,0
1.73869,0.021013,0
1.74874,0.0207234,0
1.75879,0.0201507,0
1.76884,0.0191742,0
1.77889,0.0186147,0
1.78894,0.0185478,0
1.79899,0.0183715,0
1.80905,0.0181253,0
1.8191,0.0178652,0
1.82915,0.0176424,0
1.8392,0.0172397,0
1.84925,0.0167598,0
1.8593,0.0164268,0
1.86935,0.0161348,0
1.8794,0.0158825,0
1.88945,0.0151086,0
1.8995,0.0150631,0
1.90955,0.015033,0
1.9196,0.0148979,0
1.92965,0.0147476,0
1.9397,0.0146609,0
1.94975,0.013898,0
1.9598,0.0134124,0
1.96985,0.0132032,0
1.9799,0.0132524,0
1.98995,0.0128656,0
2,0.0127205,0
