# 20240731_142132
alpha,urRe,urIm
0.169816,0.206707,0
0.171388,0.208572,0
0.172961,0.210437,0
0.174533,0.212304,0
0.176105,0.214171,0
0.177678,0.21604,0
0.17925,0.217909,0
0.180822,0.219778,0
0.182395,0.221649,0
0.183967,0.22352,0
0.18554,0.225392,0
0.187112,0.227265,0
0.188684,0.229138,0
0.190257,0.231012,0
0.191829,0.232887,0
0.193401,0.234762,0
0.194974,0.236638,0
0.196546,0.238515,0
0.198118,0.240392,0
0.199691,0.24227,0
0.201263,0.244149,0
0.202836,0.246028,0
0.204408,0.247908,0
0.20598,0.249788,0
0.207553,0.251669,0
0.209125,0.253551,0
0.210697,0.255433,0
0.21227,0.257316,0
0.213842,0.2592,0
0.215415,0.261084,0
0.216987,0.262969,0
0.218559,0.264855,0
0.220132,0.266741,0
0.221704,0.268628,0
0.223276,0.270516,0
0.224849,0.272404,0
0.226421,0.274293,0
0.227993,0.276183,0
0.229566,0.278073,0
0.231138,0.279965,0
0.232711,0.281857,0
0.234283,0.283749,0
0.235855,0.285643,0
0.237428,0.287537,0
0.239,0.289432,0
0.240572,0.291328,0
0.242145,0.293225,0
0.243717,0.295123,0
0.24529,0.297021,0
0.246862,0.298921,0
0.248434,0.300821,0
0.250007,0.302722,0
0.251579,0.304624,0
0.253151,0.306527,0
0.254724,0.308431,0
0.256296,0.310336,0
0.257868,0.312242,0
0.259441,0.314149,0
0.261013,0.316057,0
0.262586,0.317966,0
0.264158,0.319875,0
0.26573,0.321786,0
0.267303,0.323698,0
0.268875,0.325611,0
0.270447,0.327525,0
0.27202,0.32944,0
0.273592,0.331356,0
0.275165,0.333273,0
0.276737,0.335191,0
0.278309,0.33711,0
0.279882,0.33903,0
0.281454,0.340951,0
0.283026,0.342873,0
0.284599,0.344797,0
0.286171,0.346721,0
0.287743,0.348646,0
0.289316,0.350573,0
0.290888,0.3525,0
0.292461,0.354429,0
0.294033,0.356359,0
0.295605,0.358289,0
0.297178,0.360221,0
0.29875,0.362153,0
0.300322,0.364087,0
0.301895,0.366022,0
0.303467,0.367957,0
0.30504,0.369894,0
0.306612,0.371832,0
0.308184,0.37377,0
0.309757,0.37571,0
0.311329,0.37765,0
0.312901,0.379591,0
0.314474,0.381534,0
0.316046,0.383477,0
0.317618,0.385421,0
0.319191,0.387365,0
0.320763,0.389311,0
0.322336,0.391258,0
0.323908,0.393205,0
0.32548,0.395153,0
0.327053,0.397102,0
0.328625,0.399051,0
0.330197,0.401001,0
0.33177,0.402952,0
0.333342,0.404904,0
0.334915,0.406856,0
0.336487,0.408809,0
0.338059,0.410762,0
0.339632,0.412716,0
0.341204,0.414671,0
0.342776,0.416626,0
0.344349,0.418581,0
0.345921,0.420537,0
0.347493,0.422494,0
0.349066,0.424451,0
0.350638,0.426408,0
0.352211,0.428366,0
0.353783,0.430324,0
0.355355,0.432283,0
0.356928,0.434241,0
0.3585,0.4362,0
0.360072,0.43816,0
0.361645,0.440119,0
0.363217,0.442079,0
0.36479,0.444039,0
0.366362,0.445999,0
0.367934,0.447959,0
0.369507,0.449919,0
0.371079,0.451879,0
0.372651,0.45384,0
0.374224,0.4558,0
0.375796,0.457761,0
0.377368,0.459721,0
0.378941,0.461682,0
0.380513,0.463642,0
0.382086,0.465602,0
0.383658,0.467562,0
0.38523,0.469522,0
0.386803,0.471482,0
0.388375,0.473442,0
0.389947,0.475402,0
0.39152,0.477361,0
0.393092,0.47932,0
0.394665,0.481279,0
0.396237,0.483238,0
0.397809,0.485196,0
0.399382,0.487154,0
0.400954,0.489112,0
0.402526,0.491069,0
0.404099,0.493026,0
0.405671,0.494983,0
0.407243,0.496939,0
0.408816,0.498895,0
0.410388,0.500851,0
0.411961,0.502806,0
0.413533,0.50476,0
0.415105,0.506714,0
0.416678,0.508668,0
0.41825,0.510621,0
0.419822,0.512574,0
0.421395,0.514526,0
0.422967,0.516478,0
0.42454,0.518429,0
0.426112,0.52038,0
0.427684,0.52233,0
0.429257,0.52428,0
0.430829,0.526229,0
0.432401,0.528177,0
0.433974,0.530125,0
0.435546,0.532073,0
0.437118,0.534019,0
0.438691,0.535966,0
0.440263,0.537911,0
0.441836,0.539856,0
0.443408,0.541801,0
0.44498,0.543745,0
0.446553,0.545688,0
0.448125,0.54763,0
0.449697,0.549572,0
0.45127,0.551514,0
0.452842,0.553454,0
0.454415,0.555395,0
0.455987,0.557334,0
0.457559,0.559273,0
0.459132,0.561211,0
0.460704,0.563149,0
0.462276,0.565086,0
0.463849,0.567022,0
0.465421,0.568958,0
0.466994,0.570893,0
0.468566,0.572827,0
0.470138,0.574761,0
0.471711,0.576694,0
0.473283,0.578627,0
0.474855,0.580559,0
0.476428,0.58249,0
0.478,0.584421,0
0.479572,0.586351,0
0.481145,0.58828,0
0.482717,0.590209,0
0.48429,0.592137,0
0.485862,0.594065,0
0.487434,0.595992,0
0.489007,0.597918,0
0.490579,0.599844,0
0.492151,0.601769,0
0.493724,0.603693,0
0.495296,0.605617,0
0.496869,0.60754,0
0.498441,0.609463,0
0.500013,0.611385,0
0.501586,0.613306,0
0.503158,0.615227,0
0.50473,0.617147,0
0.506303,0.619067,0
0.507875,0.620986,0
0.509447,0.622904,0
0.51102,0.624822,0
0.512592,0.626739,0
0.514165,0.628655,0
0.515737,0.630571,0
0.517309,0.632486,0
0.518882,0.634401,0
0.520454,0.636315,0
0.522026,0.638229,0
0.523599,0.640141,0
0.525171,0.642054,0
0.526744,0.643965,0
0.528316,0.645876,0
0.529888,0.647786,0
0.531461,0.649696,0
0.533033,0.651605,0
0.534605,0.653514,0
0.536178,0.655422,0
0.53775,0.657329,0
0.539322,0.659235,0
0.540895,0.661141,0
0.542467,0.663046,0
0.54404,0.664951,0
0.545612,0.666855,0
0.547184,0.668758,0
0.548757,0.670661,0
0.550329,0.672562,0
0.551901,0.674464,0
0.553474,0.676364,0
0.555046,0.678264,0
0.556619,0.680163,0
0.558191,0.682061,0
0.559763,0.683959,0
0.561336,0.685856,0
0.562908,0.687752,0
0.56448,0.689648,0
0.566053,0.691542,0
0.567625,0.693436,0
0.569197,0.695329,0
0.57077,0.697222,0
0.572342,0.699113,0
0.573915,0.701004,0
0.575487,0.702894,0
0.577059,0.704783,0
0.578632,0.706672,0
0.580204,0.708559,0
0.581776,0.710446,0
0.583349,0.712332,0
0.584921,0.714217,0
0.586494,0.716101,0
0.588066,0.717984,0
0.589638,0.719866,0
0.591211,0.721748,0
0.592783,0.723628,0
0.594355,0.725508,0
0.595928,0.727386,0
0.5975,0.729264,0
0.599072,0.731141,0
0.600645,0.733016,0
0.602217,0.734891,0
0.60379,0.736765,0
0.605362,0.738637,0
0.606934,0.740509,0
0.608507,0.742379,0
0.610079,0.744249,0
0.611651,0.746117,0
0.613224,0.747985,0
0.614796,0.749851,0
0.616369,0.751716,0
0.617941,0.75358,0
0.619513,0.755443,0
0.621086,0.757305,0
0.622658,0.759165,0
0.62423,0.761025,0
0.625803,0.762883,0
0.627375,0.76474,0
0.628947,0.766596,0
0.63052,0.76845,0
0.632092,0.770304,0
0.633665,0.772156,0
0.635237,0.774006,0
0.636809,0.775856,0
0.638382,0.777704,0
0.639954,0.779551,0
0.641526,0.781396,0
0.643099,0.78324,0
0.644671,0.785083,0
0.646244,0.786925,0
0.647816,0.788765,0
0.649388,0.790603,0
0.650961,0.792441,0
0.652533,0.794276,0
0.654105,0.796111,0
0.655678,0.797944,0
0.65725,0.799775,0
0.658822,0.801605,0
0.660395,0.803433,0
0.661967,0.80526,0
0.66354,0.807085,0
0.665112,0.808909,0
0.666684,0.810731,0
0.668257,0.812552,0
0.669829,0.814371,0
0.671401,0.816188,0
0.672974,0.818004,0
0.674546,0.819818,0
0.676119,0.821631,0
0.677691,0.823441,0
0.679263,0.82525,0
0.680836,0.827058,0
0.682408,0.828863,0
0.68398,0.830667,0
0.685553,0.832469,0
0.687125,0.834269,0
0.688697,0.836068,0
0.69027,0.837864,0
0.691842,0.839659,0
0.693415,0.841452,0
0.694987,0.843243,0
0.696559,0.845032,0
0.698132,0.846819,0
0.699704,0.848604,0
0.701276,0.850387,0
0.702849,0.852168,0
0.704421,0.853948,0
0.705994,0.855725,0
0.707566,0.8575,0
0.709138,0.859273,0
0.710711,0.861043,0
0.712283,0.862812,0
0.713855,0.864579,0
0.715428,0.866343,0
0.717,0.868105,0
0.718572,0.869865,0
0.720145,0.871622,0
0.721717,0.873378,0
0.72329,0.87513,0
0.724862,0.876881,0
0.726434,0.878629,0
0.728007,0.880375,0
0.729579,0.882118,0
0.731151,0.883859,0
0.732724,0.885597,0
0.734296,0.887333,0
0.735869,0.889066,0
0.737441,0.890796,0
0.739013,0.892524,0
0.740586,0.894249,0
0.742158,0.895971,0
0.74373,0.897691,0
0.745303,0.899408,0
0.746875,0.901122,0
0.748447,0.902833,0
0.75002,0.904541,0
0.751592,0.906246,0
0.753165,0.907948,0
0.754737,0.909647,0
0.756309,0.911342,0
0.757882,0.913035,0
0.759454,0.914724,0
0.761026,0.91641,0
0.762599,0.918093,0
0.764171,0.919773,0
0.765744,0.921449,0
0.767316,0.923121,0
0.768888,0.92479,0
0.770461,0.926456,0
0.772033,0.928117,0
0.773605,0.929776,0
0.775178,0.93143,0
0.77675,0.93308,0
0.778323,0.934727,0
0.779895,0.93637,0
0.781467,0.938008,0
0.78304,0.939643,0
0.784612,0.941274,0
0.786184,0.9429,0
0.787757,0.944522,0
0.789329,0.94614,0
0.790901,0.947753,0
0.792474,0.949362,0
0.794046,0.950966,0
0.795619,0.952566,0
0.797191,0.954161,0
0.798763,0.955751,0
0.800336,0.957337,0
0.801908,0.958917,0
0.80348,0.960493,0
0.805053,0.962064,0
0.806625,0.963629,0
0.808198,0.965189,0
0.80977,0.966744,0
0.811342,0.968294,0
0.812915,0.969838,0
0.814487,0.971376,0
0.816059,0.972909,0
0.817632,0.974436,0
0.819204,0.975957,0
0.820776,0.977473,0
0.822349,0.978982,0
0.823921,0.980486,0
0.825494,0.981983,0
0.827066,0.983474,0
0.828638,0.984959,0
0.830211,0.986437,0
0.831783,0.987908,0
0.833355,0.989373,0
0.834928,0.990832,0
0.8365,0.992283,0
0.838073,0.993728,0
0.839645,0.995165,0
0.841217,0.996596,0
0.84279,0.998019,0
0.844362,0.999435,0
0.845934,1.00084,0
0.847507,1.00224,0
0.849079,1.00364,0
0.850651,1.00502,0
0.852224,1.0064,0
0.853796,1.00777,0
0.855369,1.00913,0
0.856941,1.01049,0
0.858513,1.01183,0
0.860086,1.01317,0
0.861658,1.0145,0
0.86323,1.01582,0
0.864803,1.01713,0
0.866375,1.01843,0
0.867948,1.01973,0
0.86952,1.02101,0
0.871092,1.02229,0
0.872665,1.02356,0
0.874237,1.02481,0
0.875809,1.02606,0
0.877382,1.0273,0
0.878954,1.02853,0
0.880526,1.02975,0
0.882099,1.03096,0
0.883671,1.03216,0
0.885244,1.03335,0
0.886816,1.03453,0
0.888388,1.0357,0
0.889961,1.03686,0
0.891533,1.03801,0
0.893105,1.03914,0
0.894678,1.04027,0
0.89625,1.04139,0
0.897823,1.04249,0
0.899395,1.04359,0
0.900967,1.04467,0
0.90254,1.04575,0
0.904112,1.04681,0
0.905684,1.04786,0
0.907257,1.0489,0
0.908829,1.04992,0
0.910401,1.05094,0
0.911974,1.05194,0
0.913546,1.05293,0
0.915119,1.05391,0
0.916691,1.05488,0
0.918263,1.05584,0
0.919836,1.05678,0
0.921408,1.05771,0
0.92298,1.05863,0
0.924553,1.05954,0
0.926125,1.06043,0
0.927698,1.06131,0
0.92927,1.06218,0
0.930842,1.06303,0
0.932415,1.06388,0
0.933987,1.0647,0
0.935559,1.06552,0
0.937132,1.06632,0
0.938704,1.06711,0
0.940276,1.06789,0
0.941849,1.06865,0
0.943421,1.0694,0
0.944994,1.07013,0
0.946566,1.07086,0
0.948138,1.07156,0
0.949711,1.07226,0
0.951283,1.07294,0
0.952855,1.0736,0
0.954428,1.07425,0
0.956,1.07489,0
0.957573,1.07551,0
0.959145,1.07612,0
0.960717,1.07672,0
0.96229,1.0773,0
0.963862,1.07786,0
0.965434,1.07841,0
0.967007,1.07895,0
0.968579,1.07947,0
0.970151,1.07998,0
0.971724,1.08047,0
0.973296,1.08095,0
0.974869,1.08141,0
0.976441,1.08186,0
0.978013,1.08229,0
0.979586,1.0827,0
0.981158,1.08311,0
0.98273,1.08349,0
0.984303,1.08386,0
0.985875,1.08422,0
0.987448,1.08456,0
0.98902,1.08488,0
0.990592,1.08519,0
0.992165,1.08549,0
0.993737,1.08576,0
0.995309,1.08603,0
0.996882,1.08627,0
0.998454,1.0865,0
1.00003,1.08672,0
1.0016,1.08692,0
1.00317,1.0871,0
1.00474,1.08727,0
1.00632,1.08742,0
1.00789,1.08756,0
1.00946,1.08768,0
1.01103,1.08778,0
1.01261,1.08787,0
1.01418,1.08794,0
1.01575,1.088,0
1.01732,1.08803,0
1.01889,1.08805,0
1.02047,1.08806,0
1.02204,1.08805,0
1.02361,1.08803,0
1.02518,1.08799,0
1.02676,1.08793,0
1.02833,1.08785,0
1.0299,1.08776,0
1.03147,1.08765,0
1.03305,1.08753,0
1.03462,1.08739,0
1.03619,1.08723,0
1.03776,1.08706,0
1.03934,1.08687,0
1.04091,1.08666,0
1.04248,1.08644,0
1.04405,1.0862,0
1.04563,1.08594,0
1.0472,1.08567,0
1.04877,1.08538,0
1.05034,1.08507,0
1.05191,1.08475,0
1.05349,1.08441,0
1.05506,1.08406,0
1.05663,1.08368,0
1.0582,1.08329,0
1.05978,1.08289,0
1.06135,1.08246,0
1.06292,1.08202,0
1.06449,1.08157,0
1.06607,1.08109,0
1.06764,1.0806,0
1.06921,1.08009,0
1.07078,1.07957,0
1.07236,1.07903,0
1.07393,1.07847,0
1.0755,1.0779,0
1.07707,1.0773,0
1.07864,1.07669,0
1.08022,1.07607,0
1.08179,1.07543,0
1.08336,1.07477,0
1.08493,1.07409,0
1.08651,1.0734,0
1.08808,1.07268,0
1.08965,1.07196,0
1.09122,1.07121,0
1.0928,1.07045,0
1.09437,1.06967,0
1.09594,1.06887,0
1.09751,1.06806,0
1.09909,1.06723,0
1.10066,1.06638,0
1.10223,1.06552,0
1.1038,1.06464,0
1.10538,1.06374,0
1.10695,1.06282,0
1.10852,1.06189,0
1.11009,1.06094,0
1.11166,1.05997,0
1.11324,1.05899,0
1.11481,1.05798,0
1.11638,1.05696,0
1.11795,1.05593,0
1.11953,1.05487,0
1.1211,1.0538,0
1.12267,1.05271,0
1.12424,1.05161,0
1.12582,1.05048,0
1.12739,1.04934,0
1.12896,1.04818,0
1.13053,1.04701,0
1.13211,1.04581,0
1.13368,1.0446,0
1.13525,1.04338,0
1.13682,1.04213,0
1.13839,1.04087,0
1.13997,1.03959,0
1.14154,1.03829,0
1.14311,1.03697,0
1.14468,1.03564,0
1.14626,1.03429,0
1.14783,1.03292,0
1.1494,1.03153,0
1.15097,1.03013,0
1.15255,1.02871,0
1.15412,1.02727,0
1.15569,1.02581,0
1.15726,1.02434,0
1.15884,1.02285,0
1.16041,1.02134,0
1.16198,1.01981,0
1.16355,1.01826,0
1.16513,1.0167,0
1.1667,1.01512,0
1.16827,1.01352,0
1.16984,1.0119,0
1.17141,1.01027,0
1.17299,1.00862,0
1.17456,1.00695,0
1.17613,1.00526,0
1.1777,1.00355,0
1.17928,1.00183,0
1.18085,1.00009,0
1.18242,0.998325,0
1.18399,0.996547,0
1.18557,0.994751,0
1.18714,0.992936,0
1.18871,0.991104,0
1.19028,0.989253,0
1.19186,0.987384,0
1.19343,0.985497,0
1.195,0.983592,0
1.19657,0.981668,0
1.19814,0.979726,0
1.19972,0.977766,0
1.20129,0.975788,0
1.20286,0.973791,0
1.20443,0.971776,0
1.20601,0.969742,0
1.20758,0.96769,0
1.20915,0.96562,0
1.21072,0.963531,0
1.2123,0.961424,0
1.21387,0.959298,0
1.21544,0.957153,0
1.21701,0.95499,0
1.21859,0.952808,0
1.22016,0.950607,0
1.22173,0.948388,0
1.2233,0.94615,0
1.22488,0.943893,0
1.22645,0.941617,0
1.22802,0.939322,0
1.22959,0.937008,0
1.23116,0.934676,0
1.23274,0.932324,0
1.23431,0.929953,0
1.23588,0.927563,0
1.23745,0.925154,0
1.23903,0.922725,0
1.2406,0.920277,0
1.24217,0.91781,0
1.24374,0.915324,0
1.24532,0.912817,0
1.24689,0.910292,0
1.24846,0.907747,0
1.25003,0.905182,0
1.25161,0.902597,0
1.25318,0.899992,0
1.25475,0.897368,0
1.25632,0.894723,0
1.25789,0.892059,0
1.25947,0.889374,0
1.26104,0.886669,0
1.26261,0.883944,0
1.26418,0.881199,0
1.26576,0.878433,0
1.26733,0.875646,0
1.2689,0.872839,0
1.27047,0.870011,0
1.27205,0.867162,0
1.27362,0.864292,0
1.27519,0.861401,0
1.27676,0.858489,0
1.27834,0.855556,0
1.27991,0.852601,0
1.28148,0.849625,0
1.28305,0.846627,0
1.28463,0.843608,0
1.2862,0.840566,0
1.28777,0.837503,0
1.28934,0.834417,0
1.29091,0.831309,0
1.29249,0.828179,0
1.29406,0.825026,0
1.29563,0.821851,0
1.2972,0.818653,0
1.29878,0.815432,0
1.30035,0.812187,0
1.30192,0.80892,0
1.30349,0.805629,0
1.30507,0.802315,0
1.30664,0.798977,0
1.30821,0.795616,0
1.30978,0.79223,0
1.31136,0.78882,0
1.31293,0.785386,0
1.3145,0.781928,0
1.31607,0.778445,0
1.31764,0.774937,0
1.31922,0.771405,0
1.32079,0.767847,0
1.32236,0.764265,0
1.32393,0.760656,0
1.32551,0.757023,0
1.32708,0.753364,0
1.32865,0.749679,0
1.33022,0.745968,0
1.3318,0.74223,0
1.33337,0.738467,0
1.33494,0.734677,0
1.33651,0.730861,0
1.33809,0.727018,0
1.33966,0.723148,0
1.34123,0.719252,0
1.3428,0.715328,0
1.34438,0.711377,0
1.34595,0.707399,0
1.34752,0.703393,0
1.34909,0.699359,0
1.35066,0.695298,0
1.35224,0.691209,0
1.35381,0.687093,0
1.35538,0.682948,0
1.35695,0.678776,0
1.35853,0.674575,0
1.3601,0.670346,0
1.36167,0.666089,0
1.36324,0.661804,0
1.36482,0.65749,0
1.36639,0.653148,0
1.36796,0.648778,0
1.36953,0.644379,0
1.37111,0.639953,0
1.37268,0.635497,0
1.37425,0.631014,0
1.37582,0.626502,0
1.37739,0.621963,0
1.37897,0.617395,0
1.38054,0.612799,0
1.38211,0.608175,0
1.38368,0.603524,0
1.38526,0.598845,0
1.38683,0.594139,0
1.3884,0.589405,0
1.38997,0.584644,0
1.39155,0.579856,0
1.39312,0.575042,0
1.39469,0.570201,0
1.39626,0.565334,0
1.39784,0.560442,0
1.39941,0.555523,0
1.40098,0.55058,0
1.40255,0.545611,0
1.40413,0.540618,0
1.4057,0.535601,0
1.40727,0.53056,0
1.40884,0.525496,0
1.41041,0.520409,0
1.41199,0.5153,0
1.41356,0.510169,0
1.41513,0.505017,0
1.4167,0.499844,0
1.41828,0.494651,0
1.41985,0.489438,0
1.42142,0.484206,0
1.42299,0.478956,0
1.42457,0.473688,0
1.42614,0.468404,0
1.42771,0.463103,0
1.42928,0.457786,0
1.43086,0.452455,0
1.43243,0.44711,0
1.434,0.441752,0
1.43557,0.436382,0
1.43714,0.431,0
1.43872,0.425607,0
1.44029,0.420205,0
1.44186,0.414794,0
1.44343,0.409375,0
1.44501,0.403949,0
1.44658,0.398518,0
1.44815,0.393081,0
1.44972,0.38764,0
1.4513,0.382196,0
1.45287,0.376751,0
1.45444,0.371304,0
1.45601,0.365858,0
1.45759,0.360412,0
1.45916,0.354969,0
1.46073,0.349529,0
1.4623,0.344093,0
1.46388,0.338663,0
1.46545,0.333239,0
1.46702,0.327822,0
1.46859,0.322414,0
1.47016,0.317015,0
1.47174,0.311628,0
1.47331,0.306251,0
1.47488,0.300888,0
1.47645,0.295537,0
1.47803,0.290202,0
1.4796,0.284881,0
1.48117,0.279577,0
1.48274,0.27429,0
1.48432,0.269021,0
1.48589,0.263771,0
1.48746,0.258541,0
1.48903,0.253331,0
1.49061,0.248142,0
1.49218,0.242974,0
1.49375,0.237829,0
1.49532,0.232707,0
1.49689,0.227608,0
1.49847,0.222532,0
1.50004,0.21748,0
1.50161,0.212452,0
1.50318,0.207449,0
1.50476,0.202469,0
1.50633,0.197515,0
1.5079,0.192584,0
1.50947,0.187677,0
1.51105,0.182795,0
1.51262,0.177935,0
1.51419,0.173099,0
1.51576,0.168285,0
1.51734,0.163492,0
1.51891,0.15872,0
1.52048,0.153968,0
1.52205,0.149234,0
1.52363,0.144519,0
1.5252,0.139819,0
1.52677,0.135134,0
1.52834,0.130462,0
1.52991,0.125801,0
1.53149,0.12115,0
1.53306,0.116507,0
1.53463,0.111868,0
1.5362,0.107233,0
1.53778,0.102598,0
1.53935,0.0979613,0
1.54092,0.093319,0
1.54249,0.0886704,0
1.54407,0.0840096,0
1.54564,0.0793365,0
1.54721,0.0746447,0
1.54878,0.0699339,0
1.55036,0.0651973,0
1.55193,0.0604346,0
1.5535,0.0556386,0
1.55507,0.0508088,0
1.55665,0.0459378,0
1.55822,0.0410249,0
1.55979,0.0360625,0
1.56136,0.0310498,0
1.56293,0.0259791,0
1.56451,0.0208493,0
1.56608,0.015653,0
1.56765,0.0103887,0
1.56922,0.00504475,0
1.5708,-0.000391682,0
