# 20240731_142132
alpha,tauRe,tauIm
0,13.0091,0
0.00157237,13.0096,0
0.00314474,13.0101,0
0.00471711,13.0105,0
0.00628947,13.0108,0
0.00786184,13.0111,0
0.00943421,13.0113,0
0.0110066,13.0115,0
0.0125789,13.0116,0
0.0141513,13.0118,0
0.0157237,13.0119,0
0.0172961,13.0119,0
0.0188684,13.0119,0
0.0204408,13.012,0
0.0220132,13.012,0
0.0235855,13.0119,0
0.0251579,13.0119,0
0.0267303,13.0118,0
0.0283026,13.0117,0
0.029875,13.0116,0
0.0314474,13.0115,0
0.0330197,13.0114,0
0.0345921,13.0113,0
0.0361645,13.0111,0
0.0377368,13.011,0
0.0393092,13.0108,0
0.0408816,13.0107,0
0.042454,13.0105,0
0.0440263,13.0103,0
0.0455987,13.0101,0
0.0471711,13.01,0
0.0487434,13.0098,0
0.0503158,13.0096,0
0.0518882,13.0094,0
0.0534605,13.0092,0
0.0550329,13.009,0
0.0566053,13.0087,0
0.0581776,13.0085,0
0.05975,13.0083,0
0.0613224,13.0081,0
0.0628947,13.0079,0
0.0644671,13.0076,0
0.0660395,13.0074,0
0.0676119,13.0072,0
0.0691842,13.0069,0
0.0707566,13.0067,0
0.072329,13.0064,0
0.0739013,13.0062,0
0.0754737,13.0059,0
0.0770461,13.0057,0
0.0786184,13.0054,0
0.0801908,13.0051,0
0.0817632,13.0049,0
0.0833355,13.0046,0
0.0849079,13.0043,0
0.0864803,13.004,0
0.0880526,13.0037,0
0.089625,13.0034,0
0.0911974,13.0031,0
0.0927698,13.0028,0
0.0943421,13.0025,0
0.0959145,13.0022,0
0.0974869,13.0019,0
0.0990592,13.0016,0
0.100632,13.0012,0
0.102204,13.0009,0
0.103776,13.0005,0
0.105349,13.0002,0
0.106921,12.9998,0
0.108493,12.9994,0
0.110066,12.999,0
0.111638,12.9987,0
0.113211,12.9983,0
0.114783,12.9979,0
0.116355,12.9974,0
0.117928,12.997,0
0.1195,12.9966,0
0.121072,12.9962,0
0.122645,12.9957,0
0.124217,12.9953,0
0.125789,12.9948,0
0.127362,12.9943,0
0.128934,12.9938,0
0.130507,12.9933,0
0.132079,12.9928,0
0.133651,12.9923,0
0.135224,12.9918,0
0.136796,12.9913,0
0.138368,12.9907,0
0.139941,12.9902,0
0.141513,12.9896,0
0.143086,12.9891,0
0.144658,12.9885,0
0.14623,12.9879,0
0.147803,12.9873,0
