# 20240731_142132
alpha,DtauRe,DtauIm
0,-0.125536,0
0.00157237,-0.110247,0
0.00314474,-0.097485,0
0.00471711,-0.0865604,0
0.00628947,-0.0774418,0
0.00786184,-0.0697292,0
0.00943421,-0.0635314,0
0.0110066,-0.0584572,0
0.0125789,-0.0546548,0
0.0141513,-0.0517182,0
0.0157237,-0.0498832,0
0.0172961,-0.0486452,0
0.0188684,-0.0485531,0
0.0204408,-0.0487776,0
0.0220132,-0.0493667,0
0.0235855,-0.0508447,0
0.0251579,-0.0526039,0
0.0267303,-0.0548337,0
0.0283026,-0.0573312,0
0.029875,-0.0601653,0
0.0314474,-0.0632068,0
0.0330197,-0.0664854,0
0.0345921,-0.0699126,0
0.0361645,-0.0735015,0
0.0377368,-0.0771882,0
0.0393092,-0.0809786,0
0.0408816,-0.0848257,0
0.042454,-0.088732,0
0.0440263,-0.0926631,0
0.0455987,-0.0966198,0
0.0471711,-0.100577,0
0.0487434,-0.104536,0
0.0503158,-0.108479,0
0.0518882,-0.112406,0
0.0534605,-0.116307,0
0.0550329,-0.120181,0
0.0566053,-0.124021,0
0.0581776,-0.12783,0
0.05975,-0.131604,0
0.0613224,-0.135343,0
0.0628947,-0.139049,0
0.0644671,-0.142723,0
0.0660395,-0.146367,0
0.0676119,-0.149982,0
0.0691842,-0.153573,0
0.0707566,-0.157141,0
0.072329,-0.160692,0
0.0739013,-0.164227,0
0.0754737,-0.167755,0
0.0770461,-0.171274,0
0.0786184,-0.174793,0
0.0801908,-0.178313,0
0.0817632,-0.181842,0
0.0833355,-0.185381,0
0.0849079,-0.188938,0
0.0864803,-0.192514,0
0.0880526,-0.196117,0
0.089625,-0.199747,0
0.0911974,-0.203412,0
0.0927698,-0.207113,0
0.0943421,-0.210857,0
0.0959145,-0.214645,0
0.0974869,-0.218483,0
0.0990592,-0.222373,0
0.100632,-0.22632,0
0.102204,-0.230325,0
0.103776,-0.234393,0
0.105349,-0.238525,0
0.106921,-0.242725,0
0.108493,-0.246996,0
0.110066,-0.25134,0
0.111638,-0.255758,0
0.113211,-0.260254,0
0.114783,-0.264828,0
0.116355,-0.269483,0
0.117928,-0.274221,0
0.1195,-0.279042,0
0.121072,-0.283949,0
0.122645,-0.288942,0
0.124217,-0.294023,0
0.125789,-0.299192,0
0.127362,-0.304451,0
0.128934,-0.309799,0
0.130507,-0.315239,0
0.132079,-0.32077,0
0.133651,-0.326393,0
0.135224,-0.332109,0
0.136796,-0.337918,0
0.138368,-0.343819,0
0.139941,-0.349815,0
0.141513,-0.355903,0
0.143086,-0.362087,0
0.144658,-0.368364,0
0.14623,-0.374736,0
0.147803,-0.381201,0
0.149375,-0.387762,0
0.150947,-0.394417,0
0.15252,-0.401168,0
0.154092,-0.408013,0
0.155665,-0.414954,0
0.157237,-0.421989,0
0.158809,-0.429121,0
0.160382,-0.436348,0
0.161954,-0.443671,0
0.163526,-0.451091,0
0.165099,-0.458607,0
0.166671,-0.46622,0
0.168243,-0.473931,0
0.169816,-0.481739,0
0.171388,-0.489647,0
0.172961,-0.497652,0
0.174533,-0.505758,0
0.176105,-0.513964,0
0.177678,-0.522271,0
0.17925,-0.530679,0
0.180822,-0.539191,0
0.182395,-0.547806,0
0.183967,-0.556525,0
0.18554,-0.56535,0
0.187112,-0.574282,0
0.188684,-0.583322,0
0.190257,-0.592471,0
