# 20240731_142132
alpha,DrRe,DrIm
0,12.617,0
0.00157237,12.6165,0
0.00314474,12.6161,0
0.00471711,12.6158,0
0.00628947,12.6155,0
0.00786184,12.6153,0
0.00943421,12.6152,0
0.0110066,12.6152,0
0.0125789,12.6152,0
0.0141513,12.6153,0
0.0157237,12.6154,0
0.0172961,12.6156,0
0.0188684,12.6159,0
0.0204408,12.6163,0
0.0220132,12.6167,0
0.0235855,12.6172,0
0.0251579,12.6177,0
0.0267303,12.6184,0
0.0283026,12.6191,0
0.029875,12.6198,0
0.0314474,12.6207,0
0.0330197,12.6216,0
0.0345921,12.6225,0
0.0361645,12.6235,0
0.0377368,12.6246,0
0.0393092,12.6258,0
0.0408816,12.6269,0
0.042454,12.6282,0
0.0440263,12.6295,0
0.0455987,12.6309,0
0.0471711,12.6323,0
0.0487434,12.6338,0
0.0503158,12.6353,0
0.0518882,12.6369,0
0.0534605,12.6386,0
0.0550329,12.6403,0
0.0566053,12.642,0
0.0581776,12.6438,0
0.05975,12.6456,0
0.0613224,12.6475,0
0.0628947,12.6495,0
0.0644671,12.6514,0
0.0660395,12.6535,0
0.0676119,12.6555,0
0.0691842,12.6576,0
0.0707566,12.6598,0
0.072329,12.662,0
0.0739013,12.6642,0
0.0754737,12.6665,0
0.0770461,12.6688,0
0.0786184,12.6712,0
0.0801908,12.6735,0
0.0817632,12.676,0
0.0833355,12.6784,0
0.0849079,12.6809,0
0.0864803,12.6835,0
0.0880526,12.6861,0
0.089625,12.6887,0
0.0911974,12.6913,0
0.0927698,12.694,0
0.0943421,12.6967,0
0.0959145,12.6995,0
0.0974869,12.7023,0
0.0990592,12.7051,0
0.100632,12.7079,0
0.102204,12.7108,0
0.103776,12.7137,0
0.105349,12.7167,0
0.106921,12.7197,0
0.108493,12.7227,0
0.110066,12.7257,0
0.111638,12.7288,0
0.113211,12.7319,0
0.114783,12.7351,0
0.116355,12.7383,0
0.117928,12.7415,0
0.1195,12.7447,0
0.121072,12.748,0
0.122645,12.7513,0
0.124217,12.7546,0
0.125789,12.758,0
0.127362,12.7614,0
0.128934,12.7648,0
0.130507,12.7683,0
0.132079,12.7717,0
0.133651,12.7753,0
0.135224,12.7788,0
0.136796,12.7824,0
0.138368,12.786,0
0.139941,12.7896,0
0.141513,12.7933,0
0.143086,12.797,0
0.144658,12.8007,0
0.14623,12.8044,0
0.147803,12.8082,0
0.149375,12.812,0
0.150947,12.8158,0
0.15252,12.8196,0
0.154092,12.8235,0
0.155665,12.8274,0
0.157237,12.8313,0
0.158809,12.8353,0
0.160382,12.8392,0
0.161954,12.8432,0
0.163526,12.8472,0
0.165099,12.8513,0
0.166671,12.8553,0
0.168243,12.8594,0
0.169816,12.8635,0
0.171388,12.8676,0
0.172961,12.8717,0
0.174533,12.8759,0
0.176105,12.88,0
0.177678,12.8842,0
0.17925,12.8884,0
0.180822,12.8926,0
0.182395,12.8968,0
0.183967,12.901,0
0.18554,12.9053,0
0.187112,12.9095,0
0.188684,12.9137,0
0.190257,12.918,0
0.191829,12.9223,0
0.193401,12.9265,0
0.194974,12.9308,0
0.196546,12.9351,0
0.198118,12.9394,0
0.199691,12.9436,0
0.201263,12.9479,0
0.202836,12.9522,0
0.204408,12.9564,0
0.20598,12.9607,0
0.207553,12.965,0
0.209125,12.9692,0
0.210697,12.9734,0
0.21227,12.9777,0
0.213842,12.9819,0
0.215415,12.9861,0
0.216987,12.9903,0
0.218559,12.9944,0
0.220132,12.9986,0
0.221704,13.0027,0
0.223276,13.0068,0
0.224849,13.0109,0
0.226421,13.015,0
0.227993,13.019,0
0.229566,13.023,0
0.231138,13.027,0
0.232711,13.031,0
0.234283,13.0349,0
0.235855,13.0388,0
0.237428,13.0426,0
0.239,13.0464,0
0.240572,13.0502,0
0.242145,13.0539,0
0.243717,13.0576,0
0.24529,13.0613,0
0.246862,13.0649,0
0.248434,13.0684,0
0.250007,13.0719,0
0.251579,13.0754,0
0.253151,13.0788,0
0.254724,13.0821,0
0.256296,13.0854,0
0.257868,13.0886,0
0.259441,13.0918,0
0.261013,13.0949,0
0.262586,13.098,0
0.264158,13.1009,0
0.26573,13.1039,0
0.267303,13.1067,0
0.268875,13.1095,0
0.270447,13.1122,0
0.27202,13.1148,0
0.273592,13.1174,0
0.275165,13.1199,0
0.276737,13.1223,0
0.278309,13.1246,0
0.279882,13.1269,0
0.281454,13.129,0
0.283026,13.1311,0
0.284599,13.1331,0
0.286171,13.135,0
0.287743,13.1368,0
0.289316,13.1385,0
0.290888,13.1401,0
0.292461,13.1417,0
0.294033,13.1431,0
0.295605,13.1444,0
0.297178,13.1457,0
0.29875,13.1468,0
0.300322,13.1478,0
0.301895,13.1487,0
0.303467,13.1496,0
0.30504,13.1503,0
0.306612,13.1509,0
0.308184,13.1513,0
0.309757,13.1517,0
0.311329,13.152,0
0.312901,13.1521,0
0.314474,13.1522,0
0.316046,13.152,0
0.317618,13.1519,0
0.319191,13.1515,0
0.320763,13.151,0
0.322336,13.1505,0
0.323908,13.1497,0
0.32548,13.1489,0
0.327053,13.1479,0
0.328625,13.1468,0
0.330197,13.1456,0
0.33177,13.1442,0
0.333342,13.1427,0
0.334915,13.1411,0
0.336487,13.1393,0
0.338059,13.1374,0
0.339632,13.1353,0
0.341204,13.1331,0
0.342776,13.1308,0
0.344349,13.1283,0
0.345921,13.1257,0
0.347493,13.1229,0
0.349066,13.1199,0
0.350638,13.1168,0
0.352211,13.1136,0
0.353783,13.1102,0
0.355355,13.1067,0
0.356928,13.103,0
0.3585,13.0991,0
0.360072,13.0951,0
