# 20240731_142132
alpha,DrRe,DrIm
-0.001,12.6173,0
0.0021519,12.6164,0
0.00530379,12.6157,0
0.00845569,12.6153,0
0.0116076,12.6152,0
0.0147595,12.6153,0
0.0179114,12.6157,0
0.0210633,12.6164,0
0.0242152,12.6174,0
0.0273671,12.6187,0
0.030519,12.6202,0
0.0336709,12.6219,0
0.0368228,12.624,0
0.0399747,12.6263,0
0.0431265,12.6288,0
0.0462784,12.6315,0
0.0494303,12.6345,0
0.0525822,12.6377,0
0.0557341,12.641,0
0.058886,12.6446,0
0.0620379,12.6484,0
0.0651898,12.6524,0
0.0683417,12.6565,0
0.0714936,12.6608,0
0.0746455,12.6653,0
0.0777974,12.6699,0
0.0809493,12.6747,0
0.0841012,12.6797,0
0.0872531,12.6847,0
0.090405,12.69,0
0.0935569,12.6954,0
0.0967088,12.7009,0
0.0998607,12.7065,0
0.103013,12.7123,0
0.106164,12.7182,0
0.109316,12.7243,0
0.112468,12.7305,0
0.11562,12.7368,0
0.118772,12.7432,0
0.121924,12.7498,0
0.125076,12.7565,0
0.128228,12.7633,0
0.13138,12.7702,0
0.134532,12.7772,0
0.137683,12.7844,0
0.140835,12.7917,0
0.143987,12.7991,0
0.147139,12.8066,0
0.150291,12.8142,0
0.153443,12.8219,0
0.156595,12.8297,0
0.159747,12.8376,0
0.162899,12.8456,0
0.166051,12.8537,0
0.169202,12.8619,0
0.172354,12.8701,0
0.175506,12.8784,0
0.178658,12.8868,0
0.18181,12.8952,0
0.184962,12.9037,0
0.188114,12.9122,0
0.191266,12.9207,0
0.194418,12.9293,0
0.197569,12.9379,0
0.200721,12.9464,0
0.203873,12.955,0
0.207025,12.9635,0
0.210177,12.972,0
0.213329,12.9805,0
0.216481,12.9889,0
0.219633,12.9973,0
0.222785,13.0055,0
0.225937,13.0137,0
0.229088,13.0218,0
0.23224,13.0298,0
0.235392,13.0376,0
0.238544,13.0453,0
0.241696,13.0529,0
0.244848,13.0602,0
0.248,13.0674,0
0.251152,13.0744,0
0.254304,13.0812,0
0.257455,13.0878,0
0.260607,13.0941,0
0.263759,13.1002,0
0.266911,13.106,0
0.270063,13.1115,0
0.273215,13.1168,0
0.276367,13.1217,0
0.279519,13.1263,0
0.282671,13.1306,0
0.285823,13.1346,0
0.288974,13.1381,0
0.292126,13.1413,0
0.295278,13.1442,0
0.29843,13.1466,0
0.301582,13.1486,0
0.304734,13.1501,0
0.307886,13.1513,0
0.311038,13.1519,0
0.31419,13.1522,0
0.317342,13.1519,0
0.320493,13.1511,0
0.323645,13.1499,0
0.326797,13.1481,0
0.329949,13.1458,0
0.333101,13.143,0
0.336253,13.1396,0
0.339405,13.1356,0
0.342557,13.1311,0
0.345709,13.126,0
0.348861,13.1203,0
0.352012,13.114,0
0.355164,13.1071,0
0.358316,13.0996,0
0.361468,13.0914,0
0.36462,13.0826,0
0.367772,13.0731,0
0.370924,13.063,0
0.374076,13.0521,0
0.377228,13.0406,0
0.380379,13.0284,0
0.383531,13.0155,0
0.386683,13.0019,0
0.389835,12.9876,0
0.392987,12.9725,0
0.396139,12.9567,0
0.399291,12.9401,0
0.402443,12.9228,0
0.405595,12.9047,0
0.408747,12.8859,0
0.411898,12.8662,0
0.41505,12.8458,0
0.418202,12.8246,0
0.421354,12.8025,0
0.424506,12.7796,0
0.427658,12.7559,0
0.43081,12.7314,0
0.433962,12.7061,0
0.437114,12.6798,0
0.440266,12.6528,0
0.443417,12.6249,0
0.446569,12.5961,0
0.449721,12.5664,0
0.452873,12.5358,0
0.456025,12.5044,0
0.459177,12.472,0
0.462329,12.4388,0
0.465481,12.4046,0
0.468633,12.3696,0
0.471784,12.3336,0
0.474936,12.2967,0
0.478088,12.2588,0
0.48124,12.22,0
0.484392,12.1803,0
0.487544,12.1396,0
0.490696,12.098,0
0.493848,12.0554,0
0.497,12.0119,0
0.500152,11.9673,0
0.503303,11.9219,0
0.506455,11.8754,0
0.509607,11.828,0
0.512759,11.7796,0
0.515911,11.7302,0
0.519063,11.6798,0
0.522215,11.6284,0
0.525367,11.5761,0
0.528519,11.5227,0
0.531671,11.4684,0
0.534822,11.4131,0
0.537974,11.3568,0
0.541126,11.2994,0
0.544278,11.2411,0
0.54743,11.1818,0
0.550582,11.1215,0
0.553734,11.0602,0
0.556886,10.9979,0
0.560038,10.9346,0
0.563189,10.8703,0
0.566341,10.805,0
0.569493,10.7388,0
0.572645,10.6715,0
0.575797,10.6033,0
0.578949,10.534,0
0.582101,10.4638,0
0.585253,10.3927,0
0.588405,10.3205,0
0.591557,10.2474,0
0.594708,10.1733,0
0.59786,10.0982,0
0.601012,10.0222,0
0.604164,9.94524,0
0.607316,9.86733,0
0.610468,9.78847,0
0.61362,9.70868,0
0.616772,9.62795,0
0.619924,9.5463,0
0.623075,9.46373,0
0.626227,9.38024,0
0.629379,9.29585,0
0.632531,9.21056,0
0.635683,9.12438,0
0.638835,9.03731,0
0.641987,8.94937,0
0.645139,8.86056,0
0.648291,8.77088,0
0.651443,8.68035,0
0.654594,8.58898,0
0.657746,8.49678,0
0.660898,8.40375,0
0.66405,8.3099,0
0.667202,8.21524,0
0.670354,8.11979,0
0.673506,8.02355,0
0.676658,7.92654,0
0.67981,7.82876,0
0.682962,7.73022,0
0.686113,7.63095,0
0.689265,7.53094,0
0.692417,7.43021,0
0.695569,7.32877,0
0.698721,7.22664,0
0.701873,7.12383,0
0.705025,7.02035,0
0.708177,6.91622,0
0.711329,6.81144,0
0.714481,6.70604,0
0.717632,6.60003,0
0.720784,6.49342,0
0.723936,6.38623,0
0.727088,6.27847,0
0.73024,6.17016,0
0.733392,6.06133,0
0.736544,5.95197,0
0.739696,5.84212,0
0.742848,5.73179,0
0.745999,5.62101,0
0.749151,5.50977,0
0.752303,5.39812,0
0.755455,5.28607,0
0.758607,5.17363,0
0.761759,5.06084,0
0.764911,4.94771,0
0.768063,4.83426,0
0.771215,4.72052,0
0.774366,4.60651,0
0.777518,4.49225,0
0.78067,4.37777,0
0.783822,4.2631,0
0.786974,4.14826,0
0.790126,4.03327,0
0.793278,3.91816,0
0.79643,3.80297,0
0.799582,3.68771,0
0.802734,3.57242,0
0.805885,3.45712,0
0.809037,3.34185,0
0.812189,3.22663,0
0.815341,3.1115,0
0.818493,2.99648,0
0.821645,2.88162,0
0.824797,2.76693,0
0.827949,2.65245,0
0.831101,2.53823,0
0.834253,2.42428,0
0.837404,2.31064,0
0.840556,2.19736,0
0.843708,2.08445,0
0.84686,1.97196,0
0.850012,1.85992,0
0.853164,1.74838,0
0.856316,1.63735,0
0.859468,1.52689,0
0.86262,1.41702,0
0.865772,1.30778,0
0.868923,1.19921,0
0.872075,1.09134,0
0.875227,0.984214,0
0.878379,0.877865,0
0.881531,0.772329,0
0.884683,0.667642,0
0.887835,0.563841,0
0.890987,0.46096,0
0.894139,0.359034,0
0.89729,0.2581,0
0.900442,0.158192,0
0.903594,0.0593428,0
0.906746,-0.0384125,0
0.909898,-0.135041,0
0.91305,-0.23051,0
0.916202,-0.324788,0
0.919354,-0.417844,0
0.922506,-0.509647,0
0.925658,-0.600166,0
0.928809,-0.689375,0
0.931961,-0.777243,0
0.935113,-0.863745,0
0.938265,-0.948855,0
0.941417,-1.03255,0
0.944569,-1.1148,0
0.947721,-1.19558,0
0.950873,-1.27488,0
0.954025,-1.35268,0
0.957177,-1.42894,0
0.960328,-1.50367,0
0.96348,-1.57683,0
0.966632,-1.64842,0
0.969784,-1.71842,0
0.972936,-1.78682,0
0.976088,-1.85361,0
0.97924,-1.91877,0
0.982392,-1.98231,0
0.985544,-2.0442,0
0.988696,-2.10446,0
0.991847,-2.16307,0
0.994999,-2.22003,0
0.998151,-2.27534,0
1.0013,-2.329,0
1.00445,-2.38102,0
1.00761,-2.4314,0
1.01076,-2.48013,0
1.01391,-2.52724,0
1.01706,-2.57272,0
1.02021,-2.6166,0
1.02337,-2.65886,0
1.02652,-2.69954,0
1.02967,-2.73864,0
1.03282,-2.77617,0
1.03597,-2.81216,0
1.03913,-2.84661,0
1.04228,-2.87955,0
1.04543,-2.911,0
1.04858,-2.94097,0
1.05173,-2.96949,0
1.05489,-2.99658,0
1.05804,-3.02225,0
1.06119,-3.04654,0
1.06434,-3.06946,0
1.06749,-3.09104,0
1.07064,-3.11131,0
1.0738,-3.13029,0
1.07695,-3.148,0
1.0801,-3.16447,0
1.08325,-3.17973,0
1.0864,-3.1938,0
1.08956,-3.20671,0
1.09271,-3.21849,0
1.09586,-3.22915,0
1.09901,-3.23873,0
1.10216,-3.24726,0
1.10532,-3.25475,0
1.10847,-3.26122,0
1.11162,-3.26672,0
1.11477,-3.27125,0
1.11792,-3.27484,0
1.12108,-3.27752,0
1.12423,-3.2793,0
1.12738,-3.2802,0
1.13053,-3.28026,0
1.13368,-3.27947,0
1.13683,-3.27787,0
1.13999,-3.27547,0
1.14314,-3.27229,0
1.14629,-3.26834,0
1.14944,-3.26363,0
1.15259,-3.25818,0
1.15575,-3.25201,0
1.1589,-3.24511,0
1.16205,-3.23752,0
1.1652,-3.22922,0
1.16835,-3.22023,0
1.17151,-3.21056,0
1.17466,-3.20022,0
1.17781,-3.1892,0
1.18096,-3.17752,0
1.18411,-3.16518,0
1.18726,-3.15218,0
1.19042,-3.13852,0
1.19357,-3.1242,0
1.19672,-3.10923,0
