# 20240731_142132
alpha,urRe,urIm
-0.001,0.012475,0
0.0021519,0.0150547,0
0.00530379,0.017861,0
0.00845569,0.0208556,0
0.0116076,0.0240051,0
0.0147595,0.0272812,0
0.0179114,0.0306593,0
0.0210633,0.0341186,0
0.0242152,0.0376414,0
0.0273671,0.041213,0
0.030519,0.0448211,0
0.0336709,0.0484554,0
0.0368228,0.0521077,0
0.0399747,0.0557713,0
0.0431265,0.0594411,0
0.0462784,0.0631128,0
0.0494303,0.0667836,0
0.0525822,0.0704511,0
0.0557341,0.074114,0
0.058886,0.0777714,0
0.0620379,0.0814228,0
0.0651898,0.0850682,0
0.0683417,0.088708,0
0.0714936,0.0923426,0
0.0746455,0.0959728,0
0.0777974,0.0995993,0
0.0809493,0.103223,0
0.0841012,0.106845,0
0.0872531,0.110466,0
0.090405,0.114087,0
0.0935569,0.117709,0
0.0967088,0.121333,0
0.0998607,0.124959,0
0.103013,0.128588,0
0.106164,0.132221,0
0.109316,0.135858,0
0.112468,0.1395,0
0.11562,0.143146,0
0.118772,0.146799,0
0.121924,0.150456,0
0.125076,0.15412,0
0.128228,0.157789,0
0.13138,0.161464,0
0.134532,0.165145,0
0.137683,0.168832,0
0.140835,0.172524,0
0.143987,0.176222,0
0.147139,0.179925,0
0.150291,0.183634,0
0.153443,0.187347,0
0.156595,0.191065,0
0.159747,0.194787,0
0.162899,0.198514,0
0.166051,0.202245,0
0.169202,0.20598,0
0.172354,0.209718,0
0.175506,0.21346,0
0.178658,0.217205,0
0.18181,0.220953,0
0.184962,0.224704,0
0.188114,0.228458,0
0.191266,0.232215,0
0.194418,0.235975,0
0.197569,0.239737,0
0.200721,0.243501,0
0.203873,0.247268,0
0.207025,0.251038,0
0.210177,0.25481,0
0.213329,0.258585,0
0.216481,0.262363,0
0.219633,0.266143,0
0.222785,0.269925,0
0.225937,0.273711,0
0.229088,0.277499,0
0.23224,0.281291,0
0.235392,0.285085,0
0.238544,0.288883,0
0.241696,0.292684,0
0.244848,0.296488,0
0.248,0.300296,0
0.251152,0.304107,0
0.254304,0.307923,0
0.257455,0.311742,0
0.260607,0.315564,0
0.263759,0.319391,0
0.266911,0.323222,0
0.270063,0.327057,0
0.273215,0.330896,0
0.276367,0.334739,0
0.279519,0.338587,0
0.282671,0.342438,0
0.285823,0.346294,0
0.288974,0.350155,0
0.292126,0.354019,0
0.295278,0.357887,0
0.29843,0.36176,0
0.301582,0.365637,0
0.304734,0.369518,0
0.307886,0.373402,0
0.311038,0.377291,0
0.31419,0.381183,0
0.317342,0.385078,0
0.320493,0.388977,0
0.323645,0.392879,0
0.326797,0.396785,0
0.329949,0.400693,0
0.333101,0.404604,0
0.336253,0.408518,0
0.339405,0.412434,0
0.342557,0.416353,0
0.345709,0.420273,0
0.348861,0.424195,0
0.352012,0.428119,0
0.355164,0.432045,0
0.358316,0.435971,0
0.361468,0.439899,0
0.36462,0.443827,0
0.367772,0.447756,0
0.370924,0.451686,0
0.374076,0.455616,0
0.377228,0.459545,0
0.380379,0.463475,0
0.383531,0.467405,0
0.386683,0.471333,0
0.389835,0.475262,0
0.392987,0.479189,0
0.396139,0.483116,0
0.399291,0.487041,0
0.402443,0.490965,0
0.405595,0.494888,0
0.408747,0.498809,0
0.411898,0.502728,0
0.41505,0.506646,0
0.418202,0.510562,0
0.421354,0.514476,0
0.424506,0.518388,0
0.427658,0.522298,0
0.43081,0.526205,0
0.433962,0.53011,0
0.437114,0.534013,0
0.440266,0.537914,0
0.443417,0.541812,0
0.446569,0.545708,0
0.449721,0.549602,0
0.452873,0.553493,0
0.456025,0.557381,0
0.459177,0.561267,0
0.462329,0.56515,0
0.465481,0.569031,0
0.468633,0.572909,0
0.471784,0.576785,0
0.474936,0.580658,0
0.478088,0.584529,0
0.48124,0.588397,0
0.484392,0.592263,0
0.487544,0.596126,0
0.490696,0.599987,0
0.493848,0.603845,0
0.497,0.6077,0
0.500152,0.611554,0
0.503303,0.615405,0
0.506455,0.619253,0
0.509607,0.623099,0
0.512759,0.626942,0
0.515911,0.630783,0
0.519063,0.634622,0
0.522215,0.638458,0
0.525367,0.642291,0
0.528519,0.646122,0
0.531671,0.649951,0
0.534822,0.653777,0
0.537974,0.657601,0
0.541126,0.661421,0
0.544278,0.66524,0
0.54743,0.669055,0
0.550582,0.672868,0
0.553734,0.676678,0
0.556886,0.680486,0
0.560038,0.68429,0
0.563189,0.688092,0
0.566341,0.69189,0
0.569493,0.695685,0
0.572645,0.699478,0
0.575797,0.703267,0
0.578949,0.707053,0
0.582101,0.710835,0
0.585253,0.714614,0
0.588405,0.71839,0
0.591557,0.722162,0
0.594708,0.72593,0
0.59786,0.729694,0
0.601012,0.733454,0
0.604164,0.737211,0
0.607316,0.740963,0
0.610468,0.744711,0
0.61362,0.748455,0
0.616772,0.752194,0
0.619924,0.755929,0
0.623075,0.759659,0
0.626227,0.763385,0
0.629379,0.767105,0
0.632531,0.770821,0
0.635683,0.774531,0
0.638835,0.778236,0
0.641987,0.781936,0
0.645139,0.785631,0
0.648291,0.78932,0
0.651443,0.793003,0
0.654594,0.796681,0
0.657746,0.800353,0
0.660898,0.804018,0
0.66405,0.807678,0
0.667202,0.811331,0
0.670354,0.814978,0
0.673506,0.818618,0
0.676658,0.822252,0
0.67981,0.825879,0
0.682962,0.829498,0
0.686113,0.833111,0
0.689265,0.836717,0
0.692417,0.840315,0
0.695569,0.843905,0
0.698721,0.847488,0
0.701873,0.851063,0
0.705025,0.85463,0
0.708177,0.858189,0
0.711329,0.861739,0
0.714481,0.86528,0
0.717632,0.868813,0
0.720784,0.872336,0
0.723936,0.875851,0
0.727088,0.879355,0
0.73024,0.88285,0
0.733392,0.886335,0
0.736544,0.889809,0
0.739696,0.893273,0
0.742848,0.896726,0
0.745999,0.900168,0
0.749151,0.903598,0
0.752303,0.907016,0
0.755455,0.910421,0
0.758607,0.913815,0
0.761759,0.917195,0
0.764911,0.920561,0
0.768063,0.923914,0
0.771215,0.927253,0
0.774366,0.930577,0
0.777518,0.933885,0
0.78067,0.937178,0
0.783822,0.940455,0
0.786974,0.943715,0
0.790126,0.946958,0
0.793278,0.950183,0
0.79643,0.95339,0
0.799582,0.956577,0
0.802734,0.959745,0
0.805885,0.962893,0
0.809037,0.96602,0
0.812189,0.969126,0
0.815341,0.97221,0
0.818493,0.97527,0
0.821645,0.978307,0
0.824797,0.98132,0
0.827949,0.984308,0
0.831101,0.98727,0
0.834253,0.990206,0
0.837404,0.993115,0
0.840556,0.995995,0
0.843708,0.998847,0
0.84686,1.00167,0
0.850012,1.00446,0
0.853164,1.00722,0
0.856316,1.00995,0
0.859468,1.01265,0
0.86262,1.01531,0
0.865772,1.01793,0
0.868923,1.02053,0
0.872075,1.02308,0
0.875227,1.0256,0
0.878379,1.02808,0
0.881531,1.03052,0
0.884683,1.03293,0
0.887835,1.03529,0
0.890987,1.03761,0
0.894139,1.03989,0
0.89729,1.04212,0
0.900442,1.04431,0
0.903594,1.04646,0
0.906746,1.04856,0
0.909898,1.05061,0
0.91305,1.05262,0
0.916202,1.05458,0
0.919354,1.05649,0
0.922506,1.05835,0
0.925658,1.06017,0
0.928809,1.06193,0
0.931961,1.06363,0
0.935113,1.06529,0
0.938265,1.06689,0
0.941417,1.06844,0
0.944569,1.06994,0
0.947721,1.07138,0
0.950873,1.07276,0
0.954025,1.07409,0
0.957177,1.07536,0
0.960328,1.07657,0
0.96348,1.07773,0
0.966632,1.07882,0
0.969784,1.07986,0
0.972936,1.08084,0
0.976088,1.08176,0
0.97924,1.08261,0
0.982392,1.08341,0
0.985544,1.08414,0
0.988696,1.08482,0
0.991847,1.08543,0
0.994999,1.08598,0
0.998151,1.08646,0
1.0013,1.08688,0
1.00445,1.08724,0
1.00761,1.08753,0
1.01076,1.08776,0
1.01391,1.08793,0
1.01706,1.08803,0
1.02021,1.08806,0
1.02337,1.08803,0
1.02652,1.08794,0
1.02967,1.08778,0
1.03282,1.08755,0
1.03597,1.08725,0
1.03913,1.08689,0
1.04228,1.08647,0
1.04543,1.08598,0
1.04858,1.08542,0
1.05173,1.08479,0
1.05489,1.0841,0
1.05804,1.08333,0
1.06119,1.08251,0
1.06434,1.08161,0
1.06749,1.08065,0
1.07064,1.07962,0
1.0738,1.07852,0
1.07695,1.07735,0
1.0801,1.07612,0
1.08325,1.07481,0
1.0864,1.07344,0
1.08956,1.072,0
1.09271,1.07049,0
1.09586,1.06892,0
1.09901,1.06727,0
1.10216,1.06556,0
1.10532,1.06377,0
1.10847,1.06192,0
1.11162,1.06,0
1.11477,1.05801,0
1.11792,1.05595,0
1.12108,1.05382,0
1.12423,1.05162,0
1.12738,1.04935,0
1.13053,1.04701,0
1.13368,1.0446,0
1.13683,1.04212,0
1.13999,1.03957,0
1.14314,1.03695,0
1.14629,1.03426,0
1.14944,1.0315,0
1.15259,1.02867,0
