# 20240731_142132
alpha,tauRe,tauIm
-0.001,13.0088,0
0.0021519,13.0098,0
0.00530379,13.0106,0
0.00845569,13.0111,0
0.0116076,13.0115,0
0.0147595,13.0118,0
0.0179114,13.0119,0
0.0210633,13.012,0
0.0242152,13.0119,0
0.0273671,13.0118,0
0.030519,13.0116,0
0.0336709,13.0114,0
0.0368228,13.0111,0
0.0399747,13.0108,0
0.0431265,13.0104,0
0.0462784,13.0101,0
0.0494303,13.0097,0
0.0525822,13.0093,0
0.0557341,13.0089,0
0.058886,13.0084,0
0.0620379,13.008,0
0.0651898,13.0075,0
0.0683417,13.0071,0
0.0714936,13.0066,0
0.0746455,13.0061,0
0.0777974,13.0056,0
0.0809493,13.005,0
0.0841012,13.0045,0
0.0872531,13.0039,0
0.090405,13.0033,0
0.0935569,13.0027,0
0.0967088,13.002,0
0.0998607,13.0014,0
0.103013,13.0007,0
0.106164,13,0
0.109316,12.9992,0
0.112468,12.9984,0
0.11562,12.9976,0
0.118772,12.9968,0
0.121924,12.9959,0
0.125076,12.995,0
0.128228,12.9941,0
0.13138,12.9931,0
0.134532,12.992,0
0.137683,12.991,0
0.140835,12.9899,0
0.143987,12.9887,0
0.147139,12.9875,0
0.150291,12.9863,0
0.153443,12.985,0
0.156595,12.9837,0
0.159747,12.9824,0
0.162899,12.981,0
0.166051,12.9795,0
0.169202,12.978,0
0.172354,12.9764,0
0.175506,12.9748,0
0.178658,12.9732,0
0.18181,12.9715,0
0.184962,12.9697,0
0.188114,12.9679,0
0.191266,12.966,0
0.194418,12.9641,0
0.197569,12.9621,0
0.200721,12.9601,0
0.203873,12.9579,0
0.207025,12.9558,0
0.210177,12.9535,0
0.213329,12.9512,0
0.216481,12.9489,0
0.219633,12.9464,0
0.222785,12.9439,0
0.225937,12.9413,0
0.229088,12.9387,0
0.23224,12.936,0
0.235392,12.9331,0
0.238544,12.9302,0
0.241696,12.9273,0
0.244848,12.9242,0
0.248,12.9211,0
0.251152,12.9178,0
0.254304,12.9145,0
0.257455,12.911,0
0.260607,12.9075,0
0.263759,12.9039,0
0.266911,12.9002,0
0.270063,12.8963,0
0.273215,12.8924,0
0.276367,12.8883,0
0.279519,12.8842,0
0.282671,12.8799,0
0.285823,12.8755,0
0.288974,12.871,0
0.292126,12.8663,0
0.295278,12.8615,0
0.29843,12.8566,0
0.301582,12.8516,0
0.304734,12.8464,0
0.307886,12.8411,0
0.311038,12.8356,0
0.31419,12.83,0
0.317342,12.8243,0
0.320493,12.8184,0
0.323645,12.8123,0
0.326797,12.8061,0
0.329949,12.7997,0
0.333101,12.7932,0
0.336253,12.7865,0
0.339405,12.7796,0
0.342557,12.7726,0
0.345709,12.7654,0
0.348861,12.758,0
0.352012,12.7504,0
0.355164,12.7426,0
0.358316,12.7347,0
0.361468,12.7266,0
0.36462,12.7182,0
0.367772,12.7097,0
0.370924,12.701,0
0.374076,12.6921,0
0.377228,12.683,0
0.380379,12.6737,0
0.383531,12.6641,0
0.386683,12.6544,0
0.389835,12.6444,0
0.392987,12.6343,0
0.396139,12.6239,0
0.399291,12.6133,0
0.402443,12.6024,0
0.405595,12.5914,0
0.408747,12.5801,0
0.411898,12.5686,0
0.41505,12.5568,0
0.418202,12.5449,0
0.421354,12.5326,0
0.424506,12.5202,0
0.427658,12.5075,0
0.43081,12.4945,0
0.433962,12.4814,0
0.437114,12.4679,0
0.440266,12.4542,0
0.443417,12.4403,0
0.446569,12.4261,0
0.449721,12.4117,0
0.452873,12.397,0
0.456025,12.382,0
0.459177,12.3668,0
0.462329,12.3513,0
0.465481,12.3355,0
0.468633,12.3195,0
0.471784,12.3032,0
0.474936,12.2867,0
0.478088,12.2699,0
0.48124,12.2528,0
0.484392,12.2354,0
0.487544,12.2178,0
0.490696,12.1998,0
0.493848,12.1817,0
0.497,12.1632,0
0.500152,12.1444,0
0.503303,12.1254,0
0.506455,12.1061,0
0.509607,12.0865,0
0.512759,12.0666,0
0.515911,12.0464,0
0.519063,12.026,0
0.522215,12.0052,0
0.525367,11.9842,0
0.528519,11.9629,0
0.531671,11.9413,0
0.534822,11.9194,0
0.537974,11.8972,0
0.541126,11.8748,0
0.544278,11.852,0
0.54743,11.829,0
0.550582,11.8056,0
0.553734,11.782,0
0.556886,11.7581,0
0.560038,11.7338,0
0.563189,11.7093,0
0.566341,11.6845,0
0.569493,11.6594,0
0.572645,11.634,0
0.575797,11.6084,0
0.578949,11.5824,0
0.582101,11.5561,0
0.585253,11.5296,0
0.588405,11.5027,0
0.591557,11.4756,0
0.594708,11.4481,0
0.59786,11.4204,0
0.601012,11.3924,0
0.604164,11.3641,0
0.607316,11.3355,0
0.610468,11.3066,0
0.61362,11.2774,0
0.616772,11.2479,0
0.619924,11.2182,0
0.623075,11.1882,0
0.626227,11.1578,0
0.629379,11.1272,0
0.632531,11.0963,0
0.635683,11.0651,0
0.638835,11.0337,0
0.641987,11.0019,0
0.645139,10.9699,0
0.648291,10.9376,0
0.651443,10.905,0
0.654594,10.8722,0
0.657746,10.839,0
0.660898,10.8056,0
0.66405,10.772,0
0.667202,10.738,0
0.670354,10.7038,0
0.673506,10.6693,0
0.676658,10.6345,0
0.67981,10.5995,0
0.682962,10.5642,0
0.686113,10.5287,0
0.689265,10.4928,0
0.692417,10.4568,0
0.695569,10.4204,0
0.698721,10.3839,0
0.701873,10.347,0
0.705025,10.3099,0
0.708177,10.2726,0
0.711329,10.235,0
0.714481,10.1972,0
0.717632,10.1591,0
0.720784,10.1208,0
0.723936,10.0823,0
0.727088,10.0435,0
0.73024,10.0045,0
0.733392,9.96523,0
0.736544,9.92575,0
0.739696,9.88605,0
0.742848,9.84613,0
0.745999,9.80598,0
0.749151,9.76562,0
0.752303,9.72505,0
0.755455,9.68426,0
0.758607,9.64326,0
0.761759,9.60206,0
0.764911,9.56066,0
0.768063,9.51905,0
0.771215,9.47725,0
0.774366,9.43526,0
0.777518,9.39307,0
0.78067,9.3507,0
0.783822,9.30815,0
0.786974,9.26542,0
0.790126,9.22251,0
0.793278,9.17942,0
0.79643,9.13617,0
0.799582,9.09276,0
0.802734,9.04918,0
0.805885,9.00544,0
0.809037,8.96155,0
0.812189,8.91751,0
0.815341,8.87332,0
0.818493,8.82899,0
0.821645,8.78452,0
0.824797,8.73992,0
