# 20240731_142132
alpha,rRe,rIm
0,0.111454,0
0.00157237,0.131154,0
0.00314474,0.150875,0
0.00471711,0.170614,0
0.00628947,0.190367,0
0.00786184,0.210133,0
0.00943421,0.229909,0
0.0110066,0.249697,0
0.0125789,0.269493,0
0.0141513,0.289298,0
0.0157237,0.309109,0
0.0172961,0.328928,0
0.0188684,0.348751,0
0.0204408,0.36858,0
0.0220132,0.388412,0
0.0235855,0.408249,0
0.0251579,0.428089,0
0.0267303,0.447933,0
0.0283026,0.467778,0
0.029875,0.487627,0
0.0314474,0.507477,0
0.0330197,0.527329,0
0.0345921,0.547183,0
0.0361645,0.567039,0
0.0377368,0.586896,0
0.0393092,0.606755,0
0.0408816,0.626615,0
0.042454,0.646477,0
0.0440263,0.66634,0
0.0455987,0.686204,0
0.0471711,0.70607,0
0.0487434,0.725938,0
0.0503158,0.745807,0
0.0518882,0.765678,0
0.0534605,0.78555,0
0.0550329,0.805425,0
0.0566053,0.825301,0
0.0581776,0.84518,0
0.05975,0.86506,0
0.0613224,0.884943,0
0.0628947,0.904829,0
0.0644671,0.924717,0
0.0660395,0.944607,0
0.0676119,0.964501,0
0.0691842,0.984397,0
0.0707566,1.0043,0
0.072329,1.0242,0
0.0739013,1.0441,0
0.0754737,1.06401,0
0.0770461,1.08393,0
0.0786184,1.10384,0
0.0801908,1.12376,0
0.0817632,1.14369,0
0.0833355,1.16361,0
0.0849079,1.18355,0
0.0864803,1.20348,0
0.0880526,1.22342,0
0.089625,1.24337,0
0.0911974,1.26331,0
0.0927698,1.28327,0
0.0943421,1.30323,0
0.0959145,1.32319,0
0.0974869,1.34315,0
0.0990592,1.36313,0
0.100632,1.3831,0
0.102204,1.40308,0
0.103776,1.42307,0
0.105349,1.44306,0
0.106921,1.46306,0
0.108493,1.48306,0
0.110066,1.50307,0
0.111638,1.52308,0
0.113211,1.5431,0
0.114783,1.56312,0
0.116355,1.58315,0
0.117928,1.60318,0
0.1195,1.62322,0
0.121072,1.64327,0
0.122645,1.66331,0
0.124217,1.68337,0
0.125789,1.70343,0
0.127362,1.7235,0
0.128934,1.74357,0
0.130507,1.76365,0
0.132079,1.78373,0
0.133651,1.80382,0
0.135224,1.82391,0
0.136796,1.84401,0
0.138368,1.86412,0
0.139941,1.88423,0
0.141513,1.90435,0
0.143086,1.92447,0
0.144658,1.9446,0
0.14623,1.96474,0
0.147803,1.98488,0
0.149375,2.00503,0
0.150947,2.02518,0
0.15252,2.04534,0
0.154092,2.0655,0
0.155665,2.08568,0
0.157237,2.10585,0
