# 20240725_151537
alpha,urRe,urIm
0,0.0100543,0
0.00157237,0.0118583,0
0.00314474,0.0136622,0
0.00471711,0.0154662,0
0.00628947,0.0172701,0
0.00786184,0.0190741,0
0.00943421,0.0208781,0
0.0110066,0.022682,0
0.0125789,0.024486,0
0.0141513,0.0262899,0
0.0157237,0.0280939,0
0.0172961,0.0298979,0
0.0188684,0.0317017,0
0.0204408,0.0335055,0
0.0220132,0.0353091,0
0.0235855,0.0371127,0
0.0251579,0.0389162,0
0.0267303,0.0407199,0
0.0283026,0.0425236,0
0.029875,0.0443276,0
0.0314474,0.0461317,0
0.0330197,0.0479362,0
0.0345921,0.049741,0
0.0361645,0.0515462,0
0.0377368,0.0533515,0
0.0393092,0.0551569,0
0.0408816,0.0569626,0
0.042454,0.0587684,0
0.0440263,0.0605745,0
0.0455987,0.0623809,0
0.0471711,0.0641876,0
0.0487434,0.0659946,0
0.0503158,0.0678019,0
0.0518882,0.0696096,0
0.0534605,0.0714177,0
0.0550329,0.0732261,0
0.0566053,0.0750347,0
0.0581776,0.0768436,0
0.05975,0.0786528,0
0.0613224,0.0804624,0
0.0628947,0.0822723,0
0.0644671,0.0840826,0
0.0660395,0.0858934,0
0.0676119,0.0877046,0
0.0691842,0.0895162,0
0.0707566,0.0913284,0
0.072329,0.0931409,0
0.0739013,0.0949538,0
0.0754737,0.0967671,0
0.0770461,0.0985808,0
0.0786184,0.100395,0
0.0801908,0.10221,0
0.0817632,0.104025,0
0.0833355,0.10584,0
0.0849079,0.107657,0
0.0864803,0.109473,0
0.0880526,0.111291,0
0.089625,0.113108,0
0.0911974,0.114927,0
0.0927698,0.116746,0
0.0943421,0.118565,0
0.0959145,0.120385,0
0.0974869,0.122205,0
0.0990592,0.124026,0
0.100632,0.125848,0
0.102204,0.12767,0
0.103776,0.129493,0
0.105349,0.131317,0
0.106921,0.133141,0
0.108493,0.134966,0
0.110066,0.136791,0
0.111638,0.138617,0
0.113211,0.140444,0
0.114783,0.142271,0
0.116355,0.144099,0
0.117928,0.145928,0
0.1195,0.147757,0
0.121072,0.149587,0
0.122645,0.151419,0
0.124217,0.15325,0
0.125789,0.155083,0
0.127362,0.156916,0
0.128934,0.158749,0
0.130507,0.160584,0
0.132079,0.162419,0
0.133651,0.164255,0
0.135224,0.166092,0
0.136796,0.16793,0
0.138368,0.169768,0
0.139941,0.171608,0
0.141513,0.173448,0
0.143086,0.175289,0
0.144658,0.17713,0
0.14623,0.178973,0
0.147803,0.180816,0
0.149375,0.182661,0
0.150947,0.184506,0
0.15252,0.186351,0
0.154092,0.188198,0
0.155665,0.190046,0
0.157237,0.191895,0
0.158809,0.193744,0
0.160382,0.195595,0
0.161954,0.197446,0
0.163526,0.199298,0
0.165099,0.201151,0
0.166671,0.203005,0
0.168243,0.20486,0
0.169816,0.206716,0
0.171388,0.208572,0
0.172961,0.21043,0
0.174533,0.212289,0
0.176105,0.214148,0
0.177678,0.216009,0
0.17925,0.217871,0
0.180822,0.219733,0
0.182395,0.221596,0
0.183967,0.223461,0
0.18554,0.225326,0
0.187112,0.227193,0
0.188684,0.22906,0
0.190257,0.230928,0
0.191829,0.232798,0
0.193401,0.234668,0
0.194974,0.23654,0
0.196546,0.238412,0
0.198118,0.240285,0
0.199691,0.24216,0
0.201263,0.244035,0
0.202836,0.245911,0
0.204408,0.247789,0
0.20598,0.249667,0
0.207553,0.251547,0
0.209125,0.253427,0
