# 20240725_151537
alpha,DtauRe,DtauIm
0.0175638,-0.0461432,0
0.0351183,-0.0781469,0
0.0526539,-0.11265,0
0.0701616,-0.150261,0
0.0876328,-0.192199,0
0.105059,-0.239051,0
0.122434,-0.292293,0
0.13975,-0.35328,0
0.157002,-0.423492,0
0.174186,-0.503588,0
0.191299,-0.596568,0
0.20834,-0.70167,0
0.225309,-0.827043,0
0.242209,-0.959527,0
0.259043,-1.13514,0
0.275819,-1.27646,0
0.292544,-1.5645,0
0.30923,-1.61953,0
0.32589,-2.08353,0
0.326996,-2.08443,0
0.34254,-2.32288,0
0.346197,-2.4107,0
0.359198,-2.48786,0
0.375887,-2.75094,0
0.392631,-3.5142,0
0.401675,-3.28734,0
0.409457,-3.72235,0
0.411077,-3.78691,0
0.418348,-3.78698,0
0.426395,-3.97386,0
0.443482,-4.62713,0
0.450516,-4.58491,0
0.460756,-4.99772,0
0.46399,-5.10735,0
0.468959,-5.09341,0
0.478262,-5.55895,0
0.492279,-5.46682,0
0.496052,-5.96464,0
0.49771,-6.06233,0
0.502229,-6.06664,0
0.506992,-6.18297,0
0.514187,-6.36159,0
0.524468,-6.52717,0
0.53274,-7.04573,0
0.534508,-7.09144,0
0.537464,-7.12894,0
0.540784,-7.18296,0
0.551799,-7.57532,0
0.555308,-7.67988,0
0.559091,-7.7283,0
0.562574,-7.79434,0
0.566799,-7.85064,0
0.571477,-7.9845,0
0.583225,-8.32775,0
0.59192,-8.74508,0
0.596732,-8.88053,0
0.599118,-8.91205,0
0.602197,-8.97713,0
0.605152,-8.99696,0
0.61332,-9.39755,0
0.613901,-9.43204,0
0.621025,-9.54619,0
0.624034,-9.60542,0
0.626903,-9.65861,0
0.629582,-9.69664,0
0.635941,-9.93825,0
0.642619,-10.1894,0
0.645117,-10.2279,0
0.64814,-10.2817,0
0.650371,-10.3274,0
0.653052,-10.353,0
0.660167,-10.708,0
0.66184,-10.784,0
0.666081,-10.8427,0
0.668629,-10.8931,0
0.67111,-10.9395,0
0.673581,-10.9734,0
0.680096,-11.1761,0
0.68329,-11.0696,0
0.686598,-11.389,0
0.688166,-11.5075,0
0.690527,-11.475,0
0.696909,-11.6469,0
0.700263,-11.6915,0
0.702517,-11.7326,0
0.704655,-11.7725,0
0.706786,-11.8006,0
0.716257,-12.1866,0
0.717435,-12.2156,0
0.719978,-12.2564,0
0.721723,-12.2883,0
0.723752,-12.3218,0
0.728799,-12.4106,0
0.733873,-12.4955,0
0.73599,-12.5324,0
0.738218,-12.569,0
0.740321,-12.6066,0
0.742417,-12.6337,0
0.751179,-12.9636,0
0.753394,-13.0208,0
0.756107,-13.0598,0
0.757813,-13.0885,0
0.759828,-13.1194,0
0.764844,-13.1995,0
0.768227,-13.2519,0
0.770676,-13.2899,0
0.772198,-13.3133,0
0.773949,-13.3402,0
0.775697,-13.3669,0
0.782653,-13.4714,0
0.784266,-13.4958,0
0.786307,-13.5256,0
0.787873,-13.5492,0
0.789766,-13.5742,0
0.796827,-13.7736,0
0.801923,-13.9027,0
0.803955,-13.9262,0
0.806236,-13.9564,0
0.80779,-13.976,0
0.809631,-13.9995,0
0.814219,-14.0561,0
0.818289,-14.1055,0
0.821556,-14.1439,0
0.823066,-14.1614,0
0.824848,-14.1818,0
0.829292,-14.2315,0
0.833703,-14.2792,0
0.836065,-14.3039,0
0.837945,-14.3233,0
0.839808,-14.3422,0
0.844764,-14.3907,0
0.84852,-14.4259,0
0.849956,-14.4389,0
0.851541,-14.4531,0
0.855498,-14.4873,0
0.859538,-14.5206,0
0.861299,-14.5345,0
0.863137,-14.5487,0
0.864824,-14.5613,0
0.866509,-14.5736,0
0.873237,-14.6194,0
0.875664,-14.6346,0
0.87808,-14.649,0
0.87952,-14.6572,0
0.881195,-14.6664,0
0.885379,-14.6878,0
0.889942,-14.7085,0
0.892382,-14.7184,0
0.894152,-14.725,0
0.895801,-14.7308,0
0.89745,-14.7362,0
0.904039,-14.7536,0
0.90838,-14.7616,0
0.910477,-14.7644,0
0.912246,-14.7662,0
0.913628,-14.7672,0
0.915011,-14.768,0
0.920539,-14.7679,0
0.922138,-14.767,0
0.923753,-14.7655,0
0.925382,-14.7637,0
0.929357,-14.7572,0
0.933333,-14.7481,0
0.935265,-14.7427,0
0.936873,-14.7377,0
0.93848,-14.7322,0
0.944919,-14.7059,0
0.947231,-14.6947,0
0.949625,-14.682,0
0.951024,-14.6742,0
0.952586,-14.665,0
0.956495,-14.6402,0
0.960566,-14.6116,0
0.962447,-14.5974,0
0.964391,-14.5821,0
0.965989,-14.569,0
0.967589,-14.5555,0
0.974004,-14.4969,0
0.977359,-14.4636,0
0.9802,-14.4339,0
0.981578,-14.4191,0
0.983173,-14.4015,0
0.98717,-14.3558,0
0.991743,-14.3006,0
0.994481,-14.266,0
0.996258,-14.243,0
0.997858,-14.2219,0
0.999462,-14.2004,0
1.0059,-14.1108,0
1.00908,-14.0646,0
1.0119,-14.0226,0
1.01331,-14.0012,0
1.01491,-13.9768,0
1.01892,-13.9137,0
1.02306,-13.8483,0
1.02488,-13.8176,0
1.02694,-13.7848,0
1.02856,-13.7557,0
1.03018,-13.7359,0
1.03665,-13.7832,0
1.04024,-13.711,0
1.04277,-13.667,0
1.04426,-13.6401,0
1.04586,-13.6111,0
1.04748,-13.5816,0
1.05225,-13.4935,0
1.05534,-13.4356,0
1.05741,-13.3964,0
1.06037,-13.3401,0
1.06421,-13.2662,0
1.06743,-13.2038,0
1.0689,-13.1752,0
1.07054,-13.1431,0
1.07466,-13.0621,0
1.07914,-12.9736,0
1.08147,-12.9273,0
1.08341,-12.8886,0
1.08508,-12.8552,0
1.08895,-12.7788,0
1.09561,-12.6373,0
1.10025,-12.5932,0
1.1028,-12.6495,0
1.10477,-12.6292,0
1.10643,-12.5876,0
1.1081,-12.5602,0
1.1148,-12.4098,0
1.1199,-12.3113,0
1.12334,-12.239,0
1.12537,-12.1973,0
1.12773,-12.1486,0
1.13167,-12.0677,0
1.13571,-11.9853,0
1.13808,-11.9371,0
1.14004,-11.8974,0
1.14373,-11.823,0
1.14589,-11.7797,0
1.14859,-11.7262,0
1.15276,-11.6418,0
1.15842,-11.5393,0
1.163,-11.4384,0
1.16479,-11.4224,0
1.16663,-11.443,0
1.17111,-11.4519,0
1.17563,-11.3351,0
1.17745,-11.3022,0
1.17958,-11.2586,0
1.18204,-11.2118,0
1.18784,-11.0976,0
1.19442,-10.9734,0
1.19662,-10.9321,0
1.19887,-10.8902,0
1.20491,-10.7794,0
1.20728,-10.7366,0
1.2098,-10.6915,0
1.21404,-10.6165,0
1.22088,-10.4999,0
1.22345,-10.4551,0
1.22643,-10.4077,0
1.22938,-10.3538,0
1.23361,-10.3119,0
1.23757,-10.3099,0
1.24043,-10.27,0
1.24432,-10.2,0
1.24764,-10.1452,0
1.25039,-10.0988,0
1.25555,-10.0148,0
1.26152,-9.91926,0
1.26393,-9.88175,0
1.26648,-9.84224,0
1.27335,-9.73866,0
1.27834,-9.66554,0
1.28141,-9.62148,0
1.28416,-9.58266,0
1.28818,-9.52689,0
1.29222,-9.47197,0
1.29918,-9.3799,0
1.30701,-9.28047,0
1.30929,-9.25209,0
1.31131,-9.22749,0
1.31389,-9.19596,0
1.31649,-9.16605,0
1.323,-9.11163,0
1.32998,-9.03424,0
1.33704,-8.94889,0
1.33958,-8.91957,0
1.34167,-8.8958,0
1.34362,-8.87382,0
1.34613,-8.84585,0
1.34866,-8.81823,0
1.35537,-8.74681,0
1.36289,-8.67007,0
1.36524,-8.64688,0
1.36768,-8.62314,0
1.37008,-8.6001,0
1.37249,-8.57736,0
1.37854,-8.52177,0
1.38477,-8.46686,0
1.39104,-8.41387,0
1.39371,-8.392,0
1.39594,-8.37404,0
1.39901,-8.34978,0
1.40251,-8.32281,0
1.4119,-8.25396,0
1.41759,-8.21477,0
1.42331,-8.17731,0
1.42577,-8.16178,0
1.42788,-8.14882,0
1.43066,-8.1321,0
1.43379,-8.11389,0
1.44216,-8.06831,0
1.45058,-8.02737,0
1.45559,-8.00546,0
1.46062,-7.98546,0
1.46347,-7.97506,0
1.46573,-7.96727,0
1.46831,-7.95894,0
1.47105,-7.95075,0
1.47836,-7.93223,0
1.48448,-7.92069,0
1.48941,-7.91417,0
1.49315,-7.91092,0
1.4957,-7.90958,0
1.49828,-7.90895,0
1.50091,-7.90907,0
1.50482,-7.91076,0
1.51001,-7.91552,0
1.5152,-7.92405,0
1.51727,-7.928,0
1.51934,-7.93312,0
1.52185,-7.93848,0
1.52677,-7.9593,0
1.52733,-7.96183,0
1.53144,-7.97398,0
1.53601,-7.99676,0
1.54127,-8.02273,0
1.54337,-8.03495,0
1.54673,-8.05595,0
1.54962,-8.07608,0
1.55317,-8.10347,0
1.5576,-8.14287,0
1.56028,-8.16997,0
1.56249,-8.19458,0
1.56456,-8.21964,0
1.56709,-8.25338,0
1.56931,-8.28609,0
