# 20241023_171739
alpha,Df0Re,Df0Im
0,0.836852,1.12238
0.01,0.834184,1.12436
0.02,0.833742,1.12469
0.03,0.834491,1.12413
0.04,0.83586,1.12312
0.05,0.83757,1.12184
0.06,0.839521,1.12038
0.07,0.84171,1.11874
0.08,0.844179,1.11688
0.09,0.846989,1.11475
0.1,0.850196,1.1123
0.11,0.853852,1.1095
0.12,0.857997,1.1063
0.13,0.862663,1.10266
0.14,0.867879,1.09856
0.15,0.873671,1.09396
0.16,0.880069,1.08882
0.17,0.887106,1.08309
0.18,0.894824,1.07673
0.19,0.903268,1.06965
0.2,0.91249,1.0618
0.21,0.922548,1.05307
0.22,0.933502,1.04337
0.23,0.945415,1.03259
0.24,0.958347,1.0206
0.25,0.972356,1.00726
0.26,0.987494,0.992425
0.27,1.0038,0.975925
0.28,1.02132,0.957582
0.29,1.04005,0.937201
0.3,1.06001,0.914571
0.31,1.08116,0.889468
0.32,1.10346,0.861648
0.33,1.12682,0.830855
0.34,1.15115,0.796815
0.35,1.17627,0.759243
0.36,1.20198,0.717844
0.37,1.22802,0.672316
0.38,1.25408,0.622356
0.39,1.27977,0.567669
0.4,1.30461,0.507973
0.41,1.32808,0.443014
0.42,1.34953,0.372576
0.43,1.36826,0.296498
0.44,1.38346,0.21469
0.45,1.39423,0.127154
0.46,1.39961,0.0340023
0.47,1.39853,-0.0645169
0.48,1.3899,-0.167999
0.49,1.37257,-0.27586
0.5,1.34538,-0.387311
0.51,1.30717,-0.501344
0.52,1.25687,-0.616709
0.53,1.19347,-0.731909
0.54,1.11611,-0.845186
0.55,1.02417,-0.954533
0.56,0.917237,-1.0577
0.57,0.79526,-1.15222
0.58,0.65856,-1.23546
0.59,0.50791,-1.30464
0.6,0.344589,-1.35695
0.61,0.170428,-1.38961
0.62,-0.0121499,-1.39997
0.63,-0.200119,-1.38564
0.64,-0.389853,-1.34464
0.65,-0.577162,-1.27551
0.66,-0.757363,-1.17748
0.67,-0.925379,-1.05058
0.68,-1.07589,-0.895832
0.69,-1.2035,-0.715282
0.7,-1.30299,-0.512124
0.71,-1.36951,-0.290701
0.72,-1.39888,-0.0564867
0.73,-1.38787,0.184014
0.74,-1.33445,0.423421
0.75,-1.23803,0.653712
0.76,-1.09963,0.86652
0.77,-0.922075,1.05348
0.78,-0.709962,1.20665
0.79,-0.46967,1.31889
0.8,-0.209189,1.3843
0.81,0.062132,1.39864
0.82,0.333936,1.35961
0.83,0.595306,1.26715
0.84,0.835265,1.12356
0.85,1.04333,0.933544
0.86,1.21009,0.704088
0.87,1.32768,0.444209
0.88,1.39031,0.164579
0.89,1.39461,-0.122972
0.9,1.33985,-0.406035
0.91,1.22806,-0.672256
0.92,1.06395,-0.909978
0.93,0.854698,-1.10885
0.94,0.609546,-1.26036
0.95,0.339336,-1.35827
0.96,0.0559173,-1.3989
0.97,-0.228479,-1.38125
0.98,-0.501865,-1.30697
0.99,-0.753087,-1.18022
1,-0.972333,-1.00728
1.01,-1.15154,-0.79624
1.02,-1.28469,-0.55643
1.03,-1.36794,-0.297965
1.04,-1.39967,-0.0312148
1.05,-1.38038,0.233669
1.06,-1.31252,0.48717
1.07,-1.20024,0.720754
1.08,-1.04903,0.927135
1.09,-0.86548,1.10045
1.1,-0.656832,1.23637
1.11,-0.43072,1.33212
1.12,-0.194829,1.3864
1.13,0.0433746,1.39935
1.14,0.276874,1.37237
1.15,0.499294,1.30796
1.16,0.705044,1.20953
1.17,0.889411,1.0812
1.18,1.04861,0.92761
1.19,1.17982,0.753711
1.2,1.28112,0.564613
1.21,1.35149,0.365418
1.22,1.39072,0.16109
1.23,1.39934,-0.0436565
1.24,1.37851,-0.244446
1.25,1.32997,-0.437307
1.26,1.25588,-0.618722
1.27,1.15879,-0.785657
1.28,1.04151,-0.935582
1.29,0.907028,-1.06647
1.3,0.758452,-1.17678
1.31,0.598911,-1.26545
1.32,0.431507,-1.33186
1.33,0.259261,-1.3758
1.34,0.085066,-1.39743
1.35,-0.0883392,-1.39723
1.36,-0.258396,-1.37597
1.37,-0.422744,-1.33467
1.38,-0.579232,-1.27458
1.39,-0.72593,-1.19711
1.4,-0.861137,-1.10385
1.41,-0.983389,-0.996492
1.42,-1.09146,-0.876797
1.43,-1.18434,-0.746585
1.44,-1.26125,-0.607692
1.45,-1.32161,-0.461956
1.46,-1.36499,-0.311203
1.47,-1.39116,-0.15725
1.48,-1.40002,-0.00190089
1.49,-1.39163,0.153068
1.5,-1.36618,0.30593
1.51,-1.32401,0.455028
1.52,-1.26551,0.598781
1.53,-1.19116,0.735648
1.54,-1.10157,0.864064
1.55,-0.997441,0.982428
1.56,-0.87959,1.08921
1.57,-0.74853,1.18311
1.58,-0.604331,1.26287
